[5.18818343 9.72521154],[2.29865939 3.15800507],[3.60074917 0.77401828],[-1.25441543 -1.64443555],[2.83000675 1.43852389],[-1.04306478 -2.07037727],[1.28748032 2.35983346],[ 4.97823012 -1.66414519],[8.98020562 9.40374132],[ 2.52410385 -3.58108496],[6.63480924 9.11717197],[0.9601452  4.94643747],[0.50804604 4.1349414 ],[2.9019443  4.42861109],[1.7973439  4.94063192],[4.06702532 1.59367236],[7.10768678 2.5348756 ],[-0.34100447  4.40247429],[3.25598231 3.80844465],[-2.12081176  0.96790426],[1.32839887 5.45361583],[-3.48922678  3.72869517],[1.33397981 5.95132619],[ 0.55444652 -3.65335034],[9.03920939 6.52494055],[ 2.83383569 -4.0815824 ],[2.0374908  8.16500166],[-1.44454705 -3.14185865],[6.72493135 4.95543001],[ 0.34040687 -4.43932873],[0.55856333 1.01387883],[-4.88671683  1.20362776],[5.84694808 2.0485424 ],[-3.83850622  1.62560255],[4.73734328 8.38926978],[ 3.2019166  -1.70099511],[8.0846335  2.31490358],[4.87650168 1.91182345],[6.41506374 7.87296559],[4.48859845 4.32202647],[2.83604579 9.92945014],[-0.40900636 -4.52634101],[1.97369916 3.21344036],[-4.57513412  2.0071407 ],[2.19528717 0.07008058],[-1.85006603  0.19642513],[4.71052176 0.32650757],[-4.33041855 -1.11017702],[6.70054578 4.55246751],[-4.17001369  0.92445449],[1.80300671 1.4773385 ],[-4.90118583  0.76815755],[8.10674152 0.40062785],[ 2.42654505 -0.61939835],[4.99838515 2.90491985],[ 1.58740466 -4.84255661],[7.24183155 6.87324572],[0.25726831 0.59363978],[3.94069178 8.57011083],[ 2.28272093 -4.6646093 ],[1.73618993 6.55221559],[-3.48196134  1.2937288 ],[2.57857206 7.80412865],[-4.88184844  2.9327118 ]
[4.73999696 3.20185083],[-1.06264893  0.07833841],[4.91085288 6.67647549],[ 1.00286186 -0.24319541],[4.3111871  6.63076381],[1.04210899 0.04807675],[3.41092544 6.25256648],[-0.81350946 -0.5952022 ],[3.29631956 3.68094161],[-0.55475043  0.89038699],[3.04176769 3.46638912],[ 0.76254541 -0.68952075],[4.62896922 2.80055795],[-0.9921928  -0.05158422],[3.53458185 2.99920064],[-0.85431552  0.52994962],[3.06276432 3.61552865],[ 0.50035553 -0.83305851],[6.56551339 4.23460442],[-0.29213244 -0.9539195 ],[6.00446533 3.40012134],[-0.79450366 -0.65385277],[4.87915743 6.7002472 ],[-0.99037985  0.16117005],[2.77254271 4.87253053],[0.17209496 1.02390339],[6.28073929 5.70060036],[-0.49363046  0.87875218],[3.93441603 6.55396597],[0.92686279 0.37207401],[5.94494271 6.08603693],[ 0.64015505 -0.7995735 ],[6.00604223 6.08428254],[ 0.76324094 -0.59125014],[2.68396276 4.94980247],[0.12332784 1.01184768],[2.90757903 5.48731573],[-0.33017371 -0.97908816],[3.87342324 3.26749478],[-0.86979134  0.58917706],[6.18547067 3.77210285],[0.58523668 0.7959715 ],[6.41699257 4.0507158 ],[-0.43301042 -0.92301415],[5.74774948 6.25883763],[ 0.76054838 -0.6771686 ],[5.52784403 6.44912122],[ 0.88705028 -0.47695979],[2.85222464 3.1364812 ],[ 0.4684733  -0.76197384],[6.32931315 5.48314886],[ 0.34500511 -0.94906447],[4.72810548 6.35687102],[-1.0631279  -0.15688619],[3.33985159 6.13675821],[0.83740591 0.61101416],[3.97643843 3.00288449],[ 0.96177145 -0.30011268],[2.63121059 4.75094044],[-0.05505461  0.99845663],[6.34658402 4.06250009],[0.24269048 0.99220571],[6.08746022 3.51761451],[0.52159214 0.88872395]
[4.68702785 3.20628365],[-1.05758925  0.09737749],[4.96088844 6.66382938],[ 0.99884225 -0.26221134],[4.36329098 6.6326212 ],[1.04041809 0.0246753 ],[3.37069838 6.22242567],[-0.79679742 -0.61160195],[3.26904012 3.72567733],[-0.53558646  0.89980221],[3.08029566 3.43235698],[ 0.77856567 -0.67163061],[4.57926517 2.79852893],[-0.99442282 -0.0281904 ],[3.49224663 3.02628631],[-0.83986795  0.55251698],[3.08825793 3.57415787],[ 0.51902854 -0.82199736],[6.55038089 4.18717495],[-0.31404057 -0.9441796 ],[5.96426685 3.36782312],[-0.81334201 -0.63810546],[4.82952578 6.707671  ],[-0.99336477  0.13722401],[2.78169162 4.92359182],[0.19347924 1.01815383],[6.25559927 5.74429052],[-0.51369364  0.86696669],[3.98093629 6.57199106],[0.9357234  0.35082586],[5.97648767 6.04571144],[ 0.62227709 -0.81269492],[6.04377853 6.05422521],[ 0.74722371 -0.60991457],[2.69066553 5.00024282],[0.14677234 1.00771545],[2.89166884 5.43827374],[-0.30689161 -0.98316651],[3.83023591 3.29731559],[-0.85824439  0.60299282],[6.21419957 3.8121953 ],[0.56387842 0.80759926],[6.39469654 4.00475328],[-0.45663897 -0.91329372],[5.78531756 6.22449795],[ 0.74402065 -0.69444454],[5.5719215 6.4248054],[ 0.87583685 -0.49574514],[2.87623223 3.09864275],[ 0.49167205 -0.75152612],[6.3460201  5.43551953],[ 0.32127572 -0.95800192],[4.67518516 6.34864466],[-1.05426702 -0.17266967],[3.381956   6.16675453],[0.84665286 0.58879099],[4.02477231 2.98852677],[ 0.96968465 -0.27599132],[2.62908596 4.80088575],[-0.03300412  0.9962833 ],[6.35817843 4.11230326],[0.2207584  0.99941451],[6.11302583 3.56237479],[0.50173359 0.90224612]
[4.63433103 3.21167732],[-1.05286398  0.11566638],[5.01054698 6.65007274],[ 0.98736852 -0.28810601],[4.41543523 6.63344818],[1.04332364 0.00657357],[3.33120041 6.19135491],[-0.78096302 -0.62902583],[3.24275476 3.77090333],[-0.51658699  0.90841352],[3.11975903 3.39937645],[ 0.79884831 -0.64855823],[4.52965206 2.7978602 ],[-0.99024689  0.00121211],[3.45067893 3.05452184],[-0.82287756  0.57671868],[3.11483491 3.53350789],[ 0.54380921 -0.80413457],[6.53399511 4.14008352],[-0.33995836 -0.93800523],[5.92319118 3.33636831],[-0.82800703 -0.61852357],[4.77975945 6.71389566],[-0.99697743  0.11196466],[2.7919113  4.97435858],[0.21364187 1.01086756],[6.22947062 5.78738407],[-0.53066139  0.85738516],[4.02786875 6.58893122],[0.9413628  0.32666901],[6.00716294 6.00477199],[ 0.60415334 -0.82535246],[6.08092638 6.0234652 ],[ 0.73851124 -0.6205265 ],[2.69853352 5.05045682],[0.16637526 0.99929667],[2.87682593 5.38893996],[-0.28697457 -0.99021163],[3.78762671 3.32780956],[-0.84270907  0.62008213],[6.24186503 3.85287149],[0.54320417 0.81981559],[6.37135388 3.95941511],[-0.47700048 -0.90022696],[5.82217518 6.18942985],[ 0.72933185 -0.7091035 ],[5.61542208 6.39955163],[ 0.86269982 -0.51575607],[2.90144209 3.06139405],[ 0.51734208 -0.73763015],[6.36152744 5.38745187],[ 0.30041999 -0.96325056],[4.62263619 6.33955923],[-1.04879113 -0.19183749],[3.42463597 6.19575632],[0.85881388 0.56964519],[4.07337738 2.97526584],[ 0.97654875 -0.25230708],[2.6278827  4.85053966],[-0.01426338  0.99075531],[6.36872417 4.16249411],[0.20070996 1.00765431],[6.13757909 3.60777985],[0.48058844 0.91401218]
[4.58183598 3.2179354 ],[-1.04784926  0.13364111],[5.05971874 6.63511757],[ 0.98057584 -0.3088856 ],[4.46752754 6.63318849],[ 1.04163891 -0.01555918],[3.29254106 6.15945749],[-0.76534856 -0.64676483],[3.21736028 3.81648866],[-0.4964208   0.91767691],[3.16006415 3.36739998],[ 0.81252328 -0.6311988 ],[4.48012192 2.79852559],[-0.99231695  0.0238805 ],[3.40981113 3.08379408],[-0.80966625  0.59615796],[3.1425425  3.49365893],[ 0.56522771 -0.78895029],[6.51638546 4.09338296],[-0.366301   -0.93186959],[5.88143499 3.30593847],[-0.84159962 -0.59814284],[4.73001901 6.71905156],[-0.99482752  0.09205049],[2.80317726 5.02479455],[0.2384072 1.0079059],[6.20232349 5.82980691],[-0.55164157  0.84294897],[4.07512123 6.60470668],[0.94960047 0.30533392],[6.03688061 5.96316705],[ 0.58550114 -0.837796  ],[6.11742494 5.99197967],[ 0.71991146 -0.64030466],[2.70744009 5.10030466],[0.19130928 0.99599768],[2.86303508 5.33932207],[-0.26264887 -0.9924088 ],[3.74575205 3.35910125],[-0.83244179  0.6313044 ],[6.2684619  3.89412041],[0.52005455 0.82944777],[6.34705243 3.91478907],[-0.4962054  -0.88601041],[5.85829189 6.15364137],[ 0.71539778 -0.72225106],[5.65814927 6.3731949 ],[ 0.84687545 -0.53791152],[2.92805062 3.02497785],[ 0.54601035 -0.71983177],[6.37605367 5.33919431],[ 0.27940651 -0.96821815],[4.57026385 6.32940723],[-1.04513524 -0.21327698],[3.46790752 6.22378903],[0.87080975 0.55053605],[4.12237772 2.96326288],[ 0.9831198  -0.22804945],[2.62784981 4.90013815],[0.01211341 0.99230447],[6.37807124 4.21288507],[0.17535416 1.01001589],[6.1610471  3.65373516],[0.46042947 0.92634807]
[4.52971037 3.22520227],[-1.03741206  0.156762  ],[5.10865312 6.61924754],[ 0.97528131 -0.32725126],[4.51956205 6.631864  ],[ 1.03799606 -0.03905009],[3.25472058 6.12672851],[-0.74643761 -0.66130816],[3.19311557 3.86265879],[-0.47422861  0.92817446],[3.20107672 3.33633589],[ 0.82853938 -0.61066157],[4.43043793 2.8002492 ],[-0.99298329  0.04691923],[3.36975878 3.11416943],[-0.79249863  0.61862086],[3.1713149  3.45458173],[ 0.58420805 -0.77545102],[6.49747849 4.04702178],[-0.39012663 -0.92273815],[5.83903929 3.27656083],[-0.85380948 -0.57665343],[4.68025817 6.72307076],[-0.99612558  0.0681361 ],[2.81554028 5.07492888],[0.25728948 0.9986854 ],[6.17425239 5.87161018],[-0.57105409  0.82918181],[4.12276664 6.61940748],[0.95595025 0.28250742],[6.06570522 5.92099642],[ 0.5668965  -0.84951063],[6.15289155 5.95941941],[ 0.6992682  -0.66147975],[2.71751418 5.14989538],[0.21388865 0.9898759 ],[2.85056758 5.28970185],[-0.23632752 -0.99264119],[3.70446032 3.39100596],[-0.81788345  0.64612938],[6.29405819 3.93600414],[0.50300815 0.84498943],[6.32182716 3.87091027],[-0.51346536 -0.86986624],[5.8936235  6.11712576],[ 0.6986814  -0.73743909],[5.70012257 6.34578242],[ 0.83434177 -0.55616137],[2.95616917 2.98955139],[ 0.57814144 -0.69763654],[6.3894301  5.29060529],[ 0.25511216 -0.97575364],[4.51830448 6.31841113],[-1.03298728 -0.22621443],[3.51182618 6.2509209 ],[0.88527257 0.53418183],[4.17150959 2.95228848],[ 0.98426475 -0.20878973],[2.62906044 4.94972189],[0.03520504 0.9898804 ],[6.38628026 4.26350659],[0.15227863 1.0139562 ],[6.18363157 3.70041512],[0.44174604 0.93945309]
[4.47811474 3.23363314],[-1.02569866  0.18116942],[5.15718095 6.60233596],[ 0.96473864 -0.35021026],[4.57133704 6.62929396],[ 1.03291479 -0.06375868],[3.21781011 6.09323486],[-0.73083381 -0.6792412 ],[3.16972818 3.90908909],[-0.46129152  0.92900585],[3.2428738  3.30630496],[ 0.84197148 -0.5918271 ],[4.3807628  2.80314745],[-0.99407911  0.0687412 ],[3.33047655 3.14555549],[-0.77725139  0.63818734],[3.20101547 3.4161794 ],[ 0.60286257 -0.76144421],[6.47729063 4.00103703],[-0.41691271 -0.91613805],[5.79604283 3.24826041],[-0.86403431 -0.55345141],[4.63040589 6.72585074],[-0.99742891  0.0434779 ],[2.82895766 5.12470567],[0.27980002 0.99279379],[6.14524039 5.91273365],[-0.589099    0.81592379],[4.17069772 6.63294179],[0.96093945 0.25860078],[6.09356944 5.87822762],[ 0.54817938 -0.86062605],[6.18737832 5.92587009],[ 0.68087018 -0.67970363],[2.72877911 5.19922949],[0.23599495 0.98277569],[2.83934371 5.23999908],[-0.21355932 -0.99627406],[3.6639013  3.42364169],[-0.80262902  0.66105443],[6.31865662 3.97851329],[0.48241703 0.85675742],[6.29560324 3.82770495],[-0.53279117 -0.85571146],[5.92803404 6.07978413],[ 0.67940208 -0.75444289],[5.74148605 6.31749413],[ 0.81766821 -0.57779051],[2.98554932 2.95491619],[ 0.59818138 -0.68644269],[6.40165266 5.24171969],[ 0.23367864 -0.9797441 ],[4.46684956 6.30667132],[-1.02710902 -0.24525853],[3.55635976 6.27713507],[0.8945957  0.51299244],[4.22078852 2.94237883],[ 0.98628009 -0.18816597],[2.63140249 4.99915007],[0.05891543 0.98761718],[6.39333309 4.31430587],[0.12908328 1.01710677],[6.20517944 3.74763314],[0.41971778 0.9486801 ]
[4.42696535 3.24314264],[-1.02194972  0.19738921],[5.2050935  6.58419843],[ 0.95103966 -0.37595596],[4.62303152 6.62567537],[ 1.03240388 -0.08323704],[3.18158161 6.0587435 ],[-0.71784842 -0.69990273],[3.14704465 3.95561347],[-0.44424305  0.93372881],[3.28530931 3.27720251],[ 0.85343139 -0.57417409],[4.33112853 2.80721077],[-0.99063954  0.09430121],[3.29195507 3.17789348],[-0.76275113  0.65602204],[3.23164083 3.37849032],[ 0.62249163 -0.74563612],[6.45582354 3.95545414],[-0.43998481 -0.90542166],[5.75252345 3.22110325],[-0.87705566 -0.53327782],[4.5804713 6.7273589],[-0.99784668  0.01893892],[2.84355559 5.17423088],[0.30319711 0.98726545],[6.11524636 5.95309364],[-0.60986836  0.79912344],[4.21891427 6.64532351],[0.96904683 0.23814985],[6.12061804 5.8350387 ],[ 0.53350313 -0.86713802],[6.22095962 5.89144255],[ 0.66233383 -0.69732222],[2.74120853 5.24825771],[0.26087665 0.97800177],[2.82933449 5.19019799],[-0.1892172  -0.99810394],[3.62408028 3.45698437],[-0.79032803  0.67243054],[6.34233037 4.02170747],[0.46381128 0.87016753],[6.26843213 3.7852269 ],[-0.55439489 -0.84379836],[5.96155247 6.04168288],[ 0.66132222 -0.76950676],[5.78210537 6.28823055],[ 0.80405863 -0.59567575],[3.01606284 2.92100106],[ 0.62280568 -0.66951087],[6.41277375 5.19261755],[ 0.20868046 -0.98671869],[4.41580807 6.29409594],[-1.01737639 -0.26051204],[3.6013507  6.30228494],[0.90611074 0.49417291],[4.27021374 2.93355776],[ 0.99238874 -0.16291989],[2.63500543 5.04852355],[0.08593269 0.98795997],[6.39927711 4.3652953 ],[0.10741129 1.02101309],[6.22547999 3.79515903],[0.39188272 0.95184412]
[4.3760141  3.25345516],[-1.01758414  0.213463  ],[5.252333   6.56479352],[ 0.9393359  -0.39934396],[4.67465066 6.62105312],[ 1.02988299 -0.10400421],[3.14614113 6.02335597],[-0.7008187  -0.71658737],[3.12541707 4.00256179],[-0.42168534  0.94328477],[3.32824892 3.24893076],[ 0.86559457 -0.5551325 ],[4.28160324 2.81247273],[-0.99073237  0.11559596],[3.25422954 3.21116983],[-0.74641021  0.67472777],[3.26324083 3.3416048 ],[ 0.64011921 -0.73102202],[6.43325511 3.9104634 ],[-0.46372661 -0.89521307],[5.70840302 3.19499608],[-0.88752262 -0.51088403],[4.53066122 6.72777547],[-0.99565827 -0.00339638],[2.85917496 5.22332442],[0.32418585 0.97909707],[6.08423491 5.99261462],[-0.6299213   0.78224001],[4.26742569 6.65658427],[0.97101414 0.21197718],[6.14690345 5.79150653],[ 0.51725428 -0.87472442],[6.25366291 5.85620177],[ 0.6448865  -0.71309539],[2.75472159 5.29687672],[0.28156057 0.96872457],[2.82040139 5.14017695],[-0.16599007 -1.00053224],[3.58501363 3.49101978],[-0.77207277  0.6891675 ],[6.3650077  4.06549855],[0.44388023 0.8819401 ],[6.24017565 3.74334323],[-0.57645554 -0.83219189],[5.99412275 6.00280291],[ 0.64087478 -0.78618133],[5.82191295 6.25795835],[ 0.78836084 -0.61497666],[3.04784605 2.88799987],[ 0.64730161 -0.65154957],[6.42268271 5.14322491],[ 0.18622628 -0.99039752],[4.3651657  6.28066861],[-1.00901028 -0.27725426],[3.64708962 6.32667903],[0.92022002 0.47850337],[4.31987749 2.92595272],[ 0.99335708 -0.14207241],[2.63997555 5.09790738],[0.110931 0.98541 ],[6.40410613 4.41642906],[0.08584257 1.02427687],[6.24459531 3.84304223],[0.3721656 0.9627592]
[4.32525274 3.26452282],[-1.0124363  0.2295253],[5.29893457 6.54417853],[ 0.926199  -0.4236682],[4.72600635 6.61526454],[ 1.02545212 -0.12630463],[3.1115129  5.98709393],[-0.683249   -0.73276933],[3.104895   4.04994726],[-0.39887629  0.95237389],[3.371891   3.22172697],[ 0.8786457  -0.53434858],[4.23216938 2.8188728 ],[-0.9869953   0.13988525],[3.21731559 3.24535194],[-0.7302554  0.6922867],[3.29564845 3.30539767],[ 0.65702871 -0.71627506],[6.40958451 3.86607306],[-0.48313132 -0.88049832],[5.66373764 3.16997995],[-0.9000413  -0.49086127],[4.48095959 6.7270636 ],[-0.99605134 -0.0287938 ],[2.8758644 5.2720214],[0.34170916 0.96714034],[6.05230264 6.03135217],[-0.6481654   0.76631985],[4.31607136 6.66657683],[0.97468307 0.18769727],[6.17230122 5.7475346 ],[ 0.49919367 -0.8835301 ],[6.28550366 5.82020116],[ 0.62683502 -0.72871569],[2.76945469 5.34520765],[0.30946781 0.96612808],[2.81261632 5.09002942],[-0.14545717 -1.00525891],[3.54686261 3.52588121],[-0.75619029  0.70297271],[6.3865734  4.10975711],[0.42111935 0.89066866],[6.21079424 3.70202209],[-0.59623556 -0.81815088],[6.02568467 5.96312294],[ 0.62139441 -0.80111313],[5.86082984 6.22663243],[ 0.76901868 -0.63724617],[3.08085754 2.85593009],[ 0.67255938 -0.63162563],[6.43139823 5.09359412],[ 0.1629855  -0.99416718],[4.3149627  6.26642396],[-1.00258681 -0.29601739],[3.69336306 6.35012829],[0.93098856 0.45985896],[4.36969336 2.91950698],[ 0.99989845 -0.11503567],[2.64610437 5.14706082],[0.13546505 0.98194141],[6.40785331 4.46770271],[0.06423408 1.02669401],[6.26269888 3.8914291 ],[0.35218795 0.97276061]
[4.27485636 3.27648801],[-1.00457156  0.24783269],[5.34503305 6.52251811],[ 0.91846922 -0.44184656],[4.77718749 6.60842316],[ 1.0213786  -0.14763216],[3.07793376 5.95019228],[-0.65990382 -0.74322722],[3.08549589 4.09775176],[-0.37743204  0.95937567],[3.41625234 3.1956501 ],[ 0.89556102 -0.50880415],[4.18299007 2.82654059],[-0.98216861  0.16467384],[3.18136341 3.28054235],[-0.71121298  0.71178915],[3.32883584 3.26988316],[ 0.66997587 -0.70465432],[6.38483182 3.82230892],[-0.5064416  -0.86954334],[5.61857182 3.14608237],[-0.90889077 -0.46747738],[4.43122317 6.72504563],[-0.99562355 -0.05418124],[2.89336833 5.32006081],[0.35914934 0.9551775 ],[6.0194129  6.06922754],[-0.66567973  0.7502992 ],[4.36486369 6.67532555],[0.97670698 0.16204385],[6.19680182 5.70314279],[ 0.47964423 -0.89324415],[6.31626653 5.78326456],[ 0.60416907 -0.74812729],[2.78546094 5.39326811],[0.32930781 0.95485841],[2.80589961 5.03970198],[-0.1224612  -1.00695948],[3.50947138 3.56138348],[-0.73984904  0.71663436],[6.40703155 4.15447583],[0.39792473 0.89871521],[6.18051246 3.66149171],[-0.61248502 -0.80058989],[6.05636666 5.92280868],[ 0.60624594 -0.81100372],[5.89889211 6.1943232 ],[ 0.75332013 -0.65514402],[3.1150828  2.82483832],[ 0.69587354 -0.61240653],[6.43895336 5.04379215],[ 0.14116915 -0.99590461],[4.26494881 6.25109497],[-0.99639216 -0.31557631],[3.74009794 6.37257727],[0.93829656 0.43807316],[4.41976542 2.91436382],[ 1.00418551 -0.08939146],[2.65348252 5.19604716],[0.1580682  0.97592074],[6.41052219 4.51908031],[0.04392044 1.0296065 ],[6.27969151 3.94018964],[0.32801988 0.97806055]
[4.22476809 3.28926899],[-0.99804807  0.26419276],[5.39060887 6.4998329 ],[ 0.90661456 -0.46340346],[4.82820028 6.60056761],[ 1.01727806 -0.16831185],[3.0454249  5.91266915],[-0.64035337 -0.75754098],[3.06720709 4.14592692],[-0.3566438   0.96504292],[3.46137048 3.17078693],[ 0.90884026 -0.48594064],[4.13395158 2.83532604],[-0.97774174  0.18819183],[3.14629101 3.31661172],[-0.69172745  0.73078325],[3.36286368 3.23516347],[ 0.6915789  -0.68355702],[6.35901865 3.77920172],[-0.52714701 -0.85585591],[5.57290716 3.12328848],[-0.91911902 -0.44581944],[4.38147636 6.72170679],[-0.9936955 -0.0788768],[2.91180672 5.36756114],[0.37846896 0.94494016],[5.98572561 6.10635851],[-0.68112048  0.73548793],[4.41372367 6.68276345],[0.976439  0.1342845],[6.22025885 5.65821714],[ 0.45969102 -0.90264069],[6.3460392  5.74552093],[ 0.58601303 -0.76222004],[2.80252519 5.44082639],[0.3523091  0.94650325],[2.80025751 4.98922746],[-0.10188382 -1.0105181 ],[3.47291954 3.59757629],[-0.72312299  0.73008731],[6.42636186 4.19962313],[0.37580029 0.90757702],[6.1494262  3.62184565],[-0.6313201 -0.7856703],[6.08618525 5.8819107 ],[ 0.58807856 -0.82322837],[5.93604166 6.16101006],[ 0.73227771 -0.67763981],[3.15054431 2.79481009],[ 0.72107518 -0.59001034],[6.44547921 4.99397366],[ 0.11816273 -0.99848435],[4.21537779 6.2349166 ],[-0.98590578 -0.33097442],[3.78710365 6.39384476],[0.94316379 0.41394072],[4.47001705 2.91048803],[ 1.00547479 -0.06599127],[2.66179687 5.24453677],[0.17819141 0.96736639],[6.41211436 4.57052142],[0.02052562 1.02865772],[6.2954911 3.9892206],[0.30334644 0.982462  ]
[4.17511009 3.30296064],[-0.98777498  0.28389742],[5.4356848  6.47618143],[ 0.89776905 -0.48115319],[4.87894106 6.59162417],[ 1.01118756 -0.19046934],[3.01396381 5.87449918],[-0.61893976 -0.77004891],[3.0497962  4.19421522],[-0.3378272   0.96843892],[3.5071242  3.14705957],[ 0.92139743 -0.46294466],[4.0852467  2.84538419],[-0.96903509  0.21541098],[3.11219326 3.35360721],[-0.67393454  0.747132  ],[3.39783663 3.20138406],[ 0.70698228 -0.66783877],[6.33214686 3.7367585 ],[-0.54738326 -0.841576  ],[5.52668676 3.10152154],[-0.92820002 -0.42348683],[4.33176495 6.71705379],[-0.99180201 -0.1043701 ],[2.93123325 5.41456534],[0.39832451 0.93498814],[5.95111809 6.14257972],[-0.70175491  0.71464773],[4.4625862  6.68883092],[0.97752214 0.10800042],[6.24264611 5.61276763],[ 0.4381442  -0.91289863],[6.37486048 5.70704895],[ 0.56594539 -0.77742956],[2.82068001 5.48789908],[0.37444537 0.93697365],[2.79574137 4.93868531],[-0.07789603 -1.01020309],[3.43715316 3.63437607],[-0.7053871   0.74395609],[6.44454796 4.24516985],[0.35389498 0.91639419],[6.11751867 3.58306594],[-0.64536491 -0.7659896 ],[6.11502419 5.84034873],[ 0.5685839  -0.83604056],[5.97219579 6.12664779],[ 0.71352242 -0.69708224],[3.18720612 2.76587504],[ 0.74514827 -0.56741655],[6.45089557 4.94408081],[ 0.09863411 -0.99708543],[4.16648017 6.21812174],[-0.97129747 -0.34201653],[3.83443173 6.41398889],[0.95038343 0.39235179],[4.5203593  2.90782344],[ 1.00683628 -0.0419003 ],[2.67138337 5.29284981],[0.20426744 0.96408138],[6.41262585 4.62198637],[-4.37504402e-04  1.02938337e+00],[6.31008859 4.03849439],[0.27962686 0.98742102]
[4.12593529 3.31759832],[-0.97830246  0.30245469],[5.48031856 6.45166517],[ 0.88588035 -0.50107142],[4.92943181 6.58164163],[ 1.00686777 -0.21025217],[2.98352943 5.83565877],[-0.59873042 -0.78380124],[3.03348993 4.24282138],[-0.31539207  0.97478834],[3.5534148  3.12441101],[ 0.92970841 -0.44343985],[4.03696206 2.85677566],[-0.96132609  0.2411337 ],[3.0789426  3.39135451],[-0.65526807  0.76343248],[3.43359673 3.1684282 ],[ 0.72302266 -0.65066181],[6.30429581 3.69506354],[-0.56707666 -0.82669577],[5.48005747 3.08090768],[-0.93518477 -0.39938722],[4.28224949 6.71121389],[-0.98760029 -0.12805065],[2.95162447 5.46103795],[0.41504315 0.92167416],[5.91575944 6.17801847],[-0.71290932  0.70244675],[4.51145327 6.69354037],[0.97781347 0.08111749],[6.26397935 5.56684563],[ 0.4156349 -0.923427 ],[6.40277328 5.66793099],[ 0.55021554 -0.78753955],[2.8399256 5.5344707],[0.39473829 0.92528565],[2.79245918 4.88819982],[-0.05431142 -1.01002168],[3.4023925  3.67197287],[-0.68625442  0.75860496],[6.46168645 4.29119307],[0.32988671 0.92268035],[6.08477424 3.54513463],[-0.6636312  -0.75055363],[6.14304737 5.7983205 ],[ 0.55094871 -0.84639054],[6.00735778 6.09127911],[ 0.69400816 -0.71647732],[3.2248635  2.73789426],[ 0.75989974 -0.55287439],[6.45525325 4.89418496],[ 0.07748181 -0.99691022],[4.11805393 6.20051486],[-0.96586287 -0.36237065],[3.88217489 6.43311611],[0.95807369 0.37160223],[4.57069891 2.90630613],[ 1.00702546 -0.01850899],[2.68213076 5.34084165],[0.22474479 0.9547276 ],[6.41212933 4.67350604],[-0.01940953  1.03121804],[6.32351396 4.08801889],[0.2577637  0.99377189]
[4.07731099 3.33323322],[-0.96660297  0.32296271],[5.52427259 6.42608343],[ 0.87277926 -0.52157   ],[4.97956302 6.57053823],[ 1.00006304 -0.23207934],[2.95414533 5.79616976],[-0.57602964 -0.79509845],[3.01831802 4.29174188],[-0.29020198  0.98319851],[3.60019328 3.10282703],[ 0.9407319 -0.4205047],[3.9890525  2.86942622],[-0.95240274  0.26741432],[3.04665292 3.42992101],[-0.63704238  0.7783623 ],[3.47014588 3.13633872],[ 0.73901895 -0.63270477],[6.27540975 3.6540644 ],[-0.588706   -0.81365366],[5.43303933 3.06145106],[-0.94459985 -0.37806354],[4.2329732  6.70420716],[-0.98294647 -0.15173719],[2.97296115 5.50695089],[0.43835808 0.91474957],[5.87969908 6.21268243],[-0.72991554  0.68356701],[4.56038068 6.69695974],[0.98034492 0.05684381],[6.28428974 5.52051517],[ 0.39360158 -0.93284757],[6.42983635 5.62826165],[ 0.53127145 -0.80015026],[2.86027745 5.58054253],[0.41879322 0.9170222 ],[2.79031316 4.83769097],[-0.03354009 -1.01216167],[3.36860881 3.7103066 ],[-0.66815156  0.77159193],[6.47774475 4.33764195],[0.3115039  0.93417259],[6.05111771 3.50797608],[-0.68159293 -0.73482246],[6.17011638 5.7557196 ],[ 0.53166357 -0.85769817],[6.04155168 6.05496916],[ 0.67728953 -0.73224652],[3.26340579 2.71081801],[ 0.77921988 -0.53253485],[6.45864022 4.84439113],[ 0.0569122  -0.99591988],[4.0699504  6.18193106],[-0.95840502 -0.38110693],[3.93017163 6.45108097],[0.96174507 0.34699655],[4.62112903 2.90605571],[1.00747509 0.00584692],[2.69397641 5.38843187],[0.24886303 0.94864609],[6.41067396 4.72508219],[-0.03989121  1.03060101],[6.3357465  4.13774896],[0.23192163 0.99570329]
