[5.18818343 9.72521154],[2.29865939 3.15800507],[3.60074917 0.77401828],[-1.25441543 -1.64443555],[2.83000675 1.43852389],[-1.04306478 -2.07037727],[1.28748032 2.35983346],[ 4.97823012 -1.66414519],[8.98020562 9.40374132],[ 2.52410385 -3.58108496],[6.63480924 9.11717197],[0.9601452  4.94643747],[0.50804604 4.1349414 ],[2.9019443  4.42861109],[1.7973439  4.94063192],[4.06702532 1.59367236],[7.10768678 2.5348756 ],[-0.34100447  4.40247429],[3.25598231 3.80844465],[-2.12081176  0.96790426],[1.32839887 5.45361583],[-3.48922678  3.72869517],[1.33397981 5.95132619],[ 0.55444652 -3.65335034],[9.03920939 6.52494055],[ 2.83383569 -4.0815824 ],[2.0374908  8.16500166],[-1.44454705 -3.14185865],[6.72493135 4.95543001],[ 0.34040687 -4.43932873],[0.55856333 1.01387883],[-4.88671683  1.20362776],[5.84694808 2.0485424 ],[-3.83850622  1.62560255],[4.73734328 8.38926978],[ 3.2019166  -1.70099511],[8.0846335  2.31490358],[4.87650168 1.91182345],[6.41506374 7.87296559],[4.48859845 4.32202647],[2.83604579 9.92945014],[-0.40900636 -4.52634101],[1.97369916 3.21344036],[-4.57513412  2.0071407 ],[2.19528717 0.07008058],[-1.85006603  0.19642513],[4.71052176 0.32650757],[-4.33041855 -1.11017702],[6.70054578 4.55246751],[-4.17001369  0.92445449],[1.80300671 1.4773385 ],[-4.90118583  0.76815755],[8.10674152 0.40062785],[ 2.42654505 -0.61939835],[4.99838515 2.90491985],[ 1.58740466 -4.84255661],[7.24183155 6.87324572],[0.25726831 0.59363978],[3.94069178 8.57011083],[ 2.28272093 -4.6646093 ],[1.73618993 6.55221559],[-3.48196134  1.2937288 ],[2.57857206 7.80412865],[-4.88184844  2.9327118 ]
[6.14616222 3.18935762],[-0.72571486 -0.71157099],[3.19748572 5.9045931 ],[0.64040057 0.77089127],[2.89021865 5.38145486],[0.38740657 0.92850078],[5.39799072 6.62409305],[-0.96901866  0.28127125],[4.74753339 2.5966778 ],[-1.00742992  0.01183833],[2.83039884 5.14054586],[-0.25563007 -0.97560049],[6.2358852  3.28134545],[-0.67714429 -0.73918898],[5.42161797 2.74364435],[-0.93612898 -0.34501016],[2.96053983 5.54007718],[-0.40397178 -0.91773411],[6.48162296 5.54037746],[ 0.43428074 -0.90505272],[6.75612426 4.46983065],[-0.09571327 -0.99882068],[6.56046496 5.59617706],[-0.49670625  0.86787325],[3.57721253 2.93071819],[-0.80186855  0.60630703],[6.66911899 4.05872294],[0.32498862 0.90973769],[2.71373352 4.78611245],[0.05911405 0.99931039],[4.57672475 6.61538873],[0.99458675 0.09252757],[4.35992081 6.5604169 ],[0.97045852 0.18326558],[3.62576637 2.986181  ],[-0.82062694  0.59232769],[4.36518709 6.64184971],[-0.98911901 -0.25036938],[5.457375   2.70384319],[-0.95734226 -0.33135722],[5.00481848 2.71391387],[0.97080939 0.05909731],[6.65851021 5.16377374],[ 0.27326658 -0.95515442],[4.15227358 6.56073773],[0.95569564 0.29036153],[3.70509885 6.34745553],[0.87128513 0.47504611],[2.90874647 5.38825599],[-0.3453495  -0.95346955],[5.38384266 6.45559259],[ 0.93644751 -0.35537496],[6.4137498  5.89490004],[-0.64952386  0.76707512],[2.77640967 4.05907768],[-0.28631088  0.9572183 ],[2.88424872 4.07848204],[ 0.30343404 -0.96561437],[3.85048578 2.81358717],[-0.90188619  0.44567128],[5.55259393 2.82215207],[0.90898405 0.3737509 ],[4.90091621 2.62081404],[0.98482705 0.04611386]
[6.10959564 3.1544141 ],[-0.73860858 -0.68790619],[3.23002388 5.94279771],[0.66133126 0.75754927],[2.91009076 5.42758369],[0.40803344 0.9172241 ],[5.34933681 6.63752468],[-0.9757112   0.25732156],[4.69713542 2.5978812 ],[-1.00722165  0.03739749],[2.81825923 5.09169209],[-0.23184121 -0.980316  ],[6.20152527 3.24479997],[-0.69863514 -0.7240761 ],[5.37461973 2.72703323],[-0.94515046 -0.32091841],[2.94078481 5.49382669],[-0.3857888  -0.93167555],[6.50281893 5.49491109],[ 0.41429179 -0.91277426],[6.75061285 4.41988668],[-0.12254745 -0.99671165],[6.53499162 5.63921774],[-0.52020211  0.85560446],[3.53753468 2.96161517],[-0.7858351   0.62880281],[6.68482312 4.10451781],[0.30390625 0.92261991],[2.71727113 4.83599681],[0.08265788 0.99628167],[4.62639311 6.61930589],[0.99234033 0.06440393],[4.40858146 6.56899994],[0.97575957 0.16001694],[3.58519375 3.01639761],[-0.80346427  0.61500596],[4.31583273 6.628668  ],[-0.98342245 -0.27530249],[5.40921045 2.68780399],[-0.96842228 -0.30956603],[5.05329933 2.71746119],[0.96690995 0.08129896],[6.67149715 5.11578663],[ 0.24610145 -0.96430429],[4.20032447 6.57476301],[0.9660498  0.27054174],[3.74915979 6.37086664],[0.88842252 0.45883982],[2.89200806 5.34035198],[-0.32467237 -0.96301421],[5.43026043 6.43708174],[ 0.92078543 -0.3844512 ],[6.3807483  5.93285435],[-0.66959267  0.75184833],[2.76268303 4.10711325],[-0.26380364  0.96304851],[2.89997929 4.03042089],[ 0.32526314 -0.95720719],[3.8056505  2.83641734],[-0.8921412   0.46674565],[5.59773908 2.84136114],[0.89660512 0.3943481 ],[4.95009226 2.62373049],[0.98085338 0.06922287]
[6.07241227 3.1206818 ],[-0.75048616 -0.66321716],[3.26346013 5.98018582],[0.67566549 0.73759408],[2.93102828 5.47317765],[0.43043115 0.9075007 ],[5.30028525 6.64967482],[-0.98565574  0.22924789],[4.64683073 2.60043138],[-1.00497586  0.06444205],[2.80719333 5.04250152],[-0.21071246 -0.98705065],[6.16608515 3.20900562],[-0.71786758 -0.70666735],[5.32710484 2.71154906],[-0.95568997 -0.29885697],[2.92208923 5.44704251],[-0.36385811 -0.94137944],[6.52294914 5.4490096 ],[ 0.38974488 -0.92431069],[6.74384505 4.37014472],[-0.14901005 -0.99375018],[6.50835518 5.68163107],[-0.54494563  0.84106454],[3.49859045 2.99354283],[-0.77215272  0.64789179],[6.69937975 4.15085046],[0.277956   0.93019578],[2.72196886 4.88570204],[0.10562626 0.99228631],[4.67602556 6.62190008],[0.99296972 0.03952754],[4.45747984 6.57640851],[0.97997462 0.1362623 ],[3.5454299  3.04767723],[-0.78759399  0.63551932],[4.2668271  6.61429389],[-0.97707985 -0.29991505],[5.36055355 2.67290022],[-0.97623231 -0.28510562],[5.1016017  2.72214644],[0.96602884 0.10703583],[6.6832022  5.06744116],[ 0.22130644 -0.97021816],[4.24877471 6.58769537],[0.97089717 0.24581222],[3.79391376 6.39331522],[0.90255616 0.440076  ],[2.87637922 5.29206007],[-0.30108766 -0.96915937],[5.47607743 6.41731324],[ 0.91291713 -0.40508292],[6.34671036 5.96998712],[-0.69036093  0.73483908],[2.7499435  4.15528984],[-0.24398645  0.96575711],[2.91687691 3.98287026],[ 0.34813742 -0.94718418],[3.76141757 2.86039512],[-0.87825901  0.49112835],[5.64240578 2.86174947],[0.88915309 0.42031083],[4.9990695  2.62781257],[0.97962469 0.09551202]
[6.03451021 3.08805923],[-0.76578357 -0.64194671],[3.29769684 6.01666034],[0.69356034 0.72121465],[2.95309182 5.51828378],[0.45298058 0.89763334],[5.25084724 6.6605084 ],[-0.99093191  0.20494518],[4.59665986 2.60434086],[-1.00155185  0.09210891],[2.79736214 4.9931645 ],[-0.18326155 -0.98710412],[6.12964632 3.17404452],[-0.74053437 -0.69270646],[5.27904519 2.69713421],[-0.96636479 -0.27757999],[2.9044724  5.39976789],[-0.34161644 -0.95027492],[6.5417821  5.40248721],[ 0.36385686 -0.93616171],[6.73567058 4.32048608],[-0.17675747 -0.99131658],[6.48057476 5.72338588],[-0.5653977   0.82979084],[3.46038958 3.02645763],[-0.756558    0.66784187],[6.71267789 4.19759322],[0.25362262 0.93906352],[2.72784005 4.93522287],[0.13003406 0.9893058 ],[4.72572376 6.62330022],[0.99443045 0.01612711],[4.50659799 6.58265352],[0.98469804 0.11364035],[3.50641429 3.07991462],[-0.77434185  0.65249807],[4.21814585 6.59868753],[-0.97100635 -0.32519113],[5.31149865 2.65920033],[-0.98576285 -0.26288861],[5.14984315 2.728121  ],[0.96437509 0.13277802],[6.6936333  5.01878633],[ 0.19534009 -0.97647617],[4.29741198 6.59934309],[0.97563016 0.2212617 ],[3.83939416 6.41485998],[0.91497329 0.42016545],[2.86186053 5.24340537],[-0.2772533  -0.97453924],[5.52137326 6.39640664],[ 0.90115686 -0.42878567],[6.31180842 6.00641661],[-0.70758814  0.72028558],[2.7383402  4.20373104],[-0.2212099   0.97074359],[2.93477923 3.9357023 ],[ 0.36834312 -0.93901228],[3.71780572 2.88549821],[-0.86667377  0.51236447],[5.68665862 2.88340882],[0.88105057 0.44615725],[5.0479736  2.63321684],[0.97644715 0.12057628]
[5.99580434 3.05646057],[-0.78216015 -0.62179303],[3.33280986 6.05229778],[0.70971601 0.70311066],[2.9762761  5.56288243],[0.47352056 0.88547739],[5.2010639 6.6700253],[-0.99880502  0.17717431],[4.54659422 2.60955025],[-0.99893566  0.11827006],[2.78883974 4.94376579],[-0.15611698 -0.98720752],[6.09210587 3.13981144],[-0.76048055 -0.67610128],[5.23057559 2.68389266],[-0.9721811  -0.25195634],[2.88798504 5.35207825],[-0.31626725 -0.95561388],[6.55939181 5.3554666 ],[ 0.33876113 -0.94633207],[6.7261701  4.27102531],[-0.20367049 -0.98746853],[6.45162671 5.76440598],[-0.5913591   0.81200825],[3.42288916 3.06026447],[-0.74365339  0.68405437],[6.72474496 4.24475625],[0.23031661 0.94853467],[2.73500823 4.98465513],[0.15703639 0.98826822],[4.77530305 6.62334907],[ 0.99043401 -0.01237462],[4.55581233 6.58764063],[0.98424889 0.0863119 ],[3.46798408 3.11289946],[-0.76215749  0.66744564],[4.16979449 6.58183315],[-0.96317889 -0.34912271],[5.26210985 2.64673916],[-0.98772734 -0.23359332],[5.19798876 2.73538986],[0.96033109 0.15688556],[6.70277476 4.96984831],[ 0.16934384 -0.98193677],[4.34626938 6.60975755],[0.97860418 0.19536599],[3.88546668 6.43539243],[0.92628866 0.39963183],[2.84871034 5.19466143],[-0.24925428 -0.97565807],[5.56625988 6.37451762],[ 0.89356155 -0.44732963],[6.27591748 6.04196433],[-0.72796529  0.70152976],[2.72787199 4.25240108],[-0.19728435  0.97622441],[2.95373904 3.88900885],[ 0.38980482 -0.92887167],[3.67482858 2.91169634],[-0.85129483  0.53652157],[5.73038488 2.9062495 ],[0.86962528 0.46908473],[5.09670835 2.63987856],[0.97205084 0.14500874]
[5.95626542 3.02585346],[-0.79926513 -0.60244844],[3.36874689 6.08704701],[0.72801364 0.6871827 ],[3.00043813 5.60682034],[0.49194221 0.87108787],[5.15099728 6.67824274],[-1.00420394  0.15107859],[4.49669156 2.61608496],[-0.99827338  0.14181029],[2.78159949 4.89429452],[-0.13237229 -0.99037547],[6.05365283 3.106491  ],[-0.77795853 -0.65712613],[5.18175508 2.67186036],[-0.97852579 -0.22734971],[2.8727391  5.30410196],[-0.29389617 -0.96362997],[6.57571593 5.30793051],[ 0.31536358 -0.95384684],[6.71548885 4.22193175],[-0.22597723 -0.97870564],[6.42150108 5.80463323],[-0.61302434  0.79752861],[3.38607537 3.09489743],[-0.72806324  0.70192827],[6.73555092 4.29228492],[0.20337496 0.95395111],[2.74349703 5.03398917],[0.18301626 0.98553597],[4.82486899 6.62217444],[ 0.98954872 -0.03712884],[4.60510868 6.5913774 ],[0.98689215 0.06258628],[3.43028366 3.14672949],[-0.74402652  0.68744455],[4.12182571 6.56376443],[-0.95519473 -0.37324044],[5.21259    2.63570522],[-0.99129575 -0.20608575],[5.24588274 2.74382788],[0.95573164 0.18095121],[6.71060209 4.92064385],[ 0.14429467 -0.98560409],[4.39528794 6.61889911],[0.98018873 0.16845209],[3.93198277 6.45478458],[0.93431363 0.37614644],[2.83693924 5.14584174],[-0.22328034 -0.97868922],[5.61065385 6.35161207],[ 0.88294732 -0.46798327],[6.23908355 6.07662393],[-0.74512385  0.68495004],[2.71857537 4.30130286],[-0.1746387   0.97972585],[2.9737504  3.84281684],[ 0.40932728 -0.91995816],[3.63251263 2.93897352],[-0.84087252  0.55484456],[5.7736636  2.93037164],[0.8604086  0.49470743],[5.14527653 2.64782911],[0.97007256 0.17249391]
[5.91590043 2.99624   ],[-0.81495346 -0.58180812],[3.40559782 6.12100041],[0.74580697 0.67081866],[3.0255626 5.6500786],[0.51313571 0.85936024],[5.10080761 6.68528624],[-1.00469827  0.12935347],[4.44703399 2.62399136],[-0.99098911  0.17137806],[2.77560082 4.84473057],[-0.10619011 -0.99066652],[6.01436539 3.07415597],[-0.79320078 -0.63602568],[5.13261027 2.66103883],[-0.98562059 -0.20401355],[2.85872771 5.25585063],[-0.26775645 -0.96754116],[6.59087978 5.26004553],[ 0.29064243 -0.96195221],[6.7035071  4.17310354],[-0.2523455  -0.97346974],[6.39024029 5.84405882],[-0.63607717  0.78064006],[3.35007493 3.13043319],[-0.71188972  0.71940113],[6.74494519 4.3400137 ],[0.17630648 0.95902612],[2.75322494 5.08311286],[0.20592611 0.97923462],[4.87436005 6.61974597],[ 0.98864962 -0.06130588],[4.65448634 6.59389107],[0.98726955 0.03718013],[3.39353028 3.18157875],[-0.72735741  0.70512991],[4.07431088 6.54453813],[-0.94640135 -0.39679918],[5.16279372 2.62593836],[-0.99921826 -0.18345739],[5.29361933 2.7535574 ],[0.95345438 0.20805722],[6.71717844 4.87127593],[ 0.12043804 -0.98737841],[4.4444198  6.62673715],[0.98382781 0.14393956],[3.97891927 6.47303102],[0.94195676 0.35263795],[2.82630129 5.09671826],[-0.20239494 -0.98622811],[5.6545076  6.32768631],[ 0.87033092 -0.48976322],[6.20136865 6.11040577],[-0.76174341  0.66788426],[2.71047626 4.35042802],[-0.14892136  0.98557388],[2.9947364  3.79708976],[ 0.42684578 -0.91225507],[3.59080043 2.96722517],[-0.82767106  0.57500264],[5.81634465 2.95564782],[0.84498461 0.51445421],[5.19374114 2.65716925],[0.96841395 0.20109149]
[5.87475975 2.96766364],[-0.82924812 -0.55990884],[3.44317785 6.15397671],[0.75846949 0.64938509],[3.05174557 5.69274331],[0.53316759 0.8462623 ],[5.05044114 6.69107753],[-1.01144964  0.10068337],[4.39766699 2.63328873],[-0.98470761  0.19934748],[2.77090054 4.79515041],[-0.08143444 -0.99202693],[5.97426801 3.04282499],[-0.80947246 -0.61609063],[5.08314078 2.65140024],[-0.99323223 -0.18179796],[2.84587106 5.20726259],[-0.24618331 -0.9755153 ],[6.60483768 5.21180601],[ 0.26571184 -0.96948982],[6.69025216 4.12459473],[-0.27681036 -0.96585328],[6.35796825 5.88275467],[-0.65693231  0.76488384],[3.31487663 3.16681177],[-0.69363303  0.73798888],[6.7530835  4.38808034],[0.1470466  0.96136915],[2.76402476 5.13184157],[0.2264723  0.97037147],[4.92362865 6.6159414 ],[ 0.98390355 -0.0889487 ],[4.70380084 6.59506302],[0.9866151  0.01112149],[3.35752812 3.21720809],[-0.71256925  0.72005909],[4.02727271 6.52416393],[-0.9351648  -0.41815177],[5.11268048 2.6173638 ],[-1.00364209 -0.1580192 ],[5.34109959 2.76451645],[0.94648941 0.23106201],[6.72261814 4.82188638],[ 0.09428055 -0.9909765 ],[4.49372442 6.63335335],[0.9867595  0.11924879],[4.02623139 6.49010373],[0.95117152 0.33104757],[2.81663524 5.04716699],[-0.18204742 -0.99341239],[5.6976848  6.30264469],[ 0.85766608 -0.5108294 ],[6.16272404 6.1432099 ],[-0.78245427  0.64569401],[2.70361448 4.39977593],[-0.12659573  0.98726459],[3.01664686 3.75181733],[ 0.44677355 -0.90131637],[3.54981813 2.99653241],[-0.81149708  0.59726778],[5.85821346 2.98187443],[0.8290368  0.53381832],[5.24203446 2.66786857],[0.9648009  0.22844276]
[5.83299506 2.94027141],[-0.84056406 -0.53509376],[3.48154479 6.1860372 ],[0.77508567 0.6320046 ],[3.07899725 5.7348159 ],[0.55558778 0.83535051],[4.99977946 6.69545232],[-1.01338679  0.07585268],[4.34848081 2.64383182],[-0.98325578  0.22160305],[2.76749008 4.74556479],[-0.05538013 -0.99168398],[5.93341585 3.01254599],[-0.82445171 -0.59500384],[5.03335713 2.64292185],[-0.99979416 -0.15920254],[2.83409167 5.15828984],[-0.22563997 -0.98385544],[6.61761676 5.16327662],[ 0.24494963 -0.97215124],[6.67572367 4.07642786],[-0.30301803 -0.95950827],[6.32451233 5.92049634],[-0.68089426  0.74501676],[3.28061229 3.20411669],[-0.67669539  0.75429654],[6.75987803 4.43637487],[0.12461039 0.97010214],[2.77600692 5.18027391],[0.25277085 0.96684864],[4.97278495 6.61089604],[ 0.98134743 -0.11373069],[4.75314309 6.59500699],[ 0.98708493 -0.01318126],[3.32236775 3.25366472],[-0.69371251  0.73819646],[3.98089206 6.50281763],[-0.92133742 -0.43691601],[5.06248079 2.61018733],[-1.0078922  -0.13272764],[5.38826411 2.77667102],[0.93990973 0.2549719 ],[6.72656625 4.77216003],[ 0.06420299 -0.99735739],[4.543092   6.63866084],[0.99001505 0.09527343],[4.07389564 6.50599832],[0.95621054 0.30564755],[2.80815592 4.9974405 ],[-0.15701881 -0.99542148],[5.74022319 6.27656536],[ 0.84386171 -0.53219887],[6.12308513 6.17491909],[-0.80213178  0.62347099],[2.69788308 4.44920918],[-0.1035649   0.98911395],[3.03947088 3.70702875],[ 0.46675357 -0.88952277],[3.50957902 3.02686574],[-0.79646161  0.61751592],[5.89935975 3.00914838],[0.81799338 0.55831591],[5.2900282  2.67983234],[0.95455131 0.24967937]
[5.7906654  2.91411964],[-0.85262405 -0.51105856],[3.52078023 6.21727054],[0.79109904 0.61418638],[3.1071715  5.77614119],[0.57299118 0.81933992],[4.94913494 6.69868883],[-1.01368214  0.05227542],[4.29944738 2.65554034],[-0.9771493   0.24750934],[2.76534863 4.69597247],[-0.03234811 -0.9938862 ],[5.89188989 2.98339325],[-0.8368391 -0.5714448],[4.98325238 2.63556015],[-1.00368992 -0.13471274],[2.82337406 5.10895403],[-0.20056576 -0.9869589 ],[6.62932161 5.11459096],[ 0.22325255 -0.97523373],[6.65995102 4.02865445],[-0.32837816 -0.95189843],[6.29001114 5.95737149],[-0.70013875  0.72882152],[3.24718614 3.2422049 ],[-0.65984695  0.76958446],[6.76546564 4.48500169],[0.09828997 0.97422832],[2.78917217 5.2283868 ],[0.27479014 0.95863623],[5.02189636 6.60471459],[ 0.98080629 -0.13562661],[4.80243555 6.59367739],[ 0.98605108 -0.03842952],[3.28796193 3.29081892],[-0.67953249  0.75082739],[3.93501903 6.48034546],[-0.91445461 -0.46284958],[5.01197785 2.60416462],[-1.01227819 -0.10840452],[5.43508559 2.7900195 ],[0.93339634 0.2794587 ],[6.7290828  4.72221171],[ 0.03503171 -1.00186446],[4.59268983 6.64285639],[0.99328109 0.0720994 ],[4.12176641 6.52058275],[0.95959396 0.27877279],[2.80091852 4.94761406],[-0.13275414 -0.99778114],[5.78207768 6.24944468],[ 0.83078064 -0.55202157],[6.08249738 6.20552555],[-0.82084265  0.60114521],[2.69335075 4.49876765],[-0.07732322  0.99350785],[3.06322496 3.66277937],[ 0.48291252 -0.8807984 ],[3.47018637 3.05828499],[-0.78080154  0.63753959],[5.93983048 3.0375317 ],[0.80222005 0.5783541 ],[5.33756488 2.69291961],[0.94713634 0.27403819]
[5.74765942 2.88909343],[-0.86914844 -0.49165861],[3.56073189 6.2475313 ],[0.807517   0.59691165],[3.13629707 5.81674458],[0.59111471 0.80394629],[4.89850104 6.70076087],[-1.01513955  0.02708673],[4.25067619 2.66848042],[-0.97291292  0.27067698],[2.76433001 4.64626131],[-0.01016254 -0.99616328],[5.84964663 2.9553167 ],[-0.85411534 -0.55295856],[4.93288322 2.62933553],[-1.00865435 -0.11203906],[2.81399252 5.05955132],[-0.17693598 -0.99128417],[6.63977072 5.06559892],[ 0.197659   -0.98138805],[6.64300486 3.98136543],[-0.34956246 -0.93980652],[6.25458121 5.99344399],[-0.71946887  0.71149029],[3.21451595 3.28094885],[-0.6437819   0.78321531],[6.76973841 4.53382234],[0.07340069 0.97922379],[2.80353809 5.27617903],[0.2987781  0.95195643],[5.07082456 6.59730111],[ 0.9755318  -0.16157693],[4.8516466  6.59107053],[ 0.98241491 -0.06570592],[3.25449675 3.32881511],[-0.660807    0.76715581],[3.88967563 6.45675539],[-0.90216705 -0.48359033],[4.96139804 2.59948506],[-1.00871358 -0.07659694],[5.48159886 2.80462525],[0.92730283 0.30496468],[6.73024198 4.67216117],[ 0.00997695 -1.00147189],[4.64237626 6.6458346 ],[0.99225587 0.04522804],[4.1699144  6.53393866],[0.96649957 0.25576947],[2.79482852 4.897618  ],[-0.11160465 -1.00264024],[5.82323155 6.22130668],[ 0.81801871 -0.57068951],[6.04108931 6.23510523],[-0.8366342   0.58073164],[2.69016698 4.54855826],[-0.05150809  0.99655554],[3.08781479 3.61901504],[ 0.50106271 -0.86926105],[3.43159866 3.09070492],[-0.76217709  0.65963408],[5.97936834 3.06677594],[0.78030517 0.59235833],[5.38471319 2.70721897],[0.93733319 0.29645535]
[5.70392423 2.86512579],[-0.87927936 -0.46614401],[3.60155058 6.27698117],[0.82419763 0.58016409],[3.1663481  5.85659589],[0.61045669 0.78968784],[4.84764574 6.70140219],[-1.02017015 -0.0026479 ],[4.20207788 2.68251417],[-0.97144908  0.28998948],[2.76441745 4.59645331],[ 0.01458676 -0.99507368],[5.80670885 2.92832753],[-0.86476327 -0.52804999],[4.88245288 2.62441868],[-1.0082422  -0.08441053],[2.80570846 5.00986434],[-0.15525217 -0.99685738],[6.64906585 5.0164417 ],[ 0.17479173 -0.98420908],[6.62477383 3.93446518],[-0.37673221 -0.9332237 ],[6.21807725 6.02851627],[-0.7397569   0.69215727],[3.18288569 3.32058758],[-0.62224721  0.8013603 ],[6.77273632 4.58284559],[0.04832016 0.98335338],[2.81912388 5.32364595],[0.32403001 0.94608365],[5.11956724 6.58868443],[ 0.97492836 -0.18211346],[4.90072992 6.58716707],[ 0.98216443 -0.08903526],[3.22192927 3.36756844],[-0.64147539  0.78326213],[3.84486412 6.43204089],[-0.88917961 -0.50384094],[4.91086541 2.59626212],[-1.01091962 -0.05085117],[5.52772748 2.8204393 ],[0.91929012 0.32906047],[6.73010504 4.62210224],[-0.01595062 -1.00130547],[4.69213126 6.64760196],[0.99688989 0.02464386],[4.21852791 6.54628183],[0.97728729 0.23739412],[2.78984021 4.8474408 ],[-0.08925693 -1.00559003],[5.86373669 6.19224737],[ 0.80340329 -0.59032337],[5.99891789 6.26366596],[-0.8524023   0.55936352],[2.68818953 4.59840133],[-0.02747704  0.9972074 ],[3.11321582 3.57575058],[ 0.51550823 -0.86062427],[3.3938676  3.12413287],[-0.74578146  0.67860915],[6.0179685  3.09688094],[0.76302637 0.61112445],[5.43137649 2.72265104],[0.9311736  0.32284172]
[5.65952485 2.84227095],[-0.89569414 -0.44719222],[3.64302073 6.30541609],[0.83512825 0.55784046],[3.19732272 5.89568901],[0.63087054 0.7764233 ],[4.79660743 6.70059941],[-1.02057311 -0.02869976],[4.15362892 2.69755921],[-0.96534495  0.31278112],[2.76577861 4.54674776],[ 0.03866288 -0.99417848],[5.76309758 2.90243797],[-0.8800396  -0.50800681],[4.8319767  2.62080705],[-1.01022404 -0.05964019],[2.79843975 4.95985186],[-0.1330265 -1.0010305],[6.65713318 4.9670757 ],[ 0.1480706 -0.9901507],[6.60531229 3.88803263],[-0.40081395 -0.92316894],[6.1805817  6.06261849],[-0.75913189  0.67268955],[3.15226895 3.3610468 ],[-0.60202703  0.81726019],[6.7744407  4.63201827],[0.02080409 0.98437752],[2.83582101 5.37065992],[0.34478264 0.93543028],[5.16814263 6.57892679],[ 0.96776939 -0.20836348],[4.94976675 6.58208266],[ 0.97909492 -0.11438968],[3.19026018 3.40703849],[-0.62371304  0.7969876 ],[3.80065671 6.40626497],[-0.87780412 -0.52583638],[4.86031614 2.59440646],[-1.01165519 -0.02414056],[5.5734506  2.83746645],[0.90796165 0.35034626],[6.72872539 4.57211965],[-0.04059654 -0.99932898],[4.74198987 6.64823321],[9.96915729e-01 2.26033698e-04],[4.26752524 6.55756947],[0.98146383 0.21309543],[2.785962   4.79712683],[-0.06761447 -1.00855155],[5.9035574  6.16227427],[ 0.78821591 -0.60966159],[5.95595936 6.29113397],[-0.86687056  0.53828965],[2.68736204 4.64821244],[-0.00577944  0.99503675],[3.13939699 3.53299658],[ 0.53207787 -0.84907375],[3.35708411 3.15861486],[-0.7251034   0.70097234],[6.05580155 3.12802597],[0.75065034 0.63500167],[5.47764315 2.73932773],[0.9201581  0.34487352]
[5.61435719 2.82040481],[-0.91216485 -0.42877488],[3.68507522 6.33277623],[0.84719071 0.53680276],[3.22936036 5.93415786],[0.65082073 0.76257436],[4.74564651 6.69858026],[-1.01767409 -0.05190096],[4.10553115 2.71376761],[-0.95752319  0.33643097],[2.76821795 4.49698215],[ 0.05953529 -0.99561734],[5.71877842 2.87759824],[-0.89231144 -0.48528538],[4.78134169 2.61835519],[-1.01370306 -0.0371398 ],[2.79235707 4.90971818],[-0.10988546 -1.00375522],[6.66386456 4.91743591],[ 0.12153849 -0.99500058],[6.58469461 3.84215857],[-0.422373   -0.91031343],[6.14206715 6.09567046],[-0.77936351  0.65129958],[3.12270368 3.40231818],[-0.57989999  0.83412537],[6.7749142  4.68136841],[-0.00391047  0.98738353],[2.85359123 5.41717088],[0.3656033  0.92461181],[5.21635471 6.56786576],[ 0.96073735 -0.23393149],[4.99860535 6.57570026],[ 0.97562926 -0.13956018],[3.15955088 3.44724579],[-0.60606213  0.80977814],[3.75722211 6.37959292],[-0.86030275 -0.5416829 ],[4.80981223 2.59395637],[-1.01071841  0.00377665],[5.61856481 2.85552123],[0.89870491 0.37394826],[6.72597897 4.5221191 ],[-0.06888161 -1.00022591],[4.79174262 6.64754867],[ 0.99312985 -0.02757073],[4.31671544 6.56763677],[0.98513486 0.18870285],[2.78323066 4.74674559],[-0.04434634 -1.00926472],[5.9427215  6.13145863],[ 0.77850484 -0.62264394],[5.91225977 6.31750644],[-0.88064058  0.51692925],[2.68773086 4.69801282],[0.02041094 0.99678458],[3.16638947 3.49082115],[ 0.54773326 -0.83771197],[3.32121989 3.19407758],[-0.70730111  0.71954485],[6.09298011 3.16033512],[0.73576127 0.65658646],[5.52343153 2.75718732],[0.91203455 0.37020047]
