[9.88424269 3.28039331],[-1.84940613 -3.06325497],[5.00337111 3.1385692 ],[-3.1099257  -0.59882909],[4.68819745 9.95803713],[-3.75466288 -2.50733847],[3.36565309 1.68488914],[-3.6885048 -3.6285723],[0.65230521 7.54510897],[-4.7396125  1.9276967],[6.41537492 4.3590607 ],[-3.8413879  -1.09547562],[7.90126422 3.28513849],[-3.56609095 -1.05533913],[2.25635422 9.98553971],[-0.91075889 -1.99387045],[1.6614203  0.97759462],[-3.15177414 -1.16364601],[4.84133697 3.5493092 ],[-0.03677743 -2.3499609 ]
[6.90153591 5.12612156],[ 0.34408508 -1.14957201],[6.8892446  5.07328801],[ 0.33257632 -1.15239391],[6.92477085 5.11006834],[ 0.32328971 -1.16250079],[6.90525909 5.14219701],[ 0.35560839 -1.14395481],[6.87259849 5.09544838],[ 0.32176824 -1.16251001],[6.92826768 5.14270697],[ 0.33438303 -1.15620721],[6.92491292 5.13762503],[ 0.32793094 -1.1601996 ],[6.97458408 5.12481611],[ 0.33927204 -1.15004579],[6.89303707 5.10016055],[ 0.32891465 -1.15650847],[6.91198205 5.13414223],[ 0.34440225 -1.15412593]
[6.93277804 5.01016176],[ 0.28260879 -1.16698108],[6.91943585 4.95716172],[ 0.27226394 -1.16841044],[6.95460198 4.99356277],[ 0.27021216 -1.17033375],[6.93795054 5.02702777],[ 0.29650814 -1.16032862],[6.90163755 4.97831802],[ 0.26226051 -1.17633435],[6.95863664 5.02623643],[ 0.27353332 -1.17194671],[6.95482262 5.02095671],[ 0.26915574 -1.17367483],[7.00545041 5.00896422],[ 0.27888716 -1.16543172],[6.92291988 4.98369562],[ 0.26975949 -1.17104621],[6.94357762 5.01810499],[ 0.28746368 -1.16614883]
[6.95831538 4.89309528],[ 0.22672594 -1.17524475],[6.9438092  4.83985843],[ 0.21833441 -1.17418338],[6.97908939 4.87636694],[ 0.21510284 -1.17759213],[6.96484846 4.91055517],[ 0.24147163 -1.16866107],[6.9250355  4.86027324],[ 0.20542317 -1.1842803 ],[6.98310676 4.90858046],[ 0.21693195 -1.17968834],[6.97894281 4.90321736],[ 0.21429974 -1.17972033],[7.03007406 4.89159544],[ 0.21346439 -1.18129776],[6.94705809 4.86614137],[ 0.21132153 -1.1812202 ],[6.96969861 4.90122923],[ 0.23259452 -1.1733571 ]
[6.97816537 4.77527118],[ 0.17173791 -1.17931348],[6.96232013 4.72166736],[ 0.15284508 -1.18772389],[6.99777334 4.75833046],[ 0.15683447 -1.18435238],[6.9860014 4.7931777],[ 0.18085898 -1.17896323],[6.94259418 4.74145326],[ 0.14832548 -1.18899237],[7.00156505 4.78997429],[ 0.1520739  -1.19185323],[6.99731185 4.78475711],[ 0.15250375 -1.18942014],[7.04836291 4.7730684 ],[ 0.15018244 -1.19074071],[6.96536941 4.74776275],[ 0.15148258 -1.18918979],[6.99007177 4.78352862],[ 0.17264539 -1.18223556]
[6.99203124 4.6567313 ],[ 0.1082304  -1.18802945],[6.97457801 4.60265328],[ 0.0918818  -1.19252169],[7.01013018 4.63933195],[ 0.09120483 -1.19382195],[7.00108573 4.67497191],[ 0.12139822 -1.18408347],[6.95454636 4.6223967 ],[ 0.08952897 -1.19269206],[7.01362244 4.67046275],[ 0.09063727 -1.19621761],[7.0093188  4.66536885],[ 0.08973629 -1.19557343],[7.06039752 4.65387605],[ 0.09227368 -1.19114774],[6.97761774 4.62870348],[ 0.09052403 -1.19440291],[7.00401504 4.66473705],[ 0.10550962 -1.19351925]
[6.99975262 4.53771441],[ 0.04302882 -1.19455224],[6.98080103 4.48338803],[ 0.03231159 -1.19256259],[7.01611961 4.51981197],[ 0.03336968 -1.19141677],[7.01011493 4.55631743],[ 0.05843058 -1.18901105],[6.96076769 4.50328913],[ 0.03702845 -1.18719883],[7.01970668 4.55083784],[ 0.02935404 -1.19753344],[7.01536134 4.5458397 ],[ 0.02970887 -1.19596941],[7.06658375 4.5347004 ],[ 0.03164995 -1.19170377],[6.98378567 4.50931792],[ 0.02927015 -1.19632059],[7.01164826 4.54542911],[ 0.04515669 -1.19413982]
[7.00063804 4.41800178],[-0.02512008 -1.19882201],[6.98114411 4.36433451],[-0.03035308 -1.19288823],[7.01611255 4.4004553 ],[-0.03283595 -1.19446934],[7.01284915 4.43736928],[-0.00707025 -1.19249345],[6.9614063 4.3845069],[-0.0237466  -1.18739118],[7.01962875 4.43121425],[-0.03138513 -1.19495424],[7.01543357 4.42645686],[-0.02919544 -1.1922667 ],[7.06682487 4.41573483],[-0.02592553 -1.18640526],[6.98369775 4.38980557],[-0.03087321 -1.19337604],[7.01267772 4.42570224],[-0.02073708 -1.19593025]
[6.9952557  4.29858633],[-0.08290106 -1.18960421],[6.97491529 4.24516667],[-0.09434122 -1.19006704],[7.00967731 4.28119011],[-0.09544412 -1.19005094],[7.00895299 4.31822768],[-0.07074112 -1.18972298],[6.95596527 4.26589236],[-0.08385465 -1.18317929],[7.01384762 4.3123369 ],[-0.08470458 -1.1829425 ],[7.00939497 4.30737192],[-0.09319894 -1.1903597 ],[7.06116008 4.29727389],[-0.08977093 -1.18461687],[6.97757973 4.27071901],[-0.09215477 -1.18863945],[7.00728029 4.30613346],[-0.08640693 -1.19401193]
[6.98422493 4.1803002 ],[-0.14103158 -1.17915018],[6.9625405  4.12669064],[-0.15360765 -1.17959978],[6.9968361  4.16239347],[-0.1618318  -1.18587156],[6.9985516  4.19940533],[-0.13759815 -1.18641958],[6.94461254 4.14796138],[-0.14057836 -1.17258662],[7.00204766 4.19410049],[-0.15038265 -1.18020504],[6.99691577 4.18864593],[-0.15723539 -1.18463586],[7.04937725 4.17943481],[-0.14790974 -1.17393384],[6.96513553 4.15208082],[-0.15671203 -1.18357059],[6.99513409 4.18677664],[-0.15602578 -1.1919485 ]
[6.9669349  4.06276647],[-0.20510154 -1.17123004],[6.94429829 4.00942933],[-0.21196074 -1.16597699],[6.97738316 4.04423558],[-0.22618582 -1.17588224],[6.98180637 4.08141779],[-0.19924077 -1.17486663],[6.92751823 4.03113867],[-0.19949799 -1.16164157],[6.98390903 4.07655401],[-0.21417955 -1.17193514],[6.97803547 4.07067117],[-0.21797264 -1.17215356],[7.0315527  4.06257529],[-0.20792034 -1.16218914],[6.94618383 4.03408181],[-0.22296295 -1.17642589],[6.97668039 4.06843619],[-0.2146905  -1.17633281]
[6.94350655 3.94645547],[-0.26273823 -1.15402908],[6.92014903 3.89357763],[-0.2742284 -1.1538062],[6.95156332 3.92728648],[-0.29114528 -1.16359271],[6.95887417 3.96469922],[-0.26040151 -1.16022892],[6.90444928 3.91547747],[-0.26078538 -1.14996663],[6.95900745 3.95967018],[-0.28100147 -1.16234211],[6.95311304 3.95408507],[-0.28214622 -1.16068015],[7.0074255  3.94674395],[-0.27637331 -1.15540842],[6.92076602 3.91713436],[-0.28489765 -1.16164647],[6.95226389 3.95164943],[-0.27589826 -1.1613542 ]
[6.91422779 3.83187748],[-0.32391874 -1.13816438],[6.88972838 3.77906347],[-0.33490697 -1.13674698],[6.91941854 3.81187545],[-0.35215876 -1.14465236],[6.92975162 3.8494946 ],[-0.32341725 -1.1447864 ],[6.87524807 3.80114522],[-0.32169688 -1.13462237],[6.92774619 3.84422372],[-0.34513435 -1.14713467],[6.92181859 3.83885559],[-0.34508482 -1.14480213],[6.97663462 3.83199123],[-0.33839363 -1.13823754],[6.88922244 3.80185393],[-0.34566584 -1.14333498],[6.9214641  3.83624474],[-0.34072555 -1.1469471 ]
[6.87884623 3.71903975],[-0.38626494 -1.12063735],[6.85305233 3.66621448],[-0.39988869 -1.12094807],[6.88094418 3.69825856],[-0.41746614 -1.12736541],[6.8945174  3.73615241],[-0.38410139 -1.12456296],[6.83993804 3.6884849 ],[-0.38409361 -1.11774012],[6.89031109 3.73066113],[-0.4047923 -1.1250394],[6.8843079  3.72543141],[-0.40635501 -1.12462267],[6.93955048 3.71899679],[-0.40385189 -1.1216943 ],[6.85156224 3.68848984],[-0.40569973 -1.12191431],[6.88413337 3.72238785],[-0.40676472 -1.13056861]
[6.83717802 3.60805239],[-0.44922505 -1.10065591],[6.81029616 3.5555068 ],[-0.45712567 -1.0949173 ],[6.83618873 3.58675099],[-0.47851789 -1.10340996],[6.85310321 3.62485253],[-0.44331958 -1.10028519],[6.79874502 3.57800535],[-0.44036479 -1.09232011],[6.84708139 3.61956964],[-0.46153522 -1.09837557],[6.84095215 3.61440121],[-0.46500985 -1.09999428],[6.89621843 3.60809484],[-0.46507305 -1.0983435 ],[6.80819862 3.57764732],[-0.46266475 -1.09584827],[6.84058688 3.6106824 ],[-0.46737685 -1.10647878]
[6.7894808  3.49946502],[-0.50730542 -1.07344477],[6.76143508 3.44713906],[-0.51756797 -1.06962527],[6.78566108 3.4780515 ],[-0.53422842 -1.07269429],[6.80573247 3.5160471 ],[-0.50615112 -1.07752469],[6.75143039 3.46969387],[-0.50419647 -1.07162839],[6.7975728  3.51066079],[-0.52654104 -1.07730525],[6.79158678 3.50579896],[-0.52462334 -1.07409841],[6.84681667 3.49969065],[-0.52446665 -1.0710187 ],[6.75888694 3.46926377],[-0.52262677 -1.07058428],[6.79063883 3.50117462],[-0.52779079 -1.07963579]
[6.73590601 3.39363076],[-0.56667348 -1.04548845],[6.70715722 3.34200206],[-0.56788179 -1.0329427 ],[6.72928901 3.37222372],[-0.59517777 -1.04554978],[6.75199208 3.40957663],[-0.56803274 -1.05108222],[6.69772879 3.3636057 ],[-0.56665672 -1.04657452],[6.74213174 3.40453453],[-0.58322159 -1.0460468 ],[6.73618772 3.39982215],[-0.58466519 -1.04647324],[6.79113185 3.39379059],[-0.58811364 -1.0455516 ],[6.70345938 3.36340759],[-0.583331  -1.0437011],[6.7347512  3.39452733],[-0.59209634 -1.05510852]
[6.67616769 3.29048104],[-0.62596988 -1.01512564],[6.64749215 3.24024247],[-0.62333039 -0.99995774],[6.66711945 3.2694947 ],[-0.65117397 -1.01189156],[6.69213964 3.30592674],[-0.62716735 -1.01986881],[6.63809799 3.26044536],[-0.62627598 -1.01672848],[6.68089912 3.30148524],[-0.64351992 -1.01682204],[6.67466112 3.29659546],[-0.64222523 -1.01428325],[6.72911664 3.29058463],[-0.65121802 -1.01739211],[6.64229517 3.26066085],[-0.63747374 -1.00864537],[6.67284506 3.29084536],[-0.64819787 -1.02072468]
[6.61094602 3.19088639],[-0.67928441 -0.97752389],[6.58224572 3.14183365],[-0.68091899 -0.9673869 ],[6.59925106 3.1701006 ],[-0.70440984 -0.9741569 ],[6.62641378 3.20551151],[-0.68965258 -0.99051455],[6.57241064 3.16027436],[-0.68230645 -0.98139785],[6.61336505 3.20118756],[-0.70485482 -0.98664635],[6.6078762  3.19713156],[-0.6940593  -0.97553017],[6.66124375 3.19071843],[-0.70530355 -0.97896406],[6.5756677  3.16142964],[-0.69384599 -0.97460487],[6.60512926 3.19046062],[-0.7032108  -0.98404678]
[6.54054019 3.0952495 ],[-0.728372   -0.93470959],[6.51133792 3.0468588 ],[-0.73972552 -0.93443126],[6.5261602 3.0746182],[-0.75754964 -0.93558502],[6.55508072 3.10873656],[-0.74011612 -0.94807863],[6.50138121 3.06394423],[-0.73862874 -0.945444  ],[6.54035111 3.10460957],[-0.75627871 -0.94577006],[6.53560724 3.1012942 ],[-0.7497705  -0.93957556],[6.58795548 3.09471946],[-0.76255244 -0.94303821],[6.50365274 3.06591418],[-0.74249635 -0.93174196],[6.53218594 3.09404598],[-0.75421472 -0.942824  ]
[6.46465617 3.00337641],[-0.79040391 -0.90373742],[6.43452378 2.95522806],[-0.7970588  -0.89863328],[6.44816468 2.98343213],[-0.80433441 -0.89012973],[6.47810015 3.01564583],[-0.79766338 -0.91189709],[6.42451213 2.97105933],[-0.79566783 -0.90911878],[6.46189677 3.01184927],[-0.8118773 -0.9085191],[6.45794585 3.0092763 ],[-0.79850101 -0.89582955],[6.50912592 3.00253374],[-0.81275979 -0.89946755],[6.42684891 2.97478926],[-0.795301   -0.89242837],[6.45399025 3.001627  ],[-0.80632479 -0.90220239]
[6.38273883 2.91482111],[-0.84466605 -0.86412242],[6.3520876  2.86732534],[-0.84990861 -0.85771163],[6.36502924 2.8963537 ],[-0.8574977  -0.85060584],[6.39606389 2.92689148],[-0.84418788 -0.86440643],[6.34252447 2.88241571],[-0.84354841 -0.86327401],[6.37831384 2.9232577 ],[-0.85898704 -0.86262777],[6.3751588  2.92140093],[-0.85346273 -0.85793926],[6.42539636 2.91483088],[-0.86029424 -0.85315385],[6.34453686 2.88740775],[-0.84958102 -0.85386114],[6.37088341 2.91358231],[-0.85791986 -0.86087128]
[6.29584622 2.83068564],[-0.89114568 -0.81666181],[6.26455817 2.78371198],[-0.89962506 -0.8136352 ],[6.27697762 2.81363463],[-0.90323984 -0.80359906],[6.30900172 2.84251312],[-0.89513284 -0.82136569],[6.25560806 2.79822035],[-0.89374828 -0.81972154],[6.29013981 2.83936753],[-0.90407357 -0.8148852 ],[6.28724941 2.83769319],[-0.90319609 -0.81482517],[6.33677583 2.83161545],[-0.91207117 -0.8112728 ],[6.25725344 2.80435232],[-0.89606185 -0.80732157],[6.28250724 2.82955931],[-0.90888007 -0.81902596]
[6.20406958 2.75104347],[-0.93657707 -0.76853533],[6.17233314 2.70476633],[-0.94543653 -0.76602358],[6.18413517 2.73538318],[-0.94989123 -0.75792037],[6.21710419 2.7626805 ],[-0.94189532 -0.7745786 ],[6.16430368 2.71900436],[-0.93293327 -0.7653256 ],[6.19744012 2.76021563],[-0.94972095 -0.76815592],[6.19465587 2.75856709],[-0.94696894 -0.76617412],[6.24375487 2.75334572],[-0.95106367 -0.7569955 ],[6.16523244 2.72585189],[-0.94245177 -0.76096303],[6.18959333 2.75025627],[-0.95054609 -0.7683674 ]
[6.10807162 2.67651145],[-0.98171693 -0.72069389],[6.07575703 2.63078008],[-0.98882977 -0.71668451],[6.08678057 2.66181482],[-0.99679831 -0.71338526],[6.12070212 2.68765964],[-0.98517966 -0.72512034],[6.0688091  2.64494146],[-0.97979419 -0.71902953],[6.10020807 2.68572575],[-0.99339349 -0.72039101],[6.09775825 2.6843454 ],[-0.98942563 -0.71694728],[6.14644664 2.68008295],[-0.99365796 -0.70709255],[6.06889387 2.65228303],[-0.98621815 -0.71254599],[6.09241807 2.67588835],[-0.99225921 -0.71855357]
[6.00777613 2.60692904],[-1.02368005 -0.67084237],[5.97501149 2.56184146],[-1.02536189 -0.66159527],[5.9851306  2.59302565],[-1.03650719 -0.66305008],[6.02050838 2.6180799 ],[-1.01760162 -0.66554258],[5.96882924 2.57565117],[-1.02097338 -0.66824035],[5.9989874  2.61633692],[-1.03086895 -0.66752985],[5.99667682 2.61505132],[-1.03189351 -0.6689551 ],[6.04492814 2.61179936],[-1.03514699 -0.65737846],[5.96854939 2.58388227],[-1.01961135 -0.65459767],[5.99146272 2.60684946],[-1.02750757 -0.66312433]
[5.90382757 2.54280798],[-1.05252464 -0.60895128],[5.87068092 2.49843104],[-1.06238892 -0.60810508],[5.87983108 2.52951932],[-1.06902202 -0.60690528],[5.91683672 2.55418708],[-1.05461245 -0.61142809],[5.86476361 2.51138977],[-1.05734243 -0.61423019],[5.89399096 2.55213342],[-1.06554367 -0.61336303],[5.89172152 2.55084996],[-1.06847197 -0.61665829],[5.93948204 2.54862282],[-1.07323434 -0.60598971],[5.86470103 2.52107551],[-1.05772007 -0.6022362 ],[5.88687047 2.54318484],[-1.06163482 -0.6078033 ]
[5.79689153 2.48474817],[-1.08687141 -0.5533234 ],[5.76286672 2.44050708],[-1.09338198 -0.55019778],[5.77128791 2.47156439],[-1.10012988 -0.55083288],[5.80960523 2.4957707 ],[-1.09064249 -0.55792075],[5.75733899 2.45274365],[-1.09054007 -0.55843278],[5.78585586 2.49360914],[-1.09588373 -0.55610117],[5.78323167 2.49190824],[-1.09840246 -0.55960913],[5.83018174 2.49041868],[-1.10867012 -0.55449715],[5.75711    2.46348167],[-1.09202565 -0.54798526],[5.77892164 2.48503937],[-1.09799149 -0.55620665]
[5.68676512 2.43240757],[-1.11561213 -0.49379672],[5.65191795 2.38824692],[-1.12057907 -0.49033925],[5.66002396 2.4195424 ],[-1.12664146 -0.49140465],[5.69879573 2.44260961],[-1.12387485 -0.50415122],[5.64665613 2.39963886],[-1.12116394 -0.50204046],[5.67487418 2.44093799],[-1.1257262  -0.49974271],[5.67172479 2.43856599],[-1.13067114 -0.50672216],[5.71766429 2.43756885],[-1.13890759 -0.50021302],[5.64629821 2.41142984],[-1.12472067 -0.49408097],[5.66728586 2.43186034],[-1.13235798 -0.50557729]
[5.57376129 2.38592236],[-1.14512143 -0.43704782],[5.53842938 2.34207653],[-1.14597576 -0.43018413],[5.5457436  2.37298174],[-1.15479692 -0.43627406],[5.5848212  2.39484652],[-1.15323103 -0.44930598],[5.53297684 2.35212842],[-1.15168885 -0.44796317],[5.56087801 2.39374993],[-1.15512906 -0.44548763],[5.55758913 2.39100328],[-1.15321422 -0.4459337 ],[5.60245744 2.39036802],[-1.16317916 -0.44220232],[5.53243116 2.36485763],[-1.15476459 -0.44012076],[5.55289145 2.3843051 ],[-1.15378639 -0.44415825]
[5.45817205 2.34536197],[-1.16979306 -0.37781099],[5.42273821 2.3021887 ],[-1.17141793 -0.37167098],[5.4292981  2.33248945],[-1.1746241 -0.374506 ],[5.46846951 2.35301527],[-1.17331968 -0.38726365],[5.41677771 2.3104374 ],[-1.17287092 -0.38688476],[5.44420462 2.35210521],[-1.17831862 -0.38783721],[5.44119975 2.34944021],[-1.17628144 -0.38751912],[5.48518811 2.34924682],[-1.18332154 -0.3817218 ],[5.41588232 2.32384896],[-1.17573615 -0.37989933],[5.43626249 2.3427105 ],[-1.17736791 -0.38675592]
[5.33993044 2.310366  ],[-1.19444245 -0.32217777],[5.3044651  2.26793891],[-1.19216353 -0.3119798 ],[5.31057562 2.29775153],[-1.20022805 -0.32142926],[5.35023588 2.31742386],[-1.19112944 -0.32472493],[5.29827411 2.27453342],[-1.19378693 -0.32837558],[5.32547326 2.31636666],[-1.19647179 -0.32747815],[5.32239001 2.31345187],[-1.19739897 -0.33034796],[5.3659662  2.31413178],[-1.20319324 -0.32321251],[5.29716587 2.28867606],[-1.19738724 -0.32298489],[5.31723842 2.30667725],[-1.2048177  -0.33641961]
[5.21942659 2.28094593],[-1.21486388 -0.26614901],[5.18433119 2.23973454],[-1.20884624 -0.25104138],[5.18980133 2.26864546],[-1.21568987 -0.26160531],[5.23013044 2.28786816],[-1.21046148 -0.26643152],[5.17794756 2.2446182 ],[-1.21306726 -0.27085638],[5.20518991 2.28682732],[-1.20819849 -0.26265162],[5.20177923 2.28335114],[-1.21161832 -0.26890799],[5.24467135 2.28461094],[-1.22217222 -0.26737107],[5.17639308 2.25912832],[-1.21363228 -0.26403709],[5.19612497 2.27613425],[-1.21795023 -0.27522353]
[5.09721049 2.25727552],[-1.22895898 -0.20725909],[5.0628014  2.21775001],[-1.22089676 -0.1880833 ],[5.06771518 2.24563685],[-1.22539366 -0.19843673],[5.10828101 2.26416004],[-1.2250027  -0.20680669],[5.05586721 2.22045021],[-1.22578861 -0.21027302],[5.0837393  2.26369241],[-1.22095449 -0.20071665],[5.07974867 2.25927828],[-1.22739644 -0.21161693],[5.12197532 2.2610149 ],[-1.23196096 -0.20507134],[5.05419096 2.23553837],[-1.22984716 -0.20776097],[5.07391095 2.25184714],[-1.23133781 -0.21602154]
[4.97346923 2.2391908 ],[-1.24219708 -0.15154491],[4.93999147 2.20183951],[-1.23532982 -0.13090936],[4.94453588 2.22869704],[-1.24025867 -0.14323205],[4.98511922 2.24639641],[-1.23706234 -0.14803078],[4.93262671 2.20231682],[-1.23768039 -0.15172499],[4.96108103 2.24666514],[-1.23184393 -0.13992121],[4.95620777 2.2408212 ],[-1.24194701 -0.15699445],[4.99809364 2.24330245],[-1.24277431 -0.14692543],[4.93057845 2.21761098],[-1.23923155 -0.14834222],[4.95002651 2.23294306],[-1.24583153 -0.16230506]
[4.84903639 2.22716209],[-1.24683111 -0.08978685],[4.81598549 2.19168022],[-1.24658336 -0.07482737],[4.82011865 2.21730352],[-1.24706875 -0.08425622],[4.86093098 2.23451396],[-1.24614759 -0.08983619],[4.80843807 2.19011275],[-1.24575005 -0.09262809],[4.8374407  2.23565421],[-1.23981689 -0.07965005],[4.83179515 2.22823608],[-1.24655241 -0.09544321],[4.87328166 2.23139586],[-1.25235565 -0.09092404],[4.80612793 2.20557301],[-1.24807224 -0.09137823],[4.82526237 2.21980547],[-1.24863729 -0.09992909]
[4.7243168  2.22136673],[-1.24724493 -0.02614908],[4.69129696 2.18737799],[-1.24978761 -0.0144807 ],[4.69501232 2.21162629],[-1.2540168  -0.02905328],[4.73628881 2.22874424],[-1.24639425 -0.02565442],[4.68357518 2.18379193],[-1.25131083 -0.03450695],[4.71313916 2.23063516],[-1.24734663 -0.02249133],[4.70701231 2.22176589],[-1.24756138 -0.03279036],[4.74805812 2.22547505],[-1.25169943 -0.02744906],[4.68094628 2.19920299],[-1.25358638 -0.03475949],[4.70016366 2.21274164],[-1.25289716 -0.04134387]
[4.59977651 2.22206999],[-1.24670851  0.03647324],[4.56645707 2.18911247],[-1.24799476  0.04769593],[4.56956293 2.21163523],[-1.25431095  0.02928848],[4.61165164 2.22930491],[-1.24547095  0.03719711],[4.55833217 2.18327352],[-1.25440251  0.02251949],[4.58795675 2.23095868],[-1.25497278  0.02930808],[4.58199649 2.22129451],[-1.25131663  0.02402292],[4.62263691 2.22550058],[-1.25391782  0.030045  ],[4.5555548  2.19868941],[-1.25683923  0.02110317],[4.57477934 2.21152842],[-1.25347139  0.01776011]
[4.47502989 2.22857378],[-1.24855643  0.0925061 ],[4.4417725  2.19689215],[-1.24698746  0.10584258],[4.44394519 2.21715547],[-1.25501584  0.08333357],[4.48703043 2.23591017],[-1.24680172  0.09427011],[4.43318013 2.18869505],[-1.25074292  0.08322784],[4.46258422 2.23680759],[-1.24921004  0.09050339],[4.45692686 2.22664315],[-1.25121042  0.08119059],[4.49727383 2.23139982],[-1.25589451  0.08450652],[4.4297848  2.20347271],[-1.2542418  0.0783713],[4.44937474 2.21610053],[-1.25402582  0.07359908]
[4.35063938 2.24103747],[-1.24131997  0.15420216],[4.31715299 2.21023132],[-1.24423144  0.16129106],[4.31875836 2.22842988],[-1.25094999  0.13927372],[4.36265847 2.24841428],[-1.24348284  0.15220603],[4.30831749 2.19993743],[-1.24307068  0.14453725],[4.33802034 2.248914  ],[-1.24078176  0.15251192],[4.33226031 2.23794008],[-1.24200388  0.14440978],[4.37171979 2.24249854],[-1.25317832  0.13875924],[4.30451652 2.21409525],[-1.24854007  0.13619046],[4.32404261 2.22619443],[-1.25207278  0.1280543 ]
[4.22639198 2.25886901],[-1.24162269  0.20340902],[4.19301445 2.22911022],[-1.23722647  0.21701757],[4.19425319 2.24541216],[-1.23853274  0.20056959],[4.23882694 2.26671596],[-1.23305379  0.21344333],[4.18414082 2.21707548],[-1.23670772  0.20141368],[4.21421263 2.26700374],[-1.23616693  0.20764402],[4.20827266 2.25516877],[-1.23765306  0.19960043],[4.24698407 2.2594207 ],[-1.24045335  0.2004489 ],[4.18012356 2.23068984],[-1.24114876  0.19333985],[4.19934703 2.24200942],[-1.24274527  0.18690076]
[4.10277446 2.28206723],[-1.23456942  0.25581937],[4.0698724  2.25369093],[-1.22500001  0.27471997],[4.07099328 2.26841762],[-1.22556806  0.26016389],[4.11594828 2.29088584],[-1.22373153  0.27009356],[4.06087936 2.24001823],[-1.22607618  0.25920708],[4.09084652 2.29035059],[-1.23268221  0.25685087],[4.08500348 2.27799603],[-1.22686494  0.25731162],[4.1234015  2.28228205],[-1.2308141   0.25651792],[4.05656025 2.25292531],[-1.23172817  0.24910118],[4.0756709  2.26366867],[-1.23245671  0.24396234]
[3.97998726 2.31039886],[-1.21922992  0.31234309],[3.94795885 2.2838922 ],[-1.21428487  0.32750182],[3.949333   2.29757205],[-1.20879733  0.32128421],[3.99400744 2.3205116 ],[-1.21037613  0.32647795],[3.93858936 2.2684574 ],[-1.21991584  0.30854349],[3.96820745 2.31875394],[-1.21896539  0.31178537],[3.96271637 2.30631323],[-1.21674174  0.31045052],[4.00093874 2.31073138],[-1.2188842  0.3113718],[3.93403179 2.28064717],[-1.21694595  0.30663432],[3.9529678 2.2907928],[-1.22295709  0.2965243 ]
[3.85877612 2.34429358],[-1.20467572  0.36531051],[3.82736249 2.31941751],[-1.19918469  0.38082535],[3.82918694 2.33251071],[-1.19355414  0.37737739],[3.87370335 2.35592334],[-1.19520935  0.3815651 ],[3.81724001 2.30191362],[-1.20362125  0.3633853 ],[3.84700526 2.35255874],[-1.2038196   0.36502936],[3.84143622 2.3397253 ],[-1.20718616  0.35859084],[3.87971121 2.34451798],[-1.20516422  0.36413254],[3.81302779 2.31401231],[-1.1981572   0.36519082],[3.83135396 2.32310677],[-1.20915255  0.34936842]
[3.73911548 2.38340782],[-1.18720302  0.41763945],[3.70827051 2.3600747 ],[-1.18329168  0.43103102],[3.71063189 2.37292236],[-1.17743816  0.43032979],[3.75488599 2.39660466],[-1.1795424   0.43294988],[3.69786709 2.3410711 ],[-1.18374133  0.41931877],[3.72723017 2.39142182],[-1.19145408  0.4117139 ],[3.72160625 2.37823922],[-1.18670828  0.41395288],[3.76010612 2.38364972],[-1.18717113  0.41770792],[3.69402955 2.35324099],[-1.18110396  0.41939801],[3.71153182 2.3609736 ],[-1.18888004  0.40588873]
[3.62133785 2.42772321],[-1.16812799  0.46827195],[3.59056934 2.40533381],[-1.16865659  0.4754446 ],[3.59382669 2.41856088],[-1.1604054  0.4800312],[3.63767489 2.44225052],[-1.16209209  0.48179054],[3.58044579 2.38562459],[-1.16378059  0.47195038],[3.60906211 2.43512716],[-1.17332303  0.46041641],[3.60401969 2.42236966],[-1.16377949  0.46934244],[3.64245407 2.42812346],[-1.16448723  0.47269171],[3.57701838 2.39799136],[-1.16154523  0.47261643],[3.59357717 2.40417289],[-1.17100234  0.45665853]
[3.50559937 2.47706202],[-1.14755343  0.51691568],[3.47498733 2.45551939],[-1.14382086  0.52692595],[3.47880545 2.46902043],[-1.13465221  0.53403004],[3.52235943 2.49273206],[-1.14235496  0.52894701],[3.46533049 2.43558574],[-1.14108934  0.52408866],[3.49287619 2.48370204],[-1.14933987  0.51168171],[3.48878217 2.47194854],[-1.14243684  0.52012173],[3.52687919 2.47773245],[-1.14526756  0.52061517],[3.4617514  2.44763299],[-1.14337622  0.51989393],[3.47752263 2.45237103],[-1.15153482  0.50520541]
[3.39187523 2.53101911],[-1.12471035  0.56393634],[3.36141196 2.51019491],[-1.12355988  0.57006421],[3.36617796 2.52454028],[-1.11691466  0.57650878],[3.40888143 2.5475772 ],[-1.1225879   0.57186323],[3.35275145 2.49085471],[-1.1134343   0.57778905],[3.37890435 2.53706045],[-1.12509822  0.5599608 ],[3.37541037 2.52611778],[-1.12380779  0.56368825],[3.41359274 2.53232005],[-1.11958341  0.57139827],[3.34849109 2.50198061],[-1.12224048  0.56595486],[3.36360094 2.50542128],[-1.12677257  0.55535618]
[3.28092829 2.59002974],[-1.09373721  0.6162612 ],[3.25039862 2.56956032],[-1.09435017  0.61916909],[3.25570044 2.58446635],[-1.09452242  0.61943862],[3.29815006 2.60733442],[-1.09332746  0.62147889],[3.24256879 2.55092586],[-1.08803871  0.62512334],[3.26790397 2.59567198],[-1.09483038  0.61190116],[3.26416151 2.58469317],[-1.10011936  0.60826017],[3.30286113 2.59179942],[-1.0959042   0.61666763],[3.23739575 2.56078422],[-1.09869403  0.61040015],[3.25206718 2.56322257],[-1.10232439  0.6016488 ]
