[9.88424269 3.28039331],[-1.84940613 -3.06325497],[5.00337111 3.1385692 ],[-3.1099257  -0.59882909],[4.68819745 9.95803713],[-3.75466288 -2.50733847],[3.36565309 1.68488914],[-3.6885048 -3.6285723],[0.65230521 7.54510897],[-4.7396125  1.9276967],[6.41537492 4.3590607 ],[-3.8413879  -1.09547562],[7.90126422 3.28513849],[-3.56609095 -1.05533913],[2.25635422 9.98553971],[-0.91075889 -1.99387045],[1.6614203  0.97759462],[-3.15177414 -1.16364601],[4.84133697 3.5493092 ],[-0.03677743 -2.3499609 ]
[6.84728339 5.24855948],[ 0.25967301 -1.20766927],[6.85051064 5.21962092],[ 0.24625855 -1.21328833],[6.90997355 5.27528234],[ 0.25832152 -1.20403547],[6.84828443 5.25279653],[ 0.24761776 -1.21245322],[6.84927689 5.24488084],[ 0.25999087 -1.20544323],[6.88545838 5.26541235],[ 0.25207559 -1.20839883],[6.87846519 5.25129201],[ 0.24974211 -1.20669963],[6.85016332 5.21088099],[ 0.23736196 -1.21042681],[6.8732422  5.26052988],[ 0.25905104 -1.20461272],[6.85031273 5.23650484],[ 0.25038232 -1.21290599]
[6.87030071 5.12714462],[ 0.19817796 -1.22237445],[6.87271063 5.09818327],[ 0.19375131 -1.21908751],[6.93316306 5.15448507],[ 0.20485049 -1.21210444],[6.87048817 5.13128915],[ 0.19734157 -1.21662371],[6.87240084 5.12373176],[ 0.20417365 -1.2152766 ],[6.90785399 5.14405566],[ 0.19685124 -1.21728102],[6.90060628 5.1300453 ],[ 0.1915401  -1.21912029],[6.87121871 5.08942812],[ 0.18495087 -1.21718247],[6.89622094 5.13940595],[ 0.20090794 -1.2168384 ],[6.8725771  5.11479113],[ 0.19489873 -1.22091358]
[6.88718867 5.00450242],[ 0.13955454 -1.23014241],[6.88949541 4.97613041],[ 0.14241206 -1.22121757],[6.9508244  5.03284939],[ 0.14856019 -1.21983138],[6.88747182 5.00926314],[ 0.14165621 -1.22388699],[6.89004143 5.00184521],[ 0.14849068 -1.22218537],[6.92445039 5.02170659],[ 0.13762495 -1.22658707],[6.91693886 5.00776235],[ 0.13513689 -1.22595628],[6.886887   4.96728683],[ 0.1298795 -1.2236086],[6.91343539 5.01729411],[ 0.14341078 -1.22490297],[6.8888167  4.99198576],[ 0.13245776 -1.23213678]
[6.89834869 4.8813463 ],[ 0.08012596 -1.23601277],[6.90085506 4.85368973],[ 0.08760066 -1.22427554],[6.9625784  4.91034891],[ 0.0872414  -1.22872176],[6.89840724 4.88625001],[ 0.07936316 -1.23347152],[6.90203504 4.87934129],[ 0.09127533 -1.22750267],[6.93555027 4.89899209],[ 0.08581561 -1.22608025],[6.92750868 4.88484009],[ 0.0762856  -1.23197323],[6.89688713 4.84451161],[ 0.07054625 -1.23086649],[6.92505446 4.89466805],[ 0.08358266 -1.23248361],[6.89922755 4.86862274],[ 0.07651874 -1.23398862]
[6.90349454 4.75771281],[ 0.0245335  -1.23474024],[6.90658451 4.73094344],[ 0.02854316 -1.22861004],[6.96827251 4.78723212],[ 0.02550312 -1.23426493],[6.90298684 4.76237966],[ 0.01479279 -1.24079555],[6.9080715  4.75624493],[ 0.0291024  -1.23405952],[6.94119405 4.77615345],[ 0.02606563 -1.23108859],[6.93221944 4.76149844],[ 0.0163864 -1.2357393],[6.90117954 4.72140814],[ 0.01508402 -1.23110255],[6.93033368 4.77115057],[ 0.02335602 -1.23584994],[6.90420143 4.74532707],[ 0.02244919 -1.23222218]
[6.90314487 4.63435352],[-0.02989115 -1.2305148 ],[6.90643833 4.60796404],[-0.03123142 -1.23023594],[6.96775454 4.66371502],[-0.03585214 -1.2356132 ],[6.90167756 4.63848409],[-0.04505003 -1.24069876],[6.90808555 4.63287263],[-0.02965026 -1.23377136],[6.9411185  4.65323242],[-0.02894458 -1.22838308],[6.93091248 4.63793377],[-0.04237353 -1.23498753],[6.89975991 4.59825557],[-0.04421273 -1.23218084],[6.93002645 4.64785044],[-0.03237078 -1.23277858],[6.90356605 4.62211523],[-0.03720152 -1.23356968]
[6.89699831 4.5111817 ],[-0.09175227 -1.23093082],[6.90033283 4.48501188],[-0.08970088 -1.22724867],[6.96110816 4.54023593],[-0.0945022  -1.23107433],[6.89419947 4.51458542],[-0.10328289 -1.23564241],[6.90226521 4.50970891],[-0.0876325  -1.23004327],[6.93524051 4.53042106],[-0.08900871 -1.22764701],[6.92389556 4.51473536],[-0.10056057 -1.23136098],[6.89250128 4.47525429],[-0.0988345  -1.22553186],[6.9238464  4.52470101],[-0.08984418 -1.22855595],[6.89717887 4.49913032],[-0.09219795 -1.22752851]
[6.88510815 4.38855952],[-0.14620299 -1.22153832],[6.88863696 4.36272687],[-0.1427398 -1.2167471],[6.94875635 4.41746174],[-0.15318749 -1.22467089],[6.88094808 4.39134523],[-0.1595729  -1.22659191],[6.89029341 4.38673081],[-0.14958944 -1.22685357],[6.92336577 4.40787197],[-0.14762882 -1.22218308],[6.91066514 4.39167605],[-0.1632936  -1.22859968],[6.87964788 4.35288543],[-0.1552267  -1.21836185],[6.9120184  4.40218145],[-0.14741098 -1.22226251],[6.88481631 4.37642413],[-0.15441431 -1.22545108]
[6.86774176 4.2669211 ],[-0.20202333 -1.21169595],[6.87139563 4.24134262],[-0.2020706  -1.21043831],[6.93100906 4.295876  ],[-0.20342083 -1.20858586],[6.86220265 4.26922278],[-0.2159706  -1.21622967],[6.87257938 4.26462945],[-0.20812594 -1.21818419],[6.90566796 4.286035  ],[-0.2069044  -1.21476467],[6.8917452  4.26959408],[-0.21374011 -1.21169325],[6.86107751 4.23128719],[-0.21246537 -1.20948497],[6.89454014 4.28050279],[-0.20546349 -1.21421202],[6.8664512  4.25429909],[-0.21316924 -1.2169099 ]
[6.84480536 4.14639709],[-0.2559792  -1.19785969],[6.8481674 4.1206953],[-0.26017235 -1.19968883],[6.90789247 4.17561958],[-0.2598772 -1.1971722],[6.83812268 4.14851751],[-0.26672997 -1.198944  ],[6.84900062 4.14351379],[-0.26408509 -1.20451187],[6.88217666 4.16520372],[-0.2616362  -1.20038651],[6.86753455 4.1489975 ],[-0.27074647 -1.20024893],[6.83697956 4.11086618],[-0.27122598 -1.20010292],[6.87111982 4.15964411],[-0.26220628 -1.20190307],[6.8422979  4.13324208],[-0.26815981 -1.20237036]
[6.81632487 4.02720329],[-0.31259582 -1.18453623],[6.81924274 4.00135562],[-0.31865065 -1.18710553],[6.8789052  4.05641977],[-0.32070191 -1.18719269],[6.80869213 4.02932803],[-0.32333293 -1.1858336 ],[6.81956812 4.02362718],[-0.32284189 -1.19128046],[6.85319206 4.04586606],[-0.31980568 -1.18776143],[6.8375798  4.02962375],[-0.32723759 -1.18580324],[6.80693496 3.9914793 ],[-0.32723355 -1.18494642],[6.84238214 4.04044446],[-0.31312466 -1.18252615],[6.81262106 4.01368786],[-0.32637687 -1.18940616]
[6.7821188  3.90940247],[-0.37400976 -1.17346678],[6.78460736 3.88353103],[-0.37388635 -1.16904401],[6.84397693 3.93851146],[-0.37604149 -1.16889832],[6.77350652 3.91149262],[-0.37857827 -1.16869394],[6.78454549 3.90544468],[-0.37464781 -1.16941801],[6.81859771 3.92810667],[-0.37508712 -1.17017526],[6.80212354 3.91194104],[-0.38133126 -1.16714901],[6.77170271 3.87407531],[-0.37965369 -1.16513096],[6.80818643 3.92289614],[-0.3710081  -1.16822678],[6.77709395 3.89552803],[-0.38447818 -1.17380549]
[6.7421287  3.79321147],[-0.42638772 -1.15086992],[6.74429191 3.76745844],[-0.43195845 -1.1516825 ],[6.80332861 3.82234893],[-0.43590506 -1.15298759],[6.73312902 3.79578009],[-0.43104293 -1.14750665],[6.74430308 3.78944481],[-0.4312698  -1.15132918],[6.7782542  3.81200714],[-0.4305046  -1.15035474],[6.76125052 3.79620371],[-0.43391791 -1.14527544],[6.73096434 3.75848517],[-0.43542495 -1.14661004],[6.76848509 3.8071778 ],[-0.42316819 -1.14619931],[6.73581496 3.77909671],[-0.44077771 -1.1542541 ]
[6.69678586 3.67923186],[-0.48141397 -1.12942353],[6.6984539  3.65350493],[-0.48375455 -1.12629991],[6.75694926 3.70814623],[-0.49237013 -1.13160485],[6.68750951 3.68226641],[-0.48183774 -1.12304784],[6.6984444  3.67540697],[-0.48822468 -1.13148838],[6.73251643 3.69811618],[-0.48373984 -1.12681944],[6.7148705  3.68249191],[-0.492415   -1.12734573],[6.68464068 3.64485699],[-0.49013372 -1.12487378],[6.72301043 3.69321475],[-0.48350429 -1.1297807 ],[6.68886884 3.66468439],[-0.49486479 -1.130605  ]
[6.64600696 3.56755446],[-0.53302848 -1.10282729],[6.64730676 3.54202246],[-0.53925741 -1.10323636],[6.70537967 3.59659717],[-0.53933299 -1.09972522],[6.63684035 3.57129896],[-0.53040832 -1.09504205],[6.64675049 3.56333522],[-0.54413559 -1.10822502],[6.68105965 3.58628058],[-0.54382695 -1.10792489],[6.66314815 3.5711704 ],[-0.54373375 -1.10064939],[6.63273971 3.53338801],[-0.54855642 -1.10481986],[6.67184872 3.5813636 ],[-0.53580936 -1.1031993 ],[6.63668058 3.55284923],[-0.55119595 -1.1081362 ]
[6.59010973 3.45864443],[-0.5811192  -1.07151653],[6.59099254 3.43329394],[-0.58891213 -1.07309174],[6.64852355 3.48769593],[-0.59683436 -1.07702858],[6.58117364 3.46305481],[-0.58381093 -1.07049475],[6.58995734 3.45413951],[-0.59234578 -1.07635846],[6.62380802 3.47665962],[-0.60128905 -1.08430717],[6.60608825 3.46238724],[-0.59764759 -1.07495896],[6.57532884 3.42435558],[-0.60221448 -1.0782481 ],[6.61565411 3.47241174],[-0.58811882 -1.07571803],[6.57942003 3.44388726],[-0.59687956 -1.07408352]
[6.52950556 3.35299709],[-0.63325586 -1.04353714],[6.52929134 3.32723782],[-0.64468615 -1.04745609],[6.58636912 3.3815961 ],[-0.64542942 -1.0440548 ],[6.51976925 3.35699251],[-0.63972008 -1.04598704],[6.52786203 3.34770243],[-0.64833406 -1.05092279],[6.56134882 3.37000871],[-0.64513331 -1.0460887 ],[6.54369708 3.35631686],[-0.64771    -1.04391578],[6.51280098 3.31828999],[-0.6487682  -1.04351085],[6.55402942 3.36609196],[-0.64209541 -1.04825814],[6.51729965 3.33806879],[-0.64703803 -1.0437109 ]
[6.46334693 3.24990521],[-0.68646396 -1.0146797 ],[6.46265449 3.22444402],[-0.68693437 -1.00736504],[6.51946943 3.27894211],[-0.69463792 -1.01105286],[6.45330856 3.25398161],[-0.68935795 -1.01400486],[6.46063603 3.24433599],[-0.69994651 -1.02006159],[6.4943758 3.267048 ],[-0.69693848 -1.01564225],[6.47638772 3.25348156],[-0.69752261 -1.01174666],[6.44537402 3.21549237],[-0.69808105 -1.01071065],[6.48738976 3.26295682],[-0.69065546 -1.01440542],[6.45017126 3.23534908],[-0.69663194 -1.01166517]
[6.39211197 3.15000279],[-0.73780397 -0.98285238],[6.39150958 3.12539291],[-0.74005221 -0.97760446],[6.44748314 3.17947671],[-0.74404287 -0.97716681],[6.38182873 3.15416599],[-0.7396055  -0.98156246],[6.38818592 3.14405087],[-0.74559918 -0.98219665],[6.42246341 3.16742341],[-0.74077352 -0.97632698],[6.40417544 3.153989  ],[-0.74591473 -0.97728282],[6.37310774 3.11610543],[-0.74659957 -0.97632426],[6.41606991 3.16341435],[-0.73550254 -0.97619374],[6.37807124 3.1358748 ],[-0.74502699 -0.97741677]
[6.31602305 3.05360809],[-0.78122117 -0.94233014],[6.31530995 3.02963556],[-0.78367788 -0.93729056],[6.37052301 3.08340686],[-0.79349723 -0.94253939],[6.30565442 3.0579644 ],[-0.78520074 -0.94378124],[6.31132223 3.04771658],[-0.78905014 -0.94188942],[6.34601667 3.07160392],[-0.78704699 -0.93893976],[6.32707505 3.05793064],[-0.79346148 -0.94123314],[6.29613133 3.02033366],[-0.79159274 -0.93777   ],[6.34010361 3.06756314],[-0.78187662 -0.93883972],[6.30110485 3.03983921],[-0.79188859 -0.94086682]
[6.23552033 2.96121122],[-0.82879287 -0.90557387],[6.2347961  2.93798017],[-0.82867217 -0.89790466],[6.28897864 2.99118453],[-0.83715073 -0.90171901],[6.22491366 2.96556018],[-0.8302415  -0.90493524],[6.23014954 2.95546187],[-0.83624185 -0.90505255],[6.2647833  2.97939316],[-0.83531869 -0.90297045],[6.24547648 2.96575467],[-0.83837194 -0.90217787],[6.21466587 2.92845061],[-0.83496255 -0.89716497],[6.25943745 2.975417  ],[-0.83190516 -0.90452698],[6.22016637 2.9481866 ],[-0.83016987 -0.89550939]
[6.15057172 2.87282041],[-0.87020264 -0.86231895],[6.1496619  2.85016451],[-0.87679329 -0.86122908],[6.2030447  2.90302957],[-0.87969969 -0.85962344],[6.13970073 2.87709109],[-0.87272289 -0.86320644],[6.14470752 2.86735658],[-0.87343068 -0.85795025],[6.17907207 2.89114544],[-0.87653793 -0.85968517],[6.15951782 2.87762728],[-0.88237903 -0.86201854],[6.12874504 2.84052364],[-0.8826401  -0.86061913],[6.17383778 2.88679527],[-0.87732151 -0.8652107 ],[6.13503037 2.86071829],[-0.87197723 -0.85331473]
[6.06145627 2.78873617],[-0.91201157 -0.81936352],[6.05977931 2.766086  ],[-0.92168544 -0.82129565],[6.11298398 2.81921262],[-0.91902979 -0.81431045],[6.05041679 2.79297837],[-0.91441953 -0.82060108],[6.05532957 2.78375044],[-0.91241355 -0.8125271 ],[6.08925668 2.807246  ],[-0.91803125 -0.81666007],[6.0694525  2.79381164],[-0.92012434 -0.81558426],[6.03859929 2.75679687],[-0.91870714 -0.81243258],[6.08411146 2.8025209 ],[-0.91637132 -0.81953865],[6.04559442 2.77736185],[-0.91589728 -0.81304775]
[5.96841725 2.70920362],[-0.94873273 -0.77135596],[5.96580624 2.68638796],[-0.96051203 -0.77555342],[6.01896948 2.73989864],[-0.95878217 -0.769643  ],[5.95697591 2.71313224],[-0.9540957  -0.77614933],[5.96220196 2.70483784],[-0.9492885 -0.7649377],[5.99524022 2.72758704],[-0.96194055 -0.77635054],[5.97534222 2.71435948],[-0.96107892 -0.77260487],[5.94479533 2.67783537],[-0.95380745 -0.76333288],[5.99051057 2.72283762],[-0.95471411 -0.77331777],[5.95219052 2.69845697],[-0.95525968 -0.76826091]
[5.87161192 2.63436768],[-0.98640504 -0.72455799],[5.86798547 2.61127396],[-0.99483451 -0.72581095],[5.92110384 2.66515227],[-0.99674431 -0.72366566],[5.85995949 2.63811245],[-0.98671484 -0.72483333],[5.86572044 2.63102244],[-0.98264863 -0.71372476],[5.8970836 2.6521743],[-0.99884799 -0.72976473],[5.87748688 2.6395326 ],[-0.99317781 -0.72117807],[5.84757779 2.60387911],[-0.99080933 -0.71620543],[5.89322039 2.64790712],[-0.9900187  -0.72437369],[5.85490389 2.62406934],[-0.99148719 -0.72068859]
[5.77123138 2.56437789],[-1.01849702 -0.67264862],[5.76675721 2.54113494],[-1.02822441 -0.67567303],[5.81976634 2.59529791],[-1.02956445 -0.67312065],[5.75941064 2.56793641],[-1.02587133 -0.68056233],[5.76560674 2.56201856],[-1.01838001 -0.66530311],[5.79579897 2.5819625 ],[-1.02803631 -0.6757634 ],[5.77670766 2.570136  ],[-1.02464017 -0.66911814],[5.74669918 2.53464961],[-1.02792269 -0.66979286],[5.79218914 2.57762927],[-1.03065806 -0.68153888],[5.75414953 2.55456966],[-1.02248439 -0.66830195]
[5.66750945 2.49942291],[-1.05611261 -0.62697904],[5.66227637 2.47605765],[-1.05982855 -0.62451569],[5.7154173  2.53074459],[-1.05690854 -0.61755152],[5.65544844 2.50264434],[-1.05717468 -0.62925834],[5.66206182 2.49796678],[-1.05520144 -0.61867663],[5.69159146 2.51713363],[-1.05869167 -0.62358513],[5.67228439 2.50539976],[-1.0613185  -0.62345032],[5.64253052 2.4704465 ],[-1.05884333 -0.61787621],[5.68772909 2.51221808],[-1.05895004 -0.62730994],[5.65032256 2.49031915],[-1.05406464 -0.61689792]
[5.56041563 2.43935732],[-1.08513799 -0.57405298],[5.55501278 2.4164451 ],[-1.08716333 -0.56967407],[5.60805302 2.47142897],[-1.08839803 -0.5670466 ],[5.54847373 2.44255866],[-1.08329887 -0.57361871],[5.55497918 2.43864858],[-1.08552714 -0.56709364],[5.58430804 2.45746712],[-1.08848989 -0.57153681],[5.56445064 2.44540941],[-1.09331036 -0.57465813],[5.53521603 2.41132879],[-1.08723469 -0.56449587],[5.58031826 2.45206571],[-1.08907543 -0.57577482],[5.54339971 2.43123118],[-1.08570756 -0.56647173]
[5.4503764  2.38447239],[-1.11374115 -0.52207615],[5.44495074 2.36219523],[-1.11182597 -0.51329899],[5.49770879 2.41726513],[-1.11859752 -0.51675506],[5.43872987 2.38783149],[-1.10857489 -0.5181627 ],[5.44492788 2.38448789],[-1.11698458 -0.5180546 ],[5.47404978 2.40293776],[-1.11630727 -0.51897846],[5.45416764 2.3910044 ],[-1.11218678 -0.51337595],[5.42522741 2.35767113],[-1.11260796 -0.50901835],[5.46982621 2.39692378],[-1.11947783 -0.52623257],[5.4334154  2.37721795],[-1.11588463 -0.51612301]
[5.33781173 2.33504811],[-1.13666447 -0.46571434],[5.33261204 2.31373327],[-1.13283125 -0.45406072],[5.38481649 2.36852313],[-1.1395026  -0.45858736],[5.32678372 2.33895118],[-1.13183764 -0.46127094],[5.33201153 2.33540275],[-1.14039734 -0.46297603],[5.3611859 2.3537667],[-1.14005872 -0.46388043],[5.34164064 2.34235085],[-1.13869179 -0.46052472],[5.31294617 2.30976433],[-1.13550912 -0.45188125],[5.35665574 2.34700224],[-1.14090304 -0.46943151],[5.32063641 2.32836134],[-1.13788011 -0.45943731]
[5.22310733 2.29136006],[-1.15857055 -0.40955042],[5.21825542 2.2712376 ],[-1.15464142 -0.39652537],[5.26959874 2.3252897 ],[-1.16522894 -0.40697832],[5.21251588 2.29568793],[-1.15471857 -0.40547305],[5.21665142 2.29163601],[-1.1645675 -0.4106645],[5.24606332 2.31014335],[-1.1629056  -0.40943477],[5.22645657 2.2988485 ],[-1.16091016 -0.40577583],[5.19798619 2.26707421],[-1.16213454 -0.40088168],[5.24186842 2.3032697 ],[-1.15407272 -0.40452872],[5.20562893 2.28507819],[-1.15954971 -0.40391234]
[5.10614919 2.25311741],[-1.17943001 -0.35462606],[5.10175158 2.23443684],[-1.17407935 -0.33861127],[5.15240881 2.28771944],[-1.17893865 -0.34508681],[5.0958456  2.25777144],[-1.17644059 -0.3510777 ],[5.09942962 2.25356443],[-1.18010293 -0.35118781],[5.12893332 2.27215315],[-1.17951699 -0.35054155],[5.109306   2.26099303],[-1.17787882 -0.34748841],[5.08071084 2.22969613],[-1.18149337 -0.34516453],[5.12538968 2.26562138],[-1.17495342 -0.34827104],[5.08869541 2.24751766],[-1.18114666 -0.34989523]
[4.98765207 2.22083537],[-1.19248961 -0.29330727],[4.98375135 2.20379704],[-1.18651257 -0.27497496],[5.03362372 2.25603792],[-1.19569215 -0.28789516],[4.97745275 2.22564611],[-1.19051735 -0.29087672],[4.98055047 2.22126232],[-1.19836364 -0.29623591],[5.01006821 2.23988329],[-1.19801468 -0.2955141 ],[4.99108697 2.22957745],[-1.18889964 -0.28350292],[4.96187444 2.19818289],[-1.19608671 -0.28627912],[5.00693292 2.23359198],[-1.19368646 -0.29234649],[4.96987305 2.21550679],[-1.1965424  -0.29203827]
[4.86754442 2.19426471],[-1.20820514 -0.23714707],[4.86429888 2.17922353],[-1.20177444 -0.21628308],[4.91350749 2.2303288 ],[-1.2072069  -0.22731652],[4.85767115 2.199467  ],[-1.20285705 -0.23082253],[4.86018598 2.19467467],[-1.21163297 -0.2385258 ],[4.88956298 2.21319178],[-1.21002993 -0.23666923],[4.87138677 2.20407944],[-1.20191257 -0.22367351],[4.8416698  2.17255812],[-1.20885752 -0.22755212],[4.88682873 2.20724981],[-1.2064648 -0.2330817],[4.84949522 2.18912994],[-1.20797364 -0.23265416]
[4.74607767 2.17338151],[-1.2193539  -0.17922641],[4.74366454 2.16073988],[-1.21123355 -0.15419027],[4.79206875 2.21037657],[-1.22158449 -0.17240447],[4.73698598 2.17955848],[-1.21182231 -0.16889275],[4.73852121 2.17376485],[-1.22153692 -0.18014245],[4.76798652 2.19240408],[-1.21710489 -0.17493087],[4.75058239 2.18465483],[-1.21208865 -0.16312828],[4.72021179 2.15269273],[-1.21752225 -0.16734178],[4.7655484  2.18682643],[-1.2178775  -0.17476547],[4.72819877 2.1688353 ],[-1.21518749 -0.17067561]
[4.62367281 2.15833822],[-1.22669918 -0.12010456],[4.62183668 2.148062  ],[-1.22646754 -0.10140674],[4.66962481 2.1961929 ],[-1.22946135 -0.11389926],[4.61529686 2.16558829],[-1.21893367 -0.10789178],[4.61619682 2.15891672],[-1.22307254 -0.11519405],[4.64565866 2.1776615 ],[-1.22633973 -0.1174463 ],[4.62900824 2.1714265 ],[-1.21644683 -0.09896258],[4.59825214 2.13912977],[-1.21962998 -0.10202295],[4.64321893 2.17217742],[-1.22831108 -0.11842454],[4.60630681 2.15479662],[-1.22385402 -0.11180167]
[4.5007944  2.14934735],[-1.22868475 -0.05784808],[4.49914191 2.14111315],[-1.22653344 -0.03710924],[4.5465063  2.18782123],[-1.23224857 -0.05325139],[4.49300079 2.15769914],[-1.22665871 -0.05019572],[4.49363098 2.15041026],[-1.22801879 -0.05521861],[4.52270782 2.16882579],[-1.22976036 -0.05684952],[4.50717721 2.16471305],[-1.22176534 -0.03752551],[4.47607777 2.13203596],[-1.22494396 -0.0415473 ],[4.52019174 2.16335117],[-1.23020063 -0.05647741],[4.48354672 2.14646423],[-1.22770276 -0.05157434]
[4.37789356 2.14667128],[-1.2307635   0.00240943],[4.37642435 2.1404733 ],[-1.22839159  0.02319402],[4.42329367 2.18559537],[-1.23301411  0.00720039],[4.36988153 2.15531224],[-1.23257767  0.00492373],[4.37049985 2.14765725],[-1.23170622  0.00245976],[4.39935998 2.16584838],[-1.23234004  0.00154914],[4.38471514 2.16384315],[-1.22410402  0.02291863],[4.35323594 2.13066295],[-1.23031881  0.01481952],[4.39679216 2.16040571],[-1.23711131 -0.00253034],[4.36068894 2.14434236],[-1.23097223  0.00702884]
[4.25466041 2.14971276],[-1.23267353  0.0589613 ],[4.25376653 2.14595456],[-1.22474178  0.08597368],[4.29995576 2.18921415],[-1.23505364  0.0630456 ],[4.246554   2.15864499],[-1.23213938  0.06288512],[4.24711154 2.15060232],[-1.23469345  0.05721972],[4.27595897 2.16876756],[-1.23450855  0.05736385],[4.26235277 2.16920683],[-1.22261044  0.0843228 ],[4.23008767 2.1349581 ],[-1.23340272  0.06951118],[4.2730547  2.16300019],[-1.23475704  0.05684532],[4.23750268 2.14788503],[-1.23092267  0.06503373]
[4.13146418 2.15844552],[-1.22981211  0.11657503],[4.13135291 2.1574284 ],[-1.2224372   0.14387919],[4.17631032 2.19806716],[-1.23634788  0.11484933],[4.12362749 2.16799159],[-1.2267194   0.12317707],[4.12399607 2.15943749],[-1.22646532  0.12021483],[4.15290999 2.17769195],[-1.22745995  0.11963012],[4.14036905 2.18078649],[-1.21801807  0.14568879],[4.10705937 2.14495355],[-1.22942253  0.12764586],[4.14963918 2.17149037],[-1.23302978  0.11281121],[4.11477395 2.15755099],[-1.22778654  0.12358362]
[4.00890177 2.17313506],[-1.21936362  0.1789082 ],[4.00932751 2.17463926],[-1.21498036  0.2028894 ],[4.05304965 2.21242938],[-1.22778605  0.17300185],[4.00125765 2.18322957],[-1.2196706   0.18191383],[4.00189902 2.17467065],[-1.21481565  0.18483277],[4.03069611 2.19284702],[-1.21929907  0.18064801],[4.01908124 2.19857844],[-1.210187    0.20701116],[3.98468927 2.16086865],[-1.21769294  0.19056711],[4.02671427 2.1857253 ],[-1.22533956  0.17152975],[3.99259117 2.17313003],[-1.21597138  0.18752505]
[3.88752334 2.19408981],[-1.21036664  0.23748991],[3.88823959 2.19778776],[-1.2069371   0.25910846],[3.93077278 2.23259267],[-1.21370352  0.23407748],[3.87960502 2.20416999],[-1.20989383  0.23975756],[3.88069535 2.19595176],[-1.20741251  0.24193895],[3.90928636 2.21392363],[-1.20876248  0.24055912],[3.89837035 2.22206465],[-1.199269    0.26685443],[3.86367303 2.18316916],[-1.20704788  0.25040368],[3.90461838 2.20573342],[-1.21331752  0.23146066],[3.87168114 2.1950932 ],[-1.20302006  0.25037168]
[3.76709864 2.2207622 ],[-1.19889354  0.29462054],[3.76797641 2.22635112],[-1.19749578  0.31223968],[3.81030058 2.25920323],[-1.19814182  0.29529894],[3.75947214 2.23131116],[-1.19483591  0.30058547],[3.76087899 2.22344096],[-1.19032932  0.30584902],[3.78908365 2.24098923],[-1.19424827  0.30116408],[3.7788471  2.25145302],[-1.18837629  0.32296535],[3.74327971 2.2107769 ],[-1.19904361  0.3026308 ],[3.78397764 2.23189001],[-1.20292863  0.28744642],[3.7517655  2.22284502],[-1.19201022  0.3072564 ]
