[9.7803942  7.80386973],[ 3.10425333 -2.93719318],[3.44055187 9.8203091 ],[-4.85467104  3.30460226],[7.1311259  1.89577513],[ 1.14286695 -3.30021654],[4.42911105 3.94885856],[-0.94243545  3.19267967],[9.70130368 8.69295679],[3.23886918 2.69351453],[0.36739226 8.0247451 ],[-3.52546773  2.80256258],[2.53028635 8.41872774],[-3.0708844  -1.87925259],[5.8172056 2.1625362],[-1.83251155  2.93762731],[6.89075194 7.50558791],[ 1.64406202 -3.4561128 ],[2.94501111 8.02288023],[ 2.24089442 -3.13014657],[2.02464279 9.49057504],[0.11994915 0.67791287],[0.38776823 3.96684632],[-2.90488925 -1.40646159],[1.28660715 4.81870401],[3.99901044 0.10526574],[8.38920725 0.48650377],[-1.8076547  -0.38985987],[2.07569776 8.4242328 ],[ 2.61559238 -0.1719607 ],[8.31082483 9.84987563],[2.548417   3.77757139],[7.80262899 5.55413525],[-3.90884287  1.68140048],[9.39966111 0.3413489 ],[-1.96568444  0.43296734],[0.74068989 2.37587369],[ 0.56622405 -0.0827636 ],[0.85090233 7.87643476],[-4.33022435  4.77261819],[8.03670292 4.58670631],[-2.94179544 -3.3485199 ],[1.15827574 8.1016303 ],[-4.2373829   1.57023602],[1.57738003 8.24270165],[ 4.46121359 -3.27073909],[1.04460673 4.67082415],[4.18714745 1.22082148],[3.83733594 0.49223235],[-1.11426558 -3.52143014],[4.47480788 8.62004152],[2.24081265 4.87715487],[2.31686828 9.35064147],[1.31767937 4.54604487],[0.86701471 4.45093517],[-0.29465267 -1.16874006],[9.13180519 5.03301624],[4.63727035 4.10871538],[6.37163164 3.97482642],[2.07387105 3.1514579 ],[9.98292265 4.86999327],[-1.39636003 -2.91852654],[9.8781843  4.91841753],[2.62744888 2.04605318]
[9.53999464 1.40708814],[ 0.27282078 -0.47472191],[ 7.7982779 -0.3436666],[-0.73948355 -0.52387321],[9.67435215 0.94119509],[0.66011344 0.3697703 ],[11.13711069  2.55636458],[-1.13499848 -0.58045184],[9.76107189 2.20132578],[-0.27776243  0.19963342],[9.69880804 2.31629104],[0.89716447 0.44467207],[9.25871413 1.36763128],[-0.92101235 -0.95748116],[6.92689879 0.4956027 ],[0.2755271 0.7906514],[10.04636447  0.95999158],[-1.15666843 -1.12097951],[12.97900453  5.24682677],[0.95720421 0.87730702],[9.53680638 1.17180634],[0.09997767 0.26273131],[8.9351488  1.17412905],[0.41068445 0.52064411],[11.57466816  3.75185769],[ 0.08863562 -0.22823492],[10.01390179  4.16852381],[1.63013688 0.85968615],[9.82776577 1.98630781],[ 0.26158664 -0.44696335],[ 9.07929384 -0.11950665],[ 0.15139733 -0.22195304],[11.47308894  4.47771178],[1.04870037 0.90595902],[10.23795492  3.21230678],[ 0.42999311 -0.81271396],[11.40019758  3.85779948],[0.61491661 0.1850924 ],[10.99379863  3.18024475],[ 0.53623465 -0.45045675],[9.34247348 1.00863437],[-0.80717633 -0.95600627],[13.31829349  5.86911911],[-0.13270507 -0.19322949],[9.55833725 1.60707645],[1.07249159 0.76856845],[10.38154924  3.16239381],[-1.19060455 -1.03566833],[10.39265065  2.16163574],[-0.40450169 -0.02552008],[ 6.99691322 -0.14365227],[ 0.21173318 -0.0301777 ],[10.44534085  2.83394721],[1.36357508 1.74804376],[10.85706827  2.54977178],[-0.16388693  0.31045268],[9.93400442 3.85192471],[-0.66050648 -1.08713821],[12.13829102  4.46006306],[0.94685597 1.28833164],[9.17471056 1.251958  ],[0.57194292 0.31577375],[ 7.4597638  -0.20545291],[-0.31349703 -0.13023801]
[9.56911231 1.35936988],[ 0.00430176 -0.78043683],[ 7.73247829 -0.38725024],[-0.29059219 -0.05804381],[9.7332034 0.9717351],[0.35584977 0.07619883],[11.03746028  2.51281115],[-0.97990053 -0.41617326],[9.72281046 2.21258732],[-0.21266167  0.30093441],[9.80026631 2.37263663],[1.20704571 0.7627562 ],[9.17561455 1.28120124],[-0.72896419 -0.75995217],[6.95363125 0.57314828],[0.42272784 0.92060033],[9.94603762 0.86469123],[-0.91983844 -0.85508966],[13.07258866  5.33263219],[1.09831629 1.02313942],[9.53997781 1.19285514],[0.22425249 0.41923085],[8.96827864 1.21854272],[0.16294982 0.28037916],[11.59141974  3.73554955],[ 0.15747576 -0.18721814],[10.15365852  4.2357015 ],[1.32144681 0.61247761],[9.88751659 1.97307282],[ 0.49576865 -0.25023209],[ 9.07888433 -0.15700872],[-0.07065956 -0.43778766],[11.57524946  4.56532276],[0.91948903 0.77025591],[10.28753976  3.135752  ],[ 0.72436569 -0.55337612],[11.41637097  3.82889171],[ 0.01173109 -0.45949184],[11.07138553  3.1574088 ],[ 0.77774247 -0.23601782],[9.24770314 0.90033962],[-1.03414578 -1.1534335 ],[13.30467662  5.84878338],[-0.25312538 -0.32709418],[9.68336256 1.70367127],[1.35440976 1.0991494 ],[10.29087226  3.08608146],[-0.8895719  -0.75426623],[10.33995101  2.14890583],[-0.74172164 -0.32344415],[ 7.03667693 -0.12988006],[0.63716742 0.35981616],[10.57720069  2.99764413],[1.21176474 1.48099728],[10.85389017  2.5966658 ],[-0.25981042  0.26619939],[9.88014439 3.75414196],[-0.41688478 -0.87285134],[12.25120544  4.60358767],[1.13864834 1.40695543],[9.22784763 1.27895782],[0.54762178 0.27975349],[ 7.45101635 -0.19508326],[0.25968837 0.45849433]
[9.54611976 1.25824798],[-0.42227377 -1.18601007],[ 7.71302887 -0.38184541],[-0.1569752   0.10794802],[9.77911127 0.98986313],[0.4655505  0.19109288],[10.96002543  2.49299432],[-0.53123683  0.0683248 ],[9.65947146 2.20186519],[-0.80397504 -0.27035269],[9.9177504  2.44749909],[1.09461407 0.68332139],[9.12691477 1.22953838],[-0.28840166 -0.3171348 ],[7.02077739 0.68706506],[0.88887664 1.31606993],[9.88397264 0.81079336],[-0.37292362 -0.27251372],[13.17786709  5.43070895],[1.27521418 1.20762917],[9.58611598 1.25964415],[0.44234046 0.65838769],[8.99869184 1.26115121],[0.38374283 0.50956091],[11.59145443  3.69967949],[-0.17600664 -0.54767478],[10.28861962  4.30322459],[1.02483926 0.36194753],[9.93785206 1.94647634],[ 0.49073792 -0.30183822],[ 9.0740816 -0.1981374],[ 0.10811501 -0.25072966],[11.67106165  4.64583828],[0.78832843 0.62960308],[10.36045409  3.07927576],[ 0.74885149 -0.5603488 ],[11.44079723  3.80398666],[0.53296003 0.0174986 ],[11.13683712  3.11960393],[ 0.62608657 -0.42512032],[9.15933988 0.80136961],[-0.5815968 -0.6770711],[13.27119377  5.80726152],[-0.40106002 -0.48807182],[9.79674208 1.79309257],[1.20753868 0.98483764],[10.21050702  3.01848843],[-1.00692075 -0.88683875],[10.27876436  2.13113607],[-0.56249148 -0.10907024],[ 7.1053948  -0.09026212],[0.7722274  0.47047631],[10.71425973  3.15738661],[1.37152305 1.55828196],[10.82258784  2.62086028],[-0.41538571  0.16838021],[9.83457408 3.66064646],[-0.881866  -1.3697461],[12.34876752  4.72556197],[0.78982047 1.01842121],[9.26371358 1.28714705],[ 0.2055927  -0.08073372],[ 7.50555333 -0.12061872],[0.6731493  0.87165733]
[9.49526117 1.13438483],[-0.58411188 -1.2755528 ],[ 7.7041411 -0.3625583],[0.03803708 0.33659053],[9.80304966 0.98644138],[-0.17137681 -0.44450082],[10.91919248  2.51528841],[-0.38668813  0.27779462],[9.59204452 2.18897304],[-0.84541799 -0.29351006],[10.04302271  2.53370762],[1.28040781 0.91372431],[9.08461032 1.18445662],[-0.09806277 -0.12507289],[7.10341841 0.80805783],[0.95866922 1.30414816],[9.82560137 0.76436808],[-0.55636245 -0.41839218],[13.29764     5.54421517],[1.20704823 1.14997343],[9.63513479 1.33119391],[0.49936221 0.73456272],[9.01269585 1.28821361],[-0.32214124 -0.18617647],[11.60482811  3.67441634],[ 0.13779735 -0.26443963],[10.39430568  4.34072407],[1.42954559 0.74324043],[10.02080477  1.94887615],[0.97253022 0.16673359],[ 9.09895179 -0.20885504],[-0.15257471 -0.50489239],[11.75048783  4.70848426],[0.88465848 0.70839386],[10.43263374  3.01920565],[ 0.75419721 -0.58019796],[11.49173054  3.80128357],[0.596429   0.03904209],[11.20985246  3.08606395],[ 0.58779108 -0.49153717],[9.06336769 0.69690733],[-1.0270856  -1.09897256],[13.22947842  5.75618929],[-0.50485869 -0.60435943],[9.92760887 1.90393909],[1.42431006 1.24660628],[10.06865908  2.88672657],[-1.57866464 -1.50035823],[10.23877259  2.13883133],[-0.54932566 -0.04817536],[ 7.19067964 -0.03598165],[1.09367439 0.77973433],[10.84150014  3.30067692],[1.24908818 1.38705898],[10.77274104  2.63217319],[-0.58722714  0.04869549],[9.72890683 3.50991781],[-0.90115701 -1.31970228],[12.42070665  4.819445  ],[0.44984071 0.66495262],[9.30176888 1.29563416],[0.35620651 0.05100467],[ 7.60354812e+00 -3.89767725e-03],[1.24917264 1.41868699]
[9.43925254 1.01393614],[-0.28401253 -0.90425917],[ 7.72551643 -0.30981728],[0.41249157 0.73725707],[9.79338313 0.94959432],[-0.32706929 -0.59652147],[10.85484765  2.52028849],[-7.17252492e-01 -2.62635418e-04],[9.50642661 2.1585708 ],[-0.80295469 -0.25230934],[10.17999599  2.63714001],[1.19619225 0.88950753],[9.05953325 1.15671972],[-0.04542661 -0.07154195],[7.20379806 0.93864069],[1.07645012 1.33282923],[9.78141849 0.7361202 ],[-0.60788929 -0.4266288 ],[13.41673831  5.65803299],[1.29098996 1.24241807],[9.69162745 1.41189873],[0.56822011 0.81678337],[9.01128034 1.30097168],[0.11765841 0.26515646],[11.61800316  3.64580401],[-0.31040379 -0.74247313],[10.54303931  4.42418069],[1.64409879 1.04062482],[10.09749463  1.94482065],[ 0.40012997 -0.42246542],[ 9.0803993  -0.26189309],[-0.08521656 -0.42220265],[11.85523636  4.79546721],[0.9433586  0.76422988],[10.55029707  3.00513898],[ 1.23739129 -0.0354523 ],[11.51936642  3.77084215],[ 0.11710506 -0.48726375],[11.2723182   3.03908481],[ 0.42272228 -0.68711268],[8.96627078 0.5937407 ],[-0.86045691 -0.91121267],[13.17508366  5.69130718],[-0.64211767 -0.75200217],[10.0580882   2.01873905],[1.23744611 1.09843603],[9.92017497 2.74418709],[-1.17891392 -1.13531232],[10.19907379  2.15168731],[-0.50404849  0.04640589],[7.29784248 0.03995832],[1.29795354 0.99475809],[10.92866745  3.40050684],[0.51592062 0.63674108],[10.67791594  2.60149418],[-0.84669457 -0.20732328],[9.643559   3.38395809],[-0.81670005 -1.21918775],[12.47964216  4.89990533],[1.0043666  1.21369058],[9.3453037  1.30766746],[0.44366965 0.12016587],[7.72571435 0.13319645],[1.22500854 1.35464179]
[9.41814891 0.93089069],[-0.08706676 -0.70669019],[ 7.7634345  -0.23842934],[0.48300447 0.82439407],[9.75691563 0.88674039],[-0.66121465 -0.91533765],[10.75403401  2.49147793],[-1.06947136 -0.34806844],[9.4225238  2.12982684],[-0.90009657 -0.34982146],[10.30781691  2.73677951],[0.93886548 0.67373901],[9.07278057 1.16737371],[0.2571523  0.23150115],[7.2951207  1.05194638],[0.76284586 0.95423152],[9.70801529 0.68266572],[-0.80280057 -0.58775662],[13.53911005  5.77598617],[1.13320419 1.09237475],[9.76018314 1.50546922],[0.43748837 0.68848388],[9.02373239 1.32872725],[-0.03801384  0.12080196],[11.59928517  3.58319777],[-0.09156378 -0.54200925],[10.6736007   4.49729401],[1.14840444 0.58019153],[10.13372444  1.89662802],[ 0.30834016 -0.55552934],[ 9.08692091 -0.28860219],[ 0.10729349 -0.22077136],[11.96147161  4.88367801],[0.93152086 0.75078041],[10.67684259  3.00807634],[1.3267295  0.12438724],[11.54930107  3.73790018],[ 0.52799018 -0.12529115],[11.32786435  2.98222521],[ 0.60604054 -0.53174994],[8.90712537 0.53030488],[-0.24527737 -0.2817023 ],[13.10979713  5.61468444],[-0.58419603 -0.70139079],[10.16113423  2.1091078 ],[0.71174735 0.59164936],[9.80531762 2.63262899],[-1.10309561 -1.08012442],[10.15490898  2.16510162],[-0.53467275  0.06640324],[7.40317126 0.11585437],[0.80665208 0.5122982 ],[11.00516705  3.48862203],[0.87716687 0.98688555],[10.61441142  2.60384997],[-0.32274226  0.35909615],[9.60845721 3.30669465],[-0.22744097 -0.67730377],[12.57234187  5.01208706],[0.97693897 1.15868968],[9.38230027 1.31126524],[ 0.28444107 -0.06081394],[7.83087951 0.25002735],[0.81351057 0.92030613]
[9.4109158  0.86096661],[-0.12276334 -0.75566774],[ 7.83632131 -0.13179285],[0.94054064 1.26141179],[9.66583182 0.77264698],[-0.95756074 -1.1583065 ],[10.64445808  2.45298192],[-1.15249573 -0.44712041],[9.31052106 2.07101753],[-1.17228895 -0.66961848],[10.36513487  2.76699296],[ 0.24800481 -0.03528292],[9.07660581 1.16864644],[-0.15686256 -0.1823162 ],[7.3706711  1.14429431],[0.8142183 0.959126 ],[9.62311856 0.6206041 ],[-0.79090833 -0.54812381],[13.6368321   5.86976439],[0.83370295 0.79527751],[9.80026898 1.57179484],[0.55461076 0.82646483],[8.99928211 1.32077159],[-0.34452402 -0.17424086],[11.58828745  3.52580406],[-0.19223176 -0.66612908],[10.76503925  4.53008682],[0.73512245 0.12500328],[10.16401195  1.83854153],[ 0.22023204 -0.68085982],[ 9.12692772 -0.28081364],[0.59542299 0.28120859],[12.05381059  4.95731454],[1.06811638 0.87730351],[10.82485996  3.04315223],[1.4469744  0.39203243],[11.59838589  3.71922975],[ 0.58897108 -0.11002475],[11.3684098   2.90806833],[ 0.31281267 -0.83870514],[8.9271173  0.54723481],[0.59854192 0.57413198],[13.05209764  5.54483457],[-0.68609336 -0.81283447],[10.21643688  2.15250346],[0.43115927 0.31172108],[9.68696115 2.51567849],[-1.54235162 -1.53730003],[10.09517406  2.16764507],[-0.37758915  0.26635281],[7.48971785 0.17231681],[1.03317838 0.7287369 ],[11.07558583  3.56941963],[0.45077341 0.55105874],[10.6054385   2.66537136],[-0.34926036  0.37773821],[9.54299332 3.1952623 ],[-0.76002557 -1.21077594],[12.65055559  5.1076999 ],[0.93939417 1.10547092],[9.42919356 1.32264833],[ 0.33756581 -0.02678262],[7.91737793 0.34662037],[0.91772173 1.01192614]
[9.38962883 0.7762396 ],[-0.36267452 -0.98933556],[ 7.92962055 -0.00856331],[0.90150554 1.18371776],[9.57385417 0.66297272],[-0.84881253 -1.00360188],[10.53669764  2.41480268],[-1.06202986 -0.37069514],[9.22970254 2.03988616],[-0.71912849 -0.22136954],[10.37318788  2.74509512],[ 0.0788976  -0.23721665],[9.07134873 1.16084503],[0.28485688 0.25935882],[7.46536291 1.25086534],[0.8829259  0.97567374],[9.53231241 0.55523407],[-0.81883025 -0.55355128],[13.70728637  5.93631393],[0.64394506 0.60417114],[9.81153091 1.61171741],[0.03727382 0.34154889],[8.98312934 1.32226961],[-0.34219348 -0.15933704],[11.56308019  3.45234863],[-0.53433251 -1.01911217],[10.83653184  4.53768971],[ 0.28831299 -0.38627521],[10.16229958  1.74637041],[-0.13330231 -1.03192291],[ 9.17056479 -0.26768712],[ 0.27843524 -0.01912388],[12.17635267  5.06131179],[1.42770816 1.24876001],[10.9722424   3.09166914],[1.6597164  0.74479491],[11.65676105  3.7054948 ],[ 0.62330366 -0.11905951],[11.37596124  2.80145445],[-0.24847593 -1.36118602],[8.98446864 0.60282364],[0.68091349 0.67004342],[12.96422844  5.44441583],[-0.64017457 -0.76420579],[10.24293946  2.16684504],[0.34085271 0.21695549],[9.56236222 2.39077931],[-1.15147314 -1.16208847],[10.05139365  2.19082378],[-0.61850792  0.07636503],[7.58320826 0.23514664],[0.94576312 0.63777815],[11.11945671  3.62319144],[0.61959637 0.71706722],[10.57709494  2.71246427],[-0.2087131   0.57213728],[9.46615782 3.07369394],[-0.64330856 -1.08167053],[12.72001934  5.19315764],[0.76280211 0.91810341],[9.43276773 1.28856281],[-0.17525565 -0.56158608],[7.99063831 0.42869581],[0.39706157 0.48215039]
[9.35200454 0.67793656],[-0.14933157 -0.74607491],[8.02067824 0.10911706],[0.9209418  1.17297443],[9.48458791 0.56014959],[-0.9815121  -1.09745075],[10.43659343  2.38394262],[-0.95732682 -0.26676742],[9.1553102  2.01530544],[-0.71625658 -0.21623484],[10.37073068  2.70938445],[ 0.02116891 -0.327928  ],[9.09202712 1.17896917],[0.31110786 0.28543887],[7.55143396 1.34396326],[0.95737358 1.00546469],[9.46664479 0.5178869 ],[-0.54687157 -0.24187447],[13.77286873  5.99782931],[0.50568594 0.46382568],[9.84883415 1.68064685],[0.44298472 0.7665279 ],[8.9688678 1.3268498],[0.17554994 0.37001798],[11.53075757  3.37132246],[-0.31754088 -0.80578606],[10.90673161  4.53661238],[ 0.73112014 -0.01385098],[10.16276967  1.65738072],[ 0.19788749 -0.70061155],[ 9.18752985 -0.27975995],[ 0.13651586 -0.14686328],[12.29319356  5.16132804],[0.94925774 0.77943594],[11.12536236  3.16190788],[1.32853474 0.57049598],[11.70565323  3.67778215],[ 0.48601634 -0.30248206],[11.34551968  2.66525608],[-0.45337322 -1.44413373],[9.05660531 0.67458372],[0.3991501  0.40235151],[12.87813128  5.34584284],[-1.14309091 -1.26533083],[10.28456822  2.19596859],[0.47830408 0.35178647],[9.47195664 2.29856049],[-0.67083313 -0.6967015 ],[9.98106258 2.19198213],[-1.03391962 -0.30471246],[7.67206134 0.29259746],[1.0832115  0.76865057],[11.18447572  3.69742881],[0.45993172 0.54861355],[10.56907989  2.78458819],[-0.10201199  0.71485012],[9.40423629 2.96729995],[-0.59085955 -1.04134175],[12.79734216  5.28512911],[0.52824885 0.66882931],[9.39163567 1.20871443],[-0.19568292 -0.5799741 ],[8.06460502 0.51081056],[0.80170559 0.87801171]
[9.31893832 0.58598935],[-0.43712099 -1.01430681],[8.11288822 0.22515796],[0.82527096 1.05016163],[9.395605   0.46144237],[-0.81724243 -0.897959  ],[10.31720621  2.332656  ],[-1.617235   -0.97547023],[9.08332934 1.99365653],[-0.79960703 -0.29662552],[10.38727561  2.68916037],[-0.09870978 -0.48512275],[9.08722317 1.17157558],[-0.16191008 -0.1880662 ],[7.65552476 1.45065825],[1.21367086 1.21817517],[9.42802003 0.51239789],[-0.09449657  0.26495708],[13.82051222  6.04109813],[0.24147729 0.19559313],[9.87585468 1.74113346],[0.32454341 0.67376408],[8.99264243 1.37062372],[0.47607646 0.67977369],[11.49883681  3.2907594 ],[-0.03623354 -0.52648633],[10.96101154  4.51225845],[ 0.37440404 -0.45557733],[10.20259668  1.60564653],[ 0.33579334 -0.59681366],[ 9.19577703 -0.29912712],[-0.12766865 -0.39568337],[12.37793635  5.2284448 ],[0.67824844 0.49420323],[11.24409182  3.20802815],[1.20794483 0.50141007],[11.76866324  3.65979194],[1.04704058 0.22163131],[11.27153768  2.50288004],[-0.94005784 -1.71539024],[9.08957005 0.70857995],[0.25190618 0.26953222],[12.75384509  5.21017952],[-1.39057368 -1.49311369],[10.32499406  2.22361042],[0.34859553 0.21891439],[9.38364698 2.20693113],[-0.73140085 -0.77167251],[9.89347913 2.17731364],[-0.76678011 -0.02759752],[7.78773604 0.37775373],[1.15019897 0.85736924],[11.25329609  3.7747027 ],[0.95396692 1.03300262],[10.56305017  2.86177392],[-0.09458379  0.7522095 ],[9.3573841  2.87424113],[-0.55237431 -1.03211763],[12.87077514  5.37210378],[0.89214619 1.02025293],[9.35540856 1.13375795],[-0.32460758 -0.7103008 ],[8.159115   0.61228282],[1.01941433 1.0821284 ]
[9.28825414 0.49828885],[-0.21108348 -0.77264487],[8.17285662 0.3073229 ],[0.40921796 0.633095  ],[9.30472812 0.36404751],[-1.12007514 -1.16869446],[10.19941357  2.27589775],[-1.1179941  -0.52085299],[9.02092604 1.98170888],[-0.59082303 -0.07933892],[10.36703999  2.62898674],[-0.16021661 -0.57277819],[9.04994793 1.13167135],[-0.46377224 -0.48995269],[7.754684   1.54825581],[0.65967472 0.62429752],[9.41191514 0.5353012 ],[-0.07946989  0.34152656],[13.8528678  6.0686005],[0.39347018 0.34204702],[9.90423849 1.80564099],[0.27908185 0.65253427],[9.00278242 1.40166725],[0.02397767 0.23958293],[11.49176439  3.23356934],[-0.1125663 -0.6258407],[11.00119181  4.46504893],[ 0.33876977 -0.57816531],[10.22602051  1.53465003],[ 0.16837662 -0.78460438],[ 9.18091164 -0.33979669],[-0.44354333 -0.69057314],[12.43104985  5.26177037],[0.44713783 0.23412478],[11.34009296  3.23474908],[ 0.57384837 -0.12228433],[11.85313573  3.66176819],[ 0.69792019 -0.13905946],[11.18068989  2.34549905],[-0.71968941 -1.31038152],[9.10511368 0.72665969],[0.21918926 0.2524791 ],[12.6149951   5.06239208],[-1.06232524 -1.1435394 ],[10.34619091  2.23155392],[0.16538714 0.02976025],[9.32675664 2.1451611 ],[-0.24010805 -0.29848777],[9.86245404 2.22233154],[-0.35481703  0.42740119],[7.90985953 0.47207296],[1.2262446  0.96143365],[11.34632794  3.87486441],[0.98042244 1.04386385],[10.56599447  2.95015356],[-0.02793704  0.83208845],[9.32192241 2.78906768],[-0.34258292 -0.86213795],[12.93602091  5.44951344],[0.42329533 0.54139683],[9.33562444 1.07488162],[-0.14283952 -0.5416435 ],[8.26233766 0.72102713],[0.97579214 1.02392904]
[9.27652089 0.43005917],[-0.21877634 -0.78430733],[8.19293249 0.35064415],[0.21879921 0.46018483],[9.19713401 0.25318479],[-1.27039083 -1.28753488],[10.12619087  2.2623945 ],[-0.24997124  0.36406675],[8.94871308 1.9607337 ],[-0.68818465 -0.17614252],[10.34362494  2.56297626],[-0.47905721 -0.91476962],[9.01433737 1.09341988],[-0.42215616 -0.44867659],[7.82188144 1.60980832],[0.70562219 0.62812539],[9.3900451  0.55875418],[-0.30180745  0.18428604],[13.87588135  6.08615164],[0.08423769 0.02610156],[9.93954716 1.87931422],[0.56938733 0.95972308],[8.9856405  1.40680144],[-0.07466123  0.15535669],[11.49832533  3.18727207],[-0.25121423 -0.79362316],[11.03866629  4.40677572],[ 0.34480284 -0.6508829 ],[10.25020447  1.46273947],[ 0.26817974 -0.70267866],[ 9.13155277 -0.41216298],[-0.6884419  -0.89867777],[12.50203145  5.31017626],[0.86575713 0.63079644],[11.4153463   3.23928507],[ 0.59926678 -0.11915343],[11.91139904  3.63427059],[ 0.56656717 -0.31002476],[11.11004981  2.21973283],[-0.8391606  -1.34414481],[9.1625284  0.78813125],[0.76848507 0.81546413],[12.50163947  4.94124614],[-1.18537707 -1.26037552],[10.3416735   2.21314125],[-0.25820993 -0.40039082],[9.28701117 2.09854537],[-0.32033985 -0.39980165],[9.78840643 2.22807355],[-0.924604   -0.11842049],[8.0346734  0.57199467],[1.31426765 1.07845749],[11.43996813  3.97417877],[1.03011246 1.07872726],[10.57162402  3.04210421],[0.0684286  0.93323233],[9.30314316 2.7160859 ],[ 0.00518746 -0.56777847],[13.01141341  5.53615292],[0.74716565 0.8519001 ],[9.33777812 1.03598903],[-0.04519209 -0.46782925],[8.3494198  0.81238404],[0.70863641 0.74616792]
[9.25186046 0.34926885],[-0.11678447 -0.67279905],[8.21317098 0.39590945],[0.19021868 0.44931264],[9.07369096 0.12945113],[-1.30384365 -1.29347633],[10.0916762   2.29160797],[-0.12818752  0.53180006],[8.85956005 1.92245199],[-1.19408811 -0.7083099 ],[10.29726263  2.4732465 ],[-0.54511348 -0.98030373],[8.95059222 1.02707393],[-0.72765482 -0.75320675],[7.87665112 1.65457994],[0.34506458 0.22123852],[9.38545289 0.60588127],[-0.10663873  0.43981896],[13.86817124  6.07223494],[-0.29568876 -0.36161153],[9.97983423 1.95826169],[0.1090606  0.50584581],[8.97742135 1.42234137],[-0.13769929  0.10755921],[11.46771842  3.1023255 ],[-0.419212   -0.95852952],[11.06728643  4.332251  ],[ 0.11235547 -0.94467635],[10.26907536  1.38408956],[ 0.29045167 -0.68902366],[ 9.08019868 -0.48235477],[-0.33337283 -0.50433363],[12.59561317  5.37981657],[0.98689659 0.74415074],[11.48465319  3.23520955],[ 0.58618562 -0.16091057],[11.95494945  3.5880695 ],[ 0.3821646  -0.53582483],[11.04962826  2.11165668],[-0.39500689 -0.84749857],[9.26239433 0.89304999],[0.88862418 0.94241757],[12.38269903  4.81523114],[-0.8878529  -0.95606043],[10.31001945  2.16708998],[-0.4307992  -0.57601629],[9.25228016 2.05474282],[-0.53714168 -0.63957383],[9.69908395 2.21959547],[-0.85638945 -0.04385708],[8.16394154 0.67940503],[1.02158419 0.81639646],[11.50873827  4.0471999 ],[0.31415488 0.35198552],[10.52495133  3.08373842],[-0.80760937  0.09426876],[9.27681225 2.62969013],[-0.72071989 -1.32340389],[13.0798998   5.61453097],[0.59263612 0.68642899],[9.31555762 0.97096458],[-0.14304425 -0.57620009],[8.39543477 0.86178739],[0.16303395 0.19378295]
[9.2334693  0.27562833],[-0.05949986 -0.61184668],[8.25569694 0.46492065],[0.72109222 0.98534614],[8.94243162e+00 3.44519292e-04],[-1.28557846 -1.25377897],[10.07582262  2.34399662],[-0.06395122  0.64063941],[8.73860844 1.84646387],[-1.27479891 -0.8604674 ],[10.24425702  2.37721037],[-0.54021545 -0.96712943],[8.89258313 0.96656948],[-0.53829729 -0.56326139],[7.9355621  1.69872227],[0.47624512 0.30489068],[9.32912956 0.60734468],[-0.8549836  -0.25509768],[13.83579311  6.03292004],[-0.44212908 -0.51512047],[9.9792149 1.9991951],[0.26259205 0.69329024],[8.96774421 1.43797843],[-0.06421717  0.19686517],[11.42783455  3.00907094],[-0.35387137 -0.87834447],[11.09235115  4.24899337],[ 0.27321793 -0.83678427],[10.29580999  1.31241656],[ 0.29855365 -0.69334237],[ 9.06180001 -0.51636291],[-0.18172379 -0.323352  ],[12.64700042  5.40557423],[0.40397312 0.12942576],[11.5560078   3.23028006],[1.01192153 0.23969403],[12.00042874  3.5397925 ],[ 0.56146157 -0.39512586],[11.03454732  2.05188404],[ 0.17349279 -0.27576209],[9.34212959 0.97864773],[0.72308976 0.78687089],[12.28079528  4.70652959],[-1.04798904 -1.11547476],[10.27197666  2.1145122 ],[-0.14731009 -0.29390105],[9.21117392 2.00237638],[-0.25760084 -0.38258036],[9.58613789 2.18668475],[-1.33412849 -0.56842919],[8.26821823 0.76393015],[0.57238825 0.37580531],[11.52235345  4.06422796],[0.10475064 0.13515967],[10.44066713  3.09050979],[-0.97589686 -0.06171656],[9.18983773 2.48570926],[-0.90817906 -1.4363091 ],[13.11462204  5.65839734],[0.30163846 0.39109892],[9.28635209 0.89801096],[-0.52825271 -0.96445408],[8.43273427 0.90182956],[0.19407549 0.21802924]
