[9.7803942  7.80386973],[ 3.10425333 -2.93719318],[3.44055187 9.8203091 ],[-4.85467104  3.30460226],[7.1311259  1.89577513],[ 1.14286695 -3.30021654],[4.42911105 3.94885856],[-0.94243545  3.19267967],[9.70130368 8.69295679],[3.23886918 2.69351453],[0.36739226 8.0247451 ],[-3.52546773  2.80256258],[2.53028635 8.41872774],[-3.0708844  -1.87925259],[5.8172056 2.1625362],[-1.83251155  2.93762731],[6.89075194 7.50558791],[ 1.64406202 -3.4561128 ],[2.94501111 8.02288023],[ 2.24089442 -3.13014657],[2.02464279 9.49057504],[0.11994915 0.67791287],[0.38776823 3.96684632],[-2.90488925 -1.40646159],[1.28660715 4.81870401],[3.99901044 0.10526574],[8.38920725 0.48650377],[-1.8076547  -0.38985987],[2.07569776 8.4242328 ],[ 2.61559238 -0.1719607 ],[8.31082483 9.84987563],[2.548417   3.77757139],[7.80262899 5.55413525],[-3.90884287  1.68140048],[9.39966111 0.3413489 ],[-1.96568444  0.43296734],[0.74068989 2.37587369],[ 0.56622405 -0.0827636 ],[0.85090233 7.87643476],[-4.33022435  4.77261819],[8.03670292 4.58670631],[-2.94179544 -3.3485199 ],[1.15827574 8.1016303 ],[-4.2373829   1.57023602],[1.57738003 8.24270165],[ 4.46121359 -3.27073909],[1.04460673 4.67082415],[4.18714745 1.22082148],[3.83733594 0.49223235],[-1.11426558 -3.52143014],[4.47480788 8.62004152],[2.24081265 4.87715487],[2.31686828 9.35064147],[1.31767937 4.54604487],[0.86701471 4.45093517],[-0.29465267 -1.16874006],[9.13180519 5.03301624],[4.63727035 4.10871538],[6.37163164 3.97482642],[2.07387105 3.1514579 ],[9.98292265 4.86999327],[-1.39636003 -2.91852654],[9.8781843  4.91841753],[2.62744888 2.04605318]
[9.72535361 2.63494401],[-0.05738512 -0.84317557],[9.18013114 0.76466381],[-0.90536886 -0.7145451 ],[8.59350226 0.44149289],[0.80556461 0.31343897],[11.22131194  2.32804025],[0.97548684 0.90866583],[11.05816058  2.39036874],[-0.68642688  0.08707381],[8.95076186 2.0232434 ],[1.10417075 0.87014104],[10.53433789  2.93119116],[-0.31412272 -0.64000457],[7.35324792 0.13715631],[-0.74287079 -0.21525607],[11.04152498  2.50811389],[ 0.5293835  -0.17507963],[11.72704092  4.15130752],[1.27539834 1.10549156],[8.87990898 0.40294863],[-0.62870305 -0.67674803],[8.66438844 0.76356734],[-0.18890053 -0.15393032],[11.21461678  3.67789037],[0.56575698 0.42526077],[8.81809744 3.77417553],[0.47630487 0.38199622],[9.9147692  2.69351963],[-0.53890826 -0.82231047],[9.42041733 0.94788381],[-0.20319694 -1.10901797],[9.86894895 3.03342947],[1.19346123 1.08090064],[9.68456433 3.84830638],[0.64757254 0.26681829],[10.03763939  3.13914018],[ 0.45378961 -0.08751204],[10.4053427   3.74889227],[-0.56744508 -1.22138954],[9.0061383  0.96741864],[0.90493738 0.5114157 ],[13.27236563  5.83794334],[1.26713597 1.30384702],[8.11276516 0.75899868],[1.20859484 0.58034201],[12.02724578  3.97206054],[-0.52188793  0.29072606],[10.83267202  2.40690373],[-0.6095909  -0.65504143],[7.7904828  0.79541186],[-1.12676549 -1.11857677],[10.56575447  2.21086641],[-0.4596789  -0.08486804],[10.76797729  2.20069666],[0.25954168 0.22694657],[10.32014109  5.12187024],[0.83265206 0.40727602],[11.43180792  3.35253733],[0.94792299 1.19788008],[9.14929234 1.62703333],[-0.69498254 -0.97857624],[8.43098311 0.57810819],[-1.16965748 -0.96479708]
[9.7115569  2.54134536],[-0.11413715 -0.91737976],[9.09523234 0.69977132],[-0.97450313 -0.76572589],[8.66640296 0.46520798],[0.63176096 0.13575809],[11.32783582  2.42984195],[1.03059776 1.00251312],[10.9932154   2.40587125],[-0.297465    0.54324172],[9.07008265 2.11994262],[1.23546516 1.01665048],[10.49430655  2.85794617],[-0.49045726 -0.82362986],[7.28118798 0.11851096],[-0.51042999  0.03084737],[11.0994809   2.49451447],[ 0.59814181 -0.12568845],[11.8625838   4.27176088],[1.45542812 1.32106684],[8.84094225 0.36021995],[-0.36012468 -0.38758439],[8.627909   0.73115408],[-0.21903653 -0.17265185],[11.25344491  3.70210733],[0.53025742 0.37796334],[8.87557969 3.81880072],[0.56907816 0.406053  ],[9.86729582 2.61702325],[-0.55039586 -0.84719621],[9.37694887 0.81881579],[-0.15225887 -0.95743452],[9.98939485 3.14265947],[1.27005058 1.15794659],[9.71658107 3.83851442],[ 0.10116802 -0.35705306],[10.0909664   3.13551685],[ 0.53443789 -0.0616836 ],[10.34248568  3.62269691],[-0.63214489 -1.24494994],[9.12089801 1.04512537],[1.21696381 0.87089879],[13.404484    5.97314269],[1.27002917 1.29544065],[8.23801311 0.82396618],[1.27289339 0.7008099 ],[11.95710524  3.98603899],[-1.01022622 -0.15106465],[10.7665468  2.3373126],[-0.74821322 -0.77224287],[7.69829255 0.70330617],[-0.74358832 -0.74990757],[10.48688981  2.17115557],[-1.01497912 -0.61523684],[10.7927635   2.22337699],[0.3311871  0.32187936],[10.42954262  5.18663318],[1.29512289 0.84194812],[11.50848558  3.45372007],[0.64845893 0.89491749],[9.07458631 1.52484379],[-0.7571972  -1.02457697],[8.32473416 0.49217076],[-1.4215838  -1.22975048]
[9.69683145 2.44538778],[-0.15686465 -0.97275166],[9.00363846 0.62977668],[-1.0873608  -0.86574857],[8.72659923 0.47533126],[0.56270829 0.05300856],[11.41978074  2.52067981],[0.96882568 0.97437299],[10.93424639  2.43474582],[-0.84512953  0.06721408],[9.20215075 2.23128937],[1.32746723 1.13467381],[10.42947664  2.76035317],[-0.60096037 -0.9197094 ],[7.2137843  0.10629598],[-0.82329304 -0.26609915],[11.15364035  2.47529068],[ 0.38379493 -0.36050261],[11.9606462   4.35719344],[0.79871371 0.67488602],[8.77359357 0.29123634],[-0.6678065  -0.67285813],[8.60304161 0.7115573 ],[-0.26162058 -0.20268362],[11.31735008  3.75044795],[0.67982    0.52166896],[8.95653011 3.88028104],[0.8427727  0.61823556],[9.81103497 2.53066535],[-0.56719981 -0.8695717 ],[9.35123695 0.71385167],[-0.41988757 -1.18213085],[10.12131652  3.26353916],[1.66432636 1.55861715],[9.73485816 3.80677509],[ 0.19536123 -0.3475991 ],[10.17018076  3.15310997],[0.83565394 0.20647843],[10.27410735  3.49567702],[-0.45451658 -1.02342069],[9.25123091 1.14409708],[1.22541533 0.94506213],[13.54244532  6.11315903],[1.35300664 1.36886728],[8.35950471 0.89124992],[1.0021531  0.47901996],[11.87665965  3.99307961],[-0.86749335  0.02857367],[10.66871436  2.23822576],[-0.81582572 -0.81730369],[7.62127734 0.62493855],[-1.07848447 -1.09891877],[10.39119748  2.11558241],[-0.88325908 -0.47524363],[10.81323516  2.24415537],[0.6374653  0.65313441],[10.53235203  5.24301306],[0.6431947  0.15280289],[11.58640032  3.55608461],[0.82491475 1.0668036 ],[9.02710591 1.45043746],[-0.78288256 -1.05502637],[8.18871181 0.37381329],[-1.53798531 -1.38000452]
[9.6868761  2.35354666],[ 0.16222499 -0.66822924],[8.88736126 0.53529865],[-1.29235639 -1.07894906],[8.79820668 0.4955059 ],[0.85121479 0.33809107],[11.47352506  2.57663538],[0.21203112 0.25140162],[10.8577698   2.45188413],[-0.60460338  0.36205635],[9.31232716 2.32262955],[0.85337299 0.66551396],[10.36870963  2.66833444],[-0.53295416 -0.84149052],[7.12591158 0.07391089],[-0.85728094 -0.30793345],[11.1425449   2.38988362],[-0.18957225 -0.91750029],[12.04452238  4.42892091],[0.74052    0.62002411],[8.73391531 0.25218469],[0.02313281 0.04096021],[8.57067302 0.68572899],[-0.53268761 -0.46101803],[11.375059    3.79196048],[0.4029271  0.23650746],[9.04591909 3.94437412],[0.81785187 0.53617996],[9.74646691 2.43591631],[-0.53703333 -0.83713005],[9.30399428 0.59389295],[-0.84581239 -1.52978008],[10.26833419  3.40068226],[1.27907075 1.18542367],[9.74733789 3.76065334],[-0.18966895 -0.81335482],[10.27853658  3.19851348],[1.31953888 0.702442  ],[10.25255572  3.4161966 ],[ 0.11283676 -0.48971733],[9.36070092 1.22738581],[1.26021562 1.01664987],[13.6482568   6.22023651],[0.72613598 0.7361462 ],[8.4577495  0.93734244],[1.02376114 0.50789869],[11.77266808  3.97929528],[-1.3476061  -0.45960048],[10.60430428  2.1747271 ],[-0.49303141 -0.47318882],[7.52563729 0.52664799],[-0.86925847 -0.90224756],[10.30654852  2.07252887],[-0.73179923 -0.30473306],[10.87965573  2.31337456],[0.79578272 0.83606932],[10.53987134  5.19671012],[-0.26481098 -0.84784135],[11.67113404  3.66445584],[0.82914693 1.06053583],[8.97028273 1.36666014],[-0.62046335 -0.89121817],[8.04679457 0.24581302],[-1.27407533 -1.14845057]
[9.71378177 2.29464926],[ 0.22311347 -0.66052467],[8.76019752 0.42887919],[-1.70324111 -1.50845917],[8.88944291 0.53640602],[0.77062242 0.27658163],[11.49222709  2.60111631],[0.03889783 0.11571225],[10.75400331  2.44580585],[-1.12033136 -0.15109669],[9.38606294 2.37696819],[0.31563188 0.11082049],[10.31676049  2.58565006],[-0.55208184 -0.85899338],[7.03843327 0.04094229],[-0.94394009 -0.4027138 ],[11.11084314  2.2870462 ],[-0.37197214 -1.05748036],[12.12265209  4.4951303 ],[0.63735873 0.51815807],[8.75904103 0.28030695],[0.33882201 0.38095384],[8.5164765 0.6392615],[-0.79543585 -0.71320286],[11.41948311  3.81910679],[0.4657274  0.28649787],[9.10342004 3.96996959],[0.42561242 0.06373951],[9.70864434 2.36730306],[-0.30495634 -0.62347196],[9.22895804 0.45695742],[-0.74465354 -1.30925067],[10.40060074  3.52357629],[1.43295735 1.34254282],[9.73613513 3.6837177 ],[-0.21510643 -0.90377927],[10.40841314  3.26961205],[1.35806089 0.79966819],[10.30423416  3.40457122],[ 0.43995126 -0.22207182],[9.47990515 1.3244445 ],[0.96907199 0.76940558],[13.69806723  6.27085376],[0.73821006 0.7442024 ],[8.57270124 1.00244294],[0.99313897 0.51512977],[11.66492969  3.9581464 ],[-0.70404142  0.16324185],[10.58546397  2.15901669],[0.1278059  0.17105606],[7.42626145 0.42339838],[-1.13583067 -1.17970269],[10.23068618  2.04082419],[-0.62146835 -0.16517274],[10.93514605  2.37414804],[0.37949547 0.44553297],[10.53578092  5.12989599],[-0.23263908 -0.90348422],[11.74437954  3.76053435],[0.60901995 0.83893116],[8.92237348 1.29149314],[-0.51046105 -0.78615423],[7.92475153 0.13550241],[-1.14956273 -1.03928499]
[9.71390431 2.20483429],[-0.34843056 -1.24832572],[8.6149364  0.30091076],[-1.17699668 -1.01436163],[8.97219714 0.5698209 ],[1.15952692 0.67697562],[11.50589484  2.62447574],[0.16007504 0.27745943],[10.68663291  2.47732995],[-0.27089997  0.74814267],[9.39751612 2.36618165],[-0.12462237 -0.36491036],[10.24906939  2.48785872],[-0.68018402 -0.97071682],[6.94836708e+00 4.10718764e-03],[-0.77725681 -0.25012302],[11.06290662  2.17390485],[-0.54546757 -1.1662081 ],[12.18962691  4.55006693],[0.61107736 0.48935231],[8.80538641 0.33208278],[0.70313946 0.76944904],[8.46379329 0.59519998],[-0.2473528  -0.15494307],[11.48975516  3.87107192],[0.95790873 0.77535571],[9.1285291 3.9540588],[ 0.15770346 -0.30229856],[9.68145919 2.30714785],[-0.08437618 -0.42756036],[9.1765982  0.35168831],[-0.11392324 -0.62440349],[10.53927584  3.65333476],[1.57440676 1.48906741],[9.72106488 3.59689247],[-0.13438129 -0.87566403],[10.54134339  3.35099812],[1.08499429 0.59296287],[10.35475306  3.38553978],[ 0.47915699 -0.24796478],[9.56583783 1.39153309],[0.5354812  0.35457371],[13.7616424   6.33479353],[0.5863531  0.58764405],[8.69395809 1.07800992],[1.17720294 0.74703168],[11.56921093  3.95000051],[-1.08262157 -0.21144037],[10.58645212  2.16559619],[-0.10901756 -0.04008251],[7.33279517 0.32506131],[-0.70928228 -0.76425957],[10.16573651  2.02355617],[-0.58331889 -0.08746003],[10.94794854  2.39503728],[-0.21584511 -0.11927555],[10.51772364  5.0411007 ],[-0.39582476 -1.12999235],[11.81386282  3.85300231],[0.42710462 0.65777948],[8.85268523 1.19465608],[-0.82293124 -1.08581743],[7.79037937 0.01107323],[-1.24947677 -1.1588596 ]
[9.66283242 2.06858224],[-0.77951181 -1.58531581],[8.51576842 0.21823582],[-0.9745227  -0.80624001],[9.05212426 0.60211921],[0.70116461 0.227405  ],[11.51060841  2.64309698],[-0.01626446  0.14539156],[10.66378744  2.55836652],[-0.60611053  0.45358098],[9.38732895 2.33011264],[-0.26224655 -0.53804861],[10.16425744  2.37514737],[-1.12390288 -1.38215329],[ 6.89061053e+00 -7.89825278e-04],[-0.18714062  0.35049429],[10.98856285  2.04295106],[-0.73896944 -1.25432114],[12.25715832  4.60531095],[0.62104641 0.49706842],[8.88370622 0.41796799],[0.88984033 0.9742202 ],[8.44629584 0.58769521],[0.13427188 0.24194713],[11.58147228  3.94512209],[0.60287244 0.4280757 ],[9.18175889 3.9564181 ],[0.87293155 0.32047826],[9.66869428 2.25853668],[-0.06696014 -0.44240068],[9.14332788 0.26803561],[-0.64019588 -1.12729385],[10.67028071  3.77599325],[1.04277772 0.95788588],[9.72790874 3.52618223],[ 0.04628759 -0.76814979],[10.67690264  3.4405603 ],[1.24497563 0.81882974],[10.39322969  3.34788525],[ 0.11310628 -0.68174092],[9.59203659 1.39963326],[ 0.01213549 -0.17015202],[13.76976047  6.34278811],[-0.28370869 -0.28758954],[8.79088155 1.1331229 ],[0.73184975 0.31457822],[11.45223206  3.91799344],[-1.18295062 -0.35366641],[10.58640858  2.17381847],[0.09989402 0.19656637],[7.29992511 0.28573843],[-0.28942551 -0.36441281],[10.12421827  2.03408382],[-0.08256181  0.46491909],[10.94093056  2.39935292],[-0.05470186  0.07586221],[10.48885677  4.93748574],[-0.04882158 -0.82204852],[11.86066594  3.92370639],[0.6307115  0.87542061],[8.79001008 1.10626603],[-0.39725    -0.65368168],[ 7.6966687  -0.07381146],[-0.70202945 -0.61352797]
[9.59437673 1.92677569],[-0.56034428 -1.25136423],[8.44591228 0.16613509],[-0.81491309 -0.62652884],[9.13645759 0.63951073],[1.00565993 0.546725  ],[11.49741824  2.64845897],[-0.36363606 -0.15380908],[10.58221294  2.58480982],[-0.85407653  0.24071645],[9.3475299  2.26144282],[-0.4421487  -0.74254759],[10.06480807  2.25193898],[-1.0719002  -1.29005273],[6.8894729  0.05281733],[0.06346163 0.619898  ],[10.90869284  1.91566407],[-0.9966498 -1.4185869],[12.34144272  4.67729559],[0.8741988  0.75361096],[8.97455436 0.51797728],[1.16362766 1.26060731],[8.47265603 0.62556196],[0.32135315 0.4430421 ],[11.60390475  3.94933786],[-0.07752335 -0.26823412],[9.25417162 3.96929001],[0.68998983 0.0516947 ],[9.68363984 2.23396783],[ 0.14933276 -0.26661281],[9.11582571 0.19283074],[-0.32156787 -0.79261076],[10.77728784  3.87411261],[0.78938898 0.69591176],[9.76108251 3.47384672],[ 0.55703787 -0.34142471],[10.80609388  3.52937368],[1.24892605 0.87231707],[10.44161291  3.31345507],[ 0.55809424 -0.30174416],[9.58721182 1.37640934],[-0.11063086 -0.29565084],[13.7334998   6.30585187],[-0.68947846 -0.69911616],[8.87872378 1.17911499],[0.9361084  0.51949983],[11.30765702  3.85135658],[-1.66717681 -0.96290301],[10.58330293  2.18186407],[-0.03206625  0.09470342],[7.24262416 0.22001238],[-0.69573823 -0.78776903],[10.12379537  2.09082543],[-0.07766758  0.51869998],[10.93581786  2.4091184 ],[0.0991799  0.26654779],[10.45159031  4.8215921 ],[-0.446671   -1.22939444],[11.89451933  3.98277255],[0.1316131  0.39553949],[8.75891407 1.04882848],[-0.42877523 -0.69870688],[ 7.63934782 -0.12196082],[-0.36083433 -0.26532862]
[9.55231465 1.81727577],[-0.50646291 -1.17005727],[8.34916154 0.08845699],[-0.90806437 -0.7147134 ],[9.24276097 0.70201965],[0.91554571 0.50172526],[11.42926739  2.60321826],[-0.72890624 -0.48251103],[10.45163553  2.56184152],[-1.93964426 -0.9437305 ],[9.32830692 2.21052237],[-0.27559814 -0.61123954],[9.97950537 2.14609262],[-0.813801   -1.00970015],[6.86108399 0.08111431],[-0.50589951  0.07198797],[10.8005165   1.77103205],[-1.18947376 -1.49524477],[12.41722601  4.74109638],[0.83425076 0.71412909],[9.07937684 0.63267977],[0.84517249 0.94799295],[8.48355306 0.64942579],[0.06835179 0.20652708],[11.55919108  3.88510508],[-0.64374937 -0.84077941],[9.35155035 3.99966255],[1.01751519 0.32730449],[9.68251746 2.18944208],[-0.02794571 -0.48207164],[9.06187179 0.09360265],[-0.68614409 -1.11129261],[10.86540267  3.95203093],[1.16804731 1.06067068],[9.85644683 3.47668299],[1.3239284  0.40118841],[10.91816348  3.60477783],[1.04887407 0.69382052],[10.48674422  3.26934664],[ 0.35657702 -0.56777831],[9.56441316 1.33510374],[-0.26297366 -0.44796639],[13.66885288  6.23995484],[-0.69330926 -0.70871415],[8.97964112 1.23888417],[1.0555315  0.65738081],[11.13901622  3.74408258],[-1.86401951 -1.34885792],[10.57874559  2.19158358],[-0.35081255 -0.19179799],[7.19363947 0.16094455],[-0.07843435 -0.18987191],[10.11262804  2.14187732],[-0.23788763  0.41182022],[10.9316927   2.42366409],[-0.26750896 -0.06091002],[10.39147754  4.68548459],[-0.51745125 -1.25676057],[11.91131027  4.0273881 ],[0.36838693 0.65864398],[8.74606439 1.00832208],[ 0.04253377 -0.24506983],[ 7.61477366 -0.13642875],[-0.08803215  0.01908702]
[9.51490488 1.71478433],[-0.11166814 -0.75863566],[8.24308373e+00 1.83260998e-03],[-1.30678564 -1.11639724],[9.35288521 0.7732294 ],[1.08951324 0.72738411],[11.38811025  2.58905758],[-0.37748999 -0.08136396],[10.27317867  2.46895665],[-1.6599954  -0.92291686],[9.32718595 2.17395984],[0.40849691 0.03184173],[9.87235834 2.02081504],[-1.30662902 -1.46677422],[6.81459793 0.09337424],[-0.28774678  0.31092657],[10.68221209  1.62718951],[-1.27826374 -1.48635478],[12.50860846  4.82070645],[1.27480387 1.16090143],[9.14693026 0.7113474 ],[0.64329926 0.76458193],[8.51155161 0.69204658],[0.71134912 0.8631751 ],[11.51863064  3.82453968],[-0.27142265 -0.47683162],[9.4558951  4.03247638],[1.0713355  0.33959997],[9.68124342 2.14096886],[ 0.22627445 -0.26577859],[9.01176970e+00 3.51435887e-03],[-0.07489117 -0.46045669],[10.94716112  4.02247597],[0.52010221 0.3968419 ],[9.95795384 3.4861853 ],[ 0.51449575 -0.4259356 ],[11.00557504  3.65653958],[0.79675156 0.43508707],[10.52671273  3.21392581],[ 0.57510521 -0.40827125],[9.56221311 1.31428704],[-0.2728683  -0.46045083],[13.593432    6.16270349],[-1.01006569 -1.03090382],[9.06997177 1.28977027],[0.96835081 0.575854  ],[10.98241632  3.6310362 ],[-1.30266687 -0.91927982],[10.5291085   2.15935036],[-0.58764388 -0.40057251],[7.18667509 0.14148709],[-0.13836505 -0.27725048],[10.10892811  2.20565462],[0.45023036 1.13719398],[10.91435971  2.4290431 ],[-0.03069761  0.21757046],[10.34466708  4.56563665],[-0.17823414 -0.91495586],[11.94563069  4.09173803],[0.38673182 0.69595073],[8.76537415 0.99758038],[0.34507861 0.03154574],[ 7.59678997 -0.14306578],[-0.17423206 -0.05427099]
[9.48130352 1.61626949],[-0.61676447 -1.25016912],[ 8.12370944 -0.0992365 ],[-1.20803431 -1.030622  ],[9.458134   0.84471021],[0.99587442 0.67842915],[11.35790665  2.59129926],[-0.54549944 -0.19305842],[10.10165106  2.36142896],[-1.68810828 -1.14631354],[9.35853012 2.16526494],[ 0.34507413 -0.07927392],[9.74565844 1.88029781],[-1.37392108 -1.49305659],[6.79816598 0.13796036],[-0.15280913  0.46770147],[10.55956791  1.48778926],[-1.26459063 -1.39640013],[12.62308837  4.92464405],[1.05638313 0.95780106],[9.21366375 0.79117145],[0.7093162  0.84804513],[8.60807956 0.80315888],[1.23530038 1.37340966],[11.51750487  3.8020172 ],[ 0.18466081 -0.03919452],[9.55634083 4.05741586],[0.87616023 0.0952388 ],[9.68893463 2.09726957],[ 0.06053627 -0.47503903],[ 9.01903318 -0.0276294 ],[ 0.16838854 -0.21591938],[11.03139409  4.09346577],[1.03157017 0.89325197],[10.01878906  3.44907948],[ 0.57873953 -0.4377809 ],[11.0900943   3.70434661],[0.85336819 0.48225622],[10.5915049   3.17763129],[ 0.71912662 -0.31626057],[9.52327397 1.25681778],[-0.49614556 -0.67863642],[13.50672772  6.0736956 ],[-0.82665867 -0.85231459],[9.18302486 1.3653322 ],[1.02941554 0.67286745],[10.86736186  3.55187941],[-1.0727201  -0.73282963],[10.48541459  2.13583392],[-0.25033262 -0.03165795],[7.15901378 0.09858455],[-0.1858784 -0.3513446],[10.15912387  2.32287641],[0.48004279 1.12924744],[10.88928147  2.43102732],[-0.77263461 -0.48175314],[10.30990454  4.45544735],[-0.61451883 -1.36899908],[11.98760366  4.1651961 ],[0.36951076 0.69141334],[8.79268221 0.99222595],[ 0.1543799  -0.18614233],[ 7.56842935 -0.15878238],[-0.5788607 -0.4465355]
[9.45296131 1.52552009],[-0.06514496 -0.69513351],[ 8.04686261 -0.1579047 ],[-0.73688257 -0.54625007],[9.52818204 0.88391821],[0.86207523 0.55930741],[11.3080365   2.57940871],[-0.59147958 -0.18499806],[9.9589526  2.26717245],[-1.34443473 -0.89847676],[9.39851553 2.16034733],[0.6133307  0.14018516],[9.60288667 1.7276326 ],[-1.38209017 -1.46316859],[6.81571494 0.21762223],[0.34633218 0.9560972 ],[10.44108783  1.35899178],[-1.36534039 -1.44119849],[12.7304867   5.02272239],[1.07914454 0.99135457],[9.29647001 0.88847666],[0.97800424 1.12501637],[8.73932682 0.94653933],[1.19479521 1.30170706],[11.53371479  3.79479678],[-0.15043973 -0.39531008],[9.63121286 4.05048445],[ 0.57713048 -0.28696401],[9.70081311 2.05336681],[ 0.30893024 -0.27182485],[ 9.04480182 -0.04030923],[0.62989626 0.24655465],[11.12448445  4.17208492],[0.97639026 0.82674698],[10.09052427  3.41578499],[ 0.64710593 -0.43393806],[11.1730643   3.74971198],[0.90836639 0.5264345 ],[10.69192959  3.173582  ],[1.31280236 0.28787033],[9.48172106 1.19738327],[-0.33424109 -0.51034119],[13.42912671  5.99327802],[-0.51482567 -0.54609163],[9.27678822 1.42412622],[0.90786434 0.56318031],[10.74149625  3.4573241 ],[-1.20622603 -0.92245382],[10.47459273  2.14881681],[0.12017894 0.37782346],[7.14023228 0.06172345],[-0.49621249 -0.69153084],[10.21261505  2.43896097],[0.40452611 1.01553242],[10.84399278  2.41663042],[-0.10822716  0.22328195],[10.2285027   4.30283855],[-0.97087382 -1.62771088],[12.00489712  4.21582546],[-0.01547586  0.33214929],[8.85253216 1.01696505],[1.06601309 0.71527624],[ 7.52013635 -0.19344678],[-0.3255267  -0.18397196]
[9.45890649 1.46694368],[ 0.47543002 -0.18758329],[ 7.98473342 -0.19985603],[-0.88574316 -0.67445758],[9.57802258 0.90394582],[ 0.29034325 -0.00738699],[11.26002023  2.57485698],[-0.40019935  0.06430136],[9.85815688 2.2095127 ],[-0.95939827 -0.53160092],[9.47661425 2.18964208],[1.06153332 0.56348292],[9.46734292 1.58529039],[-1.1649831  -1.22192938],[6.86015492 0.32086425],[0.49066493 1.05596235],[10.32354419  1.23615817],[-1.37560755 -1.40688853],[12.83033416  5.11420789],[0.96394305 0.88351073],[9.40951555 1.01586493],[0.96618348 1.10301129],[8.81847566 1.03606203],[0.63375931 0.73768477],[11.53538672  3.77087033],[-0.01015419 -0.27765025],[9.72893479 4.05885702],[0.93740504 0.02192649],[9.72029666 2.01237584],[ 0.28515026 -0.3429554 ],[ 9.07273978 -0.05054809],[ 0.22778484 -0.15378597],[11.25293756  4.28594865],[1.01143441 0.87274277],[10.14351019  3.35732766],[ 0.45775697 -0.68748093],[11.26002162  3.79826101],[0.93159111 0.54330112],[10.8042466   3.18497257],[1.03885013 0.03930403],[9.43517385 1.13360446],[-0.39671438 -0.5641265 ],[13.37437705  5.93500871],[-0.45023763 -0.48932263],[9.36096942 1.47395739],[0.97717003 0.63571092],[10.61983634  3.36195216],[-1.30133162 -1.06542201],[10.4688387   2.17075771],[-0.41863801 -0.12229522],[ 7.05814163 -0.04022093],[-0.94934346 -1.14476648],[10.25494297  2.54177532],[0.33440209 0.93179994],[10.85152331  2.45965839],[0.30669678 0.68395554],[10.13457131  4.14744942],[-1.07738612 -1.63509042],[12.01025923  4.25754727],[0.17884738 0.55750673],[8.96951746 1.10042121],[1.39647915 1.08603198],[ 7.48476718 -0.21406718],[-0.14891919  0.0046686 ]
[9.50681672 1.44650178],[ 0.24203888 -0.46236426],[ 7.88789319 -0.27542244],[-0.95567985 -0.74428561],[9.62418308 0.92045287],[0.37315353 0.07767686],[11.22461983  2.58917091],[-0.6772587  -0.14903547],[9.78709485 2.18146857],[-0.38969016  0.05078267],[9.58449887 2.24806876],[1.17429222 0.69225392],[9.35439766 1.46734308],[-0.96843445 -1.01264285],[6.89362    0.40941658],[0.51706297 1.05695062],[10.18104966  1.09252984],[-1.56137201 -1.55468147],[12.90398707  5.17988029],[0.73197217 0.65167561],[9.50333733 1.12346526],[0.91508292 1.05421237],[8.8767686  1.10485604],[0.44267988 0.54995323],[11.54850498  3.75605731],[0.43667696 0.14533605],[9.85613036 4.09431189],[1.5487681  0.65576744],[9.77637382 2.00345152],[0.75257637 0.08816144],[ 9.07172341 -0.08959492],[-0.09926115 -0.47580092],[11.36014802  4.37895014],[1.40717738 1.26475343],[10.18717018  3.28373429],[ 0.46163762 -0.73599275],[11.34131526  3.84019727],[0.82101054 0.42077334],[10.92414597  3.20708575],[1.05915297 0.1082357 ],[9.40269947 1.08457415],[-0.29456977 -0.45780222],[13.33472323  5.89100119],[-0.26665939 -0.31524751],[9.46297074 1.54292867],[0.96382292 0.64442479],[10.50478758  3.26803962],[-0.98024299 -0.78408341],[10.42103153  2.15440073],[-0.329619    0.00400481],[ 6.99249997 -0.1257174 ],[-0.17561755 -0.38156615],[10.32935089  2.67337687],[1.00666092 1.52594374],[10.86398137  2.51192456],[-0.01960727  0.4017273 ],[10.02811046  3.98973825],[-1.21257223 -1.67855195],[12.05808006  4.34363601],[0.70734767 1.08592836],[9.09207808 1.19488303],[1.11365445 0.84944316],[ 7.4644146 -0.2183563],[-0.02993698  0.13781329]
