[4.28936145 6.02892859],[-4.59089833  1.32718776],[8.92682127 3.29573363],[ 3.49229569 -3.21829073],[0.28834369 4.35865179],[-2.59546132  1.87457371],[5.41058783 8.0304389 ],[ 0.80984093 -3.46200289],[0.77211737 9.64212573],[-2.65961465  0.86487663],[3.41267263 6.28008232],[-3.9413112  -1.48871783],[4.73695794 4.28097266],[1.60978156 0.90056169],[0.93031606 4.61478429],[ 1.9965315  -0.41481723],[2.76786802 5.41664622],[-4.56518542  0.21147663],[5.9573616 7.1832247],[-1.29884987 -2.4920136 ]
[2.74735744 3.42923746],[0.95980879 0.29741904],[1.0666556  5.91113214],[-0.84557533  0.28433553],[3.804067  3.8019608],[-0.67023555 -0.75498523],[-0.11662778  6.22149823],[0.10293787 0.81764253],[4.19886332 3.52490236],[ 0.38719313 -0.39368614],[3.80904137 4.60565128],[0.35402869 0.94304724],[0.60076628 4.63092164],[-0.13896443 -0.90688655],[1.56639712 6.62710098],[-0.78634053 -0.7576124 ],[4.03581885 5.49279327],[ 0.33810859 -0.90714772],[-0.07527793  6.66425871],[0.6148668  0.71288942]
[2.8426457 3.4611547],[0.94201396 0.33707651],[0.98239991 5.9386025 ],[-0.83921735  0.26520852],[3.7354734  3.72856016],[-0.704321  -0.7158312],[-0.10307937  6.30330923],[0.16765704 0.81740979],[4.23614863 3.48592388],[ 0.35511611 -0.38895611],[3.84245845 4.70056633],[0.31444455 0.95506867],[0.58866569 4.5400524 ],[-0.10362204 -0.91083027],[1.48940222 6.55029427],[-0.75420889 -0.77899757],[4.06724706 5.40120004],[ 0.29138751 -0.92333286],[-0.01051587  6.73407944],[0.67801231 0.68101795]
[2.93583458 3.49674271],[0.92068463 0.37355542],[0.89888837 5.96421216],[-0.83392469  0.24388364],[3.66309466 3.65868376],[-0.74265941 -0.68125092],[-0.08337899  6.38453402],[0.22484915 0.80499595],[4.27062491 3.44792953],[ 0.33121261 -0.37376755],[3.87196918 4.79665148],[0.27565469 0.96611319],[0.58024207 4.44897697],[-0.06509907 -0.91076109],[1.41559355 6.47135777],[-0.72165532 -0.79925193],[4.09425267 5.30837152],[ 0.24824476 -0.93332592],[0.0605496  6.80064596],[0.74123419 0.64827111]
[3.02663388 3.53572821],[0.89697153 0.40781892],[0.81615627 5.98787217],[-0.82140172  0.2285863 ],[3.58703285 3.59239069],[-0.77898299 -0.64520948],[-0.05765424  6.46460929],[0.28759256 0.79378886],[4.30258174 3.4114504 ],[ 0.30753321 -0.35579751],[3.89769978 4.89383253],[0.2362001  0.97443763],[0.57590639 4.35815894],[-0.0267492  -0.91049163],[1.34485945 6.39025023],[-0.69371741 -0.82340434],[4.1164653  5.21420761],[ 0.19467268 -0.95066342],[0.13740967 6.86340275],[0.79381129 0.60485508]
[3.11562289 3.57875051],[0.87956929 0.44950219],[0.73452724 6.00981326],[-0.81136258  0.20987074],[3.50741994 3.52974165],[-0.81299158 -0.60772531],[-0.02560464  6.54338851],[0.35176721 0.77951002],[4.33189281 3.37663174],[ 0.27872915 -0.340067  ],[3.91919651 4.99148474],[0.19203454 0.97671163],[0.57506156 4.26710556],[ 0.01201971 -0.90828433],[1.27735023 6.30719543],[-0.65527698 -0.83638661],[4.13351184 5.1186835 ],[ 0.14539981 -0.96024691],[0.21939659 6.92171668],[0.84498547 0.56074964]
[3.20255673 3.62567065],[0.85866486 0.48857336],[0.65415127 6.03008076],[-0.79662074  0.19494611],[3.42412014 3.47048921],[-0.849821   -0.57449479],[0.01257414 6.62024365],[0.41312592 0.75833782],[4.35792934 3.3431533 ],[ 0.24078364 -0.33016921],[3.93646364 5.08948307],[0.15077777 0.98043408],[0.57841219 4.17661443],[ 0.05335978 -0.90295914],[1.21369042 6.22286386],[-0.6169127  -0.84911824],[4.14563773 5.02235356],[ 0.09864342 -0.96446628],[0.30609402 6.97527933],[0.8871223  0.50902995]
[3.28740336 3.67654888],[0.83769305 0.52846421],[0.57490223 6.04845382],[-0.78530497  0.17536135],[3.33767222 3.41501527],[-0.87854872 -0.53475098],[0.05721606 6.69510838],[0.48322046 0.74184285],[4.38028884 3.31096834],[ 0.2086294  -0.31069473],[3.94948579 5.18765354],[0.10740698 0.9805363 ],[0.58584456 4.08665185],[ 0.09321624 -0.89814804],[1.15351931 6.13693325],[-0.58495831 -0.86777465],[4.15310256 4.92572824],[ 0.05059797 -0.96770736],[0.39675023 7.0234974 ],[0.92511737 0.4548578 ]
[3.36954853 3.73083449],[0.80715166 0.5591482 ],[0.49726898 6.06530467],[-0.76713224  0.16178139],[3.24878262 3.36387423],[-0.90131975 -0.49043684],[0.1086898  6.76794322],[0.54459324 0.71278811],[4.39910489 3.28061164],[ 0.16839786 -0.29502141],[3.95795255 5.28556196],[0.06122046 0.97676736],[0.5973315  3.99730005],[ 0.13511533 -0.89007188],[1.09655362 6.04918286],[-0.55420496 -0.88689016],[4.15581002 4.82894353],[ 0.00412698 -0.96701322],[0.49124013 7.0664516 ],[0.96078192 0.40093127]
[3.44877169 3.78832982],[0.78133634 0.59481491],[0.42104155 6.0803281 ],[-0.75404493  0.14181449],[3.15734118 3.31679354],[-0.92341607 -0.44738323],[0.16645326 6.8378773 ],[0.61114022 0.68600227],[4.41368253 3.25184797],[ 0.12223813 -0.28034728],[3.96160909 5.38286577],[0.01415752 0.97133251],[0.61279692 3.9086216 ],[ 0.17747779 -0.88001625],[1.04311202 5.96000054],[-0.51720842 -0.89924709],[4.1539273  4.73239091],[-0.0437647  -0.96576678],[0.58859688 7.103427  ],[0.98855039 0.34132715]
[3.52560626 3.84961434],[0.75223542 0.62774354],[0.346435   6.09360062],[-0.73636576  0.12514767],[3.06389308 3.27413979],[-0.94322253 -0.40377243],[0.23037269 6.90451457],[0.66986787 0.64915142],[4.42373133 3.22491455],[ 0.07857785 -0.25755961],[3.96107987 5.48004984],[-0.02493162  0.97174819],[0.63252371 3.82103635],[ 0.21918429 -0.8693297 ],[0.99321362 5.86945228],[-0.48254746 -0.91337275],[4.14697803 4.63581353],[-0.09688549 -0.96696232],[0.68889117 7.1347638 ],[1.01681252 0.28561416]
[3.59925159 3.91392004],[0.72305547 0.66072085],[0.27344363 6.10497998],[-0.72208102  0.10354423],[2.96855906 3.23584676],[-0.9636696  -0.36281796],[0.30007127 6.96729297],[0.726032   0.60826241],[4.42883235 3.19998997],[ 0.02410104 -0.23920951],[3.95643265 5.57695948],[-0.0661095   0.96782029],[0.65642793 3.73459965],[ 0.25792817 -0.85997071],[0.94641512 5.77717691],[-0.45174363 -0.93016725],[4.13489947 4.53944116],[-0.14595113 -0.96140653],[0.79181647 7.1605293 ],[1.0438241  0.23270389]
[3.66996628 3.98151823],[0.69117128 0.69112283],[0.20212813 6.11435858],[-0.70444394  0.08354341],[2.87168903 3.20204792],[-0.97509068 -0.31478512],[0.3752398  7.02579488],[0.77652701 0.56097563],[4.42856073 3.17732884],[-0.03026659 -0.21355646],[3.94743654 5.67314058],[-0.11343506  0.95592259],[0.68421029 3.64921492],[ 0.2989522  -0.84616486],[0.9027519  5.68334045],[-0.42151798 -0.94628091],[4.11804934 4.44386527],[-0.18893091 -0.94782661],[0.89723833 7.18105446],[1.06433925 0.17834661]
[3.73749692 4.05216101],[0.65916236 0.72137538],[0.1322154  6.12126835],[-0.69272015  0.05532546],[2.77369444 3.17298341],[-0.98183327 -0.26379214],[0.45568698 7.07979586],[0.82980336 0.51665863],[4.42232283 3.1570983 ],[-0.09419429 -0.1894398 ],[3.93385761 5.76820422],[-0.16100248  0.94223818],[0.71624652 3.56545239],[ 0.34132752 -0.82918311],[0.86241302 5.58825415],[-0.3864743  -0.95647687],[4.09679709 4.34960178],[-0.23495835 -0.93596399],[1.00428586 7.19594219],[1.07640843 0.11991425]
[3.80132349 4.12532308],[0.62000668 0.74443389],[0.06378686 6.1255408 ],[-0.67653105  0.02902835],[2.67500357 3.14893428],[-0.99147455 -0.21707994],[0.54082125 7.12876157],[0.87283983 0.46292183],[4.40947492 3.1394956 ],[-0.16391375 -0.16234746],[3.91553341 5.86184523],[-0.20647569  0.92916801],[0.75274704 3.48371173],[ 0.38949828 -0.80457785],[0.82549863 5.49212194],[-0.34951594 -0.96370994],[4.07113555 4.25679824],[-0.27835443 -0.92006298],[1.11245077 7.20510085],[1.0874766  0.06474745]
[3.86147532 4.20102638],[0.58415979 0.77067811],[-2.96665315e-03  6.12710392e+00],[-0.65740409  0.00295089],[2.57560669 3.12972518],[-0.99903685 -0.1701304 ],[0.62997405 7.17212956],[0.90952359 0.40406442],[4.38927732 3.1246856 ],[-0.23780548 -0.13015656],[3.89268577 5.95410272],[-0.25123957  0.91478054],[0.79396547 3.40441672],[ 0.43255823 -0.78317355],[0.79224886 5.39526928],[-0.31442701 -0.97204596],[4.04090108 4.16542317],[-0.32771296 -0.90842553],[1.22154423 7.20881801],[1.09041824 0.00624651]
[3.91789034 4.27919093],[0.54430562 0.79270405],[-0.0678725   6.12585119],[-0.6395471  -0.02734917],[2.47523795 3.11485773],[-1.00738667 -0.12684165],[0.72278426 7.20968892],[0.94559899 0.3465139 ],[4.36145748 3.113332  ],[-0.32022071 -0.09713065],[3.86531756 6.04476846],[-0.29398377  0.90026259],[0.83980173 3.32769737],[ 0.48429812 -0.75071555],[0.76282922 5.29794112],[-0.27301911 -0.97348749],[4.00567086 4.07526619],[-0.37656905 -0.89406905],[1.33094018 7.20689088],[ 1.0947245  -0.04669179]
[3.97012998 4.35936379],[0.50011975 0.81033544],[-0.13116559  6.12121945],[-0.62124023 -0.0607794 ],[2.37405945 3.10418716],[-1.0145307  -0.08545993],[0.81904706 7.24146818],[0.98113733 0.29132572],[4.32514227 3.10547155],[-0.40609496 -0.05886831],[3.83351759 6.13370752],[-0.33858458  0.88150115],[0.89031999 3.25385606],[ 0.52505328 -0.72657115],[0.73742556 5.20036002],[-0.23623255 -0.97914507],[3.96565161 3.98673726],[-0.42297485 -0.87548244],[1.44030483 7.19942853],[ 1.09065534 -0.10379793]
[4.0181215  4.44146929],[0.45948397 0.83139408],[-0.19201417  6.11368662],[-0.59580764 -0.09049172],[2.27253185 3.09788139],[-1.01500944 -0.04011   ],[0.9185369 7.2676044],[1.01057719 0.23399234],[4.27978406 3.10135164],[-0.49813492 -0.01976381],[3.79755801 6.22093116],[-0.38206604  0.86108091],[0.94508069 3.18275692],[ 0.56981524 -0.69520511],[0.7156129  5.10218659],[-0.19972529 -0.98380382],[3.92092787 3.90008117],[-0.47119788 -0.85716138],[1.54888773 7.18604623],[ 1.08198445 -0.16229441]
[4.06188752 4.52550268],[0.41652049 0.84983662],[-0.25041549  6.10289708],[-0.57411393 -0.12787538],[2.17098843 3.09602087],[-1.01650054  0.00174542],[1.02092738 7.28820138],[1.03444733 0.17597381],[4.22521004 3.10136756],[-0.5890423   0.02467153],[3.75730287 6.30603662],[-0.42465363  0.83893853],[1.00421599 3.11485948],[ 0.61193311 -0.66309514],[0.69745955 5.00361311],[-0.165367   -0.98936764],[3.87161148 3.81555668],[-0.5147358  -0.83284225],[1.65678913 7.16719888],[ 1.07515775 -0.21475686]
[4.10142376 4.61142344],[0.37417812 0.86838911],[-0.30649588  6.08829387],[-0.54771963 -0.16514131],[2.06980028 3.09873667],[-1.01063562  0.04878691],[1.12498328 7.30247114],[1.04570488 0.10911968],[4.16179232 3.10613745],[-0.6788262   0.07074316],[3.71298784 6.38898804],[-0.46207577  0.81906716],[1.06785487 3.05064707],[ 0.65957837 -0.62176753],[0.68327849 4.90506851],[-0.12133204 -0.98450451],[3.81793851 3.73351197],[-0.55878239 -0.8080455 ],[1.76382363 7.14314227],[ 1.06503134 -0.2661377 ]
[4.13649744 4.69894449],[0.32760897 0.8822369 ],[-0.35982246  6.06983647],[-0.51920323 -0.20519524],[1.96896935 3.10579904],[-1.00693171  0.09106818],[1.23023391 7.31031732],[1.05657674 0.04588696],[4.08944085 3.11537376],[-0.76390764  0.11703852],[3.66464292 6.46951329],[-0.50388696  0.79190386],[1.13599684 2.99050614],[ 0.70447937 -0.57911562],[0.67298109 4.80653697],[-0.08443483 -0.98569084],[3.76010601 3.65423174],[-0.5977364  -0.77739963],[1.86976561 7.11408088],[ 1.05557703 -0.31245407]
[4.16708346 4.78798499],[0.28269499 0.89702249],[-0.41016195  6.04724228],[-0.48736428 -0.24732647],[1.86861033 3.11705403],[-1.00196595  0.13183897],[1.33646252 7.31196972],[ 1.0641609  -0.01589367],[4.00955757 3.12982573],[-0.83156748  0.17241014],[3.61219271 6.54725583],[-0.54320904  0.76434474],[1.20848526 2.93470652],[ 0.74615789 -0.53524956],[0.66654199 4.70811864],[-0.04405458 -0.98215847],[3.69840338 3.57806796],[-0.6378827 -0.7474244],[1.97452211 7.08038383],[ 1.04094285 -0.35939521]
[4.19299605 4.87828686],[0.234594   0.90787257],[-0.45714209  6.02032095],[-0.44950939 -0.28928801],[1.76883489 3.13232365],[-0.99087009  0.175827  ],[1.4430108  7.30721912],[ 1.06744301 -0.07756043],[3.92304749 3.14937986],[-0.89429406  0.22055944],[3.55560638 6.6218886 ],[-0.5875218   0.72881329],[1.28485454 2.8832375 ],[ 0.78044331 -0.49419209],[0.66419743 4.61015511],[-0.00427903 -0.9783095 ],[3.63250904 3.5047516 ],[-0.67719882 -0.71611763],[2.0776092  7.04198712],[ 1.02126668 -0.40747854]
[4.21405306 4.96959215],[0.1859889  0.91743482],[-0.50037847  5.98885253],[-0.41456113 -0.34042646],[1.6705237  3.15226194],[-0.97317975  0.22480612],[1.54996665 7.29665932],[ 1.07019283 -0.13408616],[3.83095946 3.17372512],[-0.94780546  0.26323108],[3.49463902 6.69286751],[-0.62943914  0.69259637],[1.36478799 2.83624003],[ 0.81767748 -0.44547608],[0.66560147 4.51242028],[ 0.02965588 -0.97859347],[3.56310398 3.43499733],[-0.71190966 -0.68002211],[2.17874783 6.99898221],[ 0.99983842 -0.45362447]
[4.2303367  5.06188253],[0.13921112 0.92758617],[-0.53976326  5.95229567],[-0.37588671 -0.39449554],[1.57397553 3.17702198],[-0.96021553  0.26751034],[1.65692748 7.28047096],[ 1.0658183  -0.19207528],[3.73397352 3.20196918],[-0.99052072  0.30027606],[3.42974671 6.76032183],[-0.66883943  0.65547025],[1.44812284 2.79403677],[ 0.84903908 -0.39777357],[0.67048978 4.41486575],[ 0.06855046 -0.97176998],[3.49026126 3.36889051],[-0.74459594 -0.6418371 ],[2.27732497 6.95109982],[ 0.97376729 -0.50138279]
[4.24158518 5.15476079],[0.08109072 0.92527465],[-0.57505367  5.91021998],[-0.32914134 -0.44726028],[1.47839641 3.20556619],[-0.94725657  0.30689426],[1.76324342 7.25851364],[ 1.06302721 -0.2434885 ],[3.63351322 3.23392609],[-1.01669464  0.33840565],[3.36082619 6.82379609],[-0.70826502  0.6146969 ],[1.53451657 2.75677104],[ 0.87680934 -0.34881962],[0.67926664 4.31806518],[ 0.1069238  -0.96407231],[3.41412465 3.30657206],[-0.77542109 -0.60190006],[2.37354838 6.89887224],[ 0.95141974 -0.54176506]
[4.24716565 5.24754204],[0.03042561 0.92992183],[-0.60568564  5.86251755],[-0.28467307 -0.50889509],[1.38452213 3.23832639],[-0.92665147  0.35154282],[1.8688299  7.23124952],[ 1.05115813 -0.29854308],[3.53098994 3.269577  ],[-1.03436026  0.37173421],[3.28833392 6.8833768 ],[-0.74213034  0.57573571],[1.62335131 2.72428556],[ 0.90163234 -0.29840409],[0.69139151 4.22165046],[ 0.13890058 -0.96037782],[3.3349025  3.24823311],[-0.80675723 -0.56275436],[2.46754575 6.84281165],[ 0.92583472 -0.58152425]
[4.24769209 5.3407059 ],[-0.02222867  0.9306371 ],[-0.63158587  5.80863465],[-0.23398873 -0.57019116],[1.29262029 3.27535175],[-0.91022428  0.38967647],[1.97335016 7.19885798],[ 1.03928309 -0.34840487],[3.42700067 3.30824099],[-1.04160603  0.40361452],[3.21215799 6.93856732],[-0.78024955  0.52849498],[1.71460064 2.69700897],[ 0.92332419 -0.24642121],[0.70706083 4.12605888],[ 0.17621735 -0.94946401],[3.25264094 3.1938771 ],[-0.83879368 -0.52487211],[2.558872  6.7828332],[ 0.8990752  -0.61911024]
[4.24259955 5.43352264],[-0.07868855  0.92618428],[-0.65233757  5.74845829],[-0.1785452  -0.63139775],[1.20283684 3.31654043],[-0.88737106  0.43174276],[2.0764158  7.16145139],[ 1.02389638 -0.39698924],[3.32245829 3.34977749],[-1.04493996  0.42990862],[3.13237638 6.98902433],[-0.81256523  0.48280577],[1.80814229 2.67529708],[ 0.94728655 -0.1872535 ],[0.72702968 4.03217088],[ 0.22237491 -0.92903073],[3.16740522 3.14349183],[-0.86429471 -0.48138371],[2.64761712 6.71935952],[ 0.87372362 -0.65188591]
[4.23207947 5.52600782],[-0.13100262  0.92376483],[-0.66701593  5.68251149],[-0.11471218 -0.68753843],[1.11554986 3.36202939],[-0.86108269  0.47485841],[2.17793342 7.11942746],[ 1.00274009 -0.44650105],[3.21794319 3.39390896],[-1.04635895  0.45048344],[3.04965681 7.03500598],[-0.84329251  0.43465437],[1.90358108 2.65924833],[ 0.9595099  -0.13514093],[0.75120783 3.93995343],[ 0.2569954  -0.91897621],[3.07960397 3.0973944 ],[-0.8908246  -0.43993111],[2.73354562 6.65248545],[ 0.84527532 -0.68463037]
[4.2160545  5.61785754],[-0.18768952  0.9146178 ],[-0.67529084  5.61089171],[-0.04929782 -0.74324753],[1.03045913 3.41125325],[-0.8418629   0.50790586],[2.27722689 7.07253819],[ 0.98292546 -0.49076163],[3.11391234 3.44040189],[-1.03595692  0.4768435 ],[2.96389917 7.07598376],[-0.86988767  0.38621694],[2.00009299 2.64843916],[ 0.97229072 -0.07882166],[0.77877588 3.84879808],[ 0.29225243 -0.90583677],[2.98912902 3.05534397],[-0.9179593  -0.40073497],[2.81653487 6.58239453],[ 0.81279143 -0.71843517]
[4.19436121 5.70867163],[-0.24552519  0.90183993],[-0.67682528  5.53394716],[ 0.02018417 -0.79352302],[0.94751289 3.46383996],[-0.8147493   0.54569498],[2.37452511 7.02142932],[ 0.96173481 -0.53199823],[3.01042227 3.48876933],[-1.03025737  0.49327923],[2.87547105 7.11189319],[-0.89736556  0.33252944],[2.09738161 2.64295401],[ 0.97237082 -0.03171713],[0.80987007 3.759069  ],[ 0.32956945 -0.88850407],[2.89633702 3.01751705],[-0.93593315 -0.35416882],[2.89606666 6.5088523 ],[ 0.77874067 -0.7510463 ]
[4.16690038 5.79809038],[-0.30216724  0.88751802],[-0.67119588  5.45236082],[ 0.09247672 -0.83714232],[0.86764923 3.52045142],[-0.78427405  0.58427923],[2.46935239 6.96604195],[ 0.93409224 -0.57590798],[2.90782439 3.53889535],[-1.02229009  0.50801855],[2.78455174 7.14245898],[-0.91647883  0.28271926],[2.19467125 2.64228319],[0.97492046 0.02026567],[0.84480134 3.67126375],[ 0.3675186  -0.86881782],[2.80200642 2.98454758],[-0.95308863 -0.30797732],[2.97239925 6.4323947 ],[ 0.74819084 -0.77737761]
[4.1339925  5.88612332],[-0.35614862  0.87233405],[-0.65848363  5.36658175],[ 0.16278745 -0.87602298],[0.79069024 3.58063257],[-0.75634212  0.617401  ],[2.56136266 6.90638356],[ 0.90482626 -0.61795718],[2.80619459 3.5904943 ],[-1.01130563  0.52247327],[2.69163702 7.16775746],[-0.93756937  0.22675427],[2.2923816 2.6471527],[0.97649989 0.07485818],[0.88354079 3.58553411],[ 0.40663851 -0.84609979],[2.70593136 2.95606735],[-0.96666743 -0.26024939],[3.04551709 6.35327766],[ 0.7123734  -0.80632289]
[4.09551092 5.97228289],[-0.4093893   0.85429896],[-0.63823451  5.2778293 ],[ 0.24163653 -0.89807754],[0.71658907 3.64403962],[-0.72806139  0.64785381],[2.65062258 6.84287396],[ 0.87948131 -0.65249243],[2.70566179 3.64340001],[-1.00087386  0.53372901],[2.5973175  7.18797263],[-0.94898002  0.17688052],[2.3900243  2.65740909],[0.9765872 0.1309839],[0.92576885 3.50175716],[ 0.43605045 -0.83081395],[2.60884762 2.9326486 ],[-0.97827029 -0.21189855],[3.11493038 6.27127615],[ 0.67691946 -0.83225525]
[4.05162404 6.05635689],[-0.46810889  0.82677348],[-0.61052464  5.18692773],[ 0.3130562  -0.91760465],[0.64549999 3.71052586],[-0.69549334  0.67961103],[2.73723524 6.7759785 ],[ 0.85162    -0.68599287],[2.60637998 3.69752762],[-0.98234894  0.55101743],[2.50173629 7.20290105],[-0.96466527  0.11898494],[2.48754758 2.67331711],[0.97317035 0.18688555],[0.97098244 3.41969233],[ 0.46695256 -0.81136575],[2.51041204 2.9137461 ],[-0.98912979 -0.16534164],[3.18098926 6.18699428],[ 0.64069223 -0.85654401]
[4.00189222 6.13751851],[-0.52323943  0.79898102],[-0.57582225  5.09448139],[ 0.38269802 -0.9275827 ],[0.57753411 3.77990721],[-0.6638113   0.70754649],[2.82039712 6.70522565],[ 0.81116154 -0.72904293],[2.50888438 3.75326068],[-0.96566339  0.56531343],[2.40457227 7.21178918],[-0.97741273  0.05926901],[2.58428927 2.69450433],[0.96175722 0.23717955],[1.01955996 3.33995955],[ 0.50332854 -0.78421655],[2.41107836 2.89957321],[-0.99823765 -0.11935419],[3.24297874 6.09997308],[ 0.60220295 -0.88037321]
[3.94686811 6.21589029],[-0.57948366  0.765482  ],[-0.53449946  5.00127057],[ 0.44352285 -0.93467976],[0.51246851 3.8516714 ],[-0.63382533  0.73095681],[2.89996547 6.63077155],[ 0.77565814 -0.76406135],[2.41298443 3.81028543],[-0.95228524  0.57499645],[2.306389   7.21474999],[-9.86473034e-01 -9.38728409e-04],[2.67981649 2.72073435],[0.95171495 0.29075553],[1.07171512 3.26298532],[ 0.53830681 -0.75633422],[2.31100319 2.8900335 ],[-1.00377844 -0.07242736],[3.30153349 6.0110946 ],[ 0.56859233 -0.89718706]
[3.88615695 6.29062536],[-0.6307133   0.73239773],[-0.48695449  4.90807812],[ 0.50768692 -0.92706256],[0.45071711 3.92595322],[-0.59608363  0.75932275],[2.97592804 6.55291601],[ 0.74381566 -0.79232063],[2.31867462 3.86846747],[-0.93483641  0.58756821],[2.2076812  7.21187696],[-0.98699804 -0.05629006],[2.77407205 2.75216875],[0.93826997 0.3430275 ],[1.12714984 3.1887009 ],[ 0.57076692 -0.72856057],[2.21036778 2.88503992],[-1.00904226 -0.02809542],[3.35664873 5.92055643],[ 0.53512294 -0.91183284]
[3.82083177 6.36230382],[-0.6782597   0.69783337],[-0.43342782  4.81573461],[ 0.55918125 -0.92158818],[0.39309165 4.00326997],[-0.55743425  0.78553637],[3.04831647 6.47199687],[ 0.70420446 -0.82530156],[2.22628822 3.92804355],[-0.91316035  0.60360062],[2.10866532 7.2030404 ],[-0.99203777 -0.11983789],[2.86733919 2.78931668],[0.92433824 0.3974972 ],[1.18584507 3.11733131],[ 0.59974007 -0.70179707],[2.1095154  2.88463978],[-1.00444009  0.02334532],[3.40827559 5.82851071],[ 0.49987    -0.92632643]
[3.75063465 6.43015157],[-0.7239302   0.66000351],[-0.37488829  4.72432112],[ 0.60926916 -0.90742685],[0.33933893 4.08306915],[-0.51667278  0.81092708],[3.11694272 6.38812814],[ 0.6666648  -0.85325013],[2.13622026 3.98935028],[-0.89148601  0.61916468],[2.00950726 7.18801678],[-0.99039965 -0.18046795],[2.95885684 2.83164817],[0.90335    0.44658274],[1.24729333 3.04862672],[ 0.62909653 -0.67199434],[2.00911784 2.88929121],[-1.00221103  0.0704692 ],[3.45640862 5.73513712],[ 0.46210607 -0.94149056]
[3.67562059 6.49370174],[-0.77448058  0.61194693],[-0.31158083  4.63453078],[ 0.65734053 -0.88656424],[0.28966028 4.16525432],[-0.47894036  0.83028235],[3.18184236 6.30163657],[ 0.63246931 -0.87504873],[2.04768998 4.05153186],[-0.87831922  0.62506524],[1.91076225 7.16701974],[-0.9847833 -0.2401663],[3.04772386 2.87837341],[0.87553653 0.48948228],[1.31168098 2.98303676],[ 0.65728543 -0.6407348 ],[1.90925419 2.89884684],[-0.99537739  0.11985455],[3.50047948 5.6400786 ],[ 0.41943933 -0.959107  ]
[3.59599921 6.55261924],[-0.81793976  0.56550477],[-0.24361727  4.54705628],[ 0.69953493 -0.86413329],[0.24388177 4.24936576],[-0.43520802  0.85286972],[3.24321003 6.21297888],[ 0.59633013 -0.89626318],[1.96078934 4.1145671 ],[-0.86500303  0.63015798],[1.81225992 7.13955955],[-0.98226689 -0.30658693],[3.13385819 2.92947031],[0.84891439 0.53428234],[1.37909158 2.92091244],[ 0.68856701 -0.60364873],[1.80964481 2.91275673],[-0.99467204  0.1597044 ],[3.54025106 5.54336158],[ 0.37825488 -0.97265064]
[3.51248194 6.6070767 ],[-0.8536489   0.52155488],[-0.17149372  4.46210376],[ 0.74194438 -0.83488733],[0.20227386 4.33538298],[-0.39631306  0.86772753],[3.30108507 6.12244052],[ 0.56272309 -0.91266654],[1.87500953 4.17784149],[-0.85266369  0.63310213],[1.71429905 7.10557838],[-0.97361922 -0.37012714],[3.21756866 2.98533514],[0.82285161 0.58066557],[1.44916857 2.86217426],[ 0.71300447 -0.57062091],[1.71072999 2.93111223],[-0.98562709  0.20489203],[3.57622521 5.44570345],[ 0.34189778 -0.97966489]
[3.42535552 6.65684147],[-0.8896626   0.47212606],[-0.09541945  4.38007727],[ 0.77585769 -0.80841914],[0.16470838 4.42290782],[-0.35374318  0.88361483],[3.35519502 6.02996794],[ 0.51866996 -0.93708149],[1.79063931 4.24154025],[-0.83410814  0.64143652],[1.61775409 7.06568602],[-0.9574255  -0.42799488],[3.29826779 3.04546518],[0.79115625 0.62194179],[1.52186803 2.80706177],[ 0.7409237  -0.53122403],[1.61242244 2.95351583],[-0.98004629  0.24306063],[3.60832864 5.34718619],[ 0.29759244 -0.99280393]
[3.33464067 6.70140639],[-0.92085539  0.42214113],[-0.01608778  4.30082183],[ 0.8070149  -0.77967452],[0.13178654 4.5122499 ],[-0.30651103  0.90089041],[3.40514918 5.9354449 ],[ 0.48158475 -0.95190814],[1.70766759 4.30558076],[-0.82446135  0.64011446],[1.52306725 7.02018366],[-0.93528589 -0.48114837],[3.37564112 3.10958319],[0.7545452  0.65860663],[1.5967674  2.75543954],[ 0.75953608 -0.49833512],[1.51491471 2.97980072],[-0.96998598  0.28221332],[3.63580665 5.24730834],[ 0.25243967 -1.00386438]
[3.24133245 6.7412761 ],[-0.9467109   0.37313424],[0.06586385 4.22416483],[ 0.82960415 -0.75523506],[0.10336263 4.60294277],[-0.26368065  0.91086963],[3.45151274 5.83964614],[ 0.44320624 -0.96621663],[1.62589001 4.36967913],[-0.8107928   0.64204867],[1.43097191 6.96972217],[-0.90968808 -0.53114316],[3.44938709 3.17740852],[0.72249662 0.69997817],[1.674236   2.70796678],[ 0.78897737 -0.45140885],[1.41856556 3.00999345],[-0.95582884  0.32234818],[3.65910543 5.14676708],[ 0.21190863 -1.00838182]
[3.14554962 6.77613739],[-0.97280079  0.31947439],[0.15011176 4.15017232],[ 0.85567102 -0.723723  ],[0.07908125 4.69438328],[-0.21895551  0.92046036],[3.49370745 5.74220327],[ 0.40138544 -0.98145869],[1.54562598 4.43408824],[-0.79392901  0.64664116],[1.34119979 6.91399645],[-0.88597445 -0.58361048],[3.5195752 3.249023 ],[0.68146484 0.73243444],[1.75402924 2.66473295],[ 0.80813957 -0.41153802],[1.32343429 3.04384567],[-0.94567999  0.35525393],[3.67804507 5.0455728 ],[ 0.16690972 -1.01515534]
