[1.37680096 0.37655935],[-4.26094988 -4.03060817],[3.44987912 6.84891591],[3.71552603 2.97180114],[5.53458426 3.42652324],[ 2.9000969  -4.96818392],[9.07320641 9.30347639],[0.76089219 0.95470331],[9.04124769 7.66563801],[-1.22270571 -0.32506457],[6.29894861 9.6299828 ],[-2.87293659 -2.60798584],[9.47704415 1.10322127],[ 2.32357407 -2.85783583],[5.77664015 1.66206253],[ 1.41643759 -4.53362632],[6.17698815 3.19976125],[-3.26379907  3.89593528],[8.96616116 5.29815037],[0.82146543 0.88477005]
[8.673839   5.12824548],[0.74890613 0.15427004],[6.51947763 1.4455769 ],[-0.83999174 -0.00128295],[5.72243746 5.69522314],[-0.7302591  -0.71884132],[5.78159657 1.72222631],[-0.08952308 -0.630122  ],[8.60062572 2.30640285],[0.68300796 0.72778162],[9.52762394 2.58954334],[0.49482299 0.50186166],[5.42501711 6.35822511],[-0.21931404  0.12160338],[5.71588626 6.27672941],[-0.74950911 -0.44011478],[8.31742932 2.95994757],[-0.45326717 -0.91257777],[6.70456728 1.96370626],[ 0.77034418 -0.52337568]
[8.74808446 5.1418764 ],[0.73913186 0.12129247],[6.43502445 1.44822092],[-0.84944402  0.05339726],[5.65138528 5.62102437],[-0.68928247 -0.7635002 ],[5.77403489 1.65973847],[-0.06008036 -0.61819714],[8.66716667 2.38096718],[0.64829452 0.76381754],[9.57538473 2.64245023],[0.45758656 0.55401913],[5.40404261 6.3673186 ],[-0.20125481  0.05789571],[5.64195708 6.22902198],[-0.72971332 -0.51526788],[8.27085077 2.86989956],[-0.48129423 -0.89141858],[6.78221843 1.91276787],[ 0.78407839 -0.49371168]
[8.82180241 5.15262017],[0.73184052 0.09005542],[6.34993271 1.45652393],[-0.85284688  0.11174183],[5.58421404 5.54216601],[-0.65017998 -0.80950871],[5.76959535 1.59856438],[-0.02428095 -0.60108188],[8.73003076 2.4588968 ],[0.60942141 0.7950256 ],[9.61921818 2.70055297],[0.41466041 0.60407809],[5.38544898 6.37018609],[-0.17348598 -0.00487475],[5.57006083 6.17365304],[-0.70661034 -0.5909749 ],[8.22160252 2.78210855],[-0.50086786 -0.8618053 ],[6.86146227 1.86511987],[ 0.8002621  -0.45944943]
[8.89437421 5.15975474],[0.72419312 0.05710855],[6.26445784 1.47047355],[-0.85489084  0.16841285],[5.52150105 5.45929281],[-0.60584634 -0.84946998],[5.76855275 1.53884953],[ 0.00230019 -0.59444197],[8.78888041 2.53978028],[0.56610864 0.82101634],[9.65821677 2.76328548],[0.36612263 0.65178023],[5.36986334 6.36652383],[-0.13936726 -0.07113328],[5.5011398  6.11123411],[-0.67433772 -0.66018615],[8.17042005 2.69726482],[-0.52650854 -0.83883602],[6.94230146 1.82098631],[ 0.81692753 -0.42246034]
[8.9662622  5.16363934],[0.71230175 0.01911748],[6.17913232 1.49028385],[-0.85312636  0.22559565],[5.46280063 5.37207766],[-0.56608452 -0.89234873],[5.77056035 1.48014927],[ 0.03495429 -0.58260941],[8.84338021 2.62321033],[0.52531416 0.84873336],[9.69227625 2.83083373],[0.31534728 0.69970382],[5.35739523 6.35540777],[-0.10876662 -0.15171508],[5.43541389 6.04177314],[-0.64035707 -0.72926617],[8.11641918 2.61448077],[-0.55406401 -0.81740974],[7.02480344 1.78066626],[ 0.83314975 -0.38345798]
[9.0368168 5.1635113],[ 0.69813823 -0.02251615],[6.0943492  1.51599465],[-0.84757095  0.28280529],[5.40855239 5.28114715],[-0.51566184 -0.9226863 ],[5.77558006 1.42233958],[ 0.06689603 -0.57221993],[8.89370489 2.70925681],[0.48056345 0.87135261],[9.72123553 2.90323208],[0.26405751 0.74847413],[5.34791234 6.33559149],[-0.08001113 -0.24551466],[5.37318433 5.96547821],[-0.60373872 -0.79595159],[8.05984774 2.53403399],[-0.57717218 -0.79136183],[7.10875624 1.74420061],[ 0.84500013 -0.3464376 ]
[9.10619244 5.15939863],[ 0.68730867 -0.0618926 ],[6.01031422 1.54739011],[-0.83285368  0.34473289],[5.35944554 5.18735536],[-0.46854594 -0.95472838],[5.78421835 1.36594678],[ 0.10609185 -0.55554788],[8.93957517 2.79752988],[0.43655243 0.89356497],[9.74477307 2.98023059],[0.20649186 0.7911525 ],[5.34178748 6.30631271],[-0.04129938 -0.3405314 ],[5.31509493 5.88303256],[-0.55764274 -0.85222446],[8.00048984 2.45572772],[-0.60754041 -0.77229893],[7.19353062 1.71116672],[ 0.85199384 -0.31243093]
[9.17434268 5.15115906],[ 0.6756245  -0.10304691],[5.92765005 1.58466296],[-0.82021719  0.40002723],[5.31503114 5.09046947],[-0.41981806 -0.9826158 ],[5.79699702 1.31138849],[ 0.14910619 -0.53612923],[8.98060015 2.887531  ],[0.38631502 0.90863123],[9.76217586 3.06109506],[0.14272382 0.82700183],[5.33991825 6.26740266],[ 0.00166929 -0.44122932],[5.26152626 5.79496538],[-0.5109348 -0.9058073],[7.93849973 2.37974262],[-0.63390525 -0.74909794],[7.27947723 1.68212169],[ 0.86827828 -0.26668091]
[9.24106297 5.1385012 ],[ 0.659064   -0.14992669],[5.84634364 1.62729591],[-0.80336455  0.45422959],[5.2756164  4.99104795],[-0.36795199 -1.00488692],[5.81444443 1.25908601],[ 0.19567377 -0.51421405],[9.01717251 2.97953811],[0.34244812 0.92835873],[9.77319147 3.14545069],[0.07695797 0.85893436],[5.34204355 6.21774567],[ 0.04292937 -0.55045724],[5.21282139 5.70187429],[-0.4612716  -0.95341634],[7.87371488 2.30592354],[-0.66082698 -0.72637495],[7.36653623 1.65727609],[ 0.87252739 -0.23038875]
[9.30593712 5.12092177],[ 0.63813675 -0.20202507],[5.76679841 1.67514955],[-0.78312095  0.50636259],[5.24141542 4.889543  ],[-0.31756521 -1.02620318],[5.83603552 1.20843495],[ 0.2394414  -0.49556473],[9.04903403 3.07310886],[0.29480377 0.94272572],[9.77765942 3.23287701],[0.01326339 0.8896565 ],[5.34845913 6.15717978],[ 0.08667851 -0.6592508 ],[5.16943603 5.60454615],[-0.40803243 -0.99397038],[7.80636329 2.23449823],[-0.68406076 -0.70007155],[7.45407475 1.63620657],[ 0.87764996 -0.19129072]
[9.36877928 5.09816285],[ 0.61822139 -0.25363856],[5.68958815 1.72825945],[-0.76141954  0.55452531],[5.21233624 4.78612911],[-0.26620704 -1.04371293],[5.8625041  1.16012865],[ 0.28943026 -0.47106971],[9.07620471 3.16809233],[0.24576159 0.95381661],[9.77581278 3.32318614],[-0.05135861  0.91437049],[5.3595521  6.08617972],[ 0.13489693 -0.75973397],[5.13152476 5.50351647],[-0.3510211  -1.02669942],[7.73717559 2.16617908],[-0.69922282 -0.66592671],[7.5421566  1.61918703],[ 0.88374658 -0.14897269]
[9.42927206 5.0698748 ],[ 0.59209266 -0.31160262],[5.61470501 1.78605729],[-0.73639106  0.60031687],[5.18843166 4.68114759],[-0.21468181 -1.05814496],[5.89419647 1.11449439],[ 0.34592761 -0.44002722],[9.09847372 3.26410501],[0.1977089  0.96410523],[9.76712725 3.41531524],[-0.12490486  0.92477244],[5.37566704 6.00577622],[ 0.1866237  -0.84690312],[5.09911266 5.39923986],[-0.29725189 -1.05803078],[7.66610711 2.10089827],[-0.72041917 -0.63805352],[7.63082866 1.6065099 ],[ 0.88634705 -0.10758434]
[9.48695392 5.03560642],[ 0.55915403 -0.37599989],[5.54266926 1.84849925],[-0.70457098  0.6473397 ],[5.16959482 4.57479889],[-0.1630783  -1.06925366],[5.93159187 1.0720425 ],[ 0.40201429 -0.40878289],[9.11580423 3.36091274],[0.1476897  0.97049037],[9.75150871 3.50861841],[-0.18889738  0.93854431],[5.3965965  5.91701451],[ 0.23147187 -0.92576874],[5.07251561 5.29249139],[-0.23559571 -1.07707345],[7.59319642 2.03866987],[-0.74086989 -0.60969452],[7.71955949 1.59787217],[ 0.88690618 -0.06622501]
[9.5413314  4.99493677],[ 0.52681126 -0.43866388],[5.47385066 1.9154034 ],[-0.67212504  0.68950041],[5.15606295 4.46762584],[-0.10883781 -1.07494173],[5.97448991 1.03267257],[ 0.4560101  -0.37823239],[9.12792118 3.45806007],[0.09351151 0.97104312],[9.72899071 3.60245634],[-0.25988534  0.93851743],[5.42193194 5.82120452],[ 0.27446624 -0.98790191],[5.05161867 5.18360697],[-0.18063518 -1.09792983],[7.51832812 1.97934633],[-0.75822334 -0.57861458],[7.80814686 1.59326426],[ 0.8863888  -0.02398037]
[9.59210214 4.94772929],[ 0.48959434 -0.50400663],[5.40806473 1.98604255],[-0.63946254  0.72653341],[5.14799746 4.36005726],[-0.05119021 -1.07471707],[6.02333887 0.99701598],[ 0.51878016 -0.33658202],[9.13499305 3.55553634],[0.0463846  0.97641233],[9.69972637 3.69627807],[-0.32551408  0.93649953],[5.45103243 5.71964221],[ 0.31040793 -1.03720756],[5.03620897 5.07289601],[-0.12626211 -1.11404356],[7.4416231  1.92300646],[-0.7749812  -0.54738784],[7.89662296 1.59293931],[0.88450746 0.01918937]
[9.63914247 4.89413638],[ 0.45110678 -0.56728019],[5.34614892 2.06072512],[-0.60023606  0.76487875],[5.14552121 4.25244727],[ 4.49397584e-04 -1.07811712e+00],[6.07819713 0.96541662],[ 0.5771738  -0.29595913],[9.1369387  3.65301979],[-0.00403169  0.97625283],[9.66381704 3.78944247],[-0.39029972  0.92780468],[5.48351616 5.61387605],[ 0.33974859 -1.07455025],[5.02655768 4.96112999],[-0.06683835 -1.12058923],[7.36315574 1.86967808],[-0.79338066 -0.51835598],[7.98501707 1.59716681],[0.88280644 0.06516381]
[9.68232844 4.8344223 ],[ 0.41161689 -0.62714761],[5.2881906 2.1390222],[-0.55843756  0.80071312],[5.14805566 4.14452727],[ 0.05059042 -1.07931424],[6.13879619 0.93798808],[ 0.63588034 -0.25068952],[9.13424276 3.75073138],[-0.05119861  0.97607234],[9.62146103 3.88138371],[-0.45688271  0.90971675],[5.51902552 5.50529846],[ 0.36936892 -1.09573839],[5.02275941 4.84883191],[-0.00996865 -1.12554499],[7.28328028 1.81966117],[-0.80726143 -0.48524165],[8.07319038 1.60607233],[0.87974488 0.11248082]
[9.72083123 4.76826127],[ 0.35934498 -0.69409011],[5.23433331 2.22057974],[-0.51309515  0.8352203 ],[5.15529348 4.03637656],[ 0.09458686 -1.08249479],[6.20519751 0.91528275],[ 0.69427345 -0.2002431 ],[9.12677972 3.84821871],[-0.09751401  0.97374644],[9.57259791 3.97130763],[-0.51949383  0.88835277],[5.55717486 5.39495062],[ 0.39510465 -1.10776071],[5.0247781  4.73636325],[ 0.04505517 -1.12824723],[7.20165788 1.7725599 ],[-0.82374302 -0.45559754],[8.16088953 1.61967615],[0.87382392 0.15954998]
[9.75384345 4.6954861 ],[ 0.29836299 -0.76257301],[5.18527221 2.30559301],[-0.46777681  0.86459573],[5.16714336 3.92832454],[ 0.14172531 -1.07858146],[6.27731999 0.8978299 ],[ 0.74731455 -0.1485307 ],[9.11460498 3.94523878],[-0.14720892  0.96495157],[9.51774092 4.05899037],[-0.57532703  0.86631231],[5.59784052 5.28385346],[ 0.4172157  -1.11352624],[5.03127464 4.62292791],[ 0.08933957 -1.13482126],[7.11884669 1.72884578],[-0.83205758 -0.41832595],[8.24789281 1.63801352],[0.86468126 0.20595943]
[9.78060121 4.61612933],[ 0.233257   -0.82657204],[5.14090352 2.39346537],[-0.42213785  0.88958742],[5.18337808 3.82053567],[ 0.18354409 -1.07594132],[6.35465694 0.88581658],[ 0.79762254 -0.0922554 ],[9.09737637 4.04117512],[-0.19521768  0.95534995],[9.45763705 4.14442374],[-0.62818329  0.83974931],[5.64061713 5.17249234],[ 0.43611821 -1.11468237],[5.04257022 4.5094693 ],[ 0.13608972 -1.13391005],[7.03502531 1.68866006],[-0.84351023 -0.38468759],[8.33395534 1.66108398],[0.8592323  0.25852882]
[9.80116069 4.53113901],[ 0.17829046 -0.87152716],[5.10094314 2.48347747],[-0.37518398  0.91187211],[5.20402598 3.71342598],[ 0.22866638 -1.06648925],[6.43684165 0.87964004],[ 0.84402427 -0.03194982],[9.07491161 4.13559005],[-0.25161456  0.93505541],[9.39235925 4.22696625],[-0.67906486  0.80831246],[5.68519799 5.06125242],[ 0.45552002 -1.10927529],[5.05842662 4.39623825],[ 0.18176916 -1.12922346],[6.95015653 1.65190131],[-0.85321133 -0.34997789],[8.41894879 1.68902477],[0.84177885 0.30163965]
[9.81564139 4.44149299],[ 0.10948906 -0.92164692],[5.06620799 2.57601243],[-0.32224743  0.93540193],[5.22904356 3.60727906],[ 0.272337   -1.05522517],[6.52320566 0.87943361],[0.88504746 0.03095597],[9.04742902 4.22846326],[-0.30002303  0.91990572],[9.32200605 4.30605772],[-0.72618387  0.77426411],[5.731173   4.95025198],[ 0.46438248 -1.10939402],[5.07880641 4.28364406],[ 0.22542483 -1.12236643],[6.86437648 1.6186383 ],[-0.86100922 -0.31406082],[8.50229684 1.72147197],[0.82475196 0.34718061]
[9.82357959 4.34762749],[ 0.04709936 -0.95652162],[5.03649346 2.67041961],[-0.27357466  0.95060537],[5.25841557 3.50239457],[ 0.31398695 -1.04299731],[6.61315346 0.88540179],[0.91382831 0.08948474],[9.01496149 4.31952958],[-0.34883985  0.90138568],[9.24713037 4.38162565],[-0.77209141  0.73534806],[5.77791915 4.83936545],[ 0.47256297 -1.10576082],[5.10368106 4.17204986],[ 0.27017331 -1.11077138],[6.77796814 1.58909305],[-0.86724296 -0.27708927],[8.58372297 1.75835672],[0.80177964 0.38868693]
[9.82488842 4.25030299],[-0.01962222 -0.98744756],[5.01160642 2.76613457],[-0.22292166  0.96434202],[5.29208376 3.39900908],[ 0.35655849 -1.02699592],[6.70571227 0.89730241],[0.93758353 0.149868  ],[8.97761985 4.40859671],[-0.39567266  0.88166988],[9.1675214  4.45286878],[-0.8179355  0.6907176],[5.82593036 4.72941926],[ 0.48699878 -1.093657  ],[5.13289514 4.06165509],[ 0.31252523 -1.09809386],[6.69112128 1.56340272],[-0.86677502 -0.23383617],[8.66293904 1.79956258],[0.78382439 0.43698177]
[9.81943007 4.15016954],[-0.08994497 -1.01429922],[4.9922189  2.86344512],[-0.16724817  0.97882538],[5.32949357 3.29688003],[ 0.39269067 -1.01388853],[6.80036763 0.91529667],[0.95208529 0.20741536],[8.93575805 4.49567333],[-0.44437855  0.85649116],[9.08376781 4.51981222],[-0.85531498  0.64909471],[5.87512253 4.62050332],[ 0.49683815 -1.0843544 ],[5.16603835 3.95241135],[ 0.35291174 -1.08359198],[6.60404645 1.54175496],[-0.87222101 -0.19678903],[8.73999703 1.84533779],[0.75592718 0.47729123]
[9.80690706 4.04769893],[-0.15743715 -1.0310805 ],[4.97809315 2.96172113],[-0.1152338   0.98614289],[5.37077076 3.1964696 ],[ 0.43313122 -0.99361217],[6.89627974 0.93911334],[0.96399138 0.26759734],[8.88898475 4.58003686],[-0.49074834  0.83049992],[8.99646572 4.58253023],[-0.89084957  0.60433901],[5.92520913 4.51251754],[ 0.50610609 -1.0739068 ],[5.20321817 3.84477117],[ 0.39414271 -1.06527512],[6.51646465 1.52380571],[-0.8757988  -0.15877642],[8.81414135 1.89509309],[0.72729701 0.5183338 ]
[9.78786568 3.94404943],[-0.22287107 -1.04058042],[4.96903391 3.060441  ],[-0.0638975  0.9898879],[5.4158513  3.09797643],[ 0.46827722 -0.97589587],[6.99298964 0.96879446],[0.96804246 0.32451173],[8.83736309 4.66141978],[-0.54016861  0.7980994 ],[8.90578404 4.64070667],[-0.92332861  0.55789967],[5.97634729 4.40575787],[ 0.51805589 -1.05977646],[5.2442921  3.73887404],[ 0.43046667 -1.04897728],[6.42884658 1.50995886],[-0.87650994 -0.11834768],[8.88554736 1.94915707],[0.7006857  0.56301653]
[9.76247125 3.83986037],[-0.28406631 -1.0417015 ],[4.96557447 3.1598231 ],[-0.00902237  0.99345742],[5.4644657  3.00141684],[ 0.50111907 -0.9576336 ],[7.08979555 1.00403532],[0.96870563 0.38148551],[8.78147825 4.74005444],[-0.57793626  0.77351093],[8.81223435 4.69440262],[-0.94752903  0.51553594],[6.02879564 4.30054985],[ 0.52966233 -1.04555374],[5.28881424 3.63457991],[ 0.46021933 -1.03601254],[6.34122205 1.50018298],[-0.87633642 -0.07768806],[8.95408246 2.00755667],[0.67151986 0.60663412]
[9.73157474 3.73629149],[-0.33691349 -1.03251182],[4.96731207 3.25913026],[0.04370079 0.99221396],[5.51614329 2.90662148],[ 0.53148814 -0.93875305],[7.1862933  1.04474872],[0.96317746 0.4350384 ],[8.72125647 4.81547903],[-0.625241    0.73561931],[8.71595197 4.74334661],[-0.97606874  0.46471834],[6.0820563  4.19646458],[ 0.53347997 -1.03798254],[5.33627616 3.53172113],[ 0.487881   -1.02170576],[6.2537935  1.49461967],[-0.87466802 -0.03615844],[9.01977045 2.07045313],[0.6422765  0.65143693]
[9.69517557 3.63351405],[-0.39062863 -1.02243254],[4.97440665 3.35825076],[0.09376603 0.98547751],[5.57096931 2.81395881],[ 0.56525249 -0.91387595],[7.28175369 1.09042756],[0.94544436 0.47798464],[8.6564188  4.88704172],[-0.6708489   0.69564452],[8.61734099 4.78754642],[-0.9967384   0.41811088],[6.13562    4.09313524],[ 0.53697838 -1.02921473],[5.38677428 3.43070915],[ 0.52118044 -0.99913144],[6.16621012 1.49282232],[-8.77260138e-01 -3.62418441e-04],[9.08224518 2.13758904],[0.60722463 0.69133626]
[9.65336552 3.53177194],[-0.44448679 -1.01113067],[4.9864098  3.45651422],[0.14913814 0.98214563],[5.62898968 2.72371726],[ 0.59489876 -0.89077852],[7.37568707 1.14068515],[0.93293154 0.52697613],[8.58730807 4.9546952 ],[-0.70799259  0.66011848],[8.51691015 4.82717173],[-1.01114543  0.37473848],[6.18929109 3.99050664],[ 0.53763518 -1.02191768],[5.44068755 3.33212988],[ 0.55460837 -0.97458337],[6.07905489 1.49523232],[-0.86597849  0.0483788 ],[9.14093755 2.20847294],[0.5700198 0.7297387]
[9.60630209 3.43134407],[-0.49475562 -0.99534853],[5.00425661 3.55457957],[0.20906725 0.97986358],[5.69013312 2.63606119],[ 0.6277526  -0.86219977],[7.46788162 1.1953885 ],[0.91276317 0.56881519],[8.5146486  5.01875864],[-0.74487962  0.6207816 ],[8.41528253 4.86259757],[-1.02465573  0.33007783],[6.24344615 3.8890619 ],[ 0.54427027 -1.00814697],[5.49764969 3.23582012],[ 0.5851572  -0.95071012],[5.99257777 1.50203322],[-0.86190757  0.08901536],[9.19584011 2.28314439],[0.52906682 0.76469564]
[9.55431166 3.33260397],[-0.54662664 -0.9809242 ],[5.027828   3.65198464],[0.26256732 0.96819598],[5.75434131 2.55115279],[ 0.65668652 -0.83530316],[7.55791723 1.25413159],[0.88688701 0.60489547],[8.43833783 5.07872092],[-0.78425595  0.57484681],[8.31209388 4.89319007],[-1.03746316  0.28305903],[6.2980445  3.78879574],[ 0.54855536 -0.99620566],[5.55748443 3.14182452],[ 0.61147182 -0.92889226],[5.90698231 1.51331806],[-0.8518266   0.13467044],[9.24653291 2.3612029 ],[0.48429899 0.79593476]
[9.49775655 3.23593177],[-0.58520374 -0.95351161],[5.0567358  3.74810474],[0.31581667 0.95418232],[5.82094368 2.4685563 ],[ 0.67603416 -0.81552066],[7.64550652 1.31660582],[0.86234024 0.6419364 ],[8.35794782 5.13372307],[-0.82280157  0.52520519],[8.20751196 4.91882178],[-1.05067895  0.23260325],[6.35332266 3.68998737],[ 0.55582682 -0.98112288],[5.62005029 3.0502172 ],[ 0.63732385 -0.90543524],[5.82232948 1.52904103],[-0.84167176  0.17907813],[9.29255556 2.44219422],[0.43636606 0.82404138]
[9.43718743 3.14179341],[-0.62677175 -0.93001218],[5.09078352 3.8425497 ],[0.36653312 0.93594374],[5.88945597 2.38803586],[ 0.69625275 -0.79247818],[7.73043827 1.38255664],[0.83519338 0.67582281],[8.27428011 5.18412128],[-0.8536191   0.47904087],[8.10172733 4.93938087],[-1.06438979  0.17870559],[6.40926552 3.59263704],[ 0.56145288 -0.96743842],[5.68488666 2.96075237],[ 0.66053321 -0.88238214],[5.73874075 1.54917636],[-0.82979292  0.22361888],[9.33385698 2.52605598],[0.38991861 0.85328021]
[9.37254684 3.05005493],[-0.66558797 -0.90455371],[5.12979975 3.93499544],[0.41585686 0.9149116 ],[5.96039106 2.31032416],[ 0.72073047 -0.76316259],[7.81233308 1.45153819],[0.80422672 0.7051308 ],[8.18730063 5.22944695],[-0.88383802  0.428916  ],[7.99526684 4.95511784],[-1.06450569  0.13626379],[6.46557163 3.49648391],[ 0.56361055 -0.95661994],[5.75221673 2.87386012],[ 0.68350739 -0.85772488],[5.65608988 1.57341747],[-0.82432943  0.25957084],[9.37012315 2.61242227],[0.33493207 0.87350953]
[9.30407442 2.9608598 ],[-0.70387601 -0.87959005],[5.17333588 4.02488177],[0.46005101 0.88792181],[6.03336727 2.23523631],[ 0.73742306 -0.73964624],[7.89122495 1.5235071 ],[0.77165996 0.73210211],[8.09775932 5.2700168 ],[-0.90574533  0.38311214],[7.88853619 4.96628716],[-1.07102711  0.08580242],[6.52237315 3.40171304],[ 0.57123329 -0.93996127],[5.8212455  2.78893679],[ 0.69641216 -0.84105566],[5.57443682 1.60157335],[-0.80695224  0.30495902],[9.40106757 2.70096573],[0.28407284 0.89723347]
[9.23201576 2.87434681],[-0.73540396 -0.84906611],[5.22198307 4.11269163],[0.51333042 0.86851013],[6.10826604 2.1628495 ],[ 0.75931005 -0.70902811],[7.96711474 1.59838857],[0.74354414 0.76274402],[8.00572297 5.30550288],[-0.93319518  0.32756134],[7.78147759 4.97262123],[-1.07208598  0.03872576],[6.57950732 3.30819982],[ 0.57152639 -0.93009425],[5.89166843 2.70588269],[ 0.71259282 -0.81922577],[5.49487222 1.63453481],[-0.78371219  0.35456237],[9.42695103 2.79183372],[0.23163152 0.91785128]
[9.15685149 2.79086221],[-0.76928032 -0.82231237],[5.27562582 4.19816117],[0.5586083  0.83991182],[6.18483028 2.09309235],[ 0.77251887 -0.68529577],[8.03989966 1.67600024],[0.7144745  0.79159076],[7.91147718 5.33575386],[-0.95364375  0.27494183],[7.67402833 4.97384354],[-1.07745716 -0.01523148],[6.63663263 3.2156769 ],[ 0.57319799 -0.91807751],[5.96394224 2.62532034],[ 0.72927218 -0.79539218],[5.4175274  1.67225269],[-0.76048545  0.40208989],[9.44679286 2.88393122],[0.16839319 0.92709644]
[9.07881172 2.7104946 ],[-0.79261297 -0.78644514],[5.33377512 4.28071721],[0.60365677 0.81049188],[6.26302364 2.02610312],[ 0.79244187 -0.65310568],[8.10974963 1.75642002],[0.68203158 0.81610924],[7.81485168 5.36017894],[-0.97685596  0.21477937],[7.56630199 4.96979167],[-1.07632249 -0.06532674],[6.69457257 3.12499978],[ 0.58015287 -0.90085733],[6.03780827 2.54714031],[ 0.75043024 -0.76560256],[5.34289855 1.71500688],[-0.73327558  0.45138819],[9.46080205 2.97738034],[0.11142947 0.94110788]
[8.99813439 2.63333636],[-0.81936949 -0.75545993],[5.39628771 4.36016728],[0.64343077 0.77541305],[6.34317017 1.96238651],[ 0.81171535 -0.61970501],[8.17620397 1.83909494],[0.64777116 0.83789609],[7.71658769 5.37906582],[-0.98897467  0.16181214],[7.45918916 4.96116981],[-1.06675372 -0.10791881],[6.75243403 3.03530739],[ 0.57809848 -0.89183981],[6.11360909 2.4718279 ],[ 0.76633496 -0.73967102],[5.27091661 1.7624792 ],[-0.70520356  0.49870884],[9.46937841 3.07237082],[0.05879881 0.95670097]
[8.91489942 2.55932251],[-0.84817735 -0.72799563],[5.46269317 4.43602251],[0.68424649 0.74132207],[6.42499867 1.90185591],[ 0.82780888 -0.58769177],[8.23929888 1.92396772],[0.61540185 0.8605922 ],[7.61685404 5.39219759],[-1.00305205  0.10285942],[7.35318178 4.94842157],[-1.05131114 -0.14480445],[6.81026968 2.9467307 ],[ 0.57815601 -0.88010096],[6.19112955 2.39930873],[ 0.78546737 -0.70908619],[5.20203845 1.81482632],[-0.67082476  0.5492215 ],[9.47242818 3.1684926 ],[2.40212009e-05 9.63143448e-01]
[8.82925332 2.48844738],[-0.86631917 -0.69135509],[5.5330752  4.50836352],[0.72464852 0.70685512],[6.50854753 1.84473227],[ 0.84322141 -0.55445443],[8.29897126 2.01087045],[0.57666596 0.87592808],[7.51600481 5.3995357 ],[-1.01285601  0.04439823],[7.2485753  4.93186835],[-1.04096555 -0.18663659],[6.86840297 2.85963634],[ 0.58165751 -0.86462979],[6.27018203 2.32953766],[ 0.79643322 -0.68528058],[5.13665343 1.87210943],[-0.63643016  0.59624557],[9.46942858 3.26496841],[-0.0577884   0.96800639]
[8.74145752 2.42082906],[-0.88966899 -0.66141128],[5.60738569 4.57715885],[0.76234487 0.66998748],[6.59353534 1.79092   ],[ 0.85617412 -0.52188642],[8.35488154 2.09938302],[0.54501866 0.89757158],[7.41440918 5.40107984],[-1.01802297 -0.01290546],[7.14510429 4.91119017],[-1.03036452 -0.22894943],[6.9265067 2.7737364],[ 0.58438868 -0.84938149],[6.35062439 2.26250836],[ 0.81162426 -0.655881  ],[5.07493728 1.93412904],[-0.59646321  0.64487182],[9.46054193 3.36165737],[-0.1204776   0.96474402]
[8.65128436 2.35607592],[-0.91341675 -0.63366209],[5.68541334 4.64224343],[0.79715754 0.6308228 ],[6.68015141 1.74079676],[ 0.87492436 -0.48143088],[8.40723629 2.18961533],[0.50405058 0.9088885 ],[7.31236005 5.39680163],[-1.02459988 -0.07492817],[7.04263949 4.88616529],[-1.01826013 -0.27100195],[6.98531025 2.6897893 ],[ 0.59029136 -0.83095194],[6.43248572 2.19838907],[ 0.82506587 -0.62683005],[5.01733634 2.00091371],[-0.55391834  0.69168165],[9.44547024 3.45795939],[-0.17868002  0.9628547 ]
[8.55905589 2.29432342],[-0.92802828 -0.5985336 ],[5.76677332 4.70329901],[0.83063857 0.59113125],[6.76780301 1.69397107],[ 0.87921023 -0.45384222],[8.45597965 2.28141665],[0.467953   0.92403734],[7.21028186 5.38678909],[-1.01769296 -0.12631112],[6.94200587 4.85754323],[-0.9966144  -0.30340027],[7.04474443 2.60773428],[ 0.59522434 -0.81329885],[6.51562525 2.1371781 ],[ 0.8381693  -0.59674531],[4.96395434 2.07210798],[-0.51270438  0.73245055],[9.42471534 3.5539968 ],[-0.23493147  0.95864286]
[8.46573802 2.23640678],[-0.94061225 -0.56233716],[5.85139836 4.76035646],[0.86272007 0.55118432],[6.856216   1.65030349],[ 0.88700046 -0.42128878],[8.50096137 2.37453574],[0.43336671 0.93977022],[7.10888177 5.371539  ],[-1.0118243  -0.18050219],[6.84299317 4.82513608],[-0.98235262 -0.34367173],[7.10433239 2.52712717],[ 0.59580386 -0.79946423],[6.60007492 2.07904679],[ 0.85109321 -0.56537852],[4.91479029 2.14723669],[-0.46794957  0.77189828],[9.39830001 3.64935554],[-0.29486062  0.94636751]
[8.37075437 2.18162614],[-0.95785989 -0.53248822],[5.93938111 4.81365359],[0.89386111 0.51204396],[6.94528063 1.60983535],[ 0.8959207  -0.38615223],[8.54224416 2.46892562],[0.39180189 0.94744824],[7.0083552  5.35106733],[-1.00088964 -0.23137058],[6.74540927 4.78865403],[-0.96966394 -0.38653775],[7.16394317 2.4478976 ],[ 0.59498456 -0.78646476],[6.68564523 2.02395152],[ 0.86169625 -0.53494624],[4.87023185 2.22618609],[-0.41998433  0.80947098],[9.36614714 3.74353787],[-0.34901063  0.93554433]
