[2.26684583 2.68453959],[ 4.63468721 -0.76505396],[6.7295788  9.77351871],[0.16699609 0.97863446],[5.45305741 4.03839294],[-0.94473155  2.04417208],[2.29494954 5.21403366],[-2.09989482  4.83891096],[8.27598893 8.30801275],[-3.79443531  1.54866186],[3.80115035 8.68727486],[-3.56685477 -2.167764  ],[5.50005434 1.61323315],[0.53507397 1.6292694 ],[2.18729807 8.4311973 ],[-1.04784915  4.1174973 ],[2.30300232 9.74068831],[-4.11897167  2.68164183],[9.25899189 0.49067419],[-2.05499407  3.69520597]
[2.5542233  9.52638634],[-0.78386422 -0.23030124],[3.62963251 4.57128958],[ 0.73073846 -0.18556673],[3.44829542 8.91681993],[ 0.50423517 -1.04881895],[5.63433582 5.8635408 ],[-0.87714416 -0.60996385],[2.85148898 5.10497855],[1.05780956 0.10295883],[5.51546002 8.12064388],[-0.46734216  0.90460862],[2.08374005 9.59988767],[-0.49566093 -0.28336432],[3.83282772 4.93806481],[-0.90888333 -0.13879875],[6.46402047 6.85628641],[0.45601843 0.61915263],[2.56416973 9.26560288],[-0.36913616  0.54151841]
[2.47629208 9.50021213],[-0.77404075 -0.29309851],[3.70456827 4.55582475],[ 0.76851457 -0.12207304],[3.49846899 8.81192893],[ 0.49822256 -1.04945884],[5.5451452  5.80484334],[-0.90466136 -0.56227723],[2.95784526 5.11801926],[1.06825231 0.15764461],[5.46694557 8.21004532],[-0.50153291  0.88434564],[2.03446924 9.56731855],[-0.49005935 -0.3694097 ],[3.74134208 4.92705479],[-0.91938858 -0.08023729],[6.50714343 6.91989585],[0.40603809 0.65307747],[2.52798923 9.31895869],[-0.35538805  0.52449215]
[2.39937906 9.46757487],[-0.76303734 -0.3590841 ],[3.78318343 4.54696867],[ 0.80294041 -0.05472203],[3.54759089 8.7066949 ],[ 0.48626062 -1.05268985],[5.45360007 5.75125412],[-0.92834682 -0.51185937],[3.06462423 5.13613087],[1.06854455 0.2062052 ],[5.41513597 8.29740169],[-0.53604735  0.86091915],[1.98635245 9.52640053],[-0.47301443 -0.45061951],[3.64866128 4.9216755 ],[-0.93476154 -0.02849614],[6.54529471 6.98707385],[0.35534976 0.689217  ],[2.49295044 9.37031539],[-0.34120415  0.50661429]
[2.32405108 9.42862428],[-0.74477946 -0.4217066 ],[3.86499439 4.54497126],[0.83267499 0.01538647],[3.59559673 8.60134675],[ 0.47316195 -1.05458562],[5.35943703 5.70237648],[-0.95200701 -0.46313179],[3.17133848 5.15916375],[1.06611385 0.25518103],[5.35959346 8.38201591],[-0.57277834  0.83300374],[1.93998136 9.47710952],[-0.45078378 -0.53232385],[3.55516112 4.92206125],[-0.9353455   0.03578353],[6.57796578 7.05759085],[0.29473171 0.71814117],[2.45926689 9.41974726],[-0.33121747  0.4830601 ]
[2.25034852 9.38302352],[-0.72861251 -0.49014061],[3.94931166 4.54988588],[0.85184266 0.08218142],[3.64242025 8.49603972],[ 0.46283787 -1.05184321],[5.26292338 5.6582997 ],[-0.97534948 -0.4159252 ],[3.27761544 5.18703079],[1.05832136 0.30130769],[5.3008468  8.46417875],[-0.60307305  0.80889746],[1.89575871 9.41934461],[-0.43318731 -0.62291484],[3.4615241  4.92870609],[-0.93981715  0.09414903],[6.60475596 7.13130441],[0.23956746 0.75481504],[2.42717259 9.4673324 ],[-0.31307109  0.46598214]
[2.17850227 9.33065454],[-0.70727054 -0.55657166],[4.03549457 4.56177289],[0.87202078 0.15692852],[3.68831415 8.39116761],[ 0.45711796 -1.0435068 ],[5.16435144 5.61912151],[-0.99638318 -0.36831625],[3.38317917 5.21967429],[1.05328007 0.35226727],[5.23872689 8.54346368],[-0.63927878  0.77646314],[1.85413419 9.35322521],[-0.40012587 -0.70041162],[3.3674379  4.94101043],[-0.93994668  0.1532859 ],[6.6257166  7.20843886],[0.1781369  0.78648219],[2.39676912 9.51299356],[-0.29610047  0.44585179]
[2.10919277 9.27192404],[-0.67756532 -0.61689675],[4.12334638 4.58114741],[0.88276444 0.22938297],[3.73341382 8.2869239 ],[ 0.44344802 -1.04249811],[5.06360276 5.58450516],[-1.01716475 -0.32316317],[3.48776732 5.25704519],[1.03621899 0.39291074],[5.17292477 8.61932696],[-0.67440649  0.74276135],[1.81566732 9.27917947],[-0.36709705 -0.77808561],[3.27366751 4.9593924 ],[-0.93435039  0.21491471],[6.64017288 7.28842403],[0.10957792 0.81179956],[2.36760915 9.55608985],[-0.28747594  0.41539198]
[2.04289474 9.20712475],[-0.64577293 -0.67653791],[4.21203677 4.60785643],[0.88460458 0.29919739],[3.77694367 8.18266772],[ 0.42972211 -1.03991668],[4.96116957 5.55466718],[-1.03016449 -0.27269567],[3.59028996 5.29811489],[1.01645796 0.43065526],[5.10379014 8.69187425],[-0.7099307   0.70610935],[1.78094786 9.19789873],[-0.32527671 -0.84495344],[3.18074456 4.9840628 ],[-0.92306537  0.27889004],[6.64750079 7.37068836],[0.03795432 0.83425418],[2.33967941 9.59639924],[-0.27148321  0.39006369]
[1.97994879 9.13650067],[-0.61099181 -0.73371558],[4.30046067 4.64134711],[0.87925969 0.36668245],[3.81889597 8.07852345],[ 0.40938651 -1.0426379 ],[4.8575023  5.52983608],[-1.04367098 -0.22493037],[3.69089622 5.34302922],[0.99636703 0.46834739],[5.03123889 8.76076053],[-0.74045255  0.67181444],[1.75063879 9.11033224],[-0.27972951 -0.90429017],[3.08891117 5.01489918],[-0.91182554  0.33888132],[6.64763764 7.45511925],[-0.03465723  0.8545157 ],[2.31342991 9.6341289 ],[-0.25453566  0.36308201]
[1.92084241 9.06052925],[-0.56899416 -0.78336611],[4.3882204  4.68167597],[0.87260887 0.43720485],[3.85945721 7.97480178],[ 0.40166465 -1.03207186],[4.75258724 5.50974599],[-1.05382313 -0.17663921],[3.78951489 5.39174982],[0.97679393 0.50687514],[4.95583135 8.82627847],[-0.76516964  0.64066313],[1.7251343  9.01734218],[-0.22805846 -0.95216821],[2.99875482 5.05208706],[-0.89101847  0.4044175 ],[6.64025566 7.54121076],[-0.11134903  0.86838455],[2.28871867 9.66886011],[-0.24304463  0.32771526]
[1.86595121 8.97965691],[-0.5262066  -0.83115259],[4.47486927 4.72880138],[0.86163836 0.50706793],[3.89859699 7.87150707],[ 0.3829946 -1.0317259],[4.64663819 5.49431647],[-1.06313411 -0.13051447],[3.88596716 5.44412842],[0.9524689  0.54083775],[4.87786027 8.88846162],[-0.79556128  0.60122919],[1.70485018 8.91991203],[-0.18000031 -0.99738341],[2.91026197 5.09517398],[-0.8740824   0.46120051],[6.62514448 7.62846145],[-0.18885879  0.87785925],[2.26523073 9.69996707],[-0.22688229  0.29371364]
[1.81547528 8.89422705],[-0.48310368 -0.87674166],[4.5600877 4.7827397],[0.83963873 0.56888682],[3.93654683 7.76894489],[ 0.37147174 -1.02403905],[4.53989525 5.48348687],[-1.07159387 -0.08663329],[3.98005965 5.49997608],[0.92687513 0.57356748],[4.79685966 8.94656801],[-0.82487513  0.55998289],[1.68924053 8.81823654],[-0.13292049 -1.03531675],[2.82409746 5.14433531],[-0.85166757  0.5186488 ],[6.60252101 7.71664629],[-0.26472644  0.88366268],[2.24349521 9.72762279],[-0.20731437  0.25928481]
[1.76982502 8.80487418],[-0.42777219 -0.90779253],[4.64282333 4.84266697],[0.81338589 0.62809984],[3.97354643 7.66735425],[ 0.36631545 -1.01009771],[4.43216082 5.47669511],[-1.07928934 -0.04612663],[4.07142895 5.55892322],[0.9005961  0.60537501],[4.71291008 9.00038109],[-0.8528881   0.51699519],[1.67853343 8.71337663],[-0.08269845 -1.06191179],[2.73958892 5.1983666 ],[-0.83584926  0.56360633],[6.57223384 7.80503334],[-0.33872624  0.88508575],[2.22382782 9.75173174],[-0.18764607  0.22055868]
[1.72964208 8.71245587],[-0.37631057 -0.94045926],[4.7226302 4.908263 ],[0.78281197 0.68393279],[4.00969579 7.56681034],[ 0.35459875 -1.00281185],[4.32438337 5.47453595],[-1.07606601  0.00281209],[4.15993693 5.62080846],[0.86874147 0.63139521],[4.62620816 9.04979048],[-0.88233171  0.46946607],[1.67279921 8.60620895],[-0.03313157 -1.08125515],[2.65718778 5.25713523],[-0.81168435  0.61134218],[6.5348412  7.89347719],[-0.40861976  0.88282626],[2.20570463 9.77129995],[-0.17398785  0.1708036 ]
[1.69437213 8.61670712],[-0.32740599 -0.97204087],[4.7990952  4.97918055],[0.74923214 0.73708804],[4.04446724 7.46682084],[ 0.33851915 -0.99903848],[4.21665515 5.47687824],[-1.07712928  0.04470082],[4.24552654 5.68555275],[0.84116882 0.66156257],[4.53677867 9.09449401],[-0.90510621  0.42526599],[1.67208425 8.49754397],[ 0.01911444 -1.0906338 ],[2.57746348 5.32067511],[-0.78289961  0.65849079],[6.49035535 7.98118149],[-0.4808306   0.87010544],[2.18914074 9.78580436],[-0.15720022  0.11841719]
[1.66442587 8.51841602],[-0.27173525 -0.99337508],[4.87203691 5.05524151],[0.71102846 0.78537621],[4.07765344 7.36729025],[ 0.32321264 -0.99348087],[4.10936988 5.48382477],[-1.07055471  0.09190801],[4.32841279 5.75337083],[0.81421849 0.69240926],[4.44525739 9.13482243],[-0.92712109  0.37897159],[1.67615282 8.38784796],[ 0.0632215  -1.10102918],[2.50078097 5.38883951],[-0.74899786  0.70571618],[6.43831297 8.0668832 ],[-0.55623672  0.84628529],[2.17449668 9.79498932],[-0.13795487  0.06191819]
[1.63981608 8.41794934],[-0.21816045 -1.01294065],[4.94104049 5.13597815],[0.66680269 0.82687877],[4.10920152 7.26825717],[ 0.30802862 -0.98682999],[4.00261052 5.49523718],[-1.06574403  0.13476333],[4.40829854 5.82396501],[0.78414203 0.72005699],[4.35159583 9.17041958],[-0.94510657  0.33353618],[1.68499399 8.2778073 ],[ 0.11423826 -1.09835614],[2.42754193 5.46153433],[-0.71755107  0.74559346],[6.37930715 8.15035446],[-0.62251223  0.82300533],[2.161919   9.79830182],[-0.11137057  0.00533876]
[1.62056188 8.31572486],[-0.16670371 -1.03055994],[5.00552591 5.22072076],[0.62237093 0.86713095],[4.13931663 7.16999379],[ 0.29226857 -0.98020433],[3.8963397  5.51079752],[-1.06104881  0.17442519],[4.48512107 5.89726465],[0.75346925 0.74702294],[4.25621878 9.20141992],[-0.9645413   0.28380795],[1.69876637 8.16810366],[ 0.16030359 -1.09556702],[2.35755573 5.53808612],[-0.68305459  0.78378892],[6.31372245 8.2311106 ],[-0.6871595   0.79267317],[2.15186682 9.79541793],[-0.08975849 -0.06445003]
[1.60658707 8.21208501],[-0.11442748 -1.0430365 ],[5.06582854 5.3096659 ],[0.57893251 0.90661564],[4.16761905 7.07221552],[ 0.27426036 -0.97473419],[3.7908475  5.53048051],[-1.04807677  0.21957765],[4.55887659 5.97325518],[0.71890469 0.76996973],[4.15918218 9.22757535],[-0.97802011  0.23698932],[1.71709062 8.05889012],[ 0.20640324 -1.08763158],[2.29104092 5.61825445],[-0.6450731  0.8210003],[6.24194852 8.30868024],[-0.74750502  0.7581135 ],[2.14427202 9.7854087 ],[-0.06206665 -0.13709783]
[1.59766028 8.1072581 ],[-0.06458089 -1.05320534],[5.12128707 5.40197421],[0.53113274 0.94004752],[4.1939679  6.97489235],[ 0.25303892 -0.97128928],[3.68651739 5.55443135],[-1.03781815  0.2596894 ],[4.62921331 6.05157094],[0.68650877 0.79493413],[4.06045575 9.24853849],[-0.99403621  0.18417023],[1.74004969 7.95071408],[ 0.25391263 -1.07411206],[2.22850452 5.70210228],[-0.60675512  0.85416754],[6.16451699 8.38275729],[-0.79964076  0.72357526],[2.13961829 9.76784108],[-0.03039912 -0.2150983 ]
[1.5936779  8.00161227],[-0.01409543 -1.05798403],[5.17177148 5.49733481],[0.47857385 0.96677396],[4.21811461 6.87789952],[ 0.23064741 -0.96755752],[3.58336393 5.58240788],[-1.0226729   0.30204884],[4.69628944 6.13235014],[0.65418885 0.81972442],[3.96051651 9.26444994],[-1.00068005  0.13778364],[1.76780845 7.84410877],[ 0.30040225 -1.05827127],[2.16974421 5.78900974],[-0.56812284  0.88369353],[6.08228602 8.45340899],[-0.84405835  0.68917734],[2.13813231 9.7420109 ],[ 0.00070168 -0.30283691]
[1.59468388 7.89564141],[ 0.03549746 -1.05929542],[5.21723754 5.59549576],[0.42829715 0.99350498],[4.24043611 6.7817402 ],[ 0.21620134 -0.95524327],[3.48197008 5.61477336],[-1.00534372  0.34472662],[4.75989282 6.21535283],[0.61651889 0.83889374],[3.86017002 9.27589024],[-1.00502174  0.09195798],[1.79950219 7.73858502],[ 0.33228664 -1.05243372],[2.11479012 5.87862779],[-0.53109785  0.90798529],[5.9956824  8.52034134],[-0.88802168  0.6483541 ],[2.14004301 9.70727274],[ 0.03745894 -0.39307205]
[1.60077297 7.78986546],[ 0.08533284 -1.05655226],[5.25745438 5.69600236],[0.37791956 1.01785516],[4.26112915 6.68663626],[ 0.1952083  -0.94909798],[3.38238667 5.65137815],[-0.98767267  0.38555569],[4.81968644 6.30022386],[0.58048136 0.85952607],[3.75938761 9.28264627],[-1.01212216  0.04122298],[1.83463755 7.63414301],[ 0.36901557 -1.03720762],[2.0635245 5.9705049],[-0.49243305  0.93073349],[5.90506349 8.58325362],[-0.92525917  0.60804934],[2.14588846 9.66344235],[ 0.07834591 -0.48527994]
[1.61157274 7.68430037],[ 0.13122319 -1.05343275],[5.29254025 5.7987095 ],[0.32707746 1.03898618],[4.27964785 6.59213726],[ 0.17636051 -0.939548  ],[3.2843037  5.69165679],[-0.97394468  0.41944988],[4.87569978 6.3869657 ],[0.54082252 0.87627411],[3.6582985  9.28461095],[-1.01100256 -0.00352928],[1.87325851 7.53121672],[ 0.40051568 -1.02357576],[2.01667409 6.06502284],[-0.44619815  0.95735733],[5.81078907 8.6419194 ],[-0.96009508  0.56450681],[2.15559768 9.61000115],[ 0.11636014 -0.58295384]
[1.62708679 7.57936888],[ 0.17754867 -1.04602643],[5.32255029 5.90338248],[0.27450458 1.0552653 ],[4.29642013 6.49875811],[ 0.15928239 -0.92773814],[3.18777262 5.73534556],[-0.95638428  0.45416577],[4.92761718 6.47524492],[0.49662848 0.88839427],[3.55702135 9.28168947],[-1.01350868 -0.05425093],[1.91494749 7.42976275],[ 0.43443391 -1.00392041],[1.97411514 6.16170085],[-0.40612492  0.97464344],[5.71306092 8.69599217],[-0.99264562  0.51798963],[2.1691632  9.54690954],[ 0.1555837  -0.67737693]
[1.64698042 7.4751269 ],[ 0.21948285 -1.03889735],[5.34751839 6.0097306 ],[0.2231303  1.06938723],[4.31144552 6.40654862],[ 0.1390726  -0.91851219],[3.09307094 5.78244246],[-0.93585218  0.48916807],[4.97558266 6.56519269],[0.46157791 0.90926498],[3.45561119 9.27367972],[-1.01226755 -0.10379922],[1.96014926 7.33050969],[ 0.46814085 -0.98212676],[1.93579935 6.26019995],[-0.36255977  0.99254464],[5.61224295 8.74533829],[-1.02309153  0.46879447],[2.18665917 9.47469716],[ 0.19594069 -0.76357226]
[1.67124215 7.37196488],[ 0.26326821 -1.02631123],[5.36701403 6.11702102],[0.16629254 1.07549704],[4.32435531 6.31522509],[ 0.12155481 -0.90544135],[3.00065639 5.83316059],[-0.91333454  0.52392585],[5.01983278 6.65697082],[0.42004051 0.92280098],[3.35470753 9.26101523],[-1.00475879 -0.14867859],[2.00852384 7.23336373],[ 0.49586905 -0.96375339],[1.90155473 6.36008135],[-0.32032405  1.00676807],[5.50863724 8.78979127],[-1.04537889  0.42338041],[2.20831117 9.39451696],[ 0.23343958 -0.84121263]
[1.69947341 7.26984215],[ 0.3026153  -1.01423726],[5.38120309 6.22515585],[0.11418926 1.08328607],[4.33546062 6.22518229],[ 0.09973182 -0.89602438],[2.91059489 5.88734203],[-0.88719899  0.55995558],[5.0598941  6.75004531],[0.37933484 0.93671638],[3.25474504 9.2440002 ],[-0.99531839 -0.19267387],[2.05933175 7.13787143],[ 0.52003547 -0.94587308],[1.8716865  6.46140684],[-0.27498459  1.02139475],[5.40299397 8.82973249],[-1.06696338  0.37541563],[2.23350645 9.30710964],[ 0.26631018 -0.9082658 ]
[1.73157373 7.16903994],[ 0.34006235 -1.00052824],[5.39008918 6.33383046],[0.06633701 1.09223992],[4.34431633 6.13608276],[ 0.07914153 -0.88402427],[2.82293941 5.94480081],[-0.8669806   0.58765164],[5.09579294 6.84438887],[0.33957824 0.95088714],[3.15552132 9.22229768],[-0.98701149 -0.23952832],[2.11258935 7.0443294 ],[ 0.5455358  -0.92418512],[1.84628632 6.56399326],[-0.23466918  1.02839024],[5.29542655 8.8649457 ],[-1.08381451  0.32896031],[2.2616373  9.21350007],[ 0.29407979 -0.96314008]
[1.76751084 7.06985958],[ 0.37880236 -0.98239467],[5.39411036 6.44311467],[0.01443733 1.09318263],[4.35106623 6.04819425],[ 0.05859884 -0.87087814],[2.73748697 6.00507561],[-0.84355866  0.61594707],[5.12777725 6.94014791],[0.2986255  0.96258165],[3.05732248 9.19602558],[-0.97666952 -0.28578959],[2.16836213 6.95302503],[ 0.57038976 -0.90110362],[1.82530394 6.66755722],[-0.18578911  1.04160727],[5.1867487  8.89599144],[-1.09526636  0.28611023],[2.29224392 9.11496695],[ 0.31334457 -1.00928094]
[1.80706761 6.97239195],[ 0.4104032  -0.96830216],[5.39257333 6.55199684],[-0.04510221  1.08424942],[4.35559798 5.96151378],[ 0.03271957 -0.8617804 ],[2.65411513 6.06778987],[-0.82295986  0.63884504],[5.15539315 7.03676104],[0.25520973 0.97107113],[2.96023731 9.16514005],[-0.96709767 -0.33430191],[2.22662495 6.86412527],[ 0.59509015 -0.87633032],[1.80916531 6.77224705],[-0.13830442  1.05048959],[5.07658439 8.92226589],[-1.10662639  0.24045766],[2.32452125 9.01240588],[ 0.3321125  -1.03959099]
[1.85001379 6.87672266],[ 0.4461262  -0.94706337],[5.38533774 6.66014468],[-0.09931416  1.07850096],[4.35764555 5.87592717],[ 0.00494935 -0.85291036],[2.57302742 6.13290052],[-0.79830932  0.66348306],[5.17853647 7.13405375],[0.20841723 0.97538851],[2.86429564 9.12949549],[-0.95029319 -0.37718509],[2.2870617  6.77750278],[ 0.61378185 -0.85564641],[1.79750513 6.87745565],[-0.09272827  1.05549826],[4.96535685 8.94393652],[-1.11389896  0.19667123],[2.35874139 8.90754783],[ 0.35303211 -1.05491628]
[1.89636347 6.783142  ],[ 0.48215615 -0.92285505],[5.37271772 6.76760582],[-0.15372386  1.06960915],[4.35673701 5.79116666],[-0.02051918 -0.83946263],[2.49438906 6.20035068],[-0.77153618  0.68810762],[5.19732318 7.2320434 ],[0.16442519 0.98128304],[2.76992275 9.08940347],[-0.93419262 -0.42179321],[2.34951749 6.69318938],[ 0.63204611 -0.83357589],[1.79049951 6.9831443 ],[-0.05160884  1.0538493 ],[4.85338191 8.96112331],[-1.12515373  0.14711237],[2.39483566 8.80145443],[ 0.36651543 -1.06758822]
[1.94626604 6.69204507],[ 0.51405528 -0.90049892],[5.35516935 6.87451329],[-0.19731606  1.06768039],[4.35332658 5.70787514],[-0.04800823 -0.82643959],[2.41866995 6.27040673],[-0.74407105  0.71146008],[5.2117259  7.33057208],[0.12035271 0.98572557],[2.67759787 9.04526346],[-0.91493769 -0.4636986 ],[2.41417685 6.6115446 ],[ 0.65882782 -0.801421  ],[1.78702255 7.08808605],[-0.01542504  1.0474468 ],[4.74039285 8.97332621],[-1.13248016  0.09872108],[2.43214763 8.69442223],[ 0.38036278 -1.07127049]
[1.99922218 6.60317876],[ 0.54310289 -0.87832994],[5.33327987 6.98101229],[-0.23850745  1.06353705],[4.34701007 5.62583334],[-0.07748686 -0.81323753],[2.34591455 6.34291552],[-0.711463    0.73796424],[5.22132083 7.42910088],[0.0737735 0.98687  ],[2.58710472 8.99679953],[-0.89515304 -0.50587626],[2.48111147 6.53278606],[ 0.67890611 -0.77445328],[1.78736279 7.19255324],[0.02363392 1.04317043],[4.6272371  8.98119265],[-1.13201132  0.05716889],[2.47084855 8.58733509],[ 0.3883764  -1.07473189]
[2.05485793 6.51643882],[ 0.56897555 -0.85662432],[5.30674936 7.08638872],[-0.29164915  1.04400952],[4.33786347 5.54533551],[-0.10509671 -0.79609427],[2.27616828 6.41772359],[-0.68549817  0.75584825],[5.22665698 7.52804898],[0.02976359 0.98851132],[2.49927096 8.94478746],[-0.86270817 -0.53533572],[2.54953439 6.45628878],[ 0.69072818 -0.75404174],[1.79168819 7.29660618],[0.06030417 1.03533101],[4.51416624 8.98490449],[-1.12799055  0.0184946 ],[2.51028903 8.48012888],[ 0.39946644 -1.06968547]
[2.11278441 6.43170947],[ 0.59255543 -0.83454772],[5.27533365 7.1901109 ],[-0.33605629  1.03043692],[4.32590186 5.46660013],[-0.13444656 -0.77858053],[2.20913659 6.49434378],[-0.65577494  0.7756058 ],[5.2272011  7.62670462],[-0.0188034   0.98441016],[2.41433953 8.88950614],[-0.8355398  -0.56987755],[2.61951414 6.38228674],[ 0.70847817 -0.72614982],[1.79928541 7.39948167],[0.09260531 1.023298  ],[4.40132111 8.98455358],[-1.12942925 -0.02628561],[2.5507439  8.37351372],[ 0.41101576 -1.06075496]
[2.17331205 6.34954286],[ 0.61947813 -0.80697678],[5.23926729 7.29210285],[-0.38583877  1.00841685],[4.31091395 5.38964726],[-0.16339578 -0.75822942],[2.14481544 6.57258881],[-0.62813697  0.79151084],[5.22301361 7.72500611],[-0.06081231  0.98529555],[2.33196849 8.83060568],[-0.81020483 -0.60642983],[2.69122416 6.31110342],[ 0.72331783 -0.69968573],[1.8102603  7.50129825],[0.12717817 1.01317983],[4.28869444 8.98002199],[-1.12400296 -0.06516463],[2.59235998 8.26791593],[ 0.42305528 -1.04910509]
[2.23618491 6.26989089],[ 0.63969394 -0.78396512],[5.19854876 7.3920834 ],[-0.42823137  0.99082576],[4.29300217 5.31481643],[-0.19370122 -0.73681877],[2.08362591 6.65269806],[-0.59637161  0.80968493],[5.21451869 7.82314809],[-0.11272589  0.97381168],[2.25198805 8.76789763],[-0.78767887 -0.64598988],[2.7643003  6.24252169],[ 0.73836328 -0.67156172],[1.82481557 7.60218769],[0.16581861 1.00624337],[4.17645964 8.97141917],[-1.11899913 -0.10527122],[2.63469255 8.16310753],[ 0.4245873  -1.04559315]
[2.30143305 6.1929976 ],[ 0.66485663 -0.75399784],[5.15383202 7.49035975],[-0.46510096  0.97504571],[4.27195162 5.24215444],[-0.22878197 -0.71741721],[2.02556254 6.73448487],[-0.56349359  0.82715785],[5.20095264 7.92021447],[-0.16005568  0.96566732],[2.17493699 8.70191224],[-0.75626209 -0.6765182 ],[2.83874253 6.17668567],[ 0.75120334 -0.6442093 ],[1.84334234 7.70240442],[0.20198815 0.99521237],[4.06482686 8.95887572],[-1.11172726 -0.14365564],[2.67737587 8.05896438],[ 0.42657191 -1.03937779]
[2.36882318 6.11882651],[ 0.68739093 -0.7246644 ],[5.1054852  7.58692119],[-0.50372301  0.95379424],[4.24711853 5.17132709],[-0.26850718 -0.69919596],[1.97069439 6.8178345 ],[-0.53209066  0.84137057],[5.18258241 8.01629554],[-0.2087222   0.95419994],[2.10111162 8.63297191],[-0.72090612 -0.70282807],[2.91446966 6.11365801],[ 0.76081115 -0.61867255],[1.86522615 7.80123177],[0.23544719 0.98101182],[3.95443704 8.9430351 ],[-1.09657526 -0.17341339],[2.72030003 7.95558163],[ 0.43013211 -1.02980898]
[2.43853985 6.04775776],[ 0.70531219 -0.69802443],[5.05334332 7.68127249],[-0.53965916  0.93216895],[4.21822053 5.10241636],[-0.30989839 -0.67890101],[1.91924028 6.90278543],[-0.49792664  0.85642511],[5.15924761 8.11103358],[-0.25962292  0.938574  ],[2.03072446 8.56131944],[-0.68932497 -0.73259134],[2.99092583 6.0530129 ],[ 0.7715472  -0.59077657],[1.89029004 7.89845212],[0.26900559 0.96660769],[3.84534174 8.92403757],[-1.08442288 -0.20557012],[2.7631306  7.85279495],[ 0.4281953 -1.0239198]
[2.5101762  5.97957747],[ 0.725736   -0.66694983],[4.99722721 7.77294275],[-0.58096919  0.90252515],[4.18517211 5.03571695],[-0.34815207 -0.65163558],[1.87119076 6.98913818],[-0.46459844  0.86879866],[5.13103439 8.20431993],[-0.3023758   0.92877698],[1.96354115 8.48675534],[-0.65765532 -0.7618684 ],[3.06894949 5.99573119],[ 0.78872732 -0.55478834],[1.91888203 7.99435772],[0.30306157 0.95167712],[3.7372437 8.9015982],[-1.07559415 -0.24136261],[2.80597828 7.75087078],[ 0.43016424 -1.01298791]
[2.58365395 5.9143993 ],[ 0.74223217 -0.63791116],[4.93733103 7.86186298],[-0.6184926   0.87390295],[4.14832389 4.97195168],[-0.38692429 -0.62121012],[1.82630807 7.07648249],[-0.43283343  0.87807788],[5.09862555 8.29652742],[-0.34897351  0.91176676],[1.89950419 8.40927092],[-0.62279124 -0.78736612],[3.14817678 5.94161347],[ 0.79930148 -0.52386902],[1.95078853 8.08864225],[0.33500109 0.93392395],[3.63015754 8.87568075],[-1.06410747 -0.27496284],[2.84889958 7.64995955],[ 0.42957139 -1.00384664]
[2.65852204 5.85195511],[ 0.75535094 -0.61048356],[4.87387918 7.94798075],[-0.64960628  0.8488659 ],[4.10771257 4.91153224],[-0.42686071 -0.58813145],[1.78465658 7.1647305 ],[-0.40065667  0.88620953],[5.06132461 8.38668164],[-0.39880452  0.88914872],[1.83912228 8.32943212],[-0.5862439  -0.81064211],[3.22868863 5.89089752],[ 0.8120333  -0.48906983],[1.9858321  8.18106418],[0.36531612 0.9140194 ],[3.52455288 8.84674673],[-1.04867802 -0.30425774],[2.89160465 7.54984934],[ 0.42561488 -0.99702819]
[2.73491688 5.79255804],[ 0.77141703 -0.57829737],[4.80735617 8.03148516],[-0.68196035  0.81965668],[4.06306212 4.85457908],[-0.46496605 -0.54914443],[1.74620292 7.25369607],[-0.36962574  0.89172756],[5.01883437 8.47425963],[-0.44739606  0.86547233],[1.78234365 8.24724612],[-0.55227518 -0.83580157],[3.3101145  5.84338197],[ 0.81926522 -0.45822723],[2.02372382 8.271303  ],[0.39481151 0.893034  ],[3.42052711 8.81494213],[-1.03260934 -0.33253255],[2.93419765 7.45074347],[ 0.42478702 -0.98647632]
[2.8128504  5.73640352],[ 0.7872174  -0.54451477],[4.73741863 8.11175803],[-0.71558341  0.78656414],[4.01426177 4.80139265],[-0.51066412 -0.513579  ],[1.71088287 7.3431794 ],[-0.33508986  0.89938669],[4.9720568  8.55986695],[-0.49097532  0.8433158 ],[1.72891077 8.16254761],[-0.51534883 -0.8569362 ],[3.39225426 5.79901272],[ 0.82853436 -0.42384308],[2.06444326 8.35929451],[0.41763971 0.86497408],[3.31789002 8.78009275],[-1.02088695 -0.36529864],[2.97651536 7.3525369 ],[ 0.42263333 -0.97651944]
[2.89222057 5.68357925],[ 0.80001098 -0.51186559],[4.6643779  8.18884736],[-0.7457511   0.75425786],[3.96107636 4.75215844],[-0.55446775 -0.47192617],[1.67915013 7.43346704],[-0.29950908  0.90617947],[4.92062313 8.64280603],[-0.5353848  0.8172003],[1.67906753 8.07568232],[-0.48066534 -0.87922169],[3.47559847 5.75846497],[ 0.83828714 -0.38684806],[2.10752254 8.4445633 ],[0.44599017 0.84239095],[3.2167352  8.74226238],[-1.00216968 -0.39118118],[3.01880874 7.25553224],[ 0.42450983 -0.96229445]
[2.97299595 5.63424317],[ 0.81411475 -0.47593837],[4.58874244 8.26299631],[-0.76774888  0.72751504],[3.90331922 4.70710063],[-0.60079959 -0.42880049],[1.65090803 7.52428187],[-0.26437487  0.91082459],[4.86492293 8.72313384],[-0.5776535   0.78971361],[1.63249381 7.98647002],[-0.44553976 -0.89942765],[3.55985022 5.72165076],[ 0.84634133 -0.34954109],[2.15347479 8.52757743],[0.47717823 0.82187752],[3.11704338 8.7014338 ],[-0.99123775 -0.42507782],[3.06146455 7.16011282],[ 0.42835875 -0.94635599]
