[2.31864775 4.55133475],[4.93877671 0.89660961],[0.63735868 8.43105787],[-2.18369651  1.81851772],[4.57433747 9.29941805],[-1.46844934 -4.47209365],[0.98282766 4.49585331],[ 0.39749486 -1.8240335 ],[9.41106139 9.74065174],[-0.68810105  1.99738055],[6.93005828 7.11165221],[-2.13075261  0.50978113],[7.49740966 2.40028493],[1.38987054 1.92413358],[7.89480989 4.72185321],[-0.65724028  3.89457483],[9.97190841 4.02011123],[1.11444362 0.88598162],[7.91688236 5.71154967],[3.48784401 2.10039248]
[5.0614266  9.61420355],[-1.03454632 -0.35205906],[7.45432043 6.09099309],[ 0.22783502 -0.4682948 ],[6.77200139 8.25746985],[-0.89393349  0.67469874],[5.85949732 9.54513258],[-0.67952446  0.57865277],[4.2272775  4.65536995],[-0.17507259 -0.30381873],[6.1998749  6.31707985],[0.69562647 0.72468582],[2.87504434 8.60822131],[-0.64689356 -0.45144957],[2.94948365 6.54094042],[ 0.45540425 -0.88427699],[2.77830055 7.71190671],[-0.71631669 -0.13916031],[3.08529397 6.63414714],[-0.39463477 -0.69437539]
[4.9587657 9.576772 ],[-1.01819772 -0.39601779],[7.47460271 6.04424478],[ 0.17735045 -0.466441  ],[6.68159163 8.32337011],[-0.91214029  0.64505175],[5.78943175 9.60083163],[-0.72016068  0.53628343],[4.20971416 4.62724883],[-0.17530281 -0.25698764],[6.26768821 6.39099873],[0.65958432 0.75262998],[2.81137602 8.56058663],[-0.62355594 -0.49873811],[2.99718413 6.45352792],[ 0.50126752 -0.86060681],[2.70735981 7.69717442],[-0.70212318 -0.1553097 ],[3.04691647 6.56415374],[-0.37288813 -0.7054189 ]
[4.85761787 9.53481685],[-1.00506187 -0.44342058],[7.48941315 5.99749842],[ 0.12147326 -0.46505658],[6.58916597 8.38599979],[-0.93796462  0.60544276],[5.71510335 9.65188621],[-0.76733186  0.48309875],[4.19206191 4.60398591],[-0.177748   -0.20746058],[6.33145639 6.46728979],[0.61767689 0.77510501],[2.75021774 8.50826456],[-0.60021638 -0.54866909],[3.04929328 6.36851081],[ 0.53992625 -0.83994761],[2.63794379 7.68085564],[-0.68521305 -0.17026852],[3.01071482 6.49306128],[-0.34793319 -0.71319176]
[4.75796024 9.48827945],[-0.98918148 -0.4884071 ],[7.49834206 5.95086985],[ 0.05707241 -0.46658221],[6.49409602 8.44445831],[-0.96147803  0.56524036],[5.6365105  9.69783381],[-0.80460914  0.4350178 ],[4.17389977 4.58568068],[-0.18622553 -0.1584681 ],[6.39105798 6.54587292],[0.57259073 0.79480769],[2.69160181 8.45103576],[-0.57108048 -0.59516383],[3.10513819 6.28565456],[ 0.57803934 -0.81540108],[2.57022869 7.662976  ],[-0.66845956 -0.18694675],[2.97719557 6.42136801],[-0.32078123 -0.71900549]
[4.66015715 9.43751169],[-0.9662984  -0.52617301],[7.50060951 5.90418469],[-0.01320685 -0.46749037],[6.39674031 8.4988286 ],[-0.98486767  0.52253034],[5.55442101 9.7389697 ],[-0.83688426  0.38727612],[4.15480349 4.57248705],[-0.19773952 -0.10645481],[6.44592686 6.62623498],[0.52521109 0.81291497],[2.6359468  8.38910594],[-0.54010552 -0.64171697],[3.16455052 6.20521491],[ 0.60821831 -0.7946686 ],[2.50408254 7.64323282],[-0.65507283 -0.20887685],[2.94670584 6.34938617],[-0.28967208 -0.72132386]
[4.56435611 9.38271004],[-0.95031681 -0.5703903 ],[7.49593331 5.85784891],[-0.08364154 -0.46138974],[6.29711745 8.54885938],[-1.00370835  0.48160554],[5.46915532 9.7751523 ],[-0.86910884  0.33483461],[4.1347136  4.56497763],[-0.20548421 -0.04408684],[6.49618076 6.70856108],[0.48046355 0.83420965],[2.58353599 8.32259312],[-0.50663549 -0.68718429],[3.22679886 6.12687491],[ 0.63966465 -0.76859326],[2.43900723 7.62090596],[-0.64323943 -0.23484969],[2.91920908 6.27703743],[-0.25678722 -0.72223286]
[4.47030773 9.32364575],[-0.92865161 -0.60871022],[7.48344471 5.81174629],[-0.1667871  -0.46000067],[6.1956545  8.59472688],[-1.02198341  0.43891697],[5.38061397 9.80577105],[-0.89913451  0.27929802],[4.11360986 4.56381456],[-0.21853751  0.01999584],[6.54191656 6.79298948],[0.43565113 0.85572455],[2.53458884 8.25160406],[-0.4705834  -0.73088625],[3.29236188 6.05149019],[ 0.6736643 -0.7364761],[2.37571769 7.59647494],[-0.62478943 -0.25637783],[2.89504421 6.2046105 ],[-0.22603869 -0.7258665 ]
[4.37879114 9.2611668 ],[-0.90118195 -0.64010369],[7.46207859 5.76565033],[-0.26101666 -0.46100461],[6.09259628 8.63645484],[-1.04020644  0.39414338],[5.28916904 9.83067525],[-0.92988728  0.21773461],[4.09132402 4.56954511],[-0.22958094  0.09334175],[6.58310091 6.87950115],[0.38939017 0.87581658],[2.48964916 8.17662375],[-0.42885548 -0.76931376],[3.36128689 5.97944623],[ 0.7046625  -0.70402588],[2.31430304 7.56980239],[-0.6032611  -0.27717697],[2.87399548 6.13184436],[-0.19500488 -0.72949751]
[4.28996358 9.19555145],[-0.87341147 -0.66995612],[7.43125129 5.71985919],[-0.35522077 -0.45318553],[5.98804134 8.67391148],[-1.05025909  0.35538171],[5.19505853 9.84955035],[-0.95096731  0.16041125],[4.06768164 4.58271785],[-0.24281823  0.17162665],[6.61956817 6.96792134],[0.33671785 0.88936789],[2.44878359 8.09770922],[-0.38920768 -0.80950151],[3.43284507 5.91034456],[ 0.72979244 -0.67419259],[2.25491217 7.54079966],[-0.58428845 -0.30302245],[2.85595719 6.05861652],[-0.16698302 -0.73618627]
[4.2034689  9.12656307],[-0.85337256 -0.70649016],[7.39089188 5.67515591],[-0.45416603 -0.44188988],[5.88235539 8.70728493],[-1.063519   0.3116712],[5.0989763 9.8625977],[-0.9705917   0.09976682],[4.04274411 4.60408108],[-0.25561117  0.25685451],[6.65058678 7.05754318],[0.28377691 0.90309888],[2.41195845 8.0149072 ],[-0.34594861 -0.84487938],[3.50708038 5.8445468 ],[ 0.75671029 -0.63945744],[2.1977843  7.50944594],[-0.5593866 -0.3255597],[2.84137148 5.98536194],[-0.12854788 -0.73280786]
[4.1193112  9.05430994],[-0.82847087 -0.73698533],[7.34026952 5.63157752],[-0.55748387 -0.42799444],[5.77559189 8.73643784],[-1.07110037  0.27176437],[5.00106884 9.86945999],[-0.98489916  0.03945755],[4.01665403 4.634365  ],[-0.26815438  0.34745009],[6.67659269 7.14879786],[0.23590892 0.92132333],[2.37971851 7.92889625],[-0.29791161 -0.87405032],[3.58397715 5.78234669],[ 0.77901523 -0.60627572],[2.14313274 7.47568856],[-0.53544045 -0.35182193],[2.83031924 5.91212052],[-0.09129114 -0.7308599 ]
[4.03729519 8.9787239 ],[-0.8095557  -0.77214915],[7.27954543 5.58988126],[-0.65630242 -0.4047786 ],[5.66795943 8.76140576],[-1.08035544  0.22847389],[4.90146327 9.86977552],[-1.00554643 -0.03244419],[3.98903406 4.67360017],[-0.28368804  0.43795533],[6.69731323 7.24133398],[0.17791186 0.92881345],[2.35223212 7.8400119 ],[-0.2495463  -0.90093397],[3.66311434 5.72361856],[ 0.80356827 -0.56795264],[2.09089715 7.43917519],[-0.50717997 -0.37679833],[2.82271754 5.8387939 ],[-0.05909252 -0.73393904]
[3.95775439 8.90028174],[-0.78460583 -0.79971138],[7.20924953 5.55094844],[-0.75187744 -0.37618813],[5.55941961 8.78195949],[-1.08975595  0.18297231],[4.80046698 9.86330574],[-1.01467723 -0.09796136],[3.96030819 4.72235125],[-0.29045162  0.53697087],[6.71219665 7.33457807],[0.11962264 0.93575379],[2.32950912 7.74849052],[-0.2029257  -0.92693019],[3.74458953 5.66875722],[ 0.8225647  -0.53221925],[2.04136306 7.39988521],[-0.48183941 -0.40783079],[2.81855146 5.76538885],[-0.02316084 -0.73303266]
[3.8807193  8.81917861],[-0.75629446 -0.82221574],[7.12961808 5.51505757],[-0.83933561 -0.34079454],[5.44991884 8.79782143],[-1.09837835  0.13577375],[4.69884887 9.85036252],[-1.01868986 -0.16236909],[3.93113415 4.78105337],[-0.29314472  0.6357902 ],[6.72140087 7.42861376],[0.0598786  0.94016968],[2.31189425 7.65495212],[-0.14998976 -0.94395546],[3.82760397 5.61723446],[ 0.83594404 -0.49965957],[1.99465175 7.35761659],[-0.45308939 -0.43873896],[2.8181617  5.69226254],[ 0.01559279 -0.72918794]
[3.80653132 8.73592668],[-0.728911   -0.84392747],[7.0414573  5.48272168],[-0.91955773 -0.30282485],[5.33996708 8.80928619],[-1.10149256  0.09251036],[4.5968447  9.83079972],[-1.01854859 -0.22650592],[3.90158785 4.84915159],[-0.29864748  0.72359036],[6.72444931 7.52287453],[0.00107474 0.94467431],[2.29952015 7.55979928],[-0.09870818 -0.95970532],[3.91164858 5.56876136],[ 0.84879832 -0.46558566],[1.95073411 7.31200817],[-0.42351026 -0.4721731 ],[2.82144359 5.61933691],[ 0.05029606 -0.72892091]
[3.73494478 8.65045675],[-0.70304379 -0.8653371 ],[6.94608723 5.45466156],[-0.98719947 -0.25923393],[5.22982884 8.81648299],[-1.10191064  0.05068096],[4.49526756 9.80510388],[-1.01492371 -0.28970365],[3.87172767 4.92572067],[-0.29657233  0.80748873],[6.72164102 7.61751064],[-0.05864197  0.94627846],[2.29205213 7.46303665],[-0.05049896 -0.9746404 ],[3.99693534 5.52377089],[ 0.85516308 -0.43572526],[1.90995033 7.26306436],[-0.39177574 -0.50679838],[2.82822969 5.54651423],[ 0.08596398 -0.72680583]
[3.66606475 8.563059  ],[-0.67156749 -0.87935028],[6.8444184  5.43098076],[-1.04487361 -0.21491272],[5.11942906 8.81919721],[-1.10241623  0.0070066 ],[4.39437014 9.77328033],[-1.00330395 -0.34718758],[3.84226327 5.01017296],[-0.2934185   0.87833176],[6.71269255 7.71203687],[-0.12137242  0.94279781],[2.28917209 7.36477063],[-0.00799205 -0.99062729],[4.08286957 5.48186102],[ 0.86346917 -0.40217571],[1.87256761 7.2107207 ],[-0.35643014 -0.54109386],[2.83845347 5.47382778],[ 0.12038371 -0.72477056]
[3.60028185 8.47428383],[-0.64500825 -0.89675431],[6.73760144 5.41183836],[-1.09064599 -0.16897395],[5.00910121 8.81760938],[-1.10427559 -0.03927163],[4.29459374 9.73559379],[-0.99345104 -0.4080323 ],[3.81304837 5.10092149],[-0.28734059  0.93769671],[6.69717695 7.80581846],[-0.19039305  0.93104383],[2.29091221 7.26550983],[ 0.03787687 -0.99872098],[4.16977375 5.44355496],[ 0.8746269 -0.3635688],[1.83906687 7.15513524],[-0.31116891 -0.56869075],[2.85210765 5.40140369],[ 0.15439143 -0.72178136]
[3.53693404 8.38364493],[-0.61895644 -0.91271836],[6.62683633 5.39739961],[-1.12133283 -0.11820505],[4.8989767  8.81170464],[-1.09833508 -0.0789861 ],[4.19603051 9.6919692 ],[-0.9784679 -0.4652424],[3.78468384 5.1971184 ],[-0.27909756  0.98485358],[6.67507914 7.89862524],[-0.25312246  0.92288086],[2.29710037 7.16554319],[ 0.08659694 -0.99926744],[4.25758461 5.40901687],[ 0.88111655 -0.32736136],[1.81005552 7.09658929],[-0.26863141 -0.60218028],[2.86947215 5.32965382],[ 0.19493734 -0.71097439]
[3.47622687 8.29153225],[-0.59428323 -0.92830513],[6.51341278 5.38799256],[-1.14770737 -0.07218564],[4.7894604 8.8018182],[-1.09252165 -0.1193902 ],[4.09884098 9.64243633],[-0.96291669 -0.52304153],[3.75742367 5.2976471 ],[-0.26966812  1.02022103],[6.64619481 7.98994692],[-0.32234688  0.9051639 ],[2.30802042 7.06557528],[ 0.13207887 -0.99913748],[4.3459876  5.37814032],[ 0.88854907 -0.28817758],[1.78516462 7.03443181],[-0.22693287 -0.63901759],[2.89130452 5.2594418 ],[ 0.24395061 -0.69087327]
[3.41808718 8.19805039],[-0.56857782 -0.94109771],[6.39752362 5.38285505],[-1.16849501 -0.03056242],[4.68071589 8.78805876],[-1.08585159 -0.15941354],[4.00361081 9.58750967],[-0.94029023 -0.57397053],[3.73103329 5.40111717],[-0.25383138  1.0516698 ],[6.61060162 8.07952527],[-0.38910041  0.88604726],[2.32322798 6.96557986],[ 0.17341736 -0.99867003],[4.43463768 5.35078606],[ 0.88459971 -0.25865207],[1.7646208  6.96866488],[-0.18425573 -0.67677705],[2.91759616 5.19084648],[ 0.28221666 -0.68033475]
[3.36231472 8.10317693],[-0.54527866 -0.95437711],[6.28003387 5.38191718],[-1.18169289  0.00997157],[4.57255539 8.77014822],[-1.07398081 -0.19542618],[3.91059968 9.52746478],[-0.92087165 -0.62782245],[3.70597236 5.50700199],[-0.24602214  1.06618168],[6.56845826 8.16708963],[-0.45778654  0.86036853],[2.3427772  6.86603878],[ 0.21554162 -0.99346415],[4.52329536 5.32686021],[ 0.88690314 -0.22128648],[1.74848501 6.89920519],[-0.13874559 -0.71270501],[2.94791654 5.12359739],[ 0.32123026 -0.66721874]
[3.30890905 8.00710793],[-0.51965836 -0.96351616],[6.16147076 5.38487587],[-1.18864718  0.04888888],[4.4656025  8.74866684],[-1.06618625 -0.23554653],[3.81998827 9.46251139],[-0.89115011 -0.67074364],[3.68196102 5.6142727 ],[-0.23516123  1.07738102],[6.51947132 8.2518769 ],[-0.52119861  0.8351351 ],[2.36629762 6.76699149],[ 0.25626475 -0.98546637],[4.61228873 5.30688234],[ 0.8917244  -0.17912852],[1.73699929 6.82623777],[-0.09178536 -0.74729514],[2.98214317 5.05777246],[ 0.36182951 -0.65037193]
[3.25845503 7.91057134],[-0.48899558 -0.96666012],[6.04231022 5.39146972],[-1.1920487   0.08446082],[4.35934277 8.7230082 ],[-1.05793038 -0.27662033],[3.73217126 9.39314822],[-0.86415666 -0.71522126],[3.65920324 5.72256474],[-0.2199035  1.0877608],[6.46431758 8.33402258],[-0.58388407  0.80474977],[2.39377486 6.66881233],[ 0.2951377  -0.97558818],[4.70131278 5.29077962],[ 0.89032913 -0.14114436],[1.73029442 6.74993778],[-0.04021032 -0.77632851],[3.02012883 4.99344928],[ 0.3982439 -0.6352865]
[3.21066934 7.81337388],[-0.46870369 -0.97892923],[5.92322067 5.40175994],[-1.18774839  0.12250662],[4.25401749 8.69329928],[-1.04878803 -0.31789894],[3.64714693 9.31949517],[-0.83205001 -0.75323512],[3.63762649 5.83134234],[-0.21171117  1.08735856],[6.40274384 8.41268247],[-0.64770815  0.76725408],[2.42517852 6.57183124],[ 0.33381452 -0.962567  ],[4.79032735 5.2787133 ],[ 0.88987407 -0.09998537],[1.72903046 6.6710772 ],[ 0.01347754 -0.801878  ],[3.06197147 4.93097752],[ 0.43793222 -0.61437556]
[3.16486146 7.71500694],[-0.44535719 -0.98605381],[5.80435699 5.41541545],[-1.18894547  0.15012615],[4.14959336 8.65938524],[-1.04026659 -0.36112461],[3.56512008 9.24190875],[-0.80699108 -0.79664564],[3.61708712 5.94017138],[-0.20056862  1.08734799],[6.3346614  8.48715105],[-0.70952627  0.72539244],[2.46059955 6.47644576],[ 0.37181767 -0.94734558],[4.87908292 5.27065603],[ 0.88595281 -0.06017865],[1.73295942 6.5896208 ],[ 0.06859378 -0.82319191],[3.1080065  4.87095171],[ 0.48075081 -0.58768573]
[3.12120289 7.61581928],[-0.42706118 -0.9965183 ],[5.68576723 5.43196639],[-1.18148985  0.18161224],[4.04642949 8.62150917],[-1.02485761 -0.39824459],[3.48595733 9.16043006],[-0.77559522 -0.83186065],[3.59770222 6.04893151],[-0.1866144   1.08798533],[6.26084978 8.5575459 ],[-0.7702336   0.67779885],[2.49980821 6.38272096],[ 0.40859358 -0.93039817],[4.96763376 5.26688794],[ 0.88249588 -0.01742576],[1.74245032 6.5062438 ],[ 0.12511302 -0.83975074],[3.15815733 4.81357297],[ 0.51984169 -0.56177546]
[3.07994338 7.51622873],[-0.39803291 -0.99511354],[5.5679026  5.45147139],[-1.17494953  0.20865425],[3.94495444 8.58006176],[-1.00854319 -0.43460723],[3.41026295 9.07585745],[-0.73901248 -0.85992025],[3.57929892 6.15725787],[-0.18074185  1.07927683],[6.18140738 8.62327195],[-0.82365753  0.63049279],[2.54214083 6.29030757],[ 0.43715909 -0.91816976],[5.05506963 5.26670422],[0.86689935 0.01455485],[1.75798644 6.42178133],[ 0.18498972 -0.84936498],[3.21236056 4.75908931],[ 0.56473812 -0.52680793]
[3.04156643 7.41677274],[-0.37089349 -0.9953199 ],[5.45081878 5.47363574],[-1.16503564  0.23572523],[3.84505419 8.53489475],[-0.99100711 -0.47023897],[3.33793659 8.98829028],[-0.70839494 -0.89186911],[3.56170377 6.26490551],[-0.1707506   1.07395233],[6.0964939  8.68377697],[-0.87402659  0.57900533],[2.58756545 6.19951385],[ 0.47032543 -0.89833559],[5.14142644 5.27027636],[0.85702822 0.05398438],[1.77918402 6.33626526],[ 0.24140877 -0.85758143],[3.27050062 4.70772406],[ 0.5969676  -0.50099042]
[3.0057788  7.31720421],[-0.34580509 -0.99686807],[5.33502095 5.49869017],[-1.15365587  0.26224108],[3.74675547 8.48598848],[-0.97318829 -0.50611584],[3.26861215 8.89758823],[-0.67550493 -0.91916703],[3.54492196 6.3717949 ],[-0.1662353   1.06255391],[6.00701991 8.73926526],[-0.91908235  0.52601652],[2.63588053 6.11041783],[ 0.49894487 -0.88020758],[5.22657718 5.27766535],[0.84433701 0.0924489 ],[1.80612641 6.25028788],[ 0.29644979 -0.8619439 ],[3.33187539 4.65913252],[ 0.63096737 -0.46977606]
[2.97244314 7.21747115],[-0.31952164 -0.99637081],[5.22013911 5.52603441],[-1.14400292  0.28405787],[3.650454   8.43370671],[-0.95366026 -0.54032176],[3.20254875 8.80424065],[-0.64433279 -0.9458295 ],[3.52890619 6.47785135],[-0.15313411  1.05923606],[5.91335471 8.78943189],[-0.9546064   0.47594421],[2.68710053 6.0233027 ],[ 0.52744727 -0.85973366],[5.31037194 5.28891156],[0.83292138 0.1341496 ],[1.83884284 6.16442375],[ 0.35649802 -0.85579456],[3.39679177 4.61399623],[ 0.66751005 -0.43211934]
[2.94178948 7.11785783],[-0.29441304 -0.99665548],[5.10609649 5.55527929],[-1.13566963  0.30155587],[3.55631815 8.37821852],[-0.92931315 -0.56963034],[3.14022869 8.70895815],[-0.60314025 -0.96059239],[3.51403519 6.58334786],[-0.14271083  1.05209316],[5.81600984 8.83416097],[-0.99599756  0.41376097],[2.74114943 5.93832679],[ 0.55159512 -0.84133605],[5.39291667 5.30434171],[0.81738239 0.1741543 ],[1.87722889 6.07911992],[ 0.40782251 -0.85256742],[3.46483576 4.57229747],[ 0.69534391 -0.39925135]
[2.91357654 7.01818593],[-0.26742716 -0.99429683],[4.99317807 5.5864512 ],[-1.12371473  0.32050814],[3.46434602 8.31952891],[-0.90675019 -0.60071795],[3.08132092 8.61159786],[-0.56969541 -0.98088841],[3.50010777 6.68799369],[-0.13548256  1.04118819],[5.71469296 8.87248524],[-1.03035505  0.35159812],[2.79789292 5.85558408],[ 0.58147567 -0.81503123],[5.47380068 5.32377683],[0.79879191 0.21331437],[1.92084632 5.99455171],[ 0.46260473 -0.83965964],[3.53591923 4.53434466],[ 0.72310669 -0.36236466]
[2.88786501 6.9185777 ],[-0.24436884 -0.99526035],[4.88140323 5.6193679 ],[-1.11473713  0.33445175],[3.3748747  8.25798666],[-0.88068543 -0.62804219],[3.0262613  8.51279584],[-0.53265254 -0.99598239],[3.48716186 6.79178161],[-0.12379318  1.0341106 ],[5.61022276 8.90456222],[-1.05693422  0.29115276],[2.8570552  5.77500572],[ 0.60204826 -0.79587639],[5.55268144 5.34708493],[0.77934996 0.25373379],[1.96935808 5.91100049],[ 0.50587526 -0.83198954],[3.60981326 4.50031977],[ 0.7525935  -0.31959926]
[2.86478636 6.81922449],[-0.21667184 -0.99127067],[4.77039236 5.65341138],[-1.10600267  0.34544102],[3.28788084 8.19359452],[-0.86051077 -0.66108303],[2.97485668 8.41251934],[-0.4993624  -1.01303435],[3.47522708 6.89466622],[-0.11561171  1.02290551],[5.5031629  8.93038932],[-1.08337841  0.22538015],[2.9184218  5.69659559],[ 0.62339756 -0.77388711],[5.62931353 5.37424512],[0.75411211 0.29054638],[2.02220124 5.82854317],[ 0.5520473  -0.81513624],[3.68673723 4.47088216],[ 0.78235917 -0.27191778]
[2.8440956  6.71991496],[-0.19751978 -0.99505306],[4.66045567 5.68864717],[-1.09010662  0.36179446],[3.2029928  8.12597993],[-0.83190555 -0.68576219],[2.92622491 8.31012734],[-0.47167893 -1.03264068],[3.46369579 6.99603768],[-0.11283484  1.00681541],[5.39399363 8.94991366],[-1.10207618  0.16242497],[2.98182529 5.6203836 ],[ 0.64321695 -0.75149967],[5.70354401 5.405321  ],[0.73208741 0.33291781],[2.07975958 5.7481448 ],[ 0.5971657  -0.79384433],[3.76576651 4.44554871],[ 0.79985121 -0.23252846]
[2.8251751  6.62017402],[-0.17596165 -0.99464241],[4.55216474 5.72554791],[-1.07407235  0.37772323],[3.12118002 8.05613433],[-0.80475265 -0.71146537],[2.88088557 8.2064179 ],[-0.43563219 -1.04179613],[3.45288097 7.09623217],[-0.10412314  0.99635504],[5.28322769 8.96319461],[-1.11354408  0.10239613],[3.04712941 5.54642001],[ 0.66142064 -0.72892976],[5.77582211 5.44103121],[0.71125425 0.37948062],[2.14143774 5.66975856],[ 0.63691666 -0.77248464],[3.84694697 4.42476701],[ 0.82126294 -0.1849132 ]
[2.80919592 6.52124781],[-0.14673313 -0.98706685],[4.44510149 5.76360641],[-1.06639096  0.38384982],[3.04175496 7.98339854],[-0.78014791 -0.73955921],[2.83923745 8.10194854],[-0.39727535 -1.04732339],[3.44278297 7.19520448],[-0.09869644  0.98227984],[5.1711617  8.97011197],[-1.12447224  0.03876473],[3.11400496 5.47455108],[ 0.6775784  -0.70669804],[5.84551108 5.48102911],[0.68460441 0.42291333],[2.20715796 5.59382882],[ 0.67797599 -0.74480282],[3.93004765 4.40874244],[ 0.83915179 -0.13649611]
[2.79581317 6.42276019],[-0.12061817 -0.98233109],[4.33901844 5.80238725],[-1.05339753  0.39350632],[2.96516245 7.90823951],[-0.75058515 -0.76239978],[2.8011474  7.99671528],[-0.36667054 -1.05910895],[3.43323629 7.29277763],[-0.09062014  0.97074583],[5.05832528 8.9708158 ],[-1.12808967 -0.02092216],[3.18224435 5.40473272],[ 0.68910703 -0.68752873],[5.91269183 5.52566838],[0.65682818 0.46806276],[2.27675616 5.52067632],[ 0.71468282 -0.7167813 ],[4.01481339 4.39764726],[ 0.85872928 -0.08207662]
[2.78456682 6.32430791],[-0.10367399 -0.98562907],[4.23395829 5.8417953 ],[-1.05071527  0.3912898 ],[2.8914601 7.8307462],[-0.72424237 -0.78813107],[2.76638213 7.89066567],[-0.32953624 -1.062559  ],[3.42407553 7.38877447],[-0.09067896  0.9511566 ],[4.94505241 8.96532711],[-1.13312812 -0.08507589],[3.2514737  5.33674076],[ 0.69909549 -0.66847974],[5.97668313 5.57454173],[0.62147511 0.50820102],[2.34959406 5.45011772],[ 0.74246593 -0.69330271],[4.1010633  4.39174713],[ 0.8701336  -0.03142998]
[2.77529027 6.22587349],[-0.08464586 -0.98555683],[4.12933068 5.88101242],[-1.04245164  0.39223812],[2.82054703 7.7508542 ],[-0.69389175 -0.80947006],[2.73501529 7.78402824],[-0.29918553 -1.0712219 ],[3.41503208 7.48295248],[-0.09014641  0.9325195 ],[4.83198502 8.95402289],[-1.12763051 -0.14060211],[3.32212403 5.27114291],[ 0.71477629 -0.64239519],[6.03691226 5.62732302],[0.58368056 0.54832748],[2.42565985 5.38256179],[ 0.77638737 -0.65962511],[4.18874132 4.39143263],[0.88030906 0.02267921]
[2.76800209 6.12759595],[-0.06182408 -0.98056732],[4.02560312 5.92033053],[-1.02967368  0.39637331],[2.75289311 7.66906863],[-0.6598233  -0.82679096],[2.70643274 7.67640402],[-0.271475   -1.07986253],[3.40615884 7.57539398],[-0.08459183  0.91895804],[4.71929143 8.93689279],[-1.1216157  -0.19755372],[3.39419699 5.2080737 ],[ 0.72787837 -0.61757991],[6.0933484  5.68422528],[0.54207068 0.58705927],[2.50472526 5.31817179],[ 0.80547787 -0.62702269],[4.27727831 4.39657953],[0.88961387 0.08009855]
[2.76285775 6.02971226],[-0.04441425 -0.98022864],[3.92329626 5.96018153],[-1.0161962   0.40088617],[2.68846076 7.58538062],[-0.62645996 -0.84447743],[2.68103818 7.56841144],[-0.24076741 -1.08391651],[3.39790278 7.66649456],[-0.0846664   0.89901432],[4.60740524 8.91421151],[-1.11590276 -0.25608354],[3.46745684 5.14742603],[ 0.73820711 -0.59429861],[6.14517333 5.74466837],[0.49521486 0.62289373],[2.58657882 5.25709845],[ 0.83021085 -0.59527255],[4.36625161 4.40717579],[0.89015643 0.13260715]
[2.75927723 5.93176585],[-0.02768467 -0.97883851],[3.82247995 6.00061604],[-1.00017636  0.40766961],[2.62731957 7.49989348],[-0.59933569 -0.86806175],[2.65820088 7.45963519],[-0.21511984 -1.09028424],[3.38956419 7.75554715],[-0.0818605  0.8822238],[4.49665579 8.8861813 ],[-1.09800306 -0.3032976 ],[3.54157304 5.08898744],[ 0.74475686 -0.57368339],[6.19242754 5.80891994],[0.44753449 0.66007842],[2.6710422  5.19950067],[ 0.8600775  -0.55507985],[4.45510492 4.42301196],[0.88839732 0.18608682]
[2.75748891 5.83413976],[-0.01084753 -0.97625137],[3.7228894  6.04131965],[-0.99096089  0.406906  ],[2.56905351 7.41225156],[-0.56584669 -0.88454101],[2.63778969 7.35021563],[-0.19280911 -1.09730169],[3.38165955 7.84304361],[-0.07511955  0.86871179],[4.38747752 8.85321682],[-1.08668942 -0.35728415],[3.61663572 5.03295696],[ 0.75572027 -0.54749387],[6.23502189 5.87709335],[0.4025344  0.70172234],[2.75763646 5.14522215],[ 0.86967644 -0.53232389],[4.54337616 4.44394143],[0.87667929 0.2324474 ]
[2.75729136 5.73675822],[ 0.00958903 -0.96874743],[3.62436179 6.0820343 ],[-0.97709989  0.40983441],[2.51414771 7.32299464],[-0.53352584 -0.90172014],[2.61983609 7.24044652],[-0.16427138 -1.09586507],[3.3742708  7.92898458],[-0.073283    0.84950891],[4.27943934 8.81478947],[-1.07194464 -0.40920933],[3.69265977 4.97946983],[ 0.7659458  -0.52085921],[6.27271803 5.9491014 ],[0.35254661 0.73968207],[2.84555634 5.09368404],[ 0.88847123 -0.49828215],[4.63024452 4.46937335],[0.86199229 0.27772625]
[2.75958251 5.64055804],[ 0.03617645 -0.95545666],[3.52746318 6.12328364],[-0.96228575  0.41364702],[2.46259225 7.23216728],[-0.49781474 -0.91493992],[2.60512087 7.13122136],[-0.13303182 -1.09142717],[3.3673212  8.01323639],[-0.06772853  0.83331234],[4.17349143 8.7717885 ],[-1.04963929 -0.45321562],[3.76985414 4.92886259],[ 0.77729585 -0.49173492],[6.30541452 6.02493706],[0.30035098 0.77599127],[2.93512308 5.04543725],[ 0.90450314 -0.46464281],[4.71580014 4.49959691],[0.84850355 0.32644012]
[2.76455843 5.54568267],[ 0.06211555 -0.94331415],[3.43198251 6.1648274 ],[-0.94839168  0.41608168],[2.41454333 7.13997382],[-0.46601316 -0.93156187],[2.59330419 7.02226774],[-0.10445221 -1.08855674],[3.36123388 8.09611577],[-0.05540813  0.82258945],[4.06946452 8.7240773 ],[-1.02967105 -0.49968146],[3.84787208 4.88091706],[ 0.78541047 -0.464641  ],[6.33251013 6.10403186],[0.23896266 0.80330969],[3.02607873 5.00044789],[ 0.91645665 -0.43299135],[4.79995065 4.53475329],[0.83194675 0.37437789]
