[5.80503326 2.80686357],[ 4.22141962 -3.89122168],[5.79654822 7.07584654],[ 0.53870353 -2.12637513],[0.78121514 0.16725332],[ 0.05268639 -2.04573964],[6.40563389 4.11992662],[-2.25903668  3.42049617],[9.58348262 7.70907276],[3.02735207 3.32920425],[5.04498543 3.37363073],[-2.7158341   1.12647029],[6.13868955 0.61834098],[ 0.21331384 -1.16054558],[9.05294954 0.85092044],[-1.50460967  4.49169326],[2.4350711  2.74879049],[1.39984726 3.50086995],[4.5530903 3.6786744],[-4.91157399 -3.07859411]
[3.51757613 4.09477842],[-0.80289171 -0.04955847],[3.02623121 1.50345185],[-0.2763379  0.9946374],[6.23417422 5.3197837 ],[-0.26609424  0.51169847],[6.07578416 1.16350933],[0.88980298 0.00877513],[4.12233707 1.62794756],[-0.53066901 -0.66732545],[6.92299739 1.94456453],[ 0.43084752 -0.6661759 ],[4.83909954 5.70664523],[0.14246789 0.3005022 ],[3.21538876 1.55994589],[ 0.71285693 -0.73661771],[5.59001701 0.89587277],[-1.01937551 -0.13278074],[6.90852256 4.09058825],[-0.30965741  0.85357795]
[3.43820373 4.08851147],[-0.7868855  -0.07833701],[3.00088837 1.60380507],[-0.23073815  1.01156656],[6.20491072 5.36922106],[-0.31902043  0.47717147],[6.16410713 1.16616715],[0.87551903 0.04344164],[4.06967955 1.56174533],[-0.52407589 -0.65823461],[6.96445105 1.87771834],[ 0.39482155 -0.67384103],[4.8543135  5.73436714],[0.16000652 0.25125009],[3.28869262 1.4880092 ],[ 0.75324719 -0.70121064],[5.488026   0.88532174],[-1.02004301 -0.0781196 ],[6.87495841 4.1750384 ],[-0.36000742  0.83655477]
[3.36017529 4.07901274],[-0.77242063 -0.11063017],[2.98036157 1.70590124],[-0.17966561  1.02983581],[6.17066205 5.41549454],[-0.36610774  0.44798039],[6.25135324 1.17274338],[0.86987419 0.08905436],[4.01800386 1.49679758],[-0.51233008 -0.64355999],[7.00225576 1.81016652],[ 0.36091749 -0.67726962],[4.87118636 5.75677383],[0.17919003 0.19763336],[3.36627699 1.42011601],[ 0.79450874 -0.65973728],[5.38559936 0.87976759],[-1.02827861 -0.03337283],[6.83644868 4.25773786],[-0.40739073  0.8196633 ]
[3.28364653 4.06623525],[-0.75830761 -0.14536236],[2.96503669 1.80970728],[-0.12620443  1.04617056],[6.13129778 5.4583903 ],[-0.42285038  0.40800761],[6.33774776 1.18375033],[0.8567384 0.1302207],[3.96736386 1.43319917],[-0.5018742  -0.62973217],[7.03640261 1.74211126],[ 0.32060655 -0.68485384],[4.89031706 5.77382847],[0.20271386 0.14166104],[3.44804037 1.35667997],[ 0.83944844 -0.60940425],[5.28268765 0.87887348],[-1.03161126  0.01319197],[6.79300841 4.33839872],[-0.45885356  0.79560025]
[3.20865298 4.04999543],[-0.74152223 -0.1797779 ],[2.95516361 1.91502754],[-0.07499909  1.05604251],[6.0862125  5.49715607],[-0.47715283  0.36861276],[6.42293432 1.19912079],[0.84548953 0.17617521],[3.91746517 1.37070619],[-0.49493252 -0.61885917],[7.06676787 1.67367205],[ 0.28300212 -0.68730013],[4.91183584 5.78496142],[0.22602913 0.07819064],[3.53386899 1.29811439],[ 0.87263356 -0.56563757],[5.179431   0.88245029],[-1.03233493  0.05896863],[6.74450097 4.41657354],[-0.50785377  0.77076387]
[3.13513281 4.02997235],[-0.72583712 -0.21803257],[2.95032833 2.021106  ],[-0.0254234  1.0614008],[6.03577794 5.53193547],[-0.53163315  0.32634017],[6.50696294 1.21922052],[0.83408061 0.22532578],[3.86825093 1.30932046],[-0.48993283 -0.60932626],[7.09335962 1.6050988 ],[ 0.24470303 -0.68789643],[4.93588614 5.78956256],[0.25397172 0.01161656],[3.62251373 1.24364267],[ 0.89852257 -0.52488181],[5.07632468 0.89067596],[-1.02606006  0.10883452],[6.6916401  4.49262019],[-0.55063718  0.7482309 ]
[3.06329254 4.00609751],[-0.71068643 -0.25965649],[2.95044448 2.12759585],[0.02697139 1.06715056],[5.97956455 5.56197814],[-0.5907623   0.27563752],[6.58964516 1.24420348],[0.81819703 0.27346643],[3.81952495 1.24891053],[-0.48467013 -0.5988509 ],[7.11555575 1.53605212],[ 0.20006618 -0.69166933],[4.96234194 5.78672135],[ 0.27553663 -0.06926145],[3.71372531 1.19342488],[ 0.92461192 -0.47988028],[4.9743954  0.90436455],[-1.01403457  0.16310515],[6.63442168 4.56613998],[-0.59460088  0.72059547]
[2.99307111 3.97800338],[-0.69309407 -0.30202635],[2.95573027 2.23445276],[0.07855526 1.06944265],[5.91771831 5.58699924],[-0.64785972  0.22218042],[6.67063212 1.27406146],[0.80231823 0.32497433],[3.77163696 1.1898913 ],[-0.47242979 -0.58077981],[7.1336976  1.46719107],[ 0.16209096 -0.68580226],[4.99126963 5.77572089],[ 0.30389954 -0.15094671],[3.80727913 1.14763574],[ 0.94765175 -0.4341043 ],[4.87346622 0.92316836],[-1.00227696  0.21475596],[6.57256308 4.63645443],[-0.64200952  0.68557922]
[2.92477955 3.94568507],[-0.67300997 -0.34508747],[2.96594604 2.34120417],[0.12483401 1.06454119],[5.85011338 5.60633134],[-0.70158848  0.16605478],[6.74962357 1.30883593],[0.77612198 0.3695016 ],[3.72489202 1.13262613],[-0.46666255 -0.56860082],[7.14744638 1.39848152],[ 0.11034237 -0.69029401],[5.02300803 5.75618879],[ 0.33172346 -0.23966751],[3.90297075 1.10644927],[ 0.96414985 -0.39119121],[4.77356952 0.94685801],[-0.99491397  0.25914335],[6.50556926 4.70266729],[-0.69308611  0.64271837]
[2.85860742 3.90900796],[-0.64972079 -0.38821588],[2.98070502 2.44732568],[0.1664851  1.05399864],[5.77712501 5.61970634],[-0.76110745  0.097192  ],[6.82588557 1.34809071],[0.7540763  0.42105315],[3.67890131 1.07679271],[-0.45464128 -0.54946061],[7.15599301 1.32950727],[ 0.05941599 -0.68969493],[5.05748727 5.72749789],[ 0.35841012 -0.33400085],[4.00046617 1.06987264],[ 0.98470665 -0.34082866],[4.67453255 0.97492833],[-0.98559816  0.30182428],[6.43377036 4.76467039],[-0.74091341  0.59850592]
[2.79506439 3.86815832],[-0.61982497 -0.42790262],[3.0000408  2.55276431],[0.21961331 1.05376214],[5.69865771 5.626254  ],[-0.80651914  0.03416383],[6.90003027 1.39276881],[0.72789929 0.47205788],[3.63395977 1.02275399],[-0.44492818 -0.53194311],[7.15952819 1.26088699],[ 0.01058789 -0.68278113],[5.0946265  5.68926596],[ 0.38357948 -0.43122653],[4.09966992 1.03816159],[ 0.99824902 -0.2940261 ],[4.57641646 1.00706564],[-0.9765279   0.34039275],[6.35743308 4.82225373],[-0.78606185  0.55207656]
[2.73440882 3.82308073],[-0.59284429 -0.4736901 ],[3.02388116 2.65729732],[0.25909789 1.03890367],[5.6157612  5.62620476],[-0.84852231 -0.03359242],[6.97113277 1.44227667],[0.6932338  0.51756489],[3.5899007  0.97041616],[-0.43497902 -0.51342794],[7.1575932  1.19259937],[-0.04977165 -0.68262193],[5.13374899 5.64087693],[ 0.3989569  -0.53550212],[4.20019352 1.01124942],[ 1.01100612 -0.24495523],[4.4793217 1.0429795],[-0.96563169  0.37689425],[6.27674405 4.87509978],[-0.82952096  0.50216845]
[2.67665941 3.7734689 ],[-0.56033286 -0.51717855],[3.0518041  2.76047081],[0.30039782 1.02559206],[5.52901917 5.61932454],[-0.88653988 -0.10558599],[7.03856137 1.49626598],[0.65418189 0.56142459],[3.54667522 0.91980818],[-0.42788307 -0.49695168],[7.14994105 1.12490494],[-0.10621335 -0.67342658],[5.17381168 5.58180359],[ 0.40196466 -0.64446381],[4.30186784 0.9892754 ],[ 1.02051357 -0.19609043],[4.38347141 1.08250418],[-0.94744199  0.41704737],[6.19177743 4.92274684],[-0.86921115  0.45049925]
[2.62203847 3.71923158],[-0.52970228 -0.56559515],[3.08385739 2.86228785],[0.34026408 1.01033877],[5.43901567 5.6053718 ],[-0.91009236 -0.17117539],[7.10217316 1.55486349],[0.61917339 0.61200012],[3.5041047  0.87083723],[-0.42185041 -0.48064908],[7.13610628 1.05786572],[-0.17108218 -0.66703612],[5.21452706 5.51276753],[ 0.41010733 -0.73601895],[4.40415106 0.97196992],[ 1.02615458 -0.14878419],[4.28997102 1.12646053],[-0.92441413  0.45980743],[6.10304017 4.96514983],[-0.90392633  0.39835128]
[2.57089168 3.66042166],[-0.49278256 -0.61050238],[3.12001917 2.96267652],[0.38245018 0.99685548],[5.34689663 5.58475999],[-0.93045987 -0.24030077],[7.16185341 1.61821418],[0.57454294 0.65542528],[3.46250133 0.82390594],[-0.41144051 -0.45905408],[7.11561958 0.99160124],[-0.2374722  -0.65612028],[5.25577992 5.43505463],[ 0.41236272 -0.81796865],[4.50693538 0.95945111],[ 1.02736498 -0.10346431],[4.19873102 1.17451642],[-0.90111079  0.50011752],[6.01112465 5.00237487],[-0.93276512  0.34696451]
[2.52354168 3.59710201],[-0.45469054 -0.65663653],[3.16008034 3.06137898],[0.41828768 0.97676438],[5.25283307 5.55699109],[-0.94777289 -0.31307188],[7.21722999 1.68617542],[0.5313765  0.70239931],[3.42186132 0.7791053 ],[-0.40299381 -0.43842956],[7.08848125 0.9267165 ],[-0.30630738 -0.64164882],[5.29683616 5.34958831],[ 0.4096121  -0.88751455],[4.60994619 0.95167272],[ 1.0310183  -0.05346987],[4.10996775 1.22661784],[-0.8803318   0.53516108],[5.91656213 5.03446155],[-0.96073263  0.2917511 ]
[2.4803346  3.52940345],[-0.40859676 -0.6967046 ],[3.20399761 3.158338  ],[0.46023023 0.96250683],[5.15756778 5.52218101],[-0.95482161 -0.38115331],[7.26790631 1.75853869],[0.48438631 0.74723747],[3.38203837 0.73639354],[-0.39346967 -0.4156344 ],[7.05411452 0.8632447 ],[-0.38025516 -0.62606355],[5.33705106 5.25747864],[ 0.39330685 -0.95300672],[4.71293623 0.94862325],[ 1.02766345 -0.0084114 ],[4.02295415 1.28171536],[-0.85820263  0.56801857],[5.81930856 5.0608791 ],[-0.98637216  0.23371092]
[2.44189344 3.45777342],[-0.35753917 -0.73338684],[3.25150433 3.25325874],[0.49343236 0.9395529 ],[5.06196721 5.48072005],[-0.95721112 -0.44865438],[7.31388932 1.83544232],[0.43250068 0.78811792],[3.34325753 0.69610946],[-0.38339127 -0.39109741],[7.01269711 0.80197478],[-0.44538093 -0.5958247 ],[5.37538909 5.15943985],[ 0.37335004 -1.00515334],[4.81566302 0.95024859],[1.02569208 0.03996164],[3.93863745 1.34044619],[-0.83014667  0.60413053],[5.71961528 5.08135245],[-1.00588611  0.17664436]
[2.40867355 3.38252474],[-0.30605705 -0.77076812],[3.30246096 3.34601949],[0.5253666  0.91545895],[4.96646956 5.43267894],[-0.95025033 -0.50994969],[7.35447146 1.91625811],[0.37817696 0.82715399],[3.30529174 0.65815102],[-0.37558973 -0.36752278],[6.96415813 0.74338871],[-0.5261792  -0.57589952],[5.4115882  5.05679432],[ 0.34975233 -1.04637374],[4.91796709 0.95658412],[1.01907731 0.08565521],[3.8569575  1.40247983],[-0.80203646  0.63749311],[5.61806581 5.09598702],[-1.02288721  0.11757827]
[2.38083299 3.30374839],[-0.25199799 -0.80594252],[3.35644988 3.43623364],[0.55318645 0.8877365 ],[4.87186111 5.37861129],[-0.94028974 -0.56990921],[7.38960315 2.00095154],[0.32369477 0.86572235],[3.26832933 0.62284476],[-0.363314   -0.33801975],[6.90760626 0.68710741],[-0.60412461 -0.54842184],[5.44537618 4.95060543],[ 0.32954249 -1.07227658],[5.01956009 0.96752389],[1.00934349 0.12995545],[3.77834789 1.46797664],[-0.77009516  0.67204919],[5.51510187 5.10479979],[-1.03834455  0.05598707]
[2.35831976 3.22140379],[-0.19863055 -0.84100642],[3.41302734 3.523518  ],[0.57846101 0.85818873],[4.77875175 5.31901279],[-0.92128323 -0.62134613],[7.41898737 2.08915623],[0.26466866 0.89873314],[3.23254351 0.59051774],[-0.35410368 -0.30995784],[6.84347389 0.63396789],[-0.67604444 -0.5115283 ],[5.47743031 4.84252399],[ 0.30776651 -1.09186645],[5.11988595 0.98265343],[0.99590933 0.17152183],[3.70260712 1.53646684],[-0.7437785  0.6982364],[5.41095345 5.10759487],[-1.04424090e+00 -6.43551005e-05]
[2.34126046 3.13575134],[-0.14465924 -0.8736409 ],[3.47259002 3.60832298],[0.61284617 0.83797739],[4.68769154 5.25443461],[-0.89852351 -0.66859902],[7.44258535 2.18068308],[0.2056673  0.92970217],[3.19767273 0.56107917],[-0.34292376 -0.27812972],[6.77234958 0.58483191],[-0.74409646 -0.468746  ],[5.50672413 4.73229732],[ 0.27997768 -1.10970365],[5.21895011 1.0020817 ],[0.98378338 0.21572967],[3.6299887  1.60793175],[-0.71099323  0.7282219 ],[5.30614488 5.10455337],[-1.05027959 -0.05958157]
[2.3297647  3.04713734],[-0.08734811 -0.90011646],[3.5352468  3.69076374],[0.63958343 0.81024928],[4.59885947 5.18512912],[-0.87752863 -0.71665981],[7.45997703 2.27488268],[0.1421133  0.95366021],[3.16408041 0.53508313],[-0.32801138 -0.24054047],[6.69482683 0.54042577],[-0.80499408 -0.41809969],[5.53337402 4.62070504],[ 0.2516154  -1.12261505],[5.31674756 1.02596055],[0.97134997 0.26128647],[3.56039177 1.68200748],[-0.68125419  0.75256735],[5.20063263 5.09527691],[-1.05879599 -0.12539701]
[2.32401449 2.95606343],[-0.02838679 -0.92136686],[3.60033815 3.77021583],[0.66206575 0.77874876],[4.51259253 5.1115518 ],[-0.84779292 -0.75448593],[7.47072879 2.37105939],[0.07345417 0.9698479 ],[3.13189436 0.51287323],[-0.31342983 -0.20100565],[6.61136362 0.50120941],[-0.86352248 -0.36585482],[5.55691208 4.50780608],[ 0.21912019 -1.13465193],[5.41302528 1.05419522],[0.95472512 0.30415684],[3.49389146 1.75851435],[-0.650951    0.77497945],[5.09493507 5.07991763],[-1.05453976 -0.18148952]
[2.32394024 2.86285661],[ 0.02450361 -0.94412813],[3.66769599 3.84655977],[0.68641433 0.74956714],[4.42941947 5.03440776],[-0.8149629  -0.78728047],[7.47457793 2.46866362],[0.00143082 0.97958781],[3.10090959 0.4944837 ],[-0.30508939 -0.16520571],[6.52198129 0.46702508],[-0.92313206 -0.31764153],[5.57747218 4.39416618],[ 0.19162223 -1.13827664],[5.50766148 1.08681613],[0.93776685 0.34826891],[3.43037574 1.83709942],[-0.61884448  0.79686846],[4.98956806 5.05873987],[-1.0475439 -0.2370793]
[2.32929276 2.76779316],[ 0.08150299 -0.9572361 ],[3.73757486 3.92008948],[0.71252739 0.72250719],[4.34979479 4.95435314],[-0.78064625 -0.816521  ],[7.47141803 2.56726572],[-0.06483267  0.99135065],[3.07105686 0.48010723],[-0.29076704 -0.12066949],[6.42738176 0.43819164],[-0.96942447 -0.26052895],[5.59535156 4.28033825],[ 0.16470907 -1.13932859],[5.60068203 1.12402537],[0.91851061 0.39193023],[3.3701274  1.91781374],[-0.58606839  0.81711963],[4.88542257 5.03248444],[-1.03701224 -0.28977704]
[2.34024207 2.67159399],[ 0.13725427 -0.96602584],[3.81001362 3.99088204],[0.73449279 0.69171715],[4.27297753 4.87085794],[-0.7533999 -0.8506284],[7.46178217 2.66693487],[-0.1283787   1.00047385],[3.04243167 0.47012965],[-0.28252869 -0.07919067],[6.32858048 0.4152489 ],[-1.00853177 -0.20132762],[5.61025943 4.16623095],[ 0.13434766 -1.14158783],[5.69139685 1.1652681 ],[0.89840053 0.43578987],[3.31339162 2.00067023],[-0.55028092  0.8380366 ],[4.78241378 5.0009916 ],[-1.02529445 -0.34235433]
[2.35682215 2.57484988],[ 0.1931417  -0.96905587],[3.88435452 4.05832286],[0.75379087 0.65867997],[4.19970266 4.7848793 ],[-0.7134744  -0.86993959],[7.44548973 2.76694146],[-0.19700834  0.99918854],[3.01451719 0.46434466],[-0.27222626 -0.03245456],[6.22615569 0.39820684],[-1.039889  -0.1405628],[5.62215421 4.05201894],[ 0.10355156 -1.14244485],[5.7797149  1.21057951],[0.86888517 0.47143222],[3.25998909 2.08526685],[-0.51815514  0.8531873 ],[4.68075442 4.96436707],[-1.01035105 -0.39254773]
[2.37898369 2.47807687],[ 0.24852106 -0.9669421 ],[3.96049446 4.12234897],[0.76977911 0.62271005],[4.1298024  4.69645792],[-0.68430364 -0.89777832],[7.42242995 2.86664803],[-0.26578691  0.99237418],[2.98817056 0.4639449 ],[-0.25517758  0.02455468],[6.12109641 0.38743692],[-1.0643537  -0.07903486],[5.63098493 3.93781634],[ 0.07338517 -1.14102667],[5.86518181 1.25959851],[0.84112484 0.50970282],[3.20973202 2.17121663],[-0.48860494  0.8639544 ],[4.58077831 4.92289177],[-0.98885395 -0.43655027]
[2.4066147 2.3817293],[ 0.30466665 -0.95841458],[4.03850384 4.18306838],[0.78930058 0.59070694],[4.06297928 4.60553631],[-0.65200854 -0.92006559],[7.39239615 2.96532185],[-0.3322027   0.98269642],[2.96368085 0.46958224],[-0.2346157   0.08877624],[6.01362266 0.38248462],[-1.08204291 -0.01813427],[5.63677422 3.82380263],[ 0.04317991 -1.13834172],[5.9476481 1.3122658],[0.81158355 0.54714144],[3.16252276 2.25826087],[-0.45178075  0.8803636 ],[4.48270521 4.87676871],[-0.96935511 -0.48263144]
[2.43984111 2.28647353],[ 0.35585936 -0.94964155],[4.11824671 4.24039239],[0.80435154 0.55465929],[3.99912431 4.51225219],[-0.62229479 -0.94232798],[7.35556787 3.06258032],[-0.40300668  0.96295085],[2.94130729 0.48188879],[-0.21453936  0.15622784],[5.90445935 0.38335525],[-1.10131539  0.03391406],[5.63965609 3.71021239],[ 0.01235558 -1.13541258],[6.02703485 1.36860561],[0.77663257 0.58023006],[3.11910421 2.34693586],[-0.41685599  0.89259448],[4.3870085  4.82648351],[-0.9451109  -0.52344283]
[2.47801639 2.19222915],[ 0.40989581 -0.93219739],[4.19946379 4.29409767],[0.82131754 0.5208648 ],[3.93838619 4.41701162],[-0.59095418 -0.96047562],[7.31209875 3.15802101],[-0.4645434   0.94648809],[2.9210457  0.50122172],[-0.19047167  0.23114769],[5.79416742 0.3898446 ],[-1.10411486  0.09528291],[5.63949755 3.59701623],[-0.01601654 -1.12891879],[6.1030389  1.42841535],[0.74224455 0.61487388],[3.0791011  2.43667154],[-0.3798823   0.90512741],[4.29359365 4.77199184],[-0.92091439 -0.56394911]
[2.52171634 2.10007812],[ 0.45973075 -0.91429023],[4.28216717 4.34423472],[0.83122187 0.4804412 ],[3.8808001  4.32009568],[-0.56046053 -0.97706121],[7.26239023 3.25140501],[-0.52708289  0.92266462],[2.90365188 0.5286596 ],[-0.15800368  0.31735981],[5.68338906 0.40194671],[-1.11082728  0.14615345],[5.63625782 3.48427767],[-0.04718993 -1.12410298],[6.17548168 1.49161788],[0.70596153 0.64863929],[3.04265341 2.52741876],[-0.34941702  0.90934667],[4.20260667 4.71348543],[-0.8973549  -0.60455166]
[2.56998903 2.00958659],[ 0.50788373 -0.89252128],[4.36589853 4.39037188],[0.84405377 0.44305916],[3.82604197 4.22143343],[-0.53377862 -0.99470622],[7.20642268 3.34209842],[-0.58512291  0.8972256 ],[2.88933491 0.5646504 ],[-0.12838408  0.40255159],[5.57218154 0.41901506],[-1.11003505  0.19737163],[5.63036722 3.37250888],[-0.06867397 -1.10956922],[6.24405543 1.55800793],[0.66577441 0.6795205 ],[3.00961118 2.61887281],[-0.31544114  0.91551775],[4.11436377 4.65134435],[-0.86800852 -0.63851846]
[2.62293857 1.92137881],[ 0.5513856  -0.87048929],[4.45088619 4.4327644 ],[0.8565435  0.40577282],[3.77425749 4.12144385],[-0.49995108 -1.00276856],[7.14502411 3.43028632],[-0.64378414  0.86459699],[2.87827816 0.6094866 ],[-0.09452323  0.49222573],[5.46121173 0.44106229],[-1.10711231  0.24468202],[5.62229552 3.26211599],[-0.09118553 -1.09680591],[6.30892883 1.62785411],[0.63034823 0.71613533],[2.97984315 2.71075474],[-0.28101302  0.92083   ],[4.02848477 4.58527358],[-0.84593561 -0.67908778]
[2.68045911 1.83583304],[ 0.59654783 -0.84213749],[4.53706127 4.47139227],[0.86555787 0.36555102],[3.72624059 4.02109515],[-0.46418645 -1.00774379],[7.07761463 3.51477691],[-0.70014025  0.82846385],[2.8709256  0.66353309],[-0.05186225  0.58875079],[5.35076943 0.4677877 ],[-1.10322174  0.28727572],[5.61187856 3.15290298],[-0.11688303 -1.08726125],[6.37014092 1.70128305],[0.59242869 0.75101904],[2.95387185 2.80343055],[-0.23830288  0.93236671],[3.94531918 4.51569887],[-0.81716813 -0.71194735]
[2.74210983 1.75296876],[ 0.63643002 -0.81441397],[4.62416737 4.50605378],[0.87335859 0.32453988],[3.6814453 3.9199862],[-0.43110377 -1.01353113],[7.00512823 3.59590757],[-0.75146648  0.79127985],[2.86732021 0.72651475],[-0.01879055  0.67144277],[5.2411522  0.49893321],[-1.09161528  0.3324    ],[5.59893243 3.04470663],[-0.14037735 -1.07496812],[6.42756128 1.77822739],[0.55546525 0.78731507],[2.93197534 2.89693682],[-0.20170718  0.93547873],[3.86506171 4.4429295 ],[-0.78843095 -0.74362489]
[2.80758286 1.6729364 ],[ 0.67542821 -0.78313115],[4.71201005 4.53658569],[0.88153554 0.28427454],[3.63960155 3.81803971],[-0.40445997 -1.02357834],[6.92767226 3.67319294],[-0.79633411  0.75479337],[2.86764401 0.79807972],[0.02449769 0.75766836],[5.13281657 0.5344923 ],[-1.07778229  0.37542833],[5.58387028 2.93796426],[-0.16278781 -1.061856  ],[6.48095088 1.85847653],[0.51093953 0.81624124],[2.91371461 2.9906581 ],[-0.1634893   0.93867663],[3.78794047 4.36731957],[-0.75534884 -0.76964205]
[2.87716043 1.59644277],[ 0.71622436 -0.74596371],[4.80019383 4.56262038],[0.88288801 0.23720527],[3.60046198 3.71525043],[-0.37735142 -1.03076064],[6.84563107 3.74645135],[-0.84219089  0.71176171],[2.87190729 0.87745818],[0.06234531 0.82993452],[5.02599002 0.57428055],[-1.05976457  0.41867205],[5.56639152 2.83238201],[-0.18724065 -1.05020883],[6.52976002 1.94150185],[0.46400515 0.84295479],[2.89891114 3.08426269],[-0.13293012  0.93301073],[3.71394628 4.28899545],[-0.72305601 -0.79506415]
[2.95029459 1.52334533],[ 0.74911375 -0.71266945],[4.88866859 4.58410461],[0.88914669 0.19519433],[3.56408144 3.6119006 ],[-0.3494884  -1.03509499],[6.7594669  3.81560592],[-0.88173417  0.6698608 ],[2.87987368 0.96351659],[0.10145951 0.89406785],[4.92099108 0.61824881],[-1.04175237  0.45845269],[5.54667572 2.72818914],[-0.20730577 -1.03391395],[6.57372903 2.02705262],[0.41427978 0.86695234],[2.88788741 3.17795296],[-0.08815211  0.93976437],[3.64287932 4.20790082],[-0.69643688 -0.82465638]
[3.02645928 1.45351239],[ 0.77334938 -0.68422603],[4.97792531 4.60159713],[0.89573161 0.15469286],[3.5307424  3.50845345],[-0.31654097 -1.03296687],[6.66934424 3.88031586],[-0.9186152   0.62563574],[2.89223912 1.05593502],[0.14462506 0.95136366],[4.81777792 0.66599568],[-1.02283984  0.49555714],[5.52475228 2.6254328 ],[-0.2312537  -1.02117111],[6.61234065 2.11463137],[0.35883703 0.88547846],[2.88102568 3.27188376],[-0.04789818  0.93967037],[3.57473401 4.12418862],[-0.66594762 -0.84874074]
[3.10523885 1.38689088],[ 0.80358487 -0.64627369],[5.06770454 4.61495873],[0.90242789 0.11546695],[3.50075219 3.40530466],[-0.28582752 -1.03235652],[6.57565557 3.94049015],[-0.95232971  0.57994959],[2.90850915 1.15316621],[0.17940403 0.99047621],[4.71615016 0.71696031],[-1.00714898  0.52565543],[5.50056276 2.52410636],[-0.25378627 -1.00649343],[6.64571213 2.20435564],[0.30639388 0.90665542],[2.8781503  3.36566328],[-0.01138276  0.93392491],[3.50972809 4.03823927],[-0.63457701 -0.87030354]
[3.1870918  1.32429214],[ 0.83362285 -0.6049692 ],[5.15803359 4.62436652],[0.90315487 0.07188014],[3.47379337 3.30224133],[-0.25231828 -1.02771567],[6.47854518 3.99582061],[-0.98736719  0.5283813 ],[2.92853354 1.25414696],[0.21966532 1.0262924 ],[4.61665448 0.77134575],[-0.98287813  0.56152947],[5.47410569 2.42427033],[-0.27294154 -0.98786772],[6.67376254 2.2960887 ],[0.25445272 0.92756284],[2.87904048 3.45891214],[0.02934046 0.93085966],[3.44802133 3.95037594],[-0.59978559 -0.88688016]
[3.27170868 1.26575871],[ 0.85654948 -0.56738575],[5.24801443 4.6290226 ],[0.8987562  0.02371935],[3.44986243 3.19936191],[-0.22747605 -1.03058607],[6.37857974 4.04643397],[-1.00928718  0.48602515],[2.95194925 1.35769752],[0.24857751 1.04375871],[4.51940529 0.82900956],[-0.96262898  0.59073869],[5.44537609 2.32595405],[-0.30209963 -0.97859533],[6.69624111 2.38948333],[0.19549506 0.94051346],[2.8840807  3.55182471],[0.07268966 0.92826519],[3.38963948 3.86077723],[-0.56822001 -0.90512617]
[3.3583393  1.21084898],[ 0.8762872  -0.53013133],[5.33757336 4.62892728],[ 0.88995575 -0.02800867],[3.42845338 3.09634253],[-0.1991336  -1.02800744],[6.27614588 4.09236248],[-1.03616736  0.43516171],[2.97847405 1.46293951],[0.28337744 1.06163729],[4.42426077 0.88953402],[-0.93943374  0.6201712 ],[5.41389858 2.22881288],[-0.32617584 -0.9628279 ],[6.7129585  2.48426003],[0.1405751  0.95624633],[2.89316731 3.64408813],[0.11081028 0.91852855],[3.3344769  3.76949978],[-0.53416599 -0.91922974]
[3.44742282 1.16030318],[ 0.90384782 -0.48171773],[5.42645246 4.62388807],[ 0.88813313 -0.07189575],[3.40999382 2.99374236],[-0.17112012 -1.02481475],[6.17125455 4.13324442],[-1.05822881  0.38538943],[3.00855697 1.56976712],[0.31638263 1.07231614],[4.3315426 0.9529906],[-0.91419573  0.64936137],[5.38029605 2.13355129],[-0.34820693 -0.94465643],[6.72411863 2.58043372],[0.08336937 0.96753258],[2.90580426 3.73505012],[0.14301166 0.9017456 ],[3.28275473 3.6769192 ],[-0.50026141 -0.93207915]
[3.53859325 1.11409072],[ 0.92138001 -0.4402893 ],[5.5148509  4.61425068],[ 0.88084785 -0.11957618],[3.39410855 2.89131352],[-0.14399055 -1.02093806],[6.06479865 4.16966206],[-1.06975896  0.34382389],[3.0417352  1.67727159],[0.34548159 1.07551985],[4.24168571 1.01960308],[-0.88221048  0.6833487 ],[5.34434032 2.03999622],[-0.37107315 -0.92653083],[6.72960758 2.67767071],[0.0279798  0.97811675],[2.92232403 3.82491955],[0.18496379 0.89295738],[3.23446196 3.58316698],[-0.46392534 -0.94111969]
[3.63140183 1.07204298],[ 0.93346681 -0.40163647],[5.60245965 4.59986691],[ 0.87131854 -0.16780722],[3.38102859 2.78940897],[-0.11946703 -1.0187051 ],[5.95717024 4.2018172 ],[-1.0839861   0.29769814],[3.07734601 1.78451386],[0.36705656 1.06956362],[4.15472538 1.08921565],[-0.85610516  0.70942492],[5.30605073 1.94824565],[-0.39490471 -0.90858854],[6.72934056 2.77559911],[-0.03146866  0.98184353],[2.9427432  3.91352325],[0.22403232 0.87949505],[3.18971095 3.48846985],[-0.43400574 -0.95535558]
[3.72559133 1.03415466],[ 0.9495599  -0.35647214],[5.68925097 4.58089883],[ 0.8631633  -0.21250354],[3.37043967 2.68784999],[-0.09101034 -1.01109399],[5.84821539 4.22932665],[-1.09428325  0.25303459],[3.11498538 1.89099808],[0.38600219 1.06033782],[4.07030042 1.16124954],[-0.83181466  0.73148635],[5.265369   1.85832222],[-0.41874041 -0.8897713 ],[6.72320103 2.87383108],[-0.08860873  0.98483615],[2.96713402 4.00075138],[0.26495669 0.86597953],[3.14788908 3.39239272],[-0.40037271 -0.96385504]
