[5.43789295 1.81633312],[-1.56167376 -3.55592478],[9.05350995 6.70514605],[-2.46243412 -4.92482385],[0.21622598 8.18311529],[ 4.84086137 -3.95229892],[8.95451031 2.23292933],[-4.70766435  1.23746042],[3.25083639 8.04753335],[-3.19754649  2.37702519],[6.13606293 8.57415863],[ 2.7585082  -3.77124439],[2.7287606  3.04495899],[ 2.65819999 -4.41872647],[1.36078897 1.18427029],[-4.60936665 -1.20819751],[9.73806647 7.51423737],[-4.02287534  3.68049531],[3.39493903 5.85024387],[-1.30950974 -0.83157073]
[4.85758254 6.40177529],[ 0.73007801 -0.3391051 ],[0.58971332 3.80956632],[-0.29587662  0.08362407],[3.78956704 1.40388209],[-1.02747371  0.1807015 ],[0.9107776  3.88682525],[ 0.24253844 -0.93219041],[5.35812415 2.08034102],[ 0.42824229 -0.35664356],[0.99511455 3.57788787],[-0.41538196  0.64131588],[2.32451173 5.36091069],[-0.75991712 -0.68623347],[6.26916614 4.20640432],[ 0.21801217 -0.75960336],[2.33763096 1.90040281],[-0.22518022 -0.63997703],[5.62620296 4.83628077],[-0.5923375   0.84857387]
[4.9298252  6.36390472],[ 0.71541226 -0.41681436],[0.56214096 3.81812902],[-0.25570717  0.08693035],[3.68655684 1.42456279],[-1.03193246  0.23244241],[0.93790129 3.79302868],[ 0.300692   -0.94154765],[5.39987182 2.04558175],[ 0.40401428 -0.34089968],[0.95554051 3.64344294],[-0.37391708  0.67133902],[2.25020678 5.29071039],[-0.72628268 -0.71778567],[6.28763073 4.12851056],[ 0.15009076 -0.79833939],[2.31600707 1.83727272],[-0.20750849 -0.62289895],[5.56440047 4.91951392],[-0.64532207  0.8136237 ]
[5.00039733 6.31831969],[ 0.69498851 -0.49485483],[0.53867277 3.8269215 ],[-0.21227787  0.08966056],[3.58373838 1.45071278],[-1.02412929  0.28985115],[0.97132785 3.69917904],[ 0.36761908 -0.93442864],[5.43897065 2.0122888 ],[ 0.37737322 -0.32516826],[0.92048837 3.71217083],[-0.32571432  0.70391536],[2.17898737 5.21708569],[-0.69788221 -0.75437074],[6.2993212  4.04709967],[ 0.08246264 -0.83002722],[2.29580032 1.77549294],[-0.19668846 -0.61271192],[5.49734234 4.99904678],[-0.69515593  0.7768663 ]
[5.06844913 6.26477386],[ 0.66392569 -0.57691951],[0.51974503 3.83597109],[-0.162885    0.09399667],[3.481469   1.48205681],[-1.01886295  0.33826453],[1.01089811 3.60586445],[ 0.42334114 -0.93080582],[5.47545585 1.98075336],[ 0.35119151 -0.30623786],[0.88996634 3.78364939],[-0.2813944   0.72830221],[2.1107423  5.13995684],[-0.6658256  -0.78685334],[6.30405412 3.9626705 ],[ 0.01065612 -0.85901696],[2.27695026 1.71500937],[-0.18259324 -0.59923951],[5.42543164 5.0747794 ],[-0.74162846  0.73835103]
[5.13323414 6.20324597],[ 0.62891708 -0.6550246 ],[0.50623211 3.84568795],[-0.10635003  0.10053638],[3.38036753 1.51858757],[-1.00540346  0.389181  ],[1.05592979 3.51320945],[ 0.47531417 -0.92288808],[5.50908742 1.9510281 ],[ 0.31946068 -0.28974252],[0.86417081 3.85763895],[-0.23199756  0.75323479],[2.04591335 5.05981848],[-0.63036141 -0.81534975],[6.30136728 3.87546196],[-0.06549454 -0.88509466],[2.25951146 1.6558742 ],[-0.16725029 -0.58454012],[5.34878279 5.14631176],[-0.78971673  0.69305952]
[5.19416853 6.13400464],[ 0.59120104 -0.72675043],[0.49838798 3.85579945],[-0.05364176  0.09765285],[3.28057408 1.55988711],[-0.98989562  0.43643737],[1.10610104 3.42167997],[ 0.52844448 -0.90623226],[5.5393926 1.9229725],[ 0.2863832  -0.27104712],[0.84347797 3.93404127],[-0.18054967  0.77533915],[1.98443399 4.97667101],[-0.60219448 -0.85028425],[6.29081708 3.78576711],[-0.14708651 -0.90914425],[2.24359525 1.59819391],[-0.15146997 -0.56948456],[5.26800179 5.21373687],[-0.82746977  0.65307205]
[5.25082997 6.0575795 ],[ 0.5433319  -0.79870682],[0.49627463 3.86577506],[0.01064323 0.10009345],[3.18240222 1.60571838],[-0.97479093  0.47800248],[1.16130491 3.33187598],[ 0.57292317 -0.89138821],[5.56678525 1.89738119],[ 0.25847839 -0.24309819],[0.82807352 4.01255004],[-0.12573724  0.79577726],[1.9261998  4.89052163],[-0.56338444 -0.87338152],[6.27200088 3.69394279],[-0.22840382 -0.92548035],[2.22922304 1.54198061],[-0.13474757 -0.55356706],[5.18331893 5.27678915],[-0.86507743  0.60828257]
[5.3028064  5.97457356],[ 0.49563272 -0.86024321],[0.50068719 3.87575274],[0.07647917 0.09720633],[3.08597978 1.65568594],[-0.95368297  0.52050787],[1.2208836  3.24381816],[ 0.61807564 -0.86929215],[5.59085947 1.87428542],[ 0.22292314 -0.21812731],[0.81840512 4.09308645],[-0.06617141  0.81552243],[1.87148187 4.80175752],[-0.52909755 -0.89971658],[6.24524578 3.60099442],[-0.30521274 -0.93117448],[2.21647241 1.48730175],[-0.12026217 -0.5399948 ],[5.09491946 5.33516345],[-0.90455439  0.55674366]
[5.34939904 5.88532403],[ 0.43462956 -0.92454052],[0.51208359 3.88547564],[0.15310926 0.09772437],[2.99157843 1.70958408],[-0.93497162  0.55604333],[1.28471292 3.15799863],[ 0.6568163  -0.84782343],[5.61115528 1.853726  ],[ 0.18279794 -0.19236618],[0.81506869 4.17567452],[-0.0034844   0.83233825],[1.82038847 4.71062285],[-0.494838  -0.9246701],[6.21071058 3.50763616],[-0.38226507 -0.93204278],[2.20555607 1.43435918],[-0.09814182 -0.51898662],[5.00259769 5.38814878],[-0.94364691  0.50031247]
[5.39005889 5.79034108],[ 0.37703841 -0.97497076],[0.53116736 3.89489185],[0.2295344  0.09036524],[2.89936708 1.7671392 ],[-0.91216399  0.59146566],[1.35241847 3.07459778],[ 0.69611417 -0.8205354 ],[5.62705873 1.83566371],[ 0.13573265 -0.16739346],[0.81773901 4.25940628],[0.0575119  0.84209868],[1.7727453  4.61711282],[-0.45595591 -0.94318197],[6.16873157 3.41465138],[-0.4577783  -0.92761214],[2.19651698 1.3831696 ],[-0.08396161 -0.50611465],[4.90664788 5.43550482],[-0.97437377  0.44698713]
[5.42470024 5.69054148],[ 0.31522666 -1.02005922],[0.55846772 3.90376454],[0.31806572 0.0875621 ],[2.80906112 1.8276486 ],[-0.89157997  0.6204602 ],[1.42354975 2.9936634 ],[ 0.72690141 -0.79700242],[5.63804196 1.82022945],[ 0.0817527  -0.14229801],[0.82671349 4.34404203],[0.11922857 0.84705898],[1.72900511 4.52183306],[-0.41824819 -0.9614315 ],[6.11942921 3.3224909 ],[-0.52873488 -0.91581727],[2.18882546 1.33320254],[-0.06725393 -0.49061381],[4.80779164 5.47745768],[-1.0025706   0.39158645]
[5.453303   5.58680745],[ 0.25617883 -1.05401808],[0.59490543 3.9122938 ],[0.41368151 0.08509764],[2.72139068 1.89146325],[-0.86201486  0.65514676],[1.49770766 2.91524585],[ 0.75421638 -0.77272308],[5.64365837 1.80772769],[ 0.02950703 -0.10748193],[0.84166291 4.42873516],[0.17725674 0.84355973],[1.68907922 4.42486112],[-0.37864366 -0.97610822],[6.06321403 3.23178076],[-0.59559664 -0.89838835],[2.18317644 1.28515019],[-0.04390995 -0.46868035],[4.70640475 5.51394392],[-1.02858332  0.33399961]
[5.47564018 5.47970286],[ 0.19196655 -1.08553004],[0.64089589 3.92029412],[0.50821491 0.07641751],[2.63633699 1.95825202],[-0.83971528  0.67942074],[1.57467984 2.8395289 ],[ 0.78446273 -0.74179809],[5.64329591 1.79839298],[-0.03898428 -0.07996717],[0.86227906 4.5127316 ],[0.23575208 0.83640437],[1.65334234 4.32671384],[-0.33616701 -0.98670215],[6.00061477 3.14313952],[-0.6568778  -0.87505777],[2.18008107 1.23949046],[-0.0204927  -0.44705509],[4.60262602 5.54464747],[-1.04606274  0.28044765]
[5.49168349 5.36990932],[ 0.12926187 -1.10903907],[0.69650979 3.92743763],[0.60562453 0.0679166 ],[2.55398426 2.02778768],[-0.80964463  0.70854777],[1.6544317  2.76682825],[ 0.80975761 -0.71252028],[5.63597511 1.79218494],[-0.11042483 -0.04560111],[0.8892653  4.59629867],[0.30461845 0.83482541],[1.62178624 4.22749689],[-0.29642948 -0.99868105],[5.93212337 3.05704014],[-0.71574059 -0.84996925],[2.17913213 1.1957898 ],[ 0.00290254 -0.42560062],[4.49733601 5.57006535],[-1.05930687  0.22793245]
[5.5013401 5.2579418],[ 0.06821142 -1.12519872],[0.76187358 3.93374599],[0.70019545 0.05728865],[2.47429293 2.09975417],[-0.78319918  0.73133365],[1.73649126 2.69698298],[ 0.83037153 -0.68501428],[5.62135064 1.78976952],[-0.18442786 -0.00343438],[0.92306977 4.67938444],[0.368796   0.82362378],[1.59414965 4.12712475],[-0.25701493 -1.00910431],[5.85797775 2.97361982],[-0.76648025 -0.81813508],[2.1809021  1.15459963],[ 0.03010736 -0.40062925],[4.39028822 5.58960079],[-1.07576914  0.16802263]
[5.50512505 5.14478419],[ 0.00766791 -1.13719226],[0.83678703 3.93928056],[0.79624848 0.05282754],[2.39782652 2.17445501],[-0.75161319  0.75679916],[1.82072713 2.63013599],[ 0.85309515 -0.65275946],[5.59887692 1.79164475],[-0.26708172  0.04046571],[0.96335405 4.76120778],[0.43482808 0.81020848],[1.57057313 4.02591675],[-0.21283935 -1.0130802 ],[5.77871267 2.89323522],[-0.81591239 -0.78713463],[2.18535297 1.11585732],[ 0.05814603 -0.37501082],[4.28228309 5.60368079],[-1.08404749  0.1134495 ]
[5.50284119 5.03060224],[-0.05156529 -1.14423658],[0.92038509 3.94383359],[0.8753878  0.03957093],[2.32389641 2.2509613 ],[-0.72988497  0.77008121],[1.90726585 2.566675  ],[ 0.87409921 -0.61964999],[5.56774736 1.79800654],[-0.35811198  0.08546965],[1.01000456 4.84126817],[0.49413618 0.7865612 ],[1.55121693 3.92418262],[-0.17458793 -1.02151499],[5.69484607 2.81616116],[-0.85809484 -0.75157872],[2.19246618 1.0795291 ],[ 0.0818975  -0.35376471],[4.17381587 5.61255046],[-1.08524764  0.06377544]
[5.49469078 4.91590711],[-0.11227686 -1.15005918],[1.01143762 3.94710894],[0.94545754 0.02773194],[2.25228431 2.32883657],[-0.70455692  0.78491527],[1.99571036 2.50644371],[ 0.89431574 -0.58507916],[5.52721351 1.80895443],[-0.45406463  0.1327887 ],[1.06209017 4.91834313],[0.54747338 0.75454668],[1.53572903 3.82175975],[-0.13476776 -1.02618646],[5.60687439 2.7426051 ],[-0.90026883 -0.71911054],[2.20218299 1.04555561],[ 0.11242218 -0.32570479],[4.06486738 5.61597195],[-1.0920632   0.00580465]
[5.48057244 4.80086806],[-0.17073088 -1.15100553],[1.10873036 3.94902697],[0.99769565 0.00986511],[2.1832719  2.40816805],[-0.67505623  0.80205939],[2.08583093 2.44943168],[ 0.90705233 -0.55597114],[5.47695108 1.82471273],[-0.55162126  0.18198623],[1.11956223 4.9921603 ],[0.60037047 0.71995545],[1.52407174 3.71882657],[-0.09724703 -1.03090457],[5.5151654  2.67260559],[-0.93164986 -0.67923652],[2.21510565 1.01454395],[ 0.14317405 -0.29736051],[3.9557022  5.61393293],[-1.0924077  -0.04817676]
[5.4606958  4.68592592],[-0.22479748 -1.14576933],[1.21050706 3.94896507],[ 1.03688566 -0.01019072],[2.11747827 2.48938749],[-0.64124752  0.82158112],[2.17703514 2.39521424],[ 0.91697668 -0.52820984],[5.41700236 1.84542517],[-0.64674569  0.23196536],[1.18203005 5.06213447],[0.65057713 0.68094259],[1.51657177 3.61590945],[-0.05556176 -1.02990648],[5.42052023 2.60663739],[-0.96176141 -0.64132962],[2.2311906  0.98646459],[ 0.17710106 -0.2655974 ],[3.84661079 5.60649203],[-1.09106786 -0.10268096]
[5.43576814 4.57188274],[-0.27031573 -1.1319283 ],[1.3159941  3.94723081],[ 1.06958    -0.02595964],[2.05470137 2.57210471],[-0.61509285  0.83172378],[2.26922345 2.34383498],[ 0.92723084 -0.49873882],[5.34777435 1.87104096],[-0.73568976  0.28059163],[1.24966837 5.12828312],[0.70430118 0.6440439 ],[1.51276354 3.51273123],[-0.02081151 -1.03332015],[5.32322237 2.54464839],[-0.98246855 -0.59728871],[2.25089825 0.96181049],[ 0.2155195  -0.22892523],[3.73747178 5.59327792],[-1.09187268 -0.16220735]
[5.40647202 4.4593532 ],[-0.31317482 -1.11657192],[1.42409629 3.94375024],[ 1.08992823 -0.04480821],[1.99424524 2.65547632],[-0.59371657  0.83587551],[2.36210089 2.29512438],[ 0.93103395 -0.47463798],[5.27016261 1.9014203 ],[-0.81627372  0.32459558],[1.3226704  5.19068785],[0.75456861 0.6028931 ],[1.51270785 3.40960899],[ 0.01824594 -1.03020025],[5.22369977 2.48675549],[-1.00522145 -0.55841127],[2.27468819 0.94109632],[ 0.2587109  -0.18677939],[3.62859182 5.57430984],[-1.08458611 -0.21615198]
[5.3726338  4.34806428],[-0.36430401 -1.10973677],[1.53395504 3.93849826],[ 1.10617882 -0.0600174 ],[1.93624439 2.73952228],[-0.56587946  0.84527063],[2.45571404 2.24923339],[ 0.94169008 -0.44245769],[5.18508727 1.93595789],[-0.88434889  0.36382241],[1.40061226 5.24887892],[0.80199223 0.5587586 ],[1.51645224 3.30679119],[ 0.05572525 -1.02661131],[5.12201501 2.43269452],[-1.02604565 -0.52097795],[2.3028741  0.92472431],[ 0.30590613 -0.1395376 ],[3.52082548 5.55028231],[-1.07089155 -0.26457074]
[5.33405241 4.23785373],[-0.41069949 -1.09788121],[1.64527294 3.93193494],[ 1.11515376 -0.07529974],[1.88124656 2.82465223],[-0.5349938   0.85617666],[2.54990466 2.20613504],[ 0.94360851 -0.4179487 ],[5.09361559 1.97386443],[-0.94271517  0.39317714],[1.48280807 5.30217947],[0.84053901 0.50597048],[1.52370767 3.20422336],[ 0.09257833 -1.02116598],[5.01867715 2.38264827],[-1.0384434  -0.47807546],[2.33576723 0.91313939],[ 0.35401683 -0.08978551],[3.41450006 5.52146009],[-1.05846784 -0.31475385]
[5.29145541 4.12942253],[-0.44256791 -1.07256057],[1.75718234 3.9237922 ],[ 1.122513   -0.08710744],[1.82918802 2.91065147],[-0.50609332  0.8636928 ],[2.64478688 2.16604485],[ 0.95241992 -0.38519571],[4.99705258 2.0144623 ],[-0.98735043  0.41683298],[1.56885552 5.35022308],[0.87752308 0.45226517],[1.5343328  3.10200764],[ 0.12526326 -1.01734285],[4.91400593 2.3366677 ],[-1.05398405 -0.44105181],[2.37324569 0.90640509],[ 0.39806104 -0.04200263],[3.30952388 5.48767272],[-1.04018503 -0.36004885]
[5.24507515 4.02285173],[-0.48547146 -1.05939624],[1.86940835 3.91429116],[ 1.12167273 -0.10278192],[1.77956034 2.99689388],[-0.48472094  0.86279202],[2.74007369 2.12881946],[ 0.95142396 -0.36125593],[4.89700451 2.05752626],[-1.01343242  0.4419525 ],[1.65849215 5.39283805],[0.9157238  0.40096042],[1.54852957 3.00057617],[ 0.1589815  -1.01057433],[4.8078367  2.29428435],[-1.06872102 -0.40659205],[2.4155877  0.90503928],[0.44721795 0.01365549],[3.20626548 5.44923309],[-1.02890059 -0.41279305]
[5.19455733 3.91773618],[-0.52459873 -1.04276418],[1.98134982 3.9031729 ],[ 1.11638602 -0.12014422],[1.73271    3.08363147],[-0.45162912  0.87236351],[2.83568662 2.09444993],[ 0.9583934  -0.32831968],[4.79457417 2.10258969],[-1.035179    0.45697337],[1.75172352 5.43020496],[0.94710579 0.34502924],[1.56608842 2.89992363],[ 0.19226359 -1.00207688],[4.70057256 2.25556615],[-1.07516801 -0.36680437],[2.4625695  0.90912596],[0.49409484 0.07033042],[3.1039049  5.40517807],[-1.01095496 -0.46093658]
[5.14050508 3.81461217],[-0.55702123 -1.0206313 ],[2.09301596 3.8906862 ],[ 1.11561084 -0.13027807],[1.68910223 3.17117245],[-0.42154351  0.87726621],[2.93168673 2.06312751],[ 0.96104674 -0.29846996],[4.69001567 2.14855393],[-1.05334103  0.46293431],[1.84812825 5.46214035],[0.97824453 0.29160012],[1.5869423  2.80019436],[ 0.22495515 -0.99208099],[4.59266172 2.22070611],[-1.08182767 -0.32959349],[2.51465789 0.91949893],[0.5446416  0.13484608],[3.00405833 5.35705928],[-0.99040244 -0.50585918]
[5.08339771 3.71380802],[-0.58587274 -0.99656932],[2.20416839 3.87686093],[ 1.11071654 -0.14249677],[1.64828802 3.25893057],[-0.39563095  0.87687236],[3.02735506 2.03421073],[ 0.95656804 -0.2755645 ],[4.58483647 2.19583667],[-1.0518889   0.47996857],[1.94697329 5.48819743],[1.00001274 0.23144942],[1.61147548 2.701945  ],[ 0.26252997 -0.97592517],[4.48428958 2.18966085],[-1.08568473 -0.2918195 ],[2.5714555  0.93620523],[0.59107685 0.19986955],[2.90624076 5.30440689],[-0.96734245 -0.5485442 ]
[5.02323589 3.61516448],[-0.61700689 -0.97615844],[2.31481786 3.8619068 ],[ 1.1036022 -0.1549554],[1.61020869 3.34674216],[-0.36615407  0.87897039],[3.12274371 2.00777528],[ 0.9541109  -0.25019852],[4.47932649 2.2440056 ],[-1.05749022  0.48303272],[2.04801155 5.50841636],[1.01896987 0.17181237],[1.63975266 2.6053582 ],[ 0.29970512 -0.95891519],[4.37532584 2.16205978],[-1.09451868 -0.26182427],[2.63272882 0.95949669],[0.63512046 0.26752838],[2.81075186 5.24750619],[-0.94015511 -0.58699631]
[4.95987976 3.51842789],[-0.64830327 -0.9569802 ],[2.42466311 3.84568439],[ 1.09285186 -0.16985474],[1.57510796 3.43472957],[-0.33479535  0.88157255],[3.21777166 1.98378072],[ 0.95069471 -0.22533764],[4.37379441 2.29273046],[-1.05392095  0.48998302],[2.15072354 5.52261868],[1.03537611 0.11307194],[1.67180772 2.51060242],[ 0.34121976 -0.93627116],[4.26579462 2.13760239],[-1.09539395 -0.22691958],[2.69840313 0.98981955],[0.67757905 0.33898914],[2.7181455  5.18695936],[-0.9118704 -0.6236591]
[4.89380748 3.42395468],[-0.67235671 -0.93203059],[2.53348162 3.82804306],[ 1.08522966 -0.18095409],[1.54300868 3.52276656],[-0.3070314   0.87921439],[3.31293747 1.96281507],[ 0.9514953  -0.19482464],[4.26861731 2.34194691],[-1.04694869  0.49649744],[2.25474633 5.53080738],[1.04574541 0.05211475],[1.70760749 2.41777084],[ 0.37665917 -0.91822974],[4.15616139 2.11651446],[-1.09730528 -0.19530448],[2.76833454 1.02757471],[0.71788258 0.41378832],[2.62823864 5.1226428 ],[-0.88605    -0.66233257]
[4.82526986 3.3318367 ],[-0.69619364 -0.90841216],[2.64127106 3.8090686 ],[ 1.07433927 -0.19464716],[1.51383887 3.61066287],[-0.27417472  0.88064677],[3.40786368 1.9446387 ],[ 0.94612707 -0.16956495],[4.16421964 2.39176594],[-1.04193556  0.49850284],[2.35982507 5.53313749],[ 1.0546534  -0.00592416],[1.74693391 2.32680964],[ 0.40794772 -0.90250465],[4.04641398 2.09853704],[-1.09727947 -0.16426823],[2.84126177 1.0720136 ],[0.74187328 0.47682034],[2.54106246 5.05462996],[-0.856736   -0.69701101]
[4.75430269 3.24196071],[-0.72341084 -0.88962655],[2.74802048 3.78881131],[ 1.06112061 -0.21000282],[1.4881386  3.69878374],[-0.23949016  0.88191453],[3.50223105 1.92898413],[ 0.94501992 -0.13951669],[4.06027026 2.44159229],[-1.03461558  0.50017554],[2.46529381 5.52935677],[ 1.05766552 -0.06589372],[1.78918061 2.23733307],[ 0.43390758 -0.88961512],[3.93661956 2.08348147],[-1.09614165 -0.13469939],[2.91627855 1.12263554],[0.75552031 0.53310508],[2.45715351 4.98352547],[-0.8239839  -0.72743249]
[4.68110355 3.15438304],[-0.74015262 -0.86184259],[2.85386267 3.76747159],[ 1.05293664 -0.21936754],[1.46590971 3.7869402 ],[-0.20495861  0.8810828 ],[3.59642323 1.91634121],[ 0.94073229 -0.11129925],[3.95700905 2.49145236],[-1.02898091  0.49830499],[2.57070088 5.51942492],[ 1.05404654 -0.12853666],[1.83400508 2.14926635],[ 0.46551531 -0.86849815],[3.82731915 2.07168244],[-1.09096895 -0.10259164],[2.99244223 1.17879803],[0.76675801 0.58948664],[2.37639616 4.90929284],[-0.79219531 -0.75806563]
[4.6062362  3.06950768],[-0.7573823 -0.8361617],[2.95860093 3.74494215],[ 1.04184709 -0.23111114],[1.44688751 3.87468699],[-0.17449095  0.87465058],[3.69005051 1.90644019],[ 0.92736006 -0.09132714],[3.85435698 2.5410778 ],[-1.02035924  0.49775634],[2.67576977 5.50346568],[ 1.04697884 -0.19033277],[1.88233604 2.06372773],[ 0.49767727 -0.84539267],[3.718478   2.06294771],[-1.08324554 -0.06969101],[3.06926117 1.24022264],[0.77109577 0.64062774],[2.29898803 4.83220662],[-0.75536988 -0.78286624]
[4.52955435 2.98703493],[-0.7739539  -0.81127105],[3.0620037  3.72102236],[ 1.02662726 -0.24689072],[1.43116826 3.96196188],[-0.14171862  0.86881918],[3.78278088 1.89897715],[ 0.92712411 -0.0577796 ],[3.75264764 2.59068576],[-1.01363501  0.49436366],[2.77975672 5.48113138],[ 1.03561748 -0.25279739],[1.93353141 1.98025041],[ 0.52577285 -0.8242624 ],[3.61028695 2.05732162],[-1.08246165 -0.04521087],[3.14606421 1.30635766],[0.76311166 0.68019407],[2.22507517 4.75249322],[-0.72359965 -0.81191103]
[4.45128556 2.90704989],[-0.79462039 -0.7918951 ],[3.16399086 3.69562914],[ 1.01138862 -0.2626642 ],[1.41901572 4.04884934],[-0.10039261  0.86943707],[3.87505403 1.89451371],[ 0.91883271 -0.03091023],[3.65182467 2.64011757],[-1.00385138  0.49312929],[2.88305588 5.45324485],[ 1.03020917 -0.30406157],[1.98791265 1.89935483],[ 0.55982547 -0.79539451],[3.50265105 2.05451028],[-1.0743137  -0.01523749],[3.22185364 1.37623317],[0.75221589 0.71674939],[2.15458797 4.67016617],[-0.68836636 -0.83664751]
[4.37085841 2.82884115],[-0.8134535  -0.77208978],[3.2641673  3.66834689],[ 0.99401837 -0.28116242],[1.41060602 4.13528145],[-0.06703987  0.85977516],[3.96637583 1.89265124],[ 0.90621648 -0.00764308],[3.55208931 2.68950728],[-0.99260507  0.4928321 ],[2.98533033 5.42001844],[ 1.01329923 -0.36168518],[2.0450132  1.82076149],[ 0.58511539 -0.77319119],[3.39566418 2.05444183],[-1.06397943  0.01512303],[3.29658415 1.44977051],[0.73938622 0.75081337],[2.08739968 4.58519103],[-0.65326274 -0.86051737]
[4.2889595  2.75295301],[-0.82118389 -0.74258131],[3.36307443 3.63970008],[ 0.98298071 -0.29278402],[1.40543497 4.22057157],[-0.03366599  0.84851618],[4.05660233 1.89330962],[0.89797659 0.02067718],[3.45352248 2.73889021],[-0.98138946  0.49211262],[3.08580456 5.38113266],[ 0.99470502 -0.41674785],[2.10508591 1.74493016],[ 0.6167798  -0.74268223],[3.28969953 2.05734583],[-1.05578005  0.04225154],[3.3696813  1.52631911],[0.72431556 0.78168295],[2.02403412 4.49818116],[-0.61296542 -0.87840779]
[4.20620288 2.67986902],[-0.83372898 -0.71912386],[3.46047646 3.60950505],[ 0.96716217 -0.30899852],[1.40416842 4.30518459],[0.00948668 0.84440159],[4.14629242 1.8971699 ],[0.8932793  0.05432229],[3.35616985 2.78827304],[-0.96506056  0.49617291],[3.18426038 5.33679722],[ 0.97528332 -0.46822202],[2.16804472 1.67196822],[ 0.64381049 -0.71479202],[3.18460314 2.0629345 ],[-1.04759779  0.06777043],[3.44127646 1.60589757],[0.70715311 0.80916991],[1.96410546 4.40883945],[-0.58364503 -0.90611906]
[4.12214572 2.60902018],[-0.84753449 -0.69825837],[3.55659184 3.57801043],[ 0.95445645 -0.32146932],[1.40717586 4.38918216],[0.04856072 0.83310837],[4.23500448 1.90396778],[0.87930564 0.07997819],[3.26018358 2.83779449],[-0.95672465  0.49206752],[3.28055644 5.28733003],[ 0.95222091 -0.51875038],[2.23369158 1.60188574],[ 0.67048617 -0.68514631],[3.08041283 2.07108302],[-1.03689332  0.09417782],[3.51105245 1.68804831],[0.68836813 0.83354288],[1.90742521 4.3171207 ],[-0.54683236 -0.92487814]
[4.03660837 2.54008417],[-0.86252912 -0.6800371 ],[3.65124827 3.54510381],[ 0.93861555 -0.33668001],[1.41447973 4.47229626],[0.09435078 0.82543214],[4.32235672 1.91340718],[0.86731125 0.10850632],[3.16512795 2.8869591 ],[-0.94382439  0.4917833 ],[3.37493893 5.23345448],[ 0.93156996 -0.56182883],[2.3019971  1.53486612],[ 0.69472093 -0.65579122],[2.97725161 2.08175038],[-1.02592906  0.11936296],[3.57878876 1.77239401],[0.66620073 0.85294718],[1.85479187 4.22393409],[-0.50510669 -0.93798689]
[3.95002091 2.47335306],[-0.86913461 -0.65472691],[3.74449426 3.5108686 ],[ 0.9268882  -0.34724207],[1.42643137 4.55453375],[0.14102247 0.81511418],[4.40846322 1.92571492],[0.85428451 0.13729394],[3.07111147 2.93582212],[-0.93584756  0.48600608],[3.46700683 5.17525027],[ 0.90465842 -0.60667032],[2.37269534 1.47086061],[ 0.71753468 -0.62567831],[2.87516753 2.09484437],[-1.01527583  0.1427477 ],[3.64385711 1.85816136],[0.63784561 0.8648269 ],[1.80610288 4.12925034],[-0.46752912 -0.95431692]
[3.86280426 2.4091306 ],[-0.87593717 -0.63066666],[3.83658567 3.47564619],[ 0.91292171 -0.35911442],[1.44274861 4.63527606],[0.18437432 0.79834109],[4.49321508 1.94091726],[0.83955574 0.16574096],[2.97793572 2.98411104],[-0.92797214  0.47935237],[3.55621896 5.11259729],[ 0.87718578 -0.64810459],[2.44539637 1.40969407],[ 0.73865678 -0.59514777],[2.77446003 2.11053389],[-0.9994413   0.17031459],[3.70667659 1.94562558],[0.61434442 0.87993567],[1.76141232 4.03322033],[-0.42837392 -0.96814544]
[3.77497638 2.34733279],[-0.88418432 -0.60908558],[3.92698029 3.43894792],[ 0.89685105 -0.3729003 ],[1.4635278  4.71430833],[0.23236933 0.78291428],[4.57654821 1.95908991],[0.82702714 0.19788661],[2.88584449 3.03200255],[-0.91346007  0.47890125],[3.64255068 5.04586707],[ 0.84865173 -0.6866401 ],[2.52041887 1.35190057],[ 0.76023512 -0.56190172],[2.67544045 2.12905324],[-0.98341146  0.19751998],[3.76678473 2.03417367],[0.58843164 0.89136067],[1.7207151  3.93593495],[-0.38997346 -0.9817047 ]
[3.68632498 2.28763054],[-0.88997609 -0.58627774],[4.01582627 3.40095226],[ 0.88103822 -0.38594574],[1.48888494 4.79139788],[0.2768932  0.76053498],[4.65885651 1.98081348],[0.8159268  0.23369598],[2.7950853 3.0797244],[-0.90209562  0.47512563],[3.72591605 4.97536233],[ 0.81768934 -0.72380046],[2.59770828 1.29765707],[ 0.78397028 -0.52416343],[2.57770405 2.14991007],[-0.97121565  0.21942004],[3.82440485 2.1238962 ],[0.56482411 0.90365779],[1.68359137 3.83711941],[-0.35113079 -0.99304861]
[3.59748381 2.2305578 ],[-0.8882827 -0.5566858],[4.10305781 3.36164265],[ 0.8649607  -0.39879142],[1.51892568 4.86630256],[0.32487546 0.73797939],[4.73952651 2.00567899],[0.79874413 0.26511294],[2.70528966 3.1268662 ],[-0.89129858  0.47014352],[3.80608655 4.90122409],[ 0.78301998 -0.76108937],[2.67707351 1.2470086 ],[ 0.80218699 -0.48959897],[2.48092508 2.17259511],[-0.95952028  0.23870889],[3.87949123 2.21460503],[0.53844586 0.91182843],[1.65031268 3.73719342],[-0.31356681 -1.00424066]
