[2.20112512 8.80314036],[-2.58387233 -1.37855659],[1.27192031 1.98453648],[ 2.54682965 -3.67307312],[4.5338199  8.36166362],[4.64657167 2.00858172],[2.87590363 2.63349394],[ 1.64755992 -1.21479314],[2.678272   8.49695422],[1.15801334 3.09408089],[9.86444043 2.3609445 ],[-3.54924906  3.89619633],[3.43969097 9.79997311],[1.93931467 3.65528723],[6.21249773 9.09730433],[-4.55760763  4.08865507],[9.68478375 0.63931794],[3.02072386 2.51257683],[5.62179056 2.70815779],[-1.38402625 -2.31071015]
[7.96461093 6.40229957],[-0.14415496  0.83402395],[5.6184228 8.531086 ],[-0.63822103  0.2958296 ],[3.09427304 4.87375662],[-0.35099315  0.93435978],[3.91646641 7.84787978],[-0.77630036 -0.64034013],[4.50388325 3.16255962],[-0.86763593  0.18228686],[2.95662537 6.44480743],[ 0.57089822 -0.79770319],[4.41002327 3.10913077],[-0.75331265 -0.02729172],[7.45230868 4.25615427],[0.54321098 0.64242465],[2.66121813 6.64067736],[-0.55020633 -0.10815201],[7.43629137 7.09169896],[ 0.62043494 -0.42398561]
[7.94611021 6.4859543 ],[-0.22745815  0.83688036],[5.55170446 8.55743993],[-0.69327658  0.23320064],[3.06145911 4.96825957],[-0.3038008   0.95662472],[3.8403611  7.78149485],[-0.74610502 -0.68747977],[4.41692398 3.18436721],[-0.872078    0.25258733],[3.0162994 6.3643107],[ 0.62476632 -0.80739057],[4.3336524 3.1096081],[-0.77454412  0.03630336],[7.50444189 4.32344724],[0.49433041 0.69869584],[2.60714532 6.62834167],[-0.52993414 -0.13773096],[7.496326   7.04653754],[ 0.5788899  -0.48011291]
[7.91922451 6.56965771],[-0.31131808  0.83529275],[5.48015255 8.5779242 ],[-0.73653001  0.17678711],[3.03348194 5.06491978],[-0.25350017  0.97820968],[3.76715005 7.71030681],[-0.71422871 -0.73213783],[4.32949568 3.21291948],[-0.87253213  0.32143254],[3.08091648 6.28315829],[ 0.66883278 -0.81196799],[4.2558026  3.11708544],[-0.78041534  0.11517339],[7.55130004 4.39611938],[0.44302202 0.75519973],[2.55515675 6.61294505],[-0.50815531 -0.16901077],[7.55259327 6.99631227],[ 0.54565241 -0.52455104]
[7.88393142 6.65292323],[-0.39313265  0.83023072],[5.40416792 8.59236206],[-0.78233775  0.11167476],[3.01055888 5.16356347],[-0.20630332  0.99294096],[3.697472   7.63505893],[-0.68266584 -0.77581771],[4.24251628 3.24857459],[-0.86711055  0.39043118],[3.14940007 6.2016911 ],[ 0.70020949 -0.81588755],[4.17708098 3.13213359],[-0.79290156  0.18644713],[7.5931091  4.47459797],[0.39054019 0.81175807],[2.50521043 6.59411081],[-0.48888115 -0.20635924],[7.60506009 6.94136471],[ 0.50151464 -0.57583835]
[7.84109828 6.73595208],[-0.46534183  0.82703275],[5.32380295 8.60014324],[-0.8249053  0.0428199],[2.99236281 5.2635507 ],[-0.15619274  1.00770794],[3.63104944 7.55562801],[-0.64615388 -0.81278171],[4.15596104 3.29066437],[-0.86053627  0.45354845],[3.22112401 6.12051774],[ 0.72935037 -0.81076306],[4.09725475 3.15431069],[-0.80176772  0.25823251],[7.6294262  4.55849624],[0.33176701 0.86200024],[2.45799657 6.57216343],[-0.45685754 -0.23460651],[7.65295886 6.88136332],[ 0.451793   -0.62800538]
[7.79061709 6.81781137],[-0.5451851   0.80780228],[5.2394781  8.60096648],[-0.85913249 -0.02502351],[2.97929019 5.36495747],[-0.10555399  1.01969442],[3.56829974 7.47262163],[-0.61082613 -0.84885217],[4.07067642 3.33932574],[-0.84501584  0.51856844],[3.29539488 6.03997062],[ 0.75294091 -0.80190789],[4.01680327 3.18371469],[-0.806059    0.33012307],[7.65973161 4.64724033],[0.27056324 0.90862346],[2.41383753 6.54705074],[-0.42628954 -0.26823125],[7.69590479 6.81643136],[ 0.40437044 -0.67246789]
[7.7323312  6.89749216],[-0.62111114  0.78361964],[5.15197018 8.5948987 ],[-0.89181315 -0.0982848 ],[2.97127812 5.46741581],[-0.0527112   1.03100021],[3.50909501 7.38614541],[-0.57364392 -0.88053822],[3.98734706 3.39453143],[-0.81804924  0.5878666 ],[3.37161476 5.96028656],[ 0.77248902 -0.78963999],[3.93641061 3.22052258],[-0.80092226  0.40585226],[7.68369415 4.74031237],[0.20772313 0.95117643],[2.37259219 6.5182195 ],[-0.39707425 -0.30752348],[7.73334089 6.74658857],[ 0.34587262 -0.72178501]
[7.66705898 6.97488296],[-0.68629853  0.76056433],[5.06179565 8.5817578 ],[-0.91237382 -0.16616499],[2.9682989  5.57061303],[-0.00676837  1.03286101],[3.45377071 7.29679104],[-0.53371655 -0.90689185],[3.9069005  3.45649902],[-0.78740232  0.65372066],[3.44969329 5.88203875],[ 0.79101485 -0.77251178],[3.85701293 3.26507089],[-0.78755941  0.48337181],[7.70102924 4.83711999],[0.13898673 0.98425735],[2.33463651 6.48560103],[-0.3598532  -0.34335662],[7.76458846 6.67182368],[ 0.27914132 -0.77220461]
[7.5955533  7.04976886],[-0.74446227  0.73489414],[4.9695642  8.56151674],[-0.93080367 -0.23808141],[2.97001099 5.67401109],[0.04075966 1.03459787],[3.40256792 7.20505786],[-0.49187708 -0.9288047 ],[3.82992751 3.52509521],[-0.75506523  0.71389509],[3.52966174 5.80578462],[ 0.80583066 -0.75440396],[3.77855344 3.31658891],[-0.77724255  0.5498984 ],[7.7110044  4.93656405],[0.05901669 1.00244486],[2.30052723 6.44928833],[-0.32662987 -0.38791664],[7.78905884 6.59230762],[ 0.21201493 -0.81505267]
[7.5180818  7.12147175],[-0.80308579  0.69951971],[4.87637085 8.53472188],[-0.93511591 -0.30049183],[2.97645345 5.77747125],[0.087286   1.03362961],[3.35529812 7.11102103],[-0.45586335 -0.95365497],[3.75590549 3.59904582],[-0.72516826  0.76407678],[3.61083671 5.73125928],[ 0.81561552 -0.73762082],[3.70174205 3.37495325],[-0.75640753  0.61848546],[7.71360972 5.03823438],[-0.0069115   1.02975624],[2.26964862 6.40818942],[-0.29020532 -0.43402349],[7.80680096 6.50888401],[ 0.14068108 -0.85415306]
[7.43503105 7.18947817],[-0.85588075  0.66122812],[4.78258327 8.50131792],[-0.93971972 -0.36725756],[2.98729168 5.8805185 ],[0.12800644 1.02588055],[3.31146866 7.01451849],[-0.42020535 -0.97520897],[3.68521962 3.6779998 ],[-0.68492052  0.81743995],[3.69302716 5.65860212],[ 0.8245641  -0.71870988],[3.62718013 3.43990619],[-0.73585779  0.67802625],[7.70922313 5.14189876],[-0.08228643  1.04111716],[2.24268543 6.36251975],[-0.25076912 -0.48172648],[7.81716953 6.42174112],[ 0.06717405 -0.88684101]
[7.3469473  7.25349292],[-0.90626881  0.61724254],[4.68888937 8.46163048],[-0.93390343 -0.42654246],[3.00239924 5.98295696],[0.17498503 1.02357008],[3.27129581 6.91612533],[-0.38135496 -0.99021265],[3.61854715 3.76193145],[-0.64938249  0.85926489],[3.77616869 5.58801676],[ 0.8383797  -0.69250966],[3.55484258 3.51053789],[-0.71000857  0.734019  ],[7.69711699 5.24624333],[-0.15776066  1.04673167],[2.22017995 6.3123768 ],[-0.19852043 -0.5209496 ],[7.82012751 6.33168679],[-0.00942604 -0.9143985 ]
[7.25426172 7.31316637],[-0.94786798  0.57462764],[4.59575542 8.41588136],[-0.92512497 -0.48494019],[3.02199506 6.08488193],[0.21526787 1.01329917],[3.23505562 6.81642194],[-0.34419237 -1.00404651],[3.55545418 3.84976478],[-0.61318325  0.89575148],[3.86023428 5.51970179],[ 0.84143195 -0.67503986],[3.48575051 3.58699943],[-0.67212957  0.79348484],[7.67754    5.35089748],[-0.23182571  1.0471137 ],[2.20248046 6.25769469],[-0.15473965 -0.57236862],[7.81516497 6.23903683],[-0.09004057 -0.93749723]
[7.15741387 7.36823375],[-0.98870944  0.52599566],[4.5039233  8.36466684],[-0.91141285 -0.53926758],[3.0457172  6.18585563],[0.25797105 1.00485395],[3.20249807 6.71545852],[-0.30766538 -1.0153574 ],[3.49617003 3.94115976],[-0.57451655  0.92927342],[3.94456376 5.45316656],[ 0.84756287 -0.65301783],[3.42026244 3.66880901],[-0.637613    0.84140194],[7.65091135 5.45557138],[-0.30253789  1.04327341],[2.18931214 6.19789506],[-0.10532031 -0.62059061],[7.80231946 6.14464935],[-0.16755262 -0.9498413 ]
[7.05643999 7.41805891],[-1.02773495  0.47251001],[4.41323862 8.30776122],[-0.90320369 -0.59980057],[3.0733053  6.28555881],[0.29379971 0.98932367],[3.17395341 6.61385653],[-0.26297625 -1.01613995],[3.44047976 4.03540009],[-0.53940641  0.95477098],[4.02976096 5.38916835],[ 0.85535264 -0.62772046],[3.35837796 3.75518188],[-0.60145155  0.88346725],[7.61721844 5.55950141],[-0.37268185  1.03272039],[2.18194532 6.13403254],[-0.04463978 -0.65939234],[7.78121661 6.0488898 ],[-0.25287442 -0.96250826]
[6.95215255 7.4628379 ],[-1.05685496  0.42346549],[4.32388723 8.2452979 ],[-0.88122537 -0.64663845],[3.10439668 6.3836438 ],[0.32782957 0.97221542],[3.14963094 6.5120103 ],[-0.22493537 -1.02169091],[3.38890497 4.13257734],[-0.49285843  0.98722517],[4.11540974 5.3274378 ],[ 0.8575852  -0.60675697],[3.30031768 3.84562321],[-0.56059164  0.92345522],[7.57681997 5.66231592],[-0.43661605  1.02081293],[2.18062943 6.06624   ],[ 0.01919174 -0.69543101],[7.75189833 5.95252274],[-0.33160145 -0.96212751]
[6.84513456 7.50266335],[-1.08365357  0.37215622],[4.23692302 8.1783979 ],[-0.86037905 -0.69341719],[3.13850451 6.47966437],[0.35630262 0.95029169],[3.12921226 6.40982961],[-0.18733295 -1.02535795],[3.34140647 4.23221823],[-0.45568007  1.00656567],[4.20145595 5.26803415],[ 0.86217561 -0.58230902],[3.24642468 3.93982927],[-0.51574693  0.96118653],[7.53006982 5.76359853],[-0.50027522  1.00170159],[2.18566845 5.99486078],[ 0.08238389 -0.7308969 ],[7.71458062 5.8563281 ],[-0.41468878 -0.96092777]
[6.73578581 7.53749631],[-1.103188    0.32414583],[4.1525635  8.10740932],[-0.8274082  -0.72654827],[3.17612534 6.57415675],[0.39591134 0.93920086],[3.11248993 6.30734532],[-0.1507384  -1.02748552],[3.29814681 4.33414288],[-0.40970525  1.03112134],[4.28782191 5.2109894 ],[ 0.86457977 -0.55902219],[3.19683066 4.03733874],[-0.47406085  0.99023293],[7.47686259 5.86254064],[-0.56215157  0.97767635],[2.19694758 5.92000405],[ 0.14528411 -0.76334858],[7.66934709 5.76086931],[-0.48885853 -0.94667551]
[6.6245537  7.56743357],[-1.12223554  0.2733335 ],[4.0714119  8.03311487],[-0.79469304 -0.75802901],[3.21732343 6.66712434],[0.42994447 0.92207798],[3.09932454 6.20468189],[-0.11156689 -1.02446268],[3.25926593 4.43813013],[-0.36867529  1.04744326],[4.3744836  5.15637966],[ 0.866662   -0.53505685],[3.15135418 4.13746928],[-0.43375687  1.01340538],[7.4179031  5.95916734],[-0.61527989  0.95538422],[2.21472567 5.8423432 ],[ 0.21061272 -0.78847794],[7.61681721 5.66708968],[-0.56006982 -0.92701852]
[6.51137251 7.59204845],[-1.13357246  0.22649011],[3.99326694 7.95550267],[-0.76439754 -0.7900189 ],[3.26190369 6.75834501],[0.45925776 0.89999538],[3.08985719 6.10220006],[-0.07555633 -1.02252375],[3.22466849 4.54379283],[-0.32314539  1.06548749],[4.46105262 5.10390216],[ 0.86255005 -0.5166206 ],[3.10985868 4.23967921],[-0.39222892  1.03418567],[7.35378015 6.05336608],[-0.66866468  0.92607539],[2.23887832 5.76232749],[ 0.27372737 -0.80919667],[7.55742508 5.57560632],[-0.62896144 -0.90378237]
[6.39710895 7.61195206],[-1.1509812   0.17154471],[3.91829349 7.87493204],[-0.73553551 -0.82145174],[3.30942238 6.84737675],[0.49095758 0.88049895],[3.08397211 5.99999134],[-0.0452002  -1.02411984],[3.19420002 4.65071539],[-0.28437147  1.07462386],[4.54699558 5.05306713],[ 0.85537577 -0.50102841],[3.07287436 4.34413385],[-0.34470795  1.05694709],[7.28416669 6.14418989],[-0.72248081  0.89057469],[2.26932242 5.68060622],[ 0.33497922 -0.82391881],[7.49109092 5.48643193],[-0.69552083 -0.87761985]
[6.28184676 7.62695685],[-1.15239634  0.1304665 ],[3.84602934 7.791149  ],[-0.71022289 -0.85423485],[3.35979555 6.93414841],[0.51813563 0.85660989],[3.08140835 5.89803706],[-0.00896592 -1.01745639],[3.16775852 4.7586109 ],[-0.24549697  1.08203607],[4.63279482 5.00439357],[ 0.8575482  -0.47533301],[3.04072501 4.45073654],[-0.29989891  1.07304055],[7.20953722 6.23154642],[-0.76956496  0.85617245],[2.30571318 5.59767419],[ 0.39483861 -0.83115898],[7.41855867 5.40030654],[-0.75377235 -0.84383757]
[6.16639251 7.63779257],[-1.15694876  0.08577932],[3.77630792 7.70422123],[-0.68298754 -0.88262219],[3.41273793 7.01839161],[0.54137037 0.82901952],[3.08208334 5.79647878],[ 0.02125719 -1.01452035],[3.14491579 4.8669075 ],[-0.21168677  1.08354126],[4.71879303 4.95832621],[ 0.86124939 -0.44698423],[3.01278225 4.55854876],[-0.26007787  1.08188447],[7.13019314 6.31518711],[-0.81721377  0.81588066],[2.34801283 5.51439097],[ 0.45082205 -0.83323855],[7.34053514 5.31781916],[-0.80469615 -0.80431483]
[6.05037099 7.64395668],[-1.16249223  0.03827016],[3.70984718 7.61510451],[-0.64837525 -0.90146731],[3.46828855 7.10016681],[0.56674063 0.803626  ],[3.08591775 5.69546862],[ 0.05767213 -1.00323946],[3.12543804 4.97531298],[-0.18029009  1.08214086],[4.80470117 4.9146859 ],[ 0.85460667 -0.42811712],[2.9886788  4.66703638],[-0.22055358  1.08904315],[7.04642953 6.39489083],[-0.85809822  0.77734554],[2.39576693 5.43121838],[ 0.50589977 -0.82702146],[7.25793206 5.23969468],[-0.84877197 -0.76003803]
[5.93397591 7.64547358],[-1.16655581 -0.00941656],[3.64668449 7.52404369],[-0.61637686 -0.92081664],[3.52624266 7.17927214],[0.5881834  0.77437806],[3.09361865 5.59584484],[ 0.09616807 -0.98922546],[3.10905586 5.08353467],[-0.14500501  1.08450349],[4.8900562  4.87306072],[ 0.85350178 -0.4032553 ],[2.96863697 4.77625587],[-0.18013344  1.09531738],[6.95916198 6.4710949 ],[-0.88968427  0.74360507],[2.44883929 5.34891718],[ 0.55462209 -0.81843632],[7.1709844  5.16594226],[-0.88958374 -0.71492501]
[5.81754742 7.64252227],[-1.16165786 -0.04921235],[3.58684114 7.43127186],[-0.58106011 -0.93484356],[3.58628506 7.25540409],[0.61452198 0.75012784],[3.10473642 5.49726006],[ 0.12950888 -0.97880448],[3.09603774 5.19178685],[-0.1109091   1.08479178],[4.9751891  4.83385738],[ 0.84843143 -0.38145314],[2.95249788 4.88589627],[-0.14149153  1.09846309],[6.86850571 6.54348696],[-0.92375969  0.70324005],[2.5068225 5.2679347],[ 0.60460906 -0.80030693],[7.07962562 5.09622666],[-0.93363601 -0.67607833]
[5.70166451 7.63564629],[-1.15316254 -0.08526993],[3.53028037 7.33694418],[-0.55150803 -0.95266439],[3.64894045 7.32907819],[0.6392267  0.72401988],[3.11908901 5.39970401],[ 0.15690758 -0.97255973],[3.08646556 5.30004256],[-0.07941011  1.08142034],[5.05956228 4.79660327],[ 0.8403766  -0.36224296],[2.9404571  4.99599835],[-0.10183645  1.10089148],[6.77470059 6.61191026],[-0.95401542  0.66292431],[2.56980075 5.18914148],[ 0.65375326 -0.77555249],[6.98449522 5.03086608],[-0.96829932 -0.63105083]
[5.58681482 7.62541178],[-1.14618085 -0.12176036],[3.47704577 7.24129932],[-0.51634246 -0.96305764],[3.71426487 7.40033013],[0.66567561 0.69945284],[3.13641808 5.30311582],[ 0.19083404 -0.957756  ],[3.08039162 5.40825747],[-0.04458586  1.08016736],[5.1434076  4.76158105],[ 0.83537549 -0.33920594],[2.9320815  5.10600017],[-0.06510745  1.09971604],[6.6778022  6.67605017],[-0.98425627  0.61896682],[2.63721626 5.11269965],[ 0.69417083 -0.75253083],[6.88589485 4.9698316 ],[-1.00391836 -0.59056467]
[5.47276856 7.61163083],[-1.13547011 -0.15437435],[3.42665202 7.14405167],[-0.49066193 -0.98057858],[3.78189768 7.46878184],[0.68730195 0.6699333 ],[3.15730566 5.20822462],[ 0.22671155 -0.94009558],[3.07751109 5.51602814],[-0.01153251  1.07663291],[5.22675026 4.72890466],[ 0.83096541 -0.31467592],[2.92720979 5.21569126],[-0.03170572  1.0947304 ],[6.57849429 6.73625095],[-1.0007709   0.58584061],[2.70843711 5.03864907],[ 0.72920521 -0.72850446],[6.78400716 4.91291579],[-1.03352839 -0.54814293]
[5.35960992 7.59441739],[-1.12585566 -0.18799122],[3.37906759 7.04541049],[-0.46246468 -0.99328482],[3.85174347 7.53432585],[0.70853314 0.63989427],[3.18159391 5.11497101],[ 0.25780568 -0.92597058],[3.07774269 5.62322324],[0.01696419 1.06807809],[5.3095447  4.69862464],[ 0.82507989 -0.2906609 ],[2.92582438 5.32500336],[0.00330045 1.09073712],[6.47721481 6.79270481],[-1.02578371  0.54176146],[2.78282617 4.96695517],[ 0.75978869 -0.70327456],[6.67947673 4.8603667 ],[-1.05797775 -0.50441222]
[5.24751162 7.57395949],[-1.117962   -0.22305802],[3.33434854 6.94565071],[-0.43190938 -1.00153728],[3.92318126 7.59632383],[0.72135416 0.60117871],[3.20910904 5.02331937],[ 0.29041    -0.90882244],[3.08068871 5.72943401],[0.04264584 1.05692023],[5.39143827 4.67046783],[ 0.81475875 -0.27040734],[2.92777052 5.43372553],[0.03576031 1.08380651],[6.3736669  6.84483045],[-1.04496486  0.50060366],[2.86049195 4.89825829],[ 0.79147362 -0.67191482],[6.5729046  4.81241809],[-1.07548645 -0.45717841]
[5.1357634  7.54947626],[-1.11301869 -0.26272795],[3.2927666  6.84522644],[-0.40061416 -1.00752421],[3.99611506 7.65464405],[0.73737395 0.56526464],[3.23960617 4.93319113],[ 0.31853897 -0.8943598 ],[3.08642575 5.8347576 ],[0.07407734 1.05125382],[5.47233909 4.6444139 ],[ 0.80559883 -0.24828254],[2.93300419 5.54177175],[0.06695694 1.07515043],[6.268304   6.89281905],[-1.0606596   0.46057902],[2.94091389 4.83251022],[ 0.81792923 -0.64140732],[6.46451185 4.7689439 ],[-1.08919438 -0.40970541]
[5.02503608 7.52154007],[-1.10349405 -0.29804624],[3.25417973 6.74415308],[-0.37032241 -1.01288745],[4.07085622 7.7095596 ],[0.75777223 0.53339748],[3.27295438 4.84464347],[ 0.34797946 -0.87676149],[3.09519294 5.93934774],[0.10104849 1.04029264],[5.55251844 4.62081839],[ 0.79861235 -0.22280751],[2.94134613 5.64893305],[0.10047983 1.06857951],[6.16131523 6.93664639],[-1.07794841  0.41670109],[3.02401169 4.77004466],[ 0.84483997 -0.60646447],[6.3550547  4.73040079],[-1.10249323 -0.36435038]
[4.91569434 7.49050309],[-1.08343551 -0.32243986],[3.21890943 6.6428823 ],[-0.33646671 -1.01373905],[4.14747959 7.76111905],[0.77444782 0.49754763],[3.30929224 4.75798003],[ 0.37899684 -0.85604133],[3.10665824 6.04283851],[0.13066899 1.03171943],[5.63192236 4.59975854],[ 0.78921271 -0.19847935],[2.95299782 5.75534637],[0.12886322 1.05605834],[6.05307701 6.97646524],[-1.0850706   0.38126826],[3.10960187 4.71105953],[ 0.86629108 -0.57337349],[6.24413774 4.69607405],[-1.11633903 -0.32337033]
[4.80813693 7.45687156],[-1.06968386 -0.35207746],[3.18684304 6.54139572],[-0.30517262 -1.01608128],[4.22576509 7.8090722 ],[0.7911967  0.46143902],[3.34881307 4.67353366],[ 0.40752689 -0.83648699],[3.12117987 6.1455053 ],[0.15909386 1.0208783 ],[5.71034056 4.58114597],[ 0.77670299 -0.17606894],[2.96741181 5.86044113],[0.15719259 1.04369543],[5.94436055 7.01295121],[-1.09198599  0.34556492],[3.19744084 4.65565153],[ 0.89017291 -0.53457336],[6.13202899 4.66584204],[-1.12636826 -0.28234646]
[4.70186427 7.42017975],[-1.055991   -0.38195708],[3.1578717  6.43969743],[-0.27495677 -1.01832451],[4.30541047 7.85307761],[0.80332665 0.42019127],[3.39111845 4.59106572],[ 0.43991505 -0.81132111],[3.13856917 6.24707132],[0.18658709 1.00839041],[5.78757321 4.56489336],[ 0.7684448  -0.14825687],[2.98448338 5.96413769],[0.18504806 1.03097869],[5.83469125 7.04553068],[-1.10395828  0.30303602],[3.28751478 4.60413035],[ 0.9113204  -0.49530615],[6.01918924 4.63982397],[-1.13287817 -0.24098345]
[4.59691108 7.38043639],[-1.04165696 -0.41144524],[3.13209882 6.33800281],[-0.24131333 -1.01625447],[4.3861832  7.89283867],[0.81371158 0.37650275],[3.43642802 4.51094758],[ 0.46259108 -0.79434748],[3.15857892 6.34725075],[0.21542947 0.99689086],[5.86383124 4.55135373],[ 0.75664548 -0.12238746],[3.00451684 6.06670067],[0.21461126 1.01928911],[5.72402657 7.0739448 ],[-1.11052688  0.26384436],[3.3796074  4.55659628],[ 0.92705682 -0.45848795],[5.90554562 4.61761031],[-1.13975145 -0.20378836]
[4.49370001 7.33806496],[-1.02211299 -0.43532893],[3.10933203 6.23620716],[-0.21298001 -1.01828608],[4.46819081 7.92839757],[0.82437643 0.33257427],[3.48402618 4.4326538 ],[ 0.48699719 -0.77358337],[3.18173285 6.44647481],[0.24797431 0.98768683],[5.93871524 4.540276  ],[ 0.74323297 -0.09675664],[3.02769856 6.16824274],[0.24852269 1.01084046],[5.61265764 7.09831251],[-1.11695058  0.22310677],[3.47296845 4.51254532],[ 0.94079829 -0.42156856],[5.79140709 4.5991238 ],[-1.14102963 -0.1644535 ]
[4.39258697 7.29349745],[-1.00277404 -0.45857328],[3.08905722 6.1339647 ],[-0.19025784 -1.02387766],[4.55124617 7.95951598],[0.83581476 0.2888182 ],[3.53403391 4.35649834],[ 0.51162811 -0.75077213],[3.20814197 6.54469734],[0.27969647 0.97614391],[6.01252873 4.53212226],[ 0.73233316 -0.06666373],[3.05405146 6.26866013],[0.27768004 0.99652461],[5.50071835 7.11858759],[-1.12037873  0.18371537],[3.56742148 4.47200599],[ 0.94842896 -0.38884599],[5.67733731 4.58464389],[-1.13898338 -0.12417939]
[4.29311709 7.24631187],[-0.98444725 -0.48290514],[3.07150456 6.03168986],[-0.16085105 -1.02140404],[4.63511807 7.9858942 ],[0.84271795 0.2398041 ],[3.58657411 4.28277891],[ 0.53948056 -0.72305267],[3.2376234 6.6416106],[0.30925958 0.96129295],[6.08511067 4.52694194],[ 0.72131525 -0.0346405 ],[3.08321771 6.36751618],[0.30552476 0.98039307],[5.38863423 7.13507295],[-1.12093433  0.14625801],[3.66303904 4.43523444],[ 0.96508784 -0.34494234],[5.56330991 4.57389434],[-1.14003909 -0.08978431]
[4.1956336  7.19686351],[-0.96645682 -0.5072577 ],[3.05726026 5.93005035],[-0.12598279 -1.01332385],[4.71991755 8.00758708],[0.85204425 0.19285427],[3.64156484 4.2115806 ],[ 0.56057866 -0.70037042],[3.26982073 6.73676096],[0.33414253 0.94115946],[6.15685883 4.52536398],[0.71272749 0.0025656 ],[3.11487388 6.46445082],[0.32790063 0.95868048],[5.27669012 7.14797549],[-1.11899175  0.11073179],[3.75983772 4.40249512],[ 0.97040091 -0.31010501],[5.44945829 4.56672988],[-1.13910125 -0.05613282]
[4.10023066 7.14527005],[-0.94239037 -0.52525338],[3.04617221 5.82890744],[-0.09698393 -1.01057766],[4.80537531 8.02428816],[0.85854346 0.14266309],[3.69930584 4.14337533],[ 0.59174608 -0.6659581 ],[3.30391572 6.8293218 ],[0.35193775 0.91436374],[6.22761323 4.52751604],[0.70058288 0.03912689],[3.14935493 6.55977114],[0.35962221 0.94547699],[5.1648468  7.15719175],[-1.11672609  0.07453948],[3.85705788 4.37319497],[ 0.97416232 -0.27561584],[5.33570657 4.56277403],[-1.13559717 -0.02311411]
[4.00685303 7.09150628],[-0.92321371 -0.54805817],[3.03798295 5.72809249],[-0.066121   -1.00495544],[4.8913293  8.03581011],[0.86050102 0.08766176],[3.75979851 4.07833352],[ 0.61887948 -0.63379718],[3.34008414 6.91949225],[0.37257188 0.89022347],[6.29705716 4.53337523],[0.68452858 0.07472394],[3.18645008 6.6531746 ],[0.38178489 0.92211826],[5.05306048 7.16254259],[-1.11430192  0.03712229],[3.95469941 4.34745364],[ 0.97806135 -0.23959738],[5.22255658 4.56225254],[-1.12831656  0.01153976]
[3.91540757 7.0354671 ],[-0.90161056 -0.56858615],[3.03312082 5.6280893 ],[-0.03299218 -0.99689192],[4.97815506 8.0425288 ],[0.86949147 0.04046135],[3.82305569 4.01665501],[ 0.64850116 -0.59720325],[3.37872927 7.00762129],[0.39674299 0.86869491],[6.36467507 4.54271129],[0.67105584 0.115734  ],[3.22590239 6.7443714 ],[0.40866147 0.90308268],[4.9421314  7.16476978],[-1.10260087  0.00926769],[4.05268184 4.32533747],[ 0.98225362 -0.20185661],[5.11029761 4.56528085],[-1.1181952   0.04738554]
[3.8264942  6.97776226],[-0.87626022 -0.58503759],[3.03137345 5.52872383],[-0.00101268 -0.98930458],[5.06511878 8.04378524],[ 0.86958305 -0.01538445],[3.88894476 3.9584098 ],[ 0.67046213 -0.56617911],[3.41980937 7.09357198],[0.42437463 0.84964184],[6.43070382 4.556079  ],[0.65243801 0.1550524 ],[3.26825994 6.83381977],[0.43725609 0.88453774],[4.83189667 7.1637338 ],[-1.09916255 -0.02729065],[4.15095492 4.30694314],[ 0.98364101 -0.16538521],[4.99880066 4.57154515],[-1.11223067  0.0768716 ]
[3.73984608 6.9181425 ],[-0.8540195  -0.60467038],[3.03260095 5.42993513],[ 0.02639717 -0.98533833],[5.15238547 8.03979721],[ 0.87278192 -0.06698019],[3.95747778 3.90382678],[ 0.69805657 -0.5272366 ],[3.46358975 7.17748618],[0.45137484 0.82859207],[6.4953177  4.57401962],[0.63507947 0.19961126],[3.31337131 6.92125598],[0.46416897 0.86325056],[4.72244563 7.15944415],[-1.09067914 -0.05932047],[4.2494484  4.29235956],[ 0.98608519 -0.12624759],[4.88824581 4.58099878],[-1.10280712  0.10786332]
[3.65545907 6.85658604],[-0.83302881 -0.62574886],[3.03680297 5.33182575],[ 0.05598989 -0.97828134],[5.239593   8.03034541],[ 0.86890539 -0.12433156],[4.02869839 3.85318918],[ 0.72470249 -0.48672922],[3.5097714  7.25893576],[0.47360887 0.8016321 ],[6.55772188 4.59613087],[0.61474414 0.24496992],[3.36104145 7.00638241],[0.48793048 0.83789431],[4.61388708 7.15197395],[-1.08188905 -0.09158185],[4.34810985 4.2816978 ],[ 0.98544352 -0.08846719],[4.77811936 4.59288226],[-1.10030212  0.12860945]
[3.57327816 6.79301266],[-0.80618499 -0.64128997],[3.04385315 5.23436842],[ 0.08499007 -0.97070158],[5.32623839 8.01504312],[ 0.86351583 -0.18184477],[4.10217134 3.80631553],[ 0.74711147 -0.44796908],[3.55855562 7.33800542],[0.50462661 0.78204721],[6.61802591 4.62292172],[0.59271353 0.29287081],[3.41128446 7.08912265],[0.5140341  0.81386092],[4.50622851 7.14126342],[-1.0729963  -0.12453168],[4.44671815 4.27490342],[ 0.98589155 -0.04807033],[4.6689321  4.60740044],[-1.08672606  0.1582566 ]
[3.49364248 6.72773943],[-0.78647888 -0.66417958],[3.05418291 5.13807417],[ 0.12151731 -0.95526484],[5.41251571 7.99427561],[ 0.85699533 -0.23802142],[4.1781476  3.76372114],[ 0.77336413 -0.40247349],[3.61018489 7.41477164],[0.52603814 0.75120801],[6.67624639 4.65484644],[0.56989793 0.34452243],[3.46395981 7.16923044],[0.5384686  0.78715409],[4.39982861 7.12759371],[-1.05660356 -0.15023527],[4.54544146 4.27231946],[ 0.98716656 -0.00476213],[4.56088505 4.62457056],[-1.0740368   0.18520689]
