[6.28742588 9.98269911],[-0.31968047  1.34865612],[1.05885636 1.27047917],[ 2.33794576 -1.61383388],[6.25829834 5.96421317],[-2.46707755  0.7888575 ],[7.80675974 7.03350868],[2.34046884 3.45590309],[8.82190584 0.2849306 ],[ 1.00106288 -1.4017015 ],[0.51984698 5.7785209 ],[ 4.8468955  -1.53511972],[8.5974378  4.96560907],[1.9438482  0.01485471],[1.64696609 7.18435817],[3.00614075 0.77737933],[1.78924144 5.73228976],[ 3.93916013 -3.86322731],[7.55468578 6.8199386 ],[0.66881075 3.88652657]
[7.01601569 3.70261372],[ 0.76478097 -0.28377335],[7.00880081 8.14254421],[0.34001155 0.52673   ],[6.93433068 5.01986094],[0.9652463  0.23308943],[5.32099807 3.89317245],[ 0.71509221 -0.60901763],[5.15472566 7.60190567],[-0.17415603  0.7066584 ],[8.66366897 7.42252361],[-0.21041404  0.43569784],[3.69210719 5.40484705],[-0.16237396 -0.78695666],[7.53232397 3.45938386],[-0.84292617 -0.30973908],[6.92112518 8.28629866],[-0.88351876  0.19830301],[5.88636881 3.85516468],[ 0.93340879 -0.32113017]
[7.093018   3.67627262],[ 0.7770407  -0.24082039],[7.04325188 8.19385175],[0.34671241 0.49671962],[7.0304464  5.04420621],[0.95650576 0.25334512],[5.39432948 3.83424231],[ 0.75043377 -0.57006358],[5.13833017 7.67165705],[-0.15359359  0.68829833],[8.63897228 7.46556727],[-0.28304574  0.42571248],[3.67887288 5.32497865],[-0.1001635  -0.80823267],[7.44596624 3.43099742],[-0.88190162 -0.25613715],[6.83135998 8.3029536 ],[-0.91109386  0.13438694],[5.98028998 3.82512895],[ 0.94774075 -0.27643081]
[7.17116365 3.65429075],[ 0.78668321 -0.19759031],[7.07807904 8.24172954],[0.34767523 0.45825053],[7.12532519 5.07023607],[0.94295985 0.26916181],[5.47111607 3.77931587],[ 0.78859782 -0.52449165],[5.12440674 7.73988818],[-0.12570412  0.67515829],[8.6069624  7.50757997],[-0.35776191  0.41377645],[3.67236589 5.2434611 ],[-0.03179909 -0.82386604],[7.35611381 3.40825264],[-0.91599945 -0.20023353],[6.73927624 8.3133361 ],[-0.9303513   0.07254143],[6.07610391 3.80019846],[ 0.96398847 -0.22611353]
[7.25028557 3.63679179],[ 0.79553326 -0.15211007],[7.11322374 8.28583385],[0.35236368 0.42048029],[7.21915822 5.09819155],[0.93338202 0.28972069],[5.55149097 3.72892525],[ 0.81947066 -0.48209187],[5.11321408 7.80662585],[-0.10045164  0.65692023],[8.56675138 7.54761772],[-0.44291722  0.3900949 ],[3.67239737 5.16011652],[ 0.03485711 -0.84021922],[7.2631769  3.39125164],[-0.94308657 -0.14079613],[6.64539924 8.31737032],[-0.94409513  0.01030444],[6.17305836 3.77996253],[ 0.97391433 -0.17937546]
[7.33031782 3.62402995],[ 0.80419353 -0.10349991],[7.14903278 8.32618818],[0.36388045 0.38610762],[7.31161219 5.12780311],[0.91809211 0.3049129 ],[5.63479998 3.68281542],[ 0.84732874 -0.43882704],[5.10451055 7.87138556],[-0.07157689  0.63988793],[8.51802816 7.58514672],[-0.53312862  0.35810285],[3.67926352 5.07538973],[ 0.09978167 -0.85643846],[7.16771913 3.38018383],[-0.9647595  -0.08002099],[6.55026657 8.3150222 ],[-0.95513097 -0.05468475],[6.27085593 3.76438371],[ 0.9788925  -0.13503774]
[7.41090811 3.61598909],[ 0.80633821 -0.05815287],[7.18608643 8.36301014],[0.37614809 0.34867488],[7.40257034 5.15897841],[0.9030564  0.32062825],[5.72094314 3.64127633],[ 0.87829811 -0.3884161 ],[5.09878642 7.93438678],[-0.04046241  0.62207493],[8.46048777 7.61941873],[-0.61518219  0.32868646],[3.69289286 4.98947426],[ 0.17402288 -0.86011995],[7.06999884 3.37485338],[-0.98586638 -0.02381545],[6.4546501  8.30655895],[-0.95855946 -0.11659371],[6.3691716  3.75336601],[ 0.98518365 -0.08710669]
[7.49166707 3.6125903 ],[ 0.80883276 -0.00933427],[7.22441816 8.39593548],[0.38859377 0.30727483],[7.49184549 5.19155904],[0.88162307 0.33006874],[5.80986834 3.60468345],[ 0.90039867 -0.34263181],[5.09643074 7.99568948],[-0.00640916  0.60366329],[8.39514259 7.65079288],[-0.69150381  0.29755976],[3.71403267 4.90343472],[ 0.2474748  -0.86119134],[6.97051524 3.37521796],[-1.00318987  0.03053698],[6.35890137 8.29190261],[-0.95748409 -0.17830202],[6.46816603 3.74733266],[ 0.99324974 -0.034475  ]
[7.57292847 3.61451343],[0.81563246 0.04773231],[7.26386295 8.42436564],[0.40118262 0.26148286],[7.57940605 5.22551241],[0.86881382 0.34831401],[5.90087478 3.57272577],[ 0.92001357 -0.29569453],[5.09737712 8.05486306],[0.02822958 0.58209076],[8.3225133  7.67895829],[-0.75923623  0.26593974],[3.74279753 4.81778497],[ 0.32439814 -0.8543364 ],[6.86998693 3.38141198],[-1.00630663  0.09359508],[6.26332908 8.27093086],[-0.95578582 -0.24351477],[6.56734873 3.7460737 ],[0.99014647 0.00930049]
[7.65440791 3.62188714],[0.81466834 0.10101346],[7.30450013 8.44790735],[0.41280059 0.20980562],[7.66560495 5.26124908],[0.8527815  0.36408995],[5.99377378 3.545571  ],[ 0.94033927 -0.24438489],[5.1020934  8.11197133],[0.06755586 0.56082486],[8.24322475 7.70357228],[-0.82539696  0.22564285],[3.77873144 4.73258286],[ 0.3944661  -0.84829575],[6.76920932 3.39373933],[-1.01103593  0.1499961 ],[6.16787691 8.24316158],[-0.94945976 -0.3086111 ],[6.66612136 3.74916695],[0.98911197 0.05661816]
[7.73608657 3.63509854],[0.8134623  0.15838823],[7.34654903 8.46627224],[0.42729173 0.15578857],[7.74992714 5.29830398],[0.83334372 0.37668331],[6.0885193  3.52356468],[ 0.95591483 -0.19392572],[5.11080003 8.16677086],[0.11060317 0.5384065 ],[8.15741556 7.72368339],[-0.88981816  0.17545938],[3.82215669 4.64879487],[ 0.47134887 -0.82902992],[6.66831897 3.41176513],[-1.00749969  0.20889962],[6.07348268 8.20914315],[-0.9382012  -0.37193474],[6.76509113 3.75743685],[0.9883531  0.10718879]
[7.81746649 3.65406499],[0.8148958  0.22243416],[7.38995295 8.47886936],[0.43991773 0.09441444],[7.83255915 5.33689128],[0.82124599 0.39714873],[6.18490595 3.50687575],[ 0.97155919 -0.1394613 ],[5.12448807 8.2197215 ],[0.15923441 0.51576536],[8.06581573 7.73882494],[-0.94374364  0.12386228],[3.87273858 4.56675682],[ 0.53961333 -0.81102883],[6.56772943 3.4353494 ],[-1.00472994  0.26125889],[5.98057647 8.16901998],[-0.92196579 -0.43291936],[6.86335684 3.77022281],[0.97791077 0.14961797]
[7.89845412 3.67912468],[0.80396721 0.278336  ],[7.43491361 8.48534514],[0.45729036 0.03226501],[7.91377004 5.37736206],[0.80346037 0.41283448],[6.28237449 3.49532931],[ 0.97687748 -0.09204095],[5.14271987 8.26979272],[0.20682835 0.4861087 ],[7.96957237 7.74898481],[-0.97843097  0.08050476],[3.93021859 4.48698423],[ 0.60708982 -0.78593538],[6.46795494 3.46442311],[-0.99063105  0.31947466],[5.88909472 8.12246243],[-0.90535893 -0.49624993],[6.9610995  3.78786903],[0.97367452 0.20040913]
[7.97836062 3.70995905],[0.79644297 0.34122336],[7.48146555 8.48519136],[ 0.46985294 -0.04003955],[7.9930451  5.41926922],[0.78138902 0.42470969],[6.38044892 3.48873047],[ 0.98599183 -0.03807388],[5.16594581 8.31680721],[0.26098226 0.45639138],[7.86993172 7.75441465],[-1.01216921  0.02876874],[3.99385763 4.40954682],[ 0.66726905 -0.75983037],[6.36965399 3.49914078],[-0.97785714  0.37147428],[5.79968282 8.06988285],[-0.88070052 -0.55332072],[7.05807357 3.8103489 ],[0.96789839 0.25161704]
[8.05719749 3.74695512],[0.7817297  0.40062796],[7.52934952 8.47762896],[ 0.48598273 -0.11371136],[8.07037841 5.46265547],[0.76312878 0.44095729],[6.47956779 3.48785314],[0.99364501 0.01838698],[5.19440131 8.36030854],[0.30946327 0.41385041],[7.76725663 7.75454524],[-1.03576817 -0.0218343 ],[4.06337414 4.33498927],[ 0.72669016 -0.72632845],[6.27261445 3.5387584 ],[-0.9626928   0.42017603],[5.71313254 8.01194403],[-0.84875233 -0.60394687],[7.15433578 3.83792831],[0.95936037 0.30231779]
[8.13443425 3.78992265],[0.76554436 0.46170545],[7.57841863 8.46206181],[ 0.49873739 -0.19474098],[8.14583627 5.50765459],[0.74321394 0.45625457],[6.57934179 3.49269307],[0.99938827 0.07650283],[5.22847885 8.3999546 ],[0.37076036 0.37654349],[7.66275477 7.74979966],[-1.05240927 -0.07225632],[4.13899061 4.26433891],[ 0.78644837 -0.68452986],[6.17741704 3.58331276],[-0.94339677  0.46797377],[5.62983507 7.94897547],[-0.8149169  -0.65311925],[7.24964361 3.87058428],[0.94563371 0.34981743]
[8.20953588 3.83861727],[0.74005554 0.51606055],[7.62865722 8.43815303],[ 0.50546899 -0.28415433],[8.21934284 5.55425532],[0.72609599 0.47505523],[6.6795871  3.50341848],[1.0048892  0.13792683],[5.26846342 8.43525593],[0.42870623 0.3280535 ],[7.5569277  7.74004835],[-1.06606185 -0.12559467],[4.22025555 4.19793617],[ 0.83772844 -0.64338985],[6.08423319 3.63248333],[-0.9208102   0.51407967],[5.55025249 7.88141375],[-0.77800853 -0.69929948],[7.34325766 3.9077191 ],[0.92793135 0.39426785]
[8.28216915 3.89293689],[0.7138783  0.57183516],[7.67968655 8.4053869 ],[ 0.51410622 -0.37190317],[8.29076162 5.60239724],[0.70366269 0.48923865],[6.77966701 3.51972198],[0.995421   0.18699581],[5.3148285  8.46590588],[0.49650849 0.28174281],[7.45016726 7.72511626],[-1.0687145  -0.17317947],[4.3066804 4.1360564],[ 0.89022145 -0.59347362],[5.99314658 3.68585746],[-0.89892679  0.55457689],[5.47433545 7.80921157],[-0.73883546 -0.74313055],[7.43494495 3.94918681],[0.9032603  0.43247013]
[8.35194151 3.95267487],[0.68369133 0.62516874],[7.73110732 8.36347403],[ 0.51456862 -0.46534255],[8.36023961 5.65230078],[0.68326357 0.50628091],[6.87893446 3.5411452 ],[0.98618027 0.2379161 ],[5.36808907 8.49168432],[0.56993276 0.234152  ],[7.34328372 7.70538353],[-1.06918758 -0.22221272],[4.39797648 4.07916169],[ 0.9337864  -0.54522458],[5.90446256 3.74326643],[-0.87381759  0.59378995],[5.40230501 7.73261213],[-0.69760829 -0.78452698],[7.52431231 3.99462575],[0.88846629 0.48083266]
[8.41874647 4.01785218],[0.65343709 0.67943449],[7.78243664 8.31233084],[ 0.51297653 -0.5552866 ],[8.4278761  5.70414817],[0.66832106 0.52965465],[6.97744069 3.56791077],[0.98259824 0.29644264],[5.42861994 8.51235161],[0.63834634 0.17622383],[7.23678838 7.68103888],[-1.06146354 -0.26574079],[4.49335146 4.02713791],[ 0.97564336 -0.49219015],[5.81889307 3.80500039],[-0.83951052  0.63829662],[5.3348403  7.65234131],[-0.65286795 -0.82189243],[7.61194548 4.04470578],[0.86526697 0.52180673]
[8.48257942 4.08852963],[0.62125212 0.73204679],[7.83338946 8.25238121],[ 0.50174272 -0.64628986],[8.49365669 5.75801694],[0.64673237 0.54724589],[7.0749285  3.59997027],[0.96818623 0.34582001],[5.49588659 8.52692459],[0.70649214 0.11452363],[7.13127974 7.65246133],[-1.04783428 -0.30497159],[4.59285927 3.9807042 ],[ 1.01096365 -0.43908413],[5.73641233 3.87064498],[-0.80778419  0.67624465],[5.27186061 7.56838152],[-0.60509567 -0.85544826],[7.69755629 4.0992068 ],[0.84393172 0.56521242]
[8.54255139 4.16381418],[0.57997882 0.77526451],[7.88273164 8.18339301],[ 0.48405065 -0.73236956],[8.55710523 5.81350854],[0.6208518  0.56126891],[7.17095786 3.6369956 ],[0.95310333 0.39556525],[5.56988948 8.5351938 ],[0.77389544 0.05150278],[7.02700653 7.61977992],[-1.03534008 -0.34661637],[4.6954626  3.93940569],[ 1.04294679 -0.38411548],[5.65732871 3.9401161 ],[-0.77186349  0.7145723 ],[5.2138721  7.48131379],[-0.55764581 -0.88860932],[7.78047857 4.15749664],[0.81583015 0.60177676]
[8.59857532 4.24355917],[0.54147693 0.82027577],[7.92995186 8.10609854],[ 0.46214473 -0.80933888],[8.61810471 5.87057676],[0.5973734 0.5784148],[7.26544608 3.67901613],[0.93809014 0.44637717],[5.65022341 8.53686081],[ 0.83071499 -0.0194201 ],[6.92411543 7.58299815],[-1.01865339 -0.38525965],[4.80113042 3.90374275],[ 1.0704355  -0.32830097],[5.58166212 4.01305727],[-0.73917983  0.74592418],[5.16031796 7.39069047],[-0.51213992 -0.92215332],[7.8604054  4.21924299],[0.78353582 0.63383591]
[8.65044402 4.327425  ],[0.49709821 0.85786642],[7.97522131 8.02202784],[ 0.44219007 -0.87082457],[8.67616393 5.92880415],[0.56532213 0.58773365],[7.35823549 3.72596193],[0.91959511 0.49447777],[5.73618572 8.53164357],[ 0.88820149 -0.08376862],[6.82300088 7.54243257],[-1.00123497 -0.42379714],[4.90917406 3.87351096],[ 1.09197817 -0.27416393],[5.50938549 4.08907411],[-0.70401442  0.77617059],[5.11156625 7.29704757],[-0.46216381 -0.94962028],[7.93721996 4.28429237],[0.75332252 0.66758691]
[8.69796511 4.4150408 ],[0.45241208 0.89307303],[8.01816872 7.93214643],[ 0.41524092 -0.9262041 ],[8.73124678 5.98823316],[0.53873649 0.60334364],[7.44908371 3.77764803],[0.89832025 0.54019808],[5.82742701 8.51998142],[ 0.93348578 -0.15074236],[6.7236461  7.49798906],[-0.98596676 -0.46529729],[5.01932036 3.8488418 ],[ 1.11157486 -0.21793608],[5.4410153  4.16833011],[-0.66263313  0.80912874],[5.06785348 7.20078373],[-0.41157513 -0.97476232],[8.01108858 4.35277203],[0.72290069 0.70071075]
[8.74112197 4.50614879],[0.40607953 0.92394111],[8.05832464 7.83725006],[ 0.38620666 -0.97151714],[8.78383725 6.04942931],[0.51047232 0.61807355],[7.53757756 3.8336795 ],[0.87308956 0.58184278],[5.92253174 8.50149707],[ 0.96718954 -0.21828974],[6.62622976 7.44977168],[-0.96409859 -0.50083973],[5.13118389 3.8297354 ],[ 1.12625688 -0.16310339],[5.37693207 4.25085249],[-0.620199    0.83958808],[5.02927489 7.10217347],[-0.36313653 -1.00010234],[8.08191723 4.42453816],[0.69136309 0.73212852]
[8.77944841 4.60001792],[0.35833242 0.95078388],[8.09538416 7.73817337],[ 0.35322897 -1.01007725],[8.83344189 6.11198339],[0.48322176 0.6346964 ],[7.6235579  3.89386759],[0.84717464 0.62245156],[6.02028884 8.47613458],[ 0.98588021 -0.28902479],[6.53105956 7.39803461],[-0.9369561  -0.53142116],[5.2447026  3.81648192],[ 1.14380356 -0.10160482],[5.31693052 4.33609317],[-0.57693498  0.86753988],[4.99597249 7.00156896],[-0.30827753 -1.01697301],[8.14943937 4.49925787],[0.65765629 0.76064701]
[8.81293217 4.69636512],[0.31495097 0.9789908 ],[8.1289205  7.63549841],[ 0.31944177 -1.04006641],[8.88007304 6.1759948 ],[0.45308799 0.64931137],[7.70695605 3.95810156],[0.81942014 0.66070412],[6.11963969 8.44401996],[ 0.99824061 -0.35405465],[6.4387747 7.3434289],[-0.90674018 -0.55858496],[5.35946517 3.80904288],[ 1.15338107 -0.04489756],[5.26182886 4.42451432],[-0.5268626  0.898469 ],[4.967886   6.89912972],[-0.25348123 -1.03140582],[8.21361992 4.57681759],[0.62737312 0.79171623]
[8.84216891 4.79540679],[0.27114599 1.00251521],[8.15934178 7.53044776],[ 0.28882904 -1.06014268],[8.92405842 6.24186985],[0.42431451 0.66595839],[7.78753767 4.02608334],[0.79093304 0.69744428],[6.21998565 8.40577302],[ 1.00548281 -0.41197884],[6.34933244 7.28593584],[-0.87972853 -0.58885488],[5.47495272 3.80717213],[1.15325378 0.00437549],[5.21146036 4.51557097],[-0.48139421  0.9212838 ],[4.94556263 6.7956232 ],[-0.19402701 -1.03944612],[8.27489503 4.65754626],[0.59817814 0.82260067]
[8.86718225 4.89673399],[0.22691875 1.0211227 ],[8.18659504 7.42356012],[ 0.25652953 -1.0765136 ],[8.96495541 6.30923671],[0.39341966 0.68126457],[7.86514011 4.09756104],[0.76246589 0.73323115],[6.32040142 8.3616502 ],[ 1.00358232 -0.46789643],[6.26277835 7.22560153],[-0.85012075 -0.61654404],[5.59036836 3.81019702],[1.15406654 0.05518404],[5.16581221 4.60891755],[-0.43263481  0.94401962],[4.92886064 6.69109418],[-0.14090699 -1.051446  ],[8.33315131 4.74118921],[0.56653022 0.84952289]
[8.88761197 4.99957004],[0.18035111 1.03357293],[8.21065722 7.31529664],[ 0.22360018 -1.08929385],[9.00255734 6.37796735],[0.35813342 0.69298658],[7.94011093 4.17277877],[0.73589862 0.76979727],[6.42058963 8.31243315],[ 0.9965655  -0.51832614],[6.17916013 7.16247114],[-0.8230527  -0.64685267],[5.705564   3.81803962],[1.14956681 0.10129983],[5.12497114 4.70430079],[-0.38511711  0.96226006],[4.91724267 6.58531869],[-0.08956836 -1.06154274],[8.38807202 4.82727512],[0.52952922 0.86958393]
[8.90333477 5.10342304],[0.13340586 1.04215338],[8.23146952 7.20597993],[ 0.19322498 -1.09609944],[9.03665259 6.44793628],[0.32350778 0.70620627],[8.01201989 4.25118191],[0.70252574 0.79821556],[6.51973885 8.25829495],[ 0.98597425 -0.56341367],[6.09846188 7.09651431],[-0.78972756 -0.67105623],[5.82013247 3.83031846],[1.14044074 0.14272183],[5.08931863 4.80177321],[-0.32950153  0.98493696],[4.91110971 6.47903125],[-0.03611551 -1.06662983],[8.43892911 4.91495285],[0.48796831 0.88411899]
[8.91435757 5.20795411],[0.08691839 1.04780794],[8.24882882 7.09571981],[ 0.15647614 -1.10610277],[9.0670098  6.51899562],[0.28631634 0.71774808],[8.08086339 4.33262498],[0.67461341 0.83055961],[6.61732329 8.1995406 ],[ 0.96468538 -0.61155698],[6.02121838 7.02825912],[-0.75580512 -0.69466418],[5.9340744  3.84702496],[1.13652051 0.18962417],[5.05922037 4.90130795],[-0.27172363  1.00581661],[4.91025882 6.37234886],[ 0.01893024 -1.06670272],[8.48622592 5.00461267],[0.45684306 0.90751336]
[8.92067188 5.312832  ],[0.04151468 1.05131961],[8.26294697 6.9850098 ],[ 0.12482981 -1.10895031],[9.09379419 6.59138692],[0.25311518 0.73385116],[8.1466028 4.4169054],[0.64344986 0.85797311],[6.71290601 8.13643083],[ 0.94364804 -0.65291363],[5.9472524  6.95752334],[-0.72576246 -0.72226898],[6.04707983 3.86787686],[1.12511905 0.22884984],[5.03479079 5.00262121],[-0.21614318  1.02063931],[4.91485287 6.26575402],[ 0.07385741 -1.06380329],[8.53012868 5.09623395],[0.42268215 0.92599932]
[8.92276717 5.41818507],[-2.85585388e-04  1.05440531e+00],[8.27391356 6.87411017],[ 0.09444669 -1.10898255],[9.11713    6.66527015],[0.2126954  0.74294703],[8.2091205  4.50373104],[0.60557894 0.87692065],[6.80643365 8.06953075],[ 0.92513332 -0.68590841],[5.87651665 6.8842464 ],[-0.69006819 -0.74434501],[6.15908998 3.89279394],[1.11379767 0.26808905],[5.0159202  5.10524971],[-0.15841229  1.03419837],[4.92500159 6.15965092],[ 0.12668524 -1.06007637],[8.57005814 5.18907421],[0.37695193 0.93171727]
[8.92081348 5.52378642],[-0.03890075  1.05668541],[8.28147157 6.76292369],[ 0.05925863 -1.11188401],[9.13665189 6.74031024],[0.17634414 0.75639574],[8.26790521 4.59243615],[0.57115011 0.89785608],[6.89749572 7.99897142],[ 0.8977114  -0.72293893],[5.80918958 6.80859751],[-0.65373322 -0.76584612],[6.27002904 3.92169313],[1.10194045 0.30677854],[5.00271436 5.20895592],[-0.10048079  1.04458694],[4.94056272 6.05421424],[ 0.18148051 -1.05111471],[8.60558985 5.28263154],[0.33640295 0.94194272]
[8.91496444 5.62938375],[-0.07765141  1.05501914],[8.28560531 6.65162363],[ 0.02381734 -1.11337731],[9.15217431 6.8163359 ],[0.13494108 0.76498404],[8.32314691 4.68304997],[0.53498654 0.91544784],[6.98598129 7.92509059],[ 0.87177592 -0.75421486],[5.74562149 6.73091824],[-0.61709417 -0.78716498],[6.37966291 3.95431788],[1.09196594 0.34700614],[4.99560087 5.31380092],[-0.04075988  1.0527975 ],[4.96129116 5.94954459],[ 0.23365494 -1.04106028],[8.63740254 5.37746229],[0.29662154 0.95118426]
[8.90539348 5.73478821],[-0.11258302  1.05346733],[8.28694769 6.54095852],[ 0.00219537 -1.1010427 ],[9.16338485 6.89306095],[0.08990203 0.77014273],[8.37488601 4.77545097],[0.50041407 0.93294071],[7.07228585 7.84869207],[ 0.85060636 -0.77686843],[5.68592817 6.65131068],[-0.57910766 -0.80727844],[6.48805415 3.99073394],[1.07340979 0.3786383 ],[4.99443987 5.41926939],[0.01389054 1.05262322],[4.98781132 5.84658458],[ 0.29076233 -1.02363056],[8.66540221 5.47330691],[0.26243563 0.96434966]
[8.89203712 5.83957836],[-0.15090001  1.04549499],[8.28551098 6.43090074],[-0.03085853 -1.09984046],[9.16988777 6.97011138],[0.03903671 0.76977723],[8.42337854 4.8697153 ],[0.46884319 0.95138797],[7.15602718 7.76974583],[ 0.82638309 -0.79939963],[5.62990922 6.56957013],[-0.53974098 -0.82594189],[6.5949726  4.03066703],[1.06218959 0.41723751],[4.99873508 5.52460467],[0.06984052 1.05165716],[5.01960988 5.74510494],[ 0.34206471 -1.00840016],[8.6897226  5.57010509],[0.22481566 0.9721692 ]
[8.87513993 5.94370088],[-0.19005219  1.03354496],[8.28121368 6.32145431],[-0.05351665 -1.08774678],[9.17170295 7.04752636],[-0.00624648  0.77485554],[8.46858441 4.96559176],[0.43450409 0.96505423],[7.23723166 7.68857318],[ 0.7991348  -0.82220628],[5.57783514 6.48597129],[-0.50188699 -0.84608939],[6.70016648 4.07383603],[1.04206593 0.4462433 ],[5.00857502 5.62968764],[0.1285884  1.05123443],[5.05633663 5.64515083],[ 0.39374833 -0.98875937],[8.71009298 5.66742494],[0.1851588  0.97646923]
[8.85444495 6.04664602],[-0.22117159  1.02734638],[8.27474941 6.21326728],[-0.07658042 -1.07689336],[9.16884841 7.12527704],[-0.05334697  0.77752451],[8.51038705 5.06277607],[0.40084478 0.97754875],[7.31585518 7.60538515],[ 0.77166033 -0.84286228],[5.52979733 6.40061278],[-0.46083543 -0.86293109],[6.80359224 4.12010959],[1.02618064 0.47883883],[5.02441594 5.7346994 ],[0.18556015 1.04599966],[5.09820533 5.5473094 ],[ 0.44558949 -0.96547176],[8.72686071 5.76543387],[0.14869861 0.98184815]
[8.83048059 6.1486567 ],[-0.25422203  1.01627084],[8.26606674 6.10624149],[-0.09839583 -1.06516317],[9.1609656  7.20295006],[-0.10068101  0.77931972],[8.5488153  5.16110744],[0.36982539 0.99082544],[7.39180517 7.52031243],[ 0.74760211 -0.85801854],[5.48566994 6.31339751],[-0.42076092 -0.88030787],[6.90558055 4.16978903],[1.01132214 0.51245836],[5.04588533 5.83901257],[0.23977975 1.03598674],[5.14555026 5.4522485 ],[ 0.501762   -0.93479066],[8.74010556 5.86399775],[0.11616701 0.98893383]
[8.80381773 6.24999509],[-0.28253376  1.0064329 ],[8.25523922 6.00040564],[-0.11908377 -1.05254211],[9.14824538 7.28063185],[-0.15252732  0.77524748],[8.58396216 5.26048627],[0.33550947 0.99884681],[7.4652084  7.43367465],[ 0.71933761 -0.87557929],[5.44602359 6.22491886],[-0.37434701 -0.89133208],[7.005696   4.22242221],[0.98941969 0.53841067],[5.07293464 5.9423962 ],[0.29842764 1.02856818],[5.19816065 5.36006943],[ 0.5492562 -0.909234 ],[8.74963646 5.96271015],[0.0769025  0.98750836]
[8.7735662  6.34949935],[-0.32210364  0.98394792],[8.2425028  5.89597182],[-0.1354273  -1.03607675],[9.13024506 7.35774698],[-0.20606047  0.76814241],[8.61564456 5.36055081],[0.29871334 1.00280891],[7.53615098 7.34572807],[ 0.69952049 -0.8831678 ],[5.41072889 6.13506904],[-0.32982133 -0.90384944],[7.10389367 4.27788931],[0.97182834 0.56804612],[5.10545847 6.04455973],[0.34971736 1.01227935],[5.25522646 5.27036984],[ 0.59472292 -0.88136615],[8.75567334 6.06161642],[0.04498157 0.99125241]
[8.73975047 6.44708531],[-0.35328048  0.96834789],[8.22778568 5.79282066],[-0.15935428 -1.02725789],[9.10722622 7.43438558],[-0.25331208  0.76517122],[8.64371533 5.46102035],[0.2633564  1.00692802],[7.60483011 7.2568024 ],[ 0.67372615 -0.89546483],[5.38003292 6.04412631],[-0.28379825 -0.91454213],[7.19994093 4.33588978],[0.94846145 0.59106441],[5.14285476 6.14480646],[0.39588584 0.99043362],[5.31709359 5.18390744],[ 0.64244211 -0.8474145 ],[8.75861281 6.16085281],[0.01230641 0.99149139]
[8.70273933 6.54293341],[-0.3831146   0.95208479],[8.21105631 5.69095026],[-0.17497106 -1.00999747],[9.07929632 7.51040785],[-0.30467984  0.75539283],[8.66827167 5.56185017],[0.22724514 1.00888548],[7.67156729 7.16733449],[ 0.65739362 -0.89741112],[5.35410349 5.95230149],[-0.2351287  -0.92223797],[7.29380724 4.39630393],[0.92885478 0.61704727],[5.18468155 6.24269003],[0.44143899 0.96806832],[5.38341332 5.10071879],[ 0.68333099 -0.81626439],[8.75806567 6.25980155],[-0.0202016  0.9900815]
[8.66295387 6.63724347],[-0.41401451  0.93237044],[8.19247048 5.59050544],[-0.19609672 -0.99824542],[9.04617124 7.58525253],[-0.35784469  0.74099368],[8.68916674 5.66276723],[0.1900103  1.00862368],[7.73640725 7.0774472 ],[ 0.63898551 -0.9006513 ],[5.33310166 5.85978572],[-0.18424997 -0.92729327],[7.38555219 4.45912586],[0.90493337 0.63806079],[5.23131491 6.33856357],[0.48971035 0.94780354],[5.45375245 5.02078231],[ 0.7231751  -0.78206765],[8.75436084 6.3585856 ],[-0.05150542  0.98756585]
[8.6203045  6.72971009],[-0.44319417  0.91240109],[8.17204204 5.49151068],[-0.21316593 -0.98230606],[9.007648   7.65842353],[-0.41535986  0.7191453 ],[8.706817   5.76405175],[0.15937484 1.01309088],[7.79903969 6.98691315],[ 0.61433677 -0.90918287],[5.31729165 5.76688146],[-0.13360974 -0.93222594],[7.4750276  4.52412998],[0.88328498 0.66060631],[5.28265888 6.43227028],[0.5386739  0.92778989],[5.52792214 4.94431048],[ 0.75958714 -0.74734548],[8.74756534 6.45704219],[-0.08400176  0.98163689]
[8.57452367 6.81989019],[-0.47103104  0.89226163],[8.15001302 5.39421519],[-0.22845816 -0.9647403 ],[8.96336382 7.72923993],[-0.46953785  0.69728547],[8.72107642 5.86538093],[0.12757778 1.01492402],[7.85950794 6.8958712 ],[ 0.59289979 -0.91369257],[5.30680542 5.67377678],[-0.07812367 -0.93178677],[7.56231281 4.59133234],[0.86138878 0.6822817 ],[5.33890079 6.52394829],[0.58507453 0.90468506],[5.60580921 4.8715812 ],[ 0.79977679 -0.70497368],[8.73740978 6.55471103],[-0.11734344  0.97330962]
[8.52587842 6.90788672],[-0.49994212  0.86925697],[8.12644763 5.29866919],[-0.24095859 -0.9444364 ],[8.91415417 7.79815516],[-0.51512497  0.67973632],[8.73217833 5.96682449],[0.09317031 1.01229952],[7.9178015  6.80438479],[ 0.57221924 -0.91665574],[5.30179481 5.58067496],[-0.02251303 -0.93049464],[7.64760641 4.66087427],[0.84406122 0.70801966],[5.39942237 6.61296163],[0.62740705 0.87775568],[5.68721778 4.80278352],[ 0.82733167 -0.67146789],[8.7240638  6.65160844],[-0.14852151  0.96534821]
