[1.01472531 2.92295678],[3.31733621 4.45997942],[5.1946151  7.49854447],[4.38816143 3.72606525],[8.61310337 3.28205537],[ 3.57117023 -0.91893295],[2.11905001 0.18511143],[4.72514966 0.01155988],[9.73378549 8.75994939],[ 0.77237662 -4.94982381],[0.44013303 2.53463443],[-1.95814408  2.6096809 ],[1.90586656 2.07059405],[4.26661693 1.46817922],[7.38692549 8.77811961],[1.46847092 3.82697473],[9.58401556 6.57337956],[3.43280693 1.0710327 ],[9.86255863 8.37550144],[3.01390997 1.94773018]
[9.81054254 5.19218144],[-0.37494655 -0.78973354],[5.42614466 4.08681151],[-0.72975732  0.68616279],[4.53432865 5.48483649],[-0.19156479 -0.89009226],[8.26239293 8.20840912],[-0.28089932  0.28756208],[5.08940814 6.88763107],[0.82536032 0.6407205 ],[9.46508671 5.4940956 ],[ 0.48471998 -0.35428956],[9.1370797  7.33826046],[-0.61552011 -0.45267495],[6.15831061 2.87137722],[-0.52795746 -0.22722645],[4.12662296 4.65754833],[-0.3295235  -0.18016229],[4.52773425 4.1418472 ],[-0.53186675 -0.04146474]
[9.76879342 5.1128205 ],[-0.46190914 -0.79847009],[5.35503931 4.15737038],[-0.69412746  0.72266854],[4.51770034 5.39507238],[-0.13937277 -0.90324033],[8.23140961 8.23519565],[-0.3416576   0.24516795],[5.17350888 6.94960525],[0.85501193 0.59737915],[9.51149064 5.45738539],[ 0.44395871 -0.37904644],[9.07117965 7.28967247],[-0.70119321 -0.51824197],[6.10423312 2.85103719],[-0.55317227 -0.17853001],[4.09586634 4.64014274],[-0.28595018 -0.16867532],[4.47498087 4.13885837],[-0.52192012 -0.01693716]
[9.71827834 5.03279484],[-0.54695    -0.79992116],[5.28696319 4.23087836],[-0.66500419  0.74934568],[4.5065067  5.30427416],[-0.08751957 -0.91535987],[8.19383298 8.25718197],[-0.40928744  0.19487304],[5.26041866 7.00715534],[0.88594658 0.55674696],[9.55373076 5.4182048 ],[ 0.39928832 -0.405783  ],[8.99721575 7.23488714],[-0.77497992 -0.57489504],[6.047609   2.83574178],[-0.57735351 -0.12485993],[4.06940187 4.6236895 ],[-0.24369405 -0.16119013],[4.42355597 4.13869242],[-0.50315733  0.01722323]
[9.65925882 4.95282507],[-0.63101448 -0.79667779],[5.22195374 4.30704918],[-0.63802599  0.77074746],[4.50020598 5.21210432],[-0.03695693 -0.92603683],[8.14926373 8.27381193],[-0.483493    0.13582115],[5.35010605 7.06041865],[0.90538775 0.50636685],[9.59155371 5.37651445],[ 0.35463247 -0.43015347],[8.91665919 7.17506   ],[-0.8330908  -0.61917101],[5.98841533 2.82584534],[-0.60292344 -0.06902523],[4.04713468 4.60780607],[-0.2033139  -0.15865136],[4.37405688 4.14205055],[-0.4874324  0.0494543]
[9.59255498 4.87400484],[-0.70449625 -0.78109836],[5.15987439 4.38544965],[-0.60106711  0.79927328],[4.49879204 5.11884727],[ 0.00968838 -0.93749884],[8.09685636 8.28393932],[-0.56213816  0.06841873],[5.44120796 7.10814451],[0.92220208 0.45393504],[9.62437646 5.33199152],[ 0.30058566 -0.46102879],[8.8308292  7.11117621],[-0.87846731 -0.65399184],[5.92700774 2.8220386 ],[-0.62597581 -0.00747999],[4.0291282  4.59222957],[-0.15683162 -0.15345636],[4.32606704 4.14861081],[-0.47154894  0.08268581]
[9.51878268 4.79704216],[-0.76959601 -0.7570025 ],[5.10147697 4.466537  ],[-0.56531042  0.8236045 ],[4.50242105 5.02498802],[ 0.06463343 -0.93752519],[8.03701324 8.28749713],[-0.63578726  0.00063982],[5.53451208 7.15122925],[0.94453373 0.4088133 ],[9.65150291 5.28426237],[ 0.24171223 -0.49314448],[8.74122435 7.04443098],[-0.91235844 -0.68008716],[5.86334209 2.82455323],[-0.64609978  0.05924842],[4.01571709 4.57693215],[-0.11050669 -0.15222911],[4.28006482 4.15894014],[-0.44995292  0.12259184]
[9.43935565 4.72329463],[-0.82054527 -0.71988537],[5.04672913 4.54998924],[-0.52894516  0.84570632],[4.51136266 4.93107886],[ 0.11420038 -0.93996537],[7.96924115 8.283354  ],[-0.71719206 -0.08250788],[5.62969771 7.18954842],[0.95773072 0.35638324],[9.67270812 5.23349489],[ 0.17954548 -0.52430394],[8.64899126 6.97572218],[-0.93395915 -0.69607476],[5.79778091 2.83393372],[-0.66303486  0.13045548],[4.00699363 4.56160676],[-0.06118047 -0.15217297],[4.2359802  4.17306151],[-0.43447909  0.15717804]
[9.35462011 4.65295278],[-0.87208936 -0.68538708],[4.9953833  4.63528972],[-0.49826915  0.85967254],[4.52500093 4.83686593],[ 0.15899118 -0.94301952],[7.89392684 8.27103836],[-0.78699319 -0.16327872],[5.72655217 7.22305538],[0.97826382 0.31331151],[9.68753465 5.17969327],[ 0.11288591 -0.55494549],[8.5548723  6.90559637],[-0.94841815 -0.70665871],[5.73079812 2.85072336],[-0.67991919  0.20179422],[4.00402255 4.54688257],[ 0.00233702 -0.14246397],[4.19364095 4.19086734],[-0.41187214  0.19945736]
[9.2647548  4.58594711],[-0.92411437 -0.65431188],[4.94697306 4.72175715],[-0.46926662  0.87013681],[4.54334667 4.74278689],[ 0.20817563 -0.93761383],[7.81234829 8.25088992],[-0.84617436 -0.24289195],[5.82502378 7.25195128],[0.9940767  0.26801497],[9.6953916  5.12281012],[ 0.0408225  -0.58513321],[8.45971563 6.83476054],[-0.95867478 -0.71415786],[5.66202378 2.87445116],[-0.69578965  0.27198399],[4.00754267 4.53302878],[ 0.06745794 -0.1359819 ],[4.15365802 4.21302459],[-0.38953264  0.24197031]
[9.17028657 4.52246533],[-0.96206623 -0.61276206],[4.90180877 4.80952076],[-0.43668605  0.88216528],[4.56622795 4.64907363],[ 0.25138336 -0.93394545],[7.72494629 8.22236957],[-0.89817815 -0.32542054],[5.92471028 7.27608004],[0.99888331 0.21408951],[9.69556523 5.06276323],[-0.03969636 -0.6169939 ],[8.36345157 6.76303533],[-0.96848031 -0.72239861],[5.5917581  2.90510959],[-0.70847528  0.34134439],[4.01774003 4.5197407 ],[ 0.13407705 -0.13295301],[4.11616305 4.23969839],[-0.36140933  0.29044756]
[9.07221709 4.46315627],[-0.99466248 -0.56937949],[4.85975645 4.89825094],[-0.40550808  0.89110414],[4.59349455 4.55600189],[ 0.29242214 -0.92819825],[7.63319803 8.18599222],[-0.93147422 -0.3979888 ],[6.02514099 7.29516908],[1.00888709 0.16741139],[9.68730969 4.99953162],[-0.1255739  -0.64655157],[8.26619795 6.69042206],[-0.97626035 -0.72971802],[5.52051587 2.94272678],[-0.7139778   0.41220538],[4.03522233 4.50713407],[ 0.21458171 -0.12087611],[4.08135026 4.27108315],[-0.33476917  0.33722815]
[8.97123672 4.40836907],[-1.02378977 -0.52587047],[4.82075644 4.98773768],[-0.37253     0.90030821],[4.62472426 4.46359397],[ 0.33251008 -0.91885912],[7.53879549 8.14270164],[-0.95386444 -0.46608127],[6.12606626 7.30919697],[1.01145412 0.11540399],[9.67022037 4.93349762],[-0.21801327 -0.67459015],[8.1687076  6.61758752],[-0.97564738 -0.72911608],[5.4489443  2.98730489],[-0.71325326  0.48219286],[4.06071358 4.49547053],[ 0.29464985 -0.11358532],[4.04934733 4.30726032],[-0.3027569   0.38865906]
[8.86736054 4.35775735],[-1.05240647 -0.48583381],[4.78567988 5.07865313],[-0.32950739  0.91700966],[4.65997434 4.37233928],[ 0.37146003 -0.90662076],[7.44261842 8.09280632],[-0.96845889 -0.53128183],[6.2273124  7.31820334],[1.01394536 0.06564212],[9.64362649 4.86482124],[-0.31499758 -0.69879166],[8.07121972 6.54473735],[-0.97208424 -0.72583158],[5.37780874 3.03884429],[-0.70520961  0.55130569],[4.09459644 4.48474192],[ 0.37995868 -0.10440766],[4.02094134 4.34891244],[-0.26422985  0.44519217]
[8.76055336 4.31084822],[-1.0829568  -0.45256977],[4.75476187 5.17095638],[-0.28821426  0.92932039],[4.69931138 4.28268576],[ 0.41394821 -0.88721585],[7.34532298 8.03654172],[-0.97477816 -0.59170722],[6.32848361 7.32202306],[1.00877248 0.01030534],[9.60763461 4.79441691],[-0.4071206  -0.71048498],[7.97433886 6.47247528],[-0.96509418 -0.71888491],[5.30807775 3.09745172],[-0.69008044  0.61854981],[4.13702979 4.47484249],[ 0.46773607 -0.0946108 ],[3.99654496 4.39626779],[-0.22302843  0.50210556]
[8.65137482 4.26770691],[-1.10066666 -0.41104817],[4.72802332 5.26441216],[-0.24813322  0.93787656],[4.74300379 4.19523752],[ 0.45733451 -0.86378912],[7.24846026 7.97522934],[-0.96444261 -0.63648239],[6.42898499 7.32022792],[ 1.00271583 -0.04445462],[9.56219081 4.72294374],[-0.50295412 -0.71927453],[7.87766034 6.40041064],[-0.96186966 -0.71581366],[5.23991468 3.16236108],[-0.67353158  0.67762251],[4.18833861 4.46601446],[ 0.55984365 -0.08015935],[3.9761599  4.44905603],[-0.18345935  0.5542653 ]
[8.5404998  4.22859508],[-1.11641029 -0.37141739],[4.70506852 5.35840447],[-0.21072784  0.94196649],[4.79046564 4.10973869],[ 0.49509403 -0.84236276],[7.1524475  7.90924997],[-0.95440985 -0.68160741],[6.52887638 7.31305825],[ 0.99418323 -0.09948637],[9.50714669 4.65084813],[-0.5966234  -0.72071613],[7.78182924 6.32919565],[-0.95621388 -0.70989798],[5.17356142 3.23284898],[-0.65498147  0.72908506],[4.24919101 4.45910856],[ 0.65509965 -0.05912178],[3.95989781 4.50703636],[-0.13992739  0.60645311]
[8.42810841 4.19330957],[-1.13003438 -0.33366975],[4.68546627 5.45235023],[-0.18118525  0.93713451],[4.84155378 4.02640778],[ 0.52714517 -0.82316386],[7.05784978 7.83920585],[-0.93952849 -0.72099359],[6.62783379 7.3004087 ],[ 0.98648666 -0.15147589],[9.44325781 4.57930209],[-0.68143117 -0.71025153],[7.68648784 6.25850434],[-0.95225885 -0.70557972],[5.10927282 3.30822968],[-0.63053162  0.77728997],[4.31886164 4.45388909],[ 0.73618026 -0.04617284],[3.94844965 4.5704507 ],[-0.0900104   0.65993398]
[8.31475346 4.1620273 ],[-1.13917731 -0.29464138],[4.66906112 5.54602652],[-0.1434035   0.93960595],[4.89602388 3.94534781],[ 0.56275211 -0.79699158],[6.96481596 7.76536334],[-0.92103803 -0.75542635],[6.72599325 7.28268538],[ 0.97683171 -0.20232648],[9.37085669 4.50883539],[-0.7643231  -0.69693654],[7.59137997 6.18807611],[-0.94862183 -0.70169728],[5.04773668 3.38830331],[-0.60057885  0.82239736],[4.39627139 4.44998034],[ 0.8119469  -0.03040901],[3.9421976  4.63912607],[-0.03356204  0.71389917]
[8.20023025 4.13419488],[-1.14821014 -0.25962344],[4.65637685 5.63979774],[-0.1092451  0.9366626],[4.95396632 3.86697359],[ 0.59306952 -0.77296631],[6.87376983 7.6883029 ],[-0.89800937 -0.78347886],[6.82332415 7.26018621],[ 0.96954813 -0.24722222],[9.29059115 4.44008373],[-0.84005503 -0.6776298 ],[7.49672358 6.11812646],[-0.94361126 -0.69639282],[4.9890512  3.47235176],[-0.56820791  0.86222825],[4.48108808 4.44798913],[ 0.88219138 -0.00963728],[3.94136751 4.71263739],[0.01943478 0.75772749]
[8.08533758 4.11025729],[-1.15035936 -0.22024835],[4.64717885 5.73327738],[-0.07318645  0.93424237],[5.01507555 3.79129836],[ 0.62877742 -0.74039152],[6.78487312 7.60838916],[-0.87755398 -0.81203286],[6.91941479 7.23286304],[ 0.9508103 -0.3002361],[9.20318557 4.37355553],[-0.90691103 -0.65251647],[7.40253938 6.04868121],[-0.93848892 -0.69092435],[4.93389667 3.56030829],[-0.53367568  0.89705857],[4.57199947 4.44770493],[9.30963211e-01 6.41341827e-04],[3.94638235 4.79072129],[0.08348408 0.80521863]
[7.96992052 4.08979251],[-1.15667013 -0.18827351],[4.64159434 5.82644538],[-0.03833873  0.92900946],[5.07935983 3.7186343 ],[ 0.65496495 -0.71432119],[6.69811777 7.52582218],[-0.85722238 -0.83856673],[7.01345554 7.20018924],[ 0.92752058 -0.35527093],[9.10999885 4.31024127],[-0.95559692 -0.61328894],[7.30883937 5.97975988],[-0.93573333 -0.68777439],[4.88262762 3.6518471 ],[-0.49575871  0.92871857],[4.66769578 4.44887753],[0.97847828 0.0201255 ],[3.95772426 4.87307233],[0.14331062 0.84058116]
[7.85411558 4.07261225],[-1.16127568 -0.15778835],[4.63922534 5.91876331],[-0.01027171  0.91605106],[5.14626227 3.64872903],[ 0.68219644 -0.68419095],[6.6134618 7.440778 ],[-0.83474406 -0.86074691],[7.10502196 7.16199057],[ 0.905275   -0.40669643],[9.01208919 4.25077399],[-0.99963619 -0.57396627],[7.21567261 5.91141208],[-0.93000553 -0.68158001],[4.83460297 3.7457523 ],[-0.46295617  0.95040563],[4.76745508 4.45182552],[1.01685218 0.04068087],[3.97507325 4.95862389],[0.20157535 0.86720136]
[7.73791018 4.0583578 ],[-1.16055994 -0.12548115],[4.64016045 6.01023241],[0.0275138  0.91159362],[5.21594018 3.58203371],[ 0.71125027 -0.649351  ],[6.53100512 7.35357899],[-0.8151992  -0.88362931],[7.19434992 7.11880731],[ 0.88347358 -0.45418282],[8.91018217 4.19540505],[-1.03831486 -0.53414536],[7.12263636 5.8432321 ],[-0.92983919 -0.68121222],[4.79018595 3.84192567],[-0.42499558  0.97274431],[4.87056608 4.45683594],[1.04208186 0.05759485],[3.99798724 5.04625935],[0.25607534 0.88403626]
[7.62217726 4.04765496],[-1.15445147 -0.08919304],[4.64480775 6.10109614],[0.06625294 0.90618551],[5.28831474 3.51875733],[ 0.73435802 -0.61760894],[6.45088235 7.2645811 ],[-0.78894572 -0.89763739],[7.28158198 7.07115533],[ 0.85882034 -0.5005023 ],[8.80483572 4.14418861],[-1.06612295 -0.48855064],[7.02961313 5.77506372],[-0.92786577 -0.67941205],[4.74975261 3.94030508],[-0.38190581  0.99590306],[4.9755933  4.46328052],[1.06143206 0.0754475 ],[4.02649007 5.13544448],[0.31435358 0.89918924]
[7.50688673 4.0403377 ],[-1.15193904 -0.05821125],[4.65304212 6.19103897],[0.09850788 0.89261871],[5.36295208 3.45874463],[ 0.75860872 -0.58198369],[6.37326082 7.17416047],[-0.76313358 -0.91006803],[7.3660829  7.01879355],[ 0.82886427 -0.54848724],[8.6969039  4.09750238],[-1.0911356  -0.44468964],[6.93722089 5.7075148 ],[-0.92294177 -0.67455743],[4.71367252 4.04082177],[-0.34420083  1.00949493],[5.08193502 4.47119511],[1.06568644 0.08381331],[4.06054225 5.22561909],[0.36814133 0.9051066 ]
[7.39174347 4.03588244],[-1.14960163 -0.03009052],[4.66450788 6.27957369],[0.13048267 0.87758543],[5.43982158 3.4022374 ],[ 0.78118718 -0.54530165],[6.29798652 7.0823609 ],[-0.73914989 -0.922363  ],[7.44722801 6.96144645],[ 0.79233558 -0.59953634],[8.58682086 4.05532746],[-1.11113996 -0.40023822],[6.84520563 5.64032813],[-0.91683007 -0.6686313 ],[4.68109461 4.14231598],[-0.30843609  1.01889995],[5.18897936 4.48043087],[1.07364568 0.10014785],[4.09983846 5.31605631],[0.41916307 0.90455899]
[7.27680809 4.03408101],[-1.1506474  -0.00803157],[4.67943332 6.3667894 ],[0.16705057 0.86551661],[5.51892278 3.34951114],[ 0.80198083 -0.5076127 ],[6.22525847 6.9895681 ],[-0.71288237 -0.93066798],[7.52482333 6.89928515],[ 0.75701234 -0.6455652 ],[8.47494742 4.01759576],[-1.12793279 -0.35690661],[6.75403206 5.5739746 ],[-0.90704162 -0.6587972 ],[4.65206042 4.24460663],[-0.27333729  1.02562549],[5.29651602 4.49120339],[1.07581727 0.11447745],[4.14427253 5.40631916],[0.46598302 0.89681326]
[7.16215302 4.03472845],[-1.14417362  0.01894147],[4.69816698 6.45284648],[0.20611174 0.85378325],[5.60031386 3.30091233],[ 0.82298869 -0.46674315],[6.15504634 6.8959116 ],[-0.6899036  -0.94068695],[7.59872064 6.83255769],[ 0.72203588 -0.68717972],[8.36113535 3.98367389],[-1.14535036 -0.31952914],[6.66354447 5.50832027],[-0.90446868 -0.65608861],[4.62646127 4.34742465],[-0.23408876  1.03482462],[5.4043009 4.5035972],[1.07827034 0.13230353],[4.19316397 5.49549047],[0.51151544 0.88605747]
[7.04797653 4.03779491],[-1.13801048  0.04342345],[4.72073707 6.53755245],[0.24496674 0.83966925],[5.68351662 3.25624656],[ 0.84259422 -0.4245562 ],[6.08707419 6.80127707],[-0.66933171 -0.95147002],[7.66884033 6.76159946],[ 0.68233672 -0.72929698],[8.24606967 3.9537425 ],[-1.15276153 -0.27646911],[6.57351609 5.44312771],[-0.89678008 -0.64837279],[4.60500807 4.45123911],[-0.19483246  1.04127027],[5.51185909 4.51742753],[1.07184933 0.14338298],[4.24671945 5.58361062],[0.55292421 0.86958424]
[6.93458017 4.04340175],[-1.13114873  0.06710658],[4.74738826 6.62091909],[0.28647033 0.82574169],[5.76861523 3.21588372],[ 0.8591677 -0.3824197],[6.02126904 6.70575479],[-0.64756352 -0.95947902],[7.73465494 6.68631061],[ 0.6361941  -0.77350096],[8.13037487 3.92807331],[-1.16020086 -0.23668472],[6.48418396 5.3786385 ],[-0.88886514 -0.64037515],[4.58733423 4.55545642],[-0.15966225  1.04188062],[5.6188142  4.53245524],[1.0698541  0.16015928],[4.30391746 5.66956413],[0.59124851 0.84966772]
[6.82188721 4.05130175],[-1.12362075  0.08966939],[4.77829424 6.70287036],[0.32949358 0.81073178],[5.85526167 3.17976859],[ 0.87601842 -0.33720224],[5.95768471 6.6095487 ],[-0.62420527 -0.96450197],[7.79634139 6.60730441],[ 0.59611749 -0.80734135],[8.01424594 3.90652438],[-1.16300519 -0.19540121],[6.39528329 5.31458554],[-0.88437077 -0.63596513],[4.57356067 4.66003346],[-0.11549884  1.049583  ],[5.72569946 4.54942049],[1.06576957 0.1773342 ],[4.36484986 5.75340744],[0.62547574 0.82532389]
[6.7096746  4.06107633],[-1.12006284  0.10586831],[4.81300284 6.78271223],[0.36681689 0.78795903],[5.9433733  3.14810375],[ 0.88648926 -0.29541619],[5.89652206 6.5129805 ],[-0.60075173 -0.9683758 ],[7.85341707 6.52453232],[ 0.54743489 -0.84530323],[7.89783103 3.88894879],[-1.1645491  -0.15597263],[6.30739252 5.25154007],[-0.87433291 -0.62576397],[4.56398805 4.76503851],[-0.07797358  1.04836312],[5.83153414 4.56748974],[1.05316619 0.18633208],[4.42943097 5.83503737],[0.66213108 0.80330219]
[6.59826761 4.0728138 ],[-1.10605027  0.13092794],[4.85173889 6.86045904],[0.40824956 0.76699061],[6.03282732 3.12105846],[ 0.90091855 -0.24660056],[5.83761459 6.41598823],[-0.57809747 -0.97193436],[7.9058918  6.43844864],[ 0.49962439 -0.87807659],[7.78139159 3.87528942],[-1.16162062 -0.11482494],[6.22050865 5.18952739],[-0.85977512 -0.61081973],[4.55820836 4.8699043 ],[-0.03621461  1.05006026],[5.93641281 4.58678384],[1.0465187  0.20187487],[4.49694842 5.91374674],[0.69037469 0.77317131]
[6.48815546 4.08693248],[-1.09427803  0.15325297],[4.89470843 6.93607452],[0.44887895 0.74277022],[6.12340986 3.09873679],[ 0.91034037 -0.19973636],[5.78068694 6.31842231],[-0.55668404 -0.97541936],[7.95355481 6.34927039],[ 0.4495115  -0.90882962],[7.66534058 3.86574841],[-1.15940824 -0.07635297],[6.13473929 5.12868977],[-0.85733769 -0.60771114],[4.55646825 4.97471224],[0.00356134 1.04800833],[6.04011815 4.60715165],[1.02980938 0.20755548],[4.56747874 5.98964865],[0.7213452  0.74609449]
[6.37931244 4.10333546],[-1.08226406  0.17512857],[4.94155709 7.00897555],[0.48762215 0.71452199],[6.21478247 3.08108876],[ 0.92158706 -0.14817941],[5.72600127 6.22065126],[-0.53683926 -0.97959724],[7.99610684 6.25714522],[ 0.40121748 -0.93338685],[7.54954588 3.85995717],[-1.15180945 -0.03510183],[6.0493205  5.06825457],[-0.85393178 -0.60393331],[4.55871101 5.07924046],[0.04084003 1.04190609],[6.14249569 4.62841942],[1.02018493 0.2202548 ],[4.64107057 6.06282708],[0.74963577 0.71676019]
[6.27176731 4.12199147],[-1.07013287  0.1963688 ],[4.99219969 7.07886767],[0.52433763 0.68214786],[6.30743421 3.06895403],[ 0.93186005 -0.09356792],[5.6732882  6.12250374],[-0.51976268 -0.98542063],[8.03385054 6.1627756 ],[ 0.35261913 -0.95451971],[7.43416747 3.85784902],[-1.15510551 -0.00719501],[5.96418615 5.00812271],[-0.84827695 -0.59827751],[4.56466565 5.1830913 ],[0.07750851 1.03422722],[6.24398186 4.65106644],[1.0100039  0.23327173],[4.71737121 6.13297811],[0.77772687 0.68777963]
[6.165577   4.14287133],[-1.05423903  0.22062752],[5.04658577 7.1454909 ],[0.56271686 0.64935588],[6.40088541 3.06224123],[ 0.93569635 -0.04174986],[5.62257262 6.02412173],[-0.49603224 -0.98362665],[8.06655978 6.06630349],[ 0.3009991 -0.9748692],[7.31891667 3.85879562],[-1.14910163  0.02658191],[5.87992558 4.94886259],[-0.83691053 -0.58687697],[4.57457075 5.28638894],[0.11797592 1.02884117],[6.34440365 4.67500633],[0.99557301 0.24263765],[4.79678189 6.20057198],[0.80675341 0.66056453]
[6.06095219 4.16613257],[-1.03441667  0.24837797],[5.10459882 7.20851949],[0.59509767 0.60850572],[6.49438499 3.06051649],[0.93408556 0.00736701],[5.57395015 5.92567511],[-0.47636043 -0.98514438],[8.09387298 5.96776654],[ 0.24679471 -0.99373442],[7.20437179 3.86312456],[-1.14305088  0.05831949],[5.79694156 4.89089781],[-0.82642887 -0.57605874],[4.58829185 5.38885236],[0.15794763 1.0217773 ],[6.44336916 4.69986388],[0.98301201 0.25379324],[4.87872215 6.26511445],[0.83292574 0.63137029]
[5.95803105 4.19188807],[-1.02517986  0.26520338],[5.16624944 7.26776172],[0.63929412 0.5774711 ],[6.58757365 3.06367516],[0.93053516 0.05705271],[5.52767314 5.82747414],[-0.45070936 -0.98038429],[8.11559146 5.86736935],[ 0.1887908 -1.0122962],[7.09031848 3.87037362],[-1.13483519  0.0894116 ],[5.71485403 4.8338641 ],[-0.81684424 -0.56612391],[4.60624989 5.49075469],[0.19874934 1.01355305],[6.54095363 4.72571397],[0.97085575 0.26549227],[4.96298535 6.32649122],[0.85321787 0.59725354]
[5.85659505 4.21982767],[-1.00571028  0.29133808],[5.23210939 7.32359967],[0.67750049 0.5386884 ],[6.68021422 3.07173805],[0.9233994  0.10564044],[5.48328785 5.72911628],[-0.43225432 -0.98190091],[8.13175531 5.76555584],[ 0.13739103 -1.02060053],[6.97724817 3.88080235],[-1.12608282  0.11935774],[5.63343995 4.77753434],[-0.81329054 -0.56238132],[4.62770504 5.59121289],[0.23179183 0.99708385],[6.63744772 4.75289852],[0.95749552 0.27671737],[5.04916963 6.384393  ],[0.86883537 0.55930825]
[5.75668276 4.24991337],[-0.99029242  0.31246028],[5.30160321 7.375292  ],[0.71515155 0.49777702],[6.77196715 3.08459594],[0.91526067 0.15551125],[5.44111746 5.63099756],[-0.40887998 -0.97815855],[8.14266239 5.66293538],[ 0.08237815 -1.02967056],[6.86509693 3.89417238],[-1.11548085  0.14915159],[5.55263629 4.72182031],[-0.8034079 -0.55254  ],[4.65267388 5.69020403],[0.26649652 0.98157704],[6.73240201 4.78100228],[0.94367032 0.28751182],[5.13720309 6.4388277 ],[0.89186367 0.5297233 ]
[5.65848371 4.28224809],[-0.9771937   0.33052237],[5.37502991 7.42300586],[0.75097776 0.45400389],[6.86296112 3.10263785],[0.90564953 0.20676866],[5.40111703 5.53309726],[-0.39137959 -0.97990806],[8.14853811 5.55999821],[ 0.03211601 -1.03176552],[6.75400219 3.91043377],[-1.10653252  0.17550349],[5.47265533 4.66692021],[-0.796386   -0.54566484],[4.68083018 5.78734571],[0.2976943  0.96228603],[6.82614269 4.81038578],[0.93176408 0.30087685],[5.22710473 6.48993561],[0.9056593  0.49206241]
[5.56164711 4.31636866],[-0.96058979  0.35066916],[5.45166985 7.46591953],[0.78438359 0.40680035],[6.95340603 3.12638602],[0.89892406 0.26440364],[5.36301839 5.43521208],[-0.37291681 -0.97995277],[8.14880414 5.45642656],[-0.02479883 -1.03721348],[6.64402259 3.92945506],[-1.09567001  0.20201127],[5.39340362 4.61272394],[-0.78582648 -0.53544429],[4.71253027 5.8829385 ],[0.33445442 0.94752458],[6.91859195 4.84103826],[0.91878101 0.31377105],[5.31797376 6.53688631],[0.91191095 0.44717617]
[5.46617772 4.35214575],[-0.94991184  0.36347456],[5.53178676 7.50423194],[0.81837231 0.35994257],[7.04241135 3.1552644 ],[0.88061967 0.3128894 ],[5.32709584 5.33767554],[-0.34777638 -0.97308303],[8.14366802 5.35273768],[-0.07784339 -1.03620409],[6.5347207  3.95058841],[-1.08963285  0.22087752],[5.31528839 4.55963504],[-0.77697919 -0.52687615],[4.74763409 5.9767317 ],[0.36779468 0.92848802],[7.00960249 4.87286852],[0.90047202 0.32180585],[5.40967516 6.57955939],[0.92163501 0.40597566]
[5.37180364 4.38913765],[-0.93545264  0.37827472],[5.61523555 7.53780989],[0.84846644 0.30958295],[7.12981359 3.18933483],[0.86794789 0.36943048],[5.29314427 5.24030364],[-0.32782951 -0.97084283],[8.13302075 5.24906672],[-0.13292041 -1.03455752],[6.42637802 3.97384243],[-1.07479685  0.24642453],[5.23805575 4.50739213],[-0.76555961 -0.5158674 ],[4.78584663 6.06836556],[0.39604096 0.9038216 ],[7.09859062 4.90529866],[0.88044358 0.3278457 ],[5.50280383 6.61861615],[0.94069429 0.37528295]
[5.27894807 4.42763086],[-0.92278575  0.39017026],[5.70127089 7.56594234],[0.87282465 0.25382059],[7.21565948 3.22890582],[0.84979288 0.42312995],[5.26147104 5.14344222],[-0.30731943 -0.96801744],[8.11732936 5.14611374],[-0.18185492 -1.02522219],[6.31951122 3.99959557],[-1.06114963  0.26975941],[5.16209108 4.45638153],[-0.75507947 -0.50570142],[4.82711432 6.15774015],[0.4291272 0.8833807],[7.18594074 4.93870549],[0.86777646 0.34160294],[5.59763476 6.65450005],[0.95323492 0.33998575]
[5.18776888 4.46766713],[-0.90401653  0.40725329],[5.78952029 7.58830819],[0.8936642  0.19518502],[7.29984302 3.27412336],[0.83415318 0.48185638],[5.2317564 5.0467983],[-0.28575701 -0.96359236],[8.09686618 5.04427877],[-0.22756109 -1.01159073],[6.214167   4.02777734],[-1.04374802  0.29580711],[5.08670455 4.40590348],[-0.75118115 -0.50247994],[4.87176128 6.24508667],[0.46111222 0.86074232],[7.27185716 4.97336033],[0.85219585 0.35317693],[5.69361637 6.68682338],[0.96303296 0.30337744]
[5.09835778 4.50926255],[-0.88243652  0.4262914 ],[5.88021146 7.60525056],[0.91864501 0.14265759],[7.38208917 3.3249548 ],[0.81009662 0.53429545],[5.20447433 4.950872  ],[-0.2580423  -0.95327376],[8.07181815 4.94383376],[-0.27153106 -0.99537644],[6.11081644 4.0588022 ],[-1.02418621  0.32373904],[5.01203709 4.35605845],[-0.74231579 -0.49459653],[4.91933256 6.32985799],[0.48900697 0.83335422],[7.35615312 5.00914145],[0.83299884 0.36172662],[5.79025185 6.71520563],[0.97130875 0.26614792]
[5.01115455 4.5527865 ],[-0.86096585  0.44478878],[5.97268735 7.61633694],[0.92892005 0.07744842],[7.46185931 3.38103715],[0.78433593 0.58650166],[5.17970567 4.85569174],[-0.23623651 -0.94916125],[8.04224064 4.84491426],[-0.32143948 -0.98422549],[6.00933048 4.09250158],[-1.00800588  0.3475169 ],[4.93841062 4.30714905],[-0.7289353  -0.48232777],[4.97011152 6.41226652],[0.52706964 0.81513302],[7.43868376 5.04595461],[0.81741124 0.37440924],[5.88751675 6.73972949],[0.97530079 0.22576446]
