[5.06792042 8.14575038],[-1.12270141 -4.06789974],[2.45271893 4.719974  ],[0.5169978  4.41759902],[2.18021442 6.49028597],[ 3.7759439  -1.05813262],[3.75623916 0.30897493],[3.06562132 0.19433446],[8.06733921 5.4001233 ],[-0.11104407  4.39766027],[8.61734526 3.33119452],[-4.39517649 -2.03457717],[8.74732991 9.62090347],[-0.34417122 -4.75046409],[0.2309229  0.75553173],[0.51289128 4.16508387],[0.29915851 9.5471252 ],[-1.91795299 -2.76464632],[5.9687798  6.13141238],[-3.34946613  4.68677082]
[4.35349605 4.97842643],[0.31984644 0.98657366],[4.65575697 3.36013504],[-0.95308533 -0.3091881 ],[3.81718671 3.84532215],[-0.92330644  0.42242078],[2.37644113 6.77835519],[-0.43503114 -0.93005961],[3.76250914 2.83510865],[ 0.86647897 -0.41601686],[4.43523323 7.60152249],[ 0.90072616 -0.66014251],[1.5568405  3.90595398],[ 0.04538478 -0.27183869],[7.03404476 5.58749685],[-0.06624069 -1.01703174],[7.26864337 4.39669144],[ 0.23864459 -0.26391027],[5.41495903 3.46817709],[0.91682663 0.16153682]
[4.38531215 5.07614743],[0.31654409 0.96791393],[4.5603614  3.33097665],[-0.95388003 -0.27328435],[3.72579399 3.88849057],[-0.90435064  0.44087626],[2.33606162 6.68339515],[-0.37381112 -0.96984265],[3.85053043 2.79587914],[ 0.89218087 -0.36978578],[4.5240315  7.53261668],[ 0.87338778 -0.71829291],[1.56526645 3.87839071],[ 0.12568396 -0.27799415],[7.02451777 5.48521595],[-0.12470795 -1.02823205],[7.29001217 4.36950695],[ 0.18781741 -0.28025815],[5.50606029 3.48595229],[0.90729967 0.19626234]
[4.41682692 5.17203312],[0.31332026 0.94938566],[4.46484859 3.30530707],[-0.95559969 -0.23962467],[3.63609434 3.93321223],[-0.88847714  0.4543659 ],[2.30174492 6.58454984],[-0.31370592 -1.00747634],[3.94095438 2.76128414],[ 0.9146504  -0.32320524],[4.61029287 7.45852915],[ 0.85253672 -0.76135926],[1.58249909 3.85063476],[ 0.21930921 -0.2777886 ],[7.00918418 5.38206154],[-0.18519789 -1.03744322],[7.30583035 4.34036966],[ 0.12668648 -0.30381891],[5.59624556 3.50731772],[0.89189511 0.22652633]
[4.4483547  5.26638412],[0.31566927 0.93587874],[4.36961775 3.28341383],[-0.9510167  -0.20048911],[3.54820304 3.97941252],[-0.86686231  0.47191579],[2.27312919 6.48186494],[-0.25973679 -1.04635503],[4.03350919 2.73140844],[ 0.93334868 -0.27691754],[4.69442466 7.38048353],[ 0.82911603 -0.79937258],[1.60887119 3.82237091],[ 0.31176271 -0.28459469],[6.98775651 5.27814537],[-0.24494488 -1.04192565],[7.31542591 4.3089463 ],[ 0.06598863 -0.32327661],[5.6845973  3.53142412],[0.87537051 0.25585154]
[4.47998535 5.3592188 ],[0.31969233 0.92334738],[4.27430533 3.26481673],[-0.95314715 -0.1697146 ],[3.46252131 4.02735634],[-0.84917119  0.48429412],[2.25023702 6.37589654],[-0.19818629 -1.07205021],[4.1275735  2.70594515],[ 0.94741403 -0.23246414],[4.77584243 7.29858983],[ 0.79835659 -0.83841118],[1.64487229 3.79359672],[ 0.41029793 -0.28917276],[6.96036525 5.17395907],[-0.29942771 -1.03802946],[7.31847095 4.27530323],[-0.0029231  -0.34671907],[5.77135769 3.5585521 ],[0.86191509 0.28896487]
[4.51235691 5.4510584 ],[0.32545788 0.91096302],[4.17869326 3.24910373],[-0.95643923 -0.14237652],[3.37896086 4.07681594],[-0.82271348  0.5040583 ],[2.23389741 6.2679855 ],[-0.13137325 -1.08819997],[4.22274366 2.68475263],[ 0.95581265 -0.19128601],[4.85383045 7.21271658],[ 0.76229156 -0.87732755],[1.69110155 3.76466731],[ 0.51815774 -0.2852587 ],[6.92766755 5.07038346],[-0.35170927 -1.03050588],[7.31444173 4.23936739],[-0.07672805 -0.37026508],[5.85686498 3.58915335],[0.84539772 0.32035498]
[4.54498174 5.5412879 ],[0.32543507 0.89199021],[4.08306607 3.23633233],[-0.95537221 -0.11269183],[3.29802029 4.12817663],[-0.79768175  0.52137673],[2.22390819 6.1583725 ],[-0.06946419 -1.10412667],[4.31880077 2.66782769],[ 0.96896181 -0.14307068],[4.92854904 7.12352568],[ 0.72869533 -0.90915444],[1.74806594 3.73620582],[ 0.61806064 -0.28609753],[6.88996064 4.96781979],[-0.40215165 -1.02042401],[7.30281795 4.20112282],[-0.15563359 -0.39365005],[5.94052286 3.62273329],[0.82734525 0.3509303 ]
[4.57772593 5.62971299],[0.32637819 0.87334433],[3.98773409 3.22662405],[-0.94846253 -0.07883091],[3.21911036 4.18072471],[-0.77912836  0.53068048],[2.21959414 6.04696951],[-0.01695888 -1.12274911],[4.4161778  2.65589665],[ 0.97985914 -0.09375659],[4.99953608 7.03099262],[ 0.69167866 -0.94022452],[1.81523509 3.70820691],[ 0.72458771 -0.27283385],[6.84738645 4.86646287],[-0.45056797 -1.00792423],[7.28261636 4.16013462],[-0.24470333 -0.42152038],[6.02242528 3.65947061],[0.8087733  0.38196525]
[4.6107393  5.71640877],[0.33244417 0.85895507],[3.89309005 3.22024884],[-0.94543363 -0.04999094],[3.14240891 4.23448358],[-0.7545793   0.54459484],[2.22089322 5.93440427],[ 0.04073218 -1.12982213],[4.51450254 2.64891273],[ 0.98426812 -0.04794166],[5.06652007 6.93524498],[ 0.64918681 -0.97291874],[1.89247964 3.681524  ],[ 0.81684522 -0.26193093],[6.79988556 4.76629681],[-0.4976579 -0.9937159],[7.25373029 4.11686321],[-0.33491708 -0.44496438],[6.10221977 3.69909825],[0.78538723 0.40893145]
[4.64436739 5.80160305],[0.33595022 0.8407193 ],[3.79914544 3.21708288],[-0.93647718 -0.01652783],[3.06788084 4.2892817 ],[-0.73151661  0.55563527],[2.22786179 5.82131933],[ 0.09684232 -1.13271909],[4.61306506 2.64640385],[ 0.98702788 -0.00182372],[5.12979468 6.83693368],[ 0.61535231 -0.99389803],[1.97810398 3.65577652],[ 0.89543575 -0.25065671],[6.74794158 4.66779959],[-0.5398844  -0.97507959],[7.21572255 4.07141009],[-0.42598122 -0.46413089],[6.17961904 3.741395  ],[0.76476928 0.43930223]
[4.67801115 5.88461602],[0.33793307 0.82038921],[3.70569972 3.21678106],[-0.93130191  0.01133043],[2.99627177 4.34574143],[-0.7013136  0.572742 ],[2.24031838 5.70810789],[ 0.15257809 -1.13039126],[4.71148402 2.64817189],[0.98267053 0.03870351],[5.18926542 6.73624311],[ 0.57588414 -1.01766236],[2.07129045 3.63163755],[ 0.96724834 -0.23035518],[6.69194264 4.5712886 ],[-0.57971589 -0.95497219],[7.16849358 4.02414205],[-0.51993911 -0.4820718 ],[6.25486183 3.78668543],[0.73920168 0.46571717]
[4.71203565 5.965727  ],[0.34267216 0.80177501],[3.61319777 3.21962445],[-0.91938136  0.04471912],[2.92717047 4.40333647],[-0.67957857  0.58007098],[2.25810476 5.59514276],[ 0.20159448 -1.1294238 ],[4.80985264 2.65447061],[0.9826915  0.08562181],[5.2447365 6.6332608],[ 0.53494371 -1.04016265],[2.17115818 3.60985038],[ 1.03023119 -0.20260029],[6.63226817 4.4770369 ],[-0.61414461 -0.93072564],[7.11182345 3.97517834],[-0.6128752  -0.49643368],[6.32765494 3.83476929],[0.712465   0.49186226]
[4.74673494 6.04511358],[0.35187856 0.78627647],[3.52181881 3.22568218],[-0.90785555  0.07664227],[2.86087142 4.46222747],[-0.64886743  0.59509759],[2.28120265 5.48293751],[ 0.26019851 -1.11420383],[4.90788196 2.66521514],[0.97781713 0.12940967],[5.2963564  6.52838881],[ 0.49968829 -1.05476854],[2.27657952 3.59087497],[ 1.07698487 -0.1758383 ],[6.56893917 4.3849344 ],[-0.65276764 -0.91186362],[7.0464707 3.9254401],[-0.69423346 -0.49849078],[6.39736742 3.88509653],[0.68255921 0.51554776]
[4.78209032 6.12261468],[0.35562863 0.76400147],[3.43177496 3.23507003],[-0.89328957  0.11071305],[2.79741318 4.52232575],[-0.62009854  0.60685824],[2.30979343 5.37206862],[ 0.30833139 -1.1055757 ],[5.00533064 2.68032612],[0.96897782 0.17083479],[5.34454554 6.42221939],[ 0.46428468 -1.06812558],[2.38620779 3.57477108],[ 1.11061345 -0.14943486],[6.502357  4.2952613],[-0.6794486  -0.88250877],[6.97308779 3.87555822],[-0.77342662 -0.49961307],[6.46468367 3.93844111],[0.65907895 0.54680632]
[4.81784988 6.19786174],[0.35961393 0.74085515],[3.34294519 3.247568  ],[-0.88315621  0.13909638],[2.73702795 4.5837276 ],[-0.58823795  0.62032836],[2.34291608 5.26204772],[ 0.35205433 -1.09596372],[5.10167065 2.69940247],[0.95882736 0.21186888],[5.3889374  6.31455099],[ 0.42266177 -1.08576903],[2.49842709 3.56100178],[ 1.13181953 -0.12649107],[6.43309871 4.20842951],[-0.70725217 -0.85597973],[6.8923055  3.82593805],[-0.83746766 -0.48869181],[6.52920483 3.99451914],[0.63114647 0.57468561]
[4.85401084 6.27074268],[0.36509127 0.71803399],[3.25512321 3.26281254],[-0.8717056   0.16707927],[2.68007174 4.64664548],[-0.55081804  0.63785195],[2.3802723  5.15311333],[ 0.39676483 -1.08039895],[5.19701303 2.72267569],[0.94724075 0.25287143],[5.4292382  6.20530621],[ 0.38341762 -1.09878001],[2.61245047 3.54956474],[ 1.15036254 -0.09938366],[6.36101139 4.12412668],[-0.73690721 -0.83277983],[6.80577402 3.77788397],[-0.89360093 -0.47364705],[6.59085228 4.05335944],[0.60192952 0.60237333]
[4.89103096 6.34157464],[0.37399378 0.69705658],[3.16904733 3.28140562],[-0.84949305  0.20504053],[2.62623037 4.71061019],[-0.52635712  0.64087612],[2.42222413 5.04603773],[ 0.44140574 -1.06137008],[5.29122153 2.75013377],[0.93687578 0.29650273],[5.46571004 6.09494117],[ 0.34703009 -1.10740023],[2.72792512 3.54074649],[ 1.15846919 -0.07697615],[6.28604927 4.04216387],[-0.76155378 -0.80600497],[6.71426064 3.73173715],[-0.93658071 -0.45005009],[6.64947473 4.11491954],[0.56827671 0.62671038]
[4.92882694 6.41011666],[0.38161094 0.67323414],[3.08517244 3.3037564 ],[-0.82720946  0.24267728],[2.57501339 4.77498387],[-0.49603503  0.64830774],[2.46856313 4.94096467],[ 0.48558879 -1.03928859],[5.38411648 2.78175348],[0.92127278 0.33625704],[5.4985962  5.98381404],[ 0.31074917 -1.1148655 ],[2.84381336 3.53392711],[ 1.16191681 -0.05633577],[6.20886402 3.96304233],[-0.78222628 -0.77679956],[6.61867239 3.68793213],[-0.97509787 -0.42682263],[6.70477449 4.17901079],[0.53877451 0.65627311]
[4.96743391 6.47624521],[0.39047994 0.64901699],[3.00332233 3.32963025],[-0.81116689  0.27316412],[2.52722323 4.84041088],[-0.46046031  0.65925927],[2.51877221 4.83774277],[ 0.52024029 -1.02286787],[5.47561371 2.81757835],[0.90780323 0.3795599 ],[5.52816541 5.87228782],[ 0.28021754 -1.11608535],[2.9600321  3.52929703],[ 1.16174511 -0.03668441],[6.1295246  3.88668038],[-0.802002   -0.74816593],[6.51922521 3.64616398],[-1.01025822 -0.40595967],[6.75674147 4.24572537],[0.50057358 0.67816783]
[5.00709224 6.54002317],[0.39948839 0.62308018],[2.92303421 3.35842484],[-0.7902066   0.30689186],[2.4830681  4.90691607],[-0.42338868  0.66981464],[2.57252038 4.73642264],[ 0.55442126 -1.00321286],[5.56568425 2.85772919],[0.89219812 0.42224853],[5.55476806 5.76072621],[ 0.25095471 -1.11605312],[3.07604209 3.52649513],[ 1.16257954 -0.01482889],[6.0484186  3.81332367],[-0.81922362 -0.71833904],[6.41715266 3.60712495],[-1.03078036 -0.37511386],[6.80476997 4.31456973],[0.46194224 0.7007876 ]
[5.04767648 6.60113994],[0.40890586 0.59567004],[2.84510603 3.39080376],[-0.7663041   0.34255735],[2.44249646 4.9742566 ],[-0.38771371  0.67702251],[2.62942099 4.6369821 ],[ 0.58556979 -0.98303478],[5.65389102 2.90190188],[0.87498764 0.46440804],[5.57836888 5.64910597],[ 0.22226972 -1.1151056 ],[3.19215197 3.52601425],[1.15917253 0.00485077],[5.96546315 3.74275615],[-0.83747786 -0.69088034],[6.31294607 3.57087286],[-1.05173133 -0.34914911],[6.84911923 4.38590573],[0.42199921 0.72300365]
[5.0887805  6.65899979],[0.41439247 0.56245308],[2.76973581 3.42686485],[-0.74614738  0.37335295],[2.40583039 5.04254761],[-0.34665805  0.6873923 ],[2.68954102 4.5398149 ],[ 0.61867942 -0.95801707],[5.74007303 2.95004195],[0.850677   0.50046922],[5.59924808 5.53772532],[ 0.19747872 -1.11036216],[3.30779205 3.52740988],[1.1537061  0.02307685],[5.88075903 3.67494644],[-0.85652568 -0.66551173],[6.2069603 3.5373174],[-1.06945564 -0.32426914],[6.88931238 4.45935274],[0.3801939  0.74435871]
[5.13094979 6.71394703],[0.42801538 0.53515103],[2.69622502 3.46575229],[-0.72248958  0.40568379],[2.37294493 5.11143758],[-0.31111126  0.69005056],[2.75343908 4.44572666],[ 0.65699619 -0.92571357],[5.82393217 3.00193416],[0.82636071 0.5372981 ],[5.61703541 5.42624135],[ 0.16267699 -1.11464839],[3.4229935 3.5307621],[1.1516038  0.04546325],[5.79455927 3.61002064],[-0.86845576 -0.63419368],[6.09973433 3.50658677],[-1.07732749 -0.29317695],[6.92515021 4.53480794],[0.33659725 0.76484818]
[5.17448395 6.76604487],[0.44205517 0.50582185],[2.62534422 3.50805733],[-0.69360971  0.4416681 ],[2.34431539 5.1811732 ],[-0.26173062  0.7038876 ],[2.82031652 4.35414343],[ 0.68015926 -0.90583267],[5.90523457 3.05741755],[0.80074396 0.5734791 ],[5.63177116 5.31481218],[ 0.13540485 -1.11061382],[3.53768142 3.53609621],[1.14331274 0.06236389],[5.70720023 3.54821345],[-0.88159917 -0.60502814],[5.99164998 3.47873081],[-1.08281284 -0.2628423 ],[6.95618196 4.61191479],[0.28567192 0.77906855]
[5.21876059 6.81442236],[0.44712748 0.46498483],[2.55706462 3.5535885 ],[-0.67241365  0.46813852],[2.32051424 5.25202122],[-0.21364409  0.71323652],[2.88972458 4.26490203],[ 0.70819419 -0.87839828],[5.98380434 3.11638008],[0.77033936 0.60546583],[5.64398692 5.20397619],[ 0.10851323 -1.10645952],[3.65180368 3.54341017],[1.13661068 0.08153325],[5.61837248 3.48911057],[-0.89452    -0.57683437],[5.88328281 3.45406522],[-1.08598948 -0.23230822],[6.98233081 4.69069686],[0.23550108 0.79482971]
[5.26387902 6.85891294],[0.45715832 0.42630197],[2.49166092 3.60242203],[-0.6370918   0.50678842],[2.30168116 5.32379829],[-0.16045156  0.72425657],[2.96162774 4.17821435],[ 0.72936017 -0.85547205],[6.05942195 3.17865355],[0.74126555 0.63928468],[5.6534665  5.09352877],[ 0.07928554 -1.1041602 ],[3.76488471 3.5522554 ],[1.12725677 0.09763826],[5.52800018 3.43250917],[-0.91057602 -0.55314145],[5.77409862 3.43179206],[-1.09463371 -0.21075127],[7.00320097 4.77083348],[0.18194421 0.80801026]
[5.31037979 6.89976424],[0.46976214 0.38715546],[2.42968368 3.65491555],[-0.60134976  0.5438189 ],[2.28811274 5.39643   ],[-0.11026035  0.72848386],[3.03595463 4.094237  ],[ 0.7522366  -0.82866806],[6.13201325 3.24421442],[0.70980718 0.67119709],[5.66007786 4.98341059],[ 0.05150428 -1.09958245],[3.87706475 3.5627493 ],[1.11745586 0.11339105],[5.43671794 3.37892385],[-0.91771982 -0.5213403 ],[5.6649846  3.41250211],[-1.09077059 -0.17835761],[7.01909399 4.85267192],[0.13305104 0.82576101]
[5.35812621 6.93652388],[0.48639906 0.34877213],[2.37134323 3.71105967],[-0.56340739  0.58069383],[2.27986746 5.46959769],[-0.05490274  0.73394898],[3.1123304  4.01280692],[ 0.77823681 -0.79665838],[6.20123907 3.31276803],[0.67460964 0.69977562],[5.66366846 4.8735675 ],[ 0.02391285 -1.09365582],[3.98794108 3.57447176],[1.10314932 0.12388962],[5.34453451 3.32829131],[-0.92532355 -0.49083227],[5.55604279 3.39616244],[-1.08530646 -0.14592404],[7.02952751 4.93570832],[0.07531744 0.83461058]
[5.40755626 6.96929693],[0.50116304 0.30513285],[2.31723629 3.77119684],[-0.51886182  0.62142022],[2.27729091 5.54323101],[0.00478617 0.73941066],[3.19114552 3.93451319],[ 0.80074312 -0.76622684],[6.26710921 3.38436138],[0.6399282  0.72920765],[5.66497037 4.76476722],[ 5.30729055e-04 -1.08398167e+00],[4.09799359 3.58785676],[1.09816318 0.14425935],[5.2515417 3.2806219],[-0.93278194 -0.46095515],[5.44762727 3.38300953],[-1.08461269 -0.11912136],[7.03414498 5.01957785],[0.01698015 0.84260801]
[5.45859292 6.99765948],[0.5186051  0.26062618],[2.26769183 3.83535623],[-0.47468324  0.65854619],[2.28092806 5.61740966],[0.06677589 0.74223994],[3.27191282 3.85905828],[ 0.81451836 -0.74267396],[6.32914473 3.45854947],[0.60040625 0.75416753],[5.66375545 4.65677047],[-0.02470992 -1.07582306],[4.2073948  3.60318911],[1.08791109 0.16044335],[5.15792855 3.23603463],[-0.93869891 -0.43012398],[5.33949432 3.37266358],[-1.08037025 -0.09032094],[7.03280298 5.10408595],[-0.04242946  0.84875852]
[5.5110665  7.02107991],[0.52984527 0.20618762],[2.2220233 3.9025192],[-0.44129768  0.68162115],[2.29082263 5.69168756],[0.13205137 0.74340934],[3.35447515 3.78646408],[ 0.83780271 -0.70782599],[6.38727092 3.53529279],[0.56113306 0.77970601],[5.66009156 4.54967838],[-0.04903102 -1.06642558],[4.31543193 3.61978685],[1.07346313 0.17197057],[5.06351342 3.19428113],[-0.9473819  -0.40297327],[5.23174593 3.36508619],[-1.07502014 -0.0618489 ],[7.0257419  5.18935132],[-0.09966042  0.85521571]
[5.56493275 7.03913385],[0.54505267 0.15190761],[2.18025094 3.97238614],[-0.39310979  0.71610328],[2.30747129 5.76603846],[0.19994428 0.74181553],[3.43893132 3.71700975],[ 0.85519918 -0.67709415],[6.44146458 3.61459683],[0.52237301 0.80595559],[5.65420504 4.44373263],[-0.07346413 -1.0571588 ],[4.42222224 3.6377236 ],[1.06116687 0.1855963 ],[4.96870621 3.15568506],[-0.94731967 -0.36748964],[5.12452778 3.3602937 ],[-1.0693049  -0.03423083],[7.01250102 5.2747053 ],[-0.16293475  0.85370048]
[5.62001832 7.05126591],[0.5562283  0.08974681],[2.14371808 4.04590711],[-0.33925819  0.75188612],[2.33118757 5.84023551],[0.27414865 0.74102945],[3.52545263 3.65105038],[ 0.8721438  -0.64490146],[6.49156849 3.69631657],[0.47932943 0.8280321 ],[5.64589071 4.33876402],[-0.09544547 -1.04487174],[4.52804057 3.65729873],[1.05524383 0.20627163],[4.87395313 3.12069512],[-0.94668923 -0.33121586],[5.01781614 3.35813217],[-1.06617021 -0.01058331],[6.99336789 5.36020214],[-0.22192712  0.85340348]
[5.67612499 7.05689811],[0.56379641 0.02023301],[2.1124099  4.12261911],[-0.28769673  0.78086312],[2.36195892 5.91372333],[0.3439023  0.73059949],[3.61340519 3.58812572],[ 0.88684635 -0.61336824],[6.53754703 3.78042123],[0.43911669 0.85280948],[5.63526745 4.2349385 ],[-0.11332258 -1.02807907],[4.63315338 3.67890961],[1.04574115 0.22473486],[4.77906268 3.08913318],[-0.95058206 -0.29958106],[4.91179567 3.35864655],[-1.05427638  0.02073582],[6.96803622 5.44520827],[-0.28406952  0.84669131]
[5.7333256  7.05574418],[ 0.5800944 -0.0437706],[2.0866154  4.20234963],[-0.22773783  0.81335437],[2.40033735 5.9865393 ],[0.4216985  0.72300111],[3.70291692 3.52852997],[ 0.90270213 -0.57895126],[6.57926215 3.86674791],[0.39560666 0.87399595],[5.62253467 4.13246363],[-0.1387918  -1.01872904],[4.7370442  3.70212132],[1.02919759 0.23654031],[4.68371273 3.06063338],[-0.95505715 -0.26927701],[4.80694195 3.3622605 ],[-1.04433502  0.04994073],[6.93636304 5.52923264],[-0.34891579  0.83356121]
[5.79198652 7.04790945],[ 0.59044973 -0.11584734],[2.06708714 4.28531639],[-0.16405198  0.84383423],[2.4460803  6.05794951],[0.49143179 0.70293667],[3.79339298 3.47182513],[ 0.90631423 -0.55552609],[6.61675226 3.95529142],[0.35654291 0.89892654],[5.60766364 4.03135154],[-0.16113727 -1.00591944],[4.8396978  3.72694121],[1.01981499 0.25596667],[4.58804227 3.03525148],[-0.95555919 -0.23567917],[4.70277893 3.36843404],[-1.03793704  0.07424874],[6.89832929 5.61186216],[-0.40876277  0.82114581]
[5.85139396 7.0324999 ],[ 0.59474299 -0.1953744 ],[2.05391195 4.37103034],[-0.09822178  0.87068852],[2.49863584 6.12701612],[0.55858357 0.676895  ],[3.88419684 3.41746481],[ 0.91233227 -0.52897948],[6.64988947 4.04582486],[0.3046363  0.91012791],[5.59089559 3.93187759],[-0.17398494 -0.98360723],[4.94088178 3.75318946],[1.0028793  0.26798308],[4.49283183 3.01375762],[-0.94914548 -0.19464472],[4.59929594 3.37700335],[-1.03015942  0.09845163],[6.85475235 5.69342145],[-0.46439288  0.80744991]
[5.9113841  7.00927775],[ 0.60437153 -0.2694578 ],[2.04720966 4.45902823],[-0.0338545   0.89035594],[2.55786371 6.1932987 ],[0.62610108 0.64861007],[3.97607707 3.36630784],[ 0.92557457 -0.49361108],[6.67770597 4.13735786],[0.2543701  0.92307132],[5.57228999 3.83407036],[-0.19573401 -0.97006611],[5.04049142 3.78075546],[0.9912284 0.2853509],[4.39785847 2.99597403],[-0.95060586 -0.16146661],[4.49651893 3.38784928],[-1.02226817  0.12124501],[6.80552626 5.77325069],[-0.51773492  0.79053699]
[5.97210494 6.97850826],[ 0.60879607 -0.34659856],[2.04717138 4.54893338],[0.03156785 0.90534252],[2.62354366 6.25635898],[0.6851879  0.61017286],[4.06893527 3.31842526],[ 0.93122212 -0.46428695],[6.70080959 4.23044906],[0.20912497 0.93982647],[5.5515865  3.73773077],[-0.21687505 -0.95521013],[5.13893749 3.8101015 ],[0.97911125 0.3031927 ],[4.303035   2.98177884],[-0.94537072 -0.12191347],[4.39496141 3.40136094],[-1.00798423  0.14985912],[6.7507061 5.8508448],[-0.57804712  0.76100367]
[6.03285173 6.93978788],[ 0.60775671 -0.42529103],[2.05391849 4.6403031 ],[0.10180687 0.91958581],[2.69488903 6.31528158],[0.74228332 0.56887066],[4.16250653 3.27368003],[ 0.9426006  -0.42786785],[6.71916211 4.32491239],[0.16259434 0.95377103],[5.52868178 3.64283076],[-0.23930321 -0.94071245],[5.23629339 3.84141253],[0.96726043 0.32246991],[4.20864022 2.97145194],[-0.94209334 -0.08434994],[4.29459169 3.41746261],[-0.99985403  0.1715305 ],[6.69000332 5.92535377],[-0.63632113  0.72786018]
[6.09339268 6.89337968],[ 0.60205974 -0.50265642],[2.06772755 4.73285466],[0.17329726 0.92951272],[2.77232601 6.37046174],[0.80531973 0.53388964],[4.25718516 3.23264609],[ 0.95277021 -0.39065003],[6.73310762 4.42089589],[0.11551628 0.96469078],[5.50388215 3.54976558],[-0.25527979 -0.91929379],[5.33245092 3.87468908],[0.95720114 0.34461341],[4.11485834 2.96515999],[-0.93606849 -0.04398366],[4.19546539 3.43611456],[-0.98245627  0.20164071],[6.62381124 5.99658936],[-0.68816623  0.69516697]
[6.15297265 6.83921772],[ 0.58932581 -0.57931103],[2.08857033 4.82603081],[0.24571912 0.93535538],[2.8554901  6.42163799],[0.85901623 0.49115568],[4.35287524 3.19543097],[ 0.96210033 -0.3522418 ],[6.74244366 4.51794933],[0.06895049 0.97373412],[5.47697669 3.45836313],[-0.27933406 -0.90503953],[5.42712367 3.90975035],[0.93765427 0.3579979 ],[4.02165529 2.96286931],[-9.26894459e-01 -7.37882057e-04],[4.09804372 3.45773297],[-0.9636769   0.23298167],[6.55261277 6.06442827],[-0.73584821  0.66053995]
[6.21099368 6.77755782],[ 0.57234995 -0.6509254 ],[2.11688191 4.91975556],[0.31996674 0.93788743],[2.94378649 6.46842766],[0.90622685 0.44453924],[4.44977326 3.16245133],[ 0.97515909 -0.3075543 ],[6.74693835 4.61561491],[0.02172241 0.97989921],[5.44826563 3.36901854],[-0.29953097 -0.88638588],[5.51995735 3.94628054],[0.91610659 0.3696823 ],[3.92920244 2.96472941],[-0.91908564  0.0408665 ],[4.00254817 3.4825325 ],[-0.94452021  0.26467021],[6.47690645 6.12876459],[-0.78143816  0.62202101]
[6.26717391 6.70910307],[ 0.55213737 -0.71547765],[2.15222296 5.01313106],[0.38694943 0.92934567],[3.03657435 6.51049398],[0.94571764 0.39359213],[4.54733573 3.13340953],[ 0.97654855 -0.27268753],[6.7467883  4.71384003],[-0.02464175  0.9841449 ],[5.41738832 3.28144858],[-0.32002849 -0.86688272],[5.61088641 3.98424137],[0.90075016 0.38790819],[3.83785985 2.97107693],[-0.90962107  0.08410939],[3.90890644 3.51042149],[-0.92847848  0.29280069],[6.39635101 6.18865287],[-0.8264672   0.57793706]
[6.32107003 6.63446615],[ 0.52662776 -0.77461838],[2.19411885 5.10537537],[0.45283238 0.91709845],[3.13297459 6.54729906],[0.98202009 0.34303821],[4.64512869 3.10800752],[ 0.98180705 -0.23257765],[6.74190622 4.81225068],[-0.07428982  0.98239471],[5.38409062 3.19552572],[-0.3450105  -0.85036798],[5.70015161 4.02393395],[0.88542373 0.40698325],[3.74720057 2.98143587],[-0.90066877  0.125734  ],[3.81685508 3.54105628],[-0.91106449  0.32121502],[6.31172813 6.24427768],[-0.86591957  0.53367206]
[6.37202562 6.55406228],[ 0.49104746 -0.83304688],[2.24245483 5.1961364 ],[0.51359141 0.89771956],[3.23284291 6.57911985],[1.01043699 0.28930311],[4.74352789 3.08681524],[ 0.98361969 -0.19361638],[6.7318554  4.91018507],[-0.12288038  0.97963348],[5.34882387 3.11184231],[-0.36232233 -0.82520105],[5.78745517 4.0651428 ],[0.86274987 0.41930193],[3.65788273 2.99637824],[-0.88799261  0.17062381],[3.72672186 3.57466814],[-0.89286216  0.34961523],[6.22332052 6.2953561 ],[-0.90162879  0.48756349]
[6.41953515 6.46845703],[ 0.45712679 -0.87945726],[2.29681319 5.28484811],[0.57165506 0.87455504],[3.33550822 6.60575548],[1.03960391 0.24117407],[4.84196983 3.06945558],[ 0.98337578 -0.15517031],[6.71689313 5.0076499 ],[-0.17428541  0.97134811],[5.31165777 3.03055786],[-0.37889675 -0.79826289],[5.87282702 4.10794916],[0.84445369 0.43675362],[3.56984928 3.01577832],[-0.87492944  0.21488878],[3.63846841 3.61112394],[-0.87107762  0.38051954],[6.13145618 6.34166581],[-0.93341038  0.44004174]
[6.46322947 6.37827449],[ 0.41600834 -0.92337419],[2.35694494 5.37118326],[0.62920561 0.85042094],[3.44056985 6.62732495],[1.06089894 0.19047767],[4.93981038 3.05540252],[ 0.97516343 -0.12406083],[6.69715802 5.10451162],[-0.22152153  0.96418832],[5.27263276 2.95181696],[-0.40163076 -0.77634494],[5.95614996 4.15232286],[0.82511787 0.45395644],[3.48339449 3.03981548],[-0.85370057  0.26624129],[3.55283045 3.65108173],[-0.84237308  0.41790134],[6.03698584 6.38357087],[-0.95811598  0.39521564]
[6.50300012 6.28432708],[ 0.37824669 -0.95543819],[2.42238359 5.45466297],[0.67796689 0.81775527],[3.54769541 6.64404809],[1.07752757 0.14087727],[5.03716234 3.04485051],[ 0.97066253 -0.08808867],[6.67241411 5.2002329 ],[-0.27044126  0.95269779],[5.23147522 2.87548748],[-0.421163   -0.74969258],[6.0376982  4.19863204],[0.80646494 0.47302944],[3.39867786 3.06854531],[-0.83735717  0.31132772],[3.46967745 3.69435116],[-0.81922527  0.44876119],[5.94009721 6.42082904],[-0.97827416  0.35070736]
