[9.80682351 8.68420365],[2.37420755 4.89637922],[8.8384686  0.53456428],[0.53236149 0.28022668],[9.72639777 1.541832  ],[ 4.20219175 -0.65036384],[6.30527199 5.76884415],[-0.61174967  0.1984429 ],[3.59454988 9.85288023],[-3.86534636 -3.80478218],[3.74133228 6.91538585],[ 2.37930528 -4.78807838],[2.91409054 5.77845794],[-2.75705808  0.28149095],[0.77415227 6.0650199 ],[ 4.84264921 -0.3625419 ],[6.12219371 0.27577999],[-0.65215288 -4.7431457 ],[1.67788985 7.44680014],[2.88764621 2.14326259]
[5.70217107 2.50730709],[ 0.44036761 -0.79779541],[3.63397858 4.80419701],[ 0.41367734 -1.05071777],[3.68667386 4.44827327],[-0.13935648 -0.81759246],[7.12968487 3.36871771],[0.96198367 0.32494811],[8.84422841 3.35840715],[0.64983472 0.18173212],[7.70749763 5.9993159 ],[-0.84300441  0.48975049],[8.72321909 4.0694176 ],[ 0.69672396 -0.28569231],[8.18185286 2.33881745],[-0.62220977 -0.6223965 ],[7.37355346 6.51472449],[ 0.88950026 -0.22138234],[6.46846305 1.54313268],[-0.31637286 -0.47054041]
[5.74761247 2.42833761],[ 0.46905217 -0.78073868],[3.67875326 4.69968012],[ 0.48334158 -1.03658797],[3.67648832 4.3646866 ],[-0.0663625  -0.85594331],[7.2253607  3.40192254],[0.95013533 0.33759031],[8.90808786 3.37749318],[0.6297432  0.20255079],[7.62169002 6.04560232],[-0.87405075  0.43432346],[8.79210075 4.04018204],[ 0.68136358 -0.29858122],[8.11738083 2.27807535],[-0.6707106 -0.595993 ],[7.46235001 6.48911169],[ 0.88683971 -0.28971943],[6.43612772 1.49748001],[-0.33292518 -0.44485861]
[5.79625003 2.35146702],[ 0.50405418 -0.75612074],[3.73001246 4.59654514],[ 0.54428354 -1.02209281],[3.67347568 4.27722794],[ 0.00827422 -0.89045619],[7.31911816 3.43557468],[0.92858933 0.33863704],[8.97027751 3.39907789],[0.61078409 0.22607275],[7.5331631  6.08648484],[-0.8945911   0.38459715],[8.85905704 4.00925641],[ 0.65616554 -0.32168065],[8.04793619 2.21983869],[-0.71725056 -0.56799207],[7.55062572 6.45662717],[ 0.87790638 -0.35997194],[6.40208476 1.45443144],[-0.34542948 -0.41336074]
[5.84825664 2.27699023],[ 0.53892083 -0.73033751],[3.78722239 4.4951465 ],[ 0.59842051 -1.00590652],[3.67826512 4.18681765],[ 0.08690909 -0.91749745],[7.41148319 3.47002626],[0.9167369 0.3482875],[9.03059356 3.42311216],[0.59479749 0.25415782],[7.44252457 6.12212101],[-0.91502099  0.33052607],[8.92377982 3.97627678],[ 0.63922606 -0.3369828 ],[7.9739394  2.16445743],[-0.76036016 -0.53761427],[7.63758201 6.41691861],[ 0.86318032 -0.43131306],[6.36676775 1.41459941],[-0.36022705 -0.38231992]
[5.90398732 2.20539631],[ 0.57466381 -0.70230411],[3.8496255  4.39555904],[ 0.65105627 -0.98324382],[3.69120675 4.09423252],[ 0.17127658 -0.9338323 ],[7.5026146  3.50535175],[0.90480916 0.35701736],[9.08878551 3.44951537],[0.56939096 0.2744563 ],[7.34975889 6.15202815],[-0.94126986  0.26575106],[8.98675897 3.9417175 ],[ 0.61734537 -0.35723959],[7.8955493  2.11194579],[-0.80149778 -0.50709671],[7.72299748 6.37028991],[ 0.84428571 -0.50107085],[6.3299407  1.37794045],[-0.37584189 -0.35008793]
[5.96293628 2.13633761],[ 0.60554925 -0.67731502],[3.91696499 4.29825236],[ 0.69551022 -0.96194658],[3.71251199 4.00024401],[ 0.25363845 -0.94573312],[7.59230636 3.54125155],[0.89135053 0.36308509],[9.14460672 3.47820107],[0.54380963 0.29626418],[7.25481006 6.17561549],[-0.95538921  0.2076268 ],[9.0469772  3.90454355],[ 0.58617696 -0.38716436],[7.81358925 2.06292516],[-0.83472319 -0.47074761],[7.80663734 6.31711432],[ 0.8287687  -0.56093952],[6.29178235 1.34484216],[-0.38996596 -0.31419766]
[6.02508502 2.0699864 ],[ 0.63816559 -0.6486234 ],[3.98868964 4.20333133],[ 0.74034206 -0.934216  ],[3.74167749 3.90510024],[ 0.32644459 -0.9586151 ],[7.68065496 3.57771251],[0.87629779 0.36655855],[9.1976176 3.5089003],[0.51426488 0.31581802],[7.15909371 6.19384414],[-0.95979164  0.15558718],[9.10406342 3.86434642],[ 0.5562217  -0.41610851],[7.72887493 2.01800985],[-0.86186368 -0.43033175],[7.88846783 6.25804989],[ 0.80550911 -0.62147339],[6.25210943 1.31534528],[-0.40705    -0.27895743]
[6.090458   2.00657231],[ 0.67095906 -0.61761904],[4.06457689 4.11112382],[ 0.77805889 -0.90845059],[3.77814427 3.80919329],[ 0.40298248 -0.95778363],[7.76793992 3.61492049],[0.86881696 0.37695101],[9.24769159 3.54166482],[0.48650459 0.33905638],[7.06282091 6.20657252],[-0.96688278  0.09709232],[9.15824226 3.82134917],[ 0.5258312  -0.44530332],[7.64137425 1.97693366],[-0.88746627 -0.39103646],[7.96734055 6.19264032],[ 0.77180238 -0.68569426],[6.21056767 1.28932922],[-0.42310665 -0.24032355]
[6.15910928 1.94637278],[ 0.70478296 -0.58324731],[4.14417353 4.02166248],[ 0.81302332 -0.88091363],[3.82232866 3.71390487],[ 0.48009889 -0.94698229],[7.85417836 3.65284815],[0.85214255 0.37753004],[9.29476001 3.57662799],[0.45517874 0.36084777],[6.96594032 6.21333469],[-0.9717468   0.03643502],[9.20945706 3.7755292 ],[ 0.49786703 -0.47158482],[7.55147866 1.93981178],[-0.90856992 -0.35009043],[8.04284363 6.12115413],[ 0.74112586 -0.73996074],[6.1673777  1.26725799],[-0.43906053 -0.19910809]
[6.23117638 1.88977335],[ 0.73592689 -0.54893656],[4.22729068 3.93517949],[ 0.84940396 -0.84805835],[3.87405591 3.61999967],[ 0.55100613 -0.93287987],[7.93859357 3.69059816],[0.83764771 0.37873907],[9.33886847 3.61405814],[0.42715452 0.38826844],[6.86829329 6.21349161],[-0.97782541 -0.03070318],[9.25778718 3.72703036],[ 0.46547539 -0.50149873],[7.4598485  1.90703026],[-0.92585008 -0.30785686],[8.11500054 6.04431212],[ 0.70280739 -0.79492233],[6.12296358 1.2498104 ],[-0.44961181 -0.14981919]
[6.30608834 1.8364674 ],[ 0.76197776 -0.51711263],[4.31392012 3.85203135],[ 0.88125007 -0.81629495],[3.93245269 3.52758149],[ 0.61312214 -0.91759645],[8.02163007 3.72848662],[0.82508999 0.38086561],[9.38009478 3.65427375],[0.39678625 0.41581837],[6.77066542 6.20734036],[-0.97795536 -0.09625347],[9.3027031  3.67541787],[ 0.42750998 -0.53585644],[7.3663768  1.87820565],[-0.94407729 -0.26983149],[8.18310003 5.96208938],[ 0.6577637  -0.84979354],[6.07753945 1.23747723],[-0.45996309 -0.09754313]
[6.38360019 1.78646751],[ 0.78887677 -0.48180072],[4.40316089 3.77163893],[ 0.9024989 -0.7921912],[3.99662019 3.43674328],[ 0.6682297  -0.89958822],[8.10337748 3.76651151],[0.81016639 0.37972179],[9.41795751 3.69704498],[0.36150841 0.44102286],[6.67304911 6.19441046],[-0.97436349 -0.16302206],[9.34383393 3.6204563 ],[ 0.39012214 -0.56807167],[7.27175501 1.85370296],[-0.95050617 -0.22271949],[8.24684713 5.87486762],[ 0.61661002 -0.89418571],[6.03069625 1.23011921],[-0.4761473  -0.04853677]
[6.46386608 1.74020914],[ 0.81466414 -0.44468429],[4.49455384 3.69380878],[ 0.92380938 -0.76559622],[4.06641937 3.34826669],[ 0.72566273 -0.87066515],[8.18382621 3.80456581],[0.79911577 0.38154366],[9.45229479 3.74247051],[0.32350731 0.46614038],[6.57613717 6.17493664],[-0.96605589 -0.22924738],[9.38080893 3.56195722],[ 0.35010718 -0.60080233],[7.17592074 1.83319407],[-0.96356092 -0.1855573 ],[8.3061109  5.78314999],[ 0.56890813 -0.93886089],[5.98253803 1.22808445],[-0.48603881  0.00914269]
[6.54652484 1.69761579],[ 0.83947153 -0.40573079],[4.58809383 3.61876231],[ 0.9469804  -0.73499058],[4.1416211  3.26273185],[ 0.77588192 -0.84126567],[8.26337483 3.84298016],[0.79060268 0.38541216],[9.48257065 3.79028344],[0.28181923 0.49032278],[6.48020379 6.14877689],[-0.95257161 -0.29443941],[9.41366877 3.50019111],[ 0.30631113 -0.63480931],[7.07912357 1.81657175],[-0.97488877 -0.15006555],[8.36077943 5.68743406],[ 0.52287325 -0.97615041],[5.93306666 1.23159911],[-0.50146531  0.06327013]
[6.63177035 1.65918741],[ 0.86120261 -0.366615  ],[4.68333943 3.54625623],[ 0.96009963 -0.71277964],[4.22160992 3.18025874],[ 0.82253602 -0.80844855],[8.34179348 3.88147118],[0.77939293 0.38589131],[9.5087033  3.84067669],[0.23887186 0.51595865],[6.38544133 6.11572206],[-0.94104404 -0.36573272],[9.44207089 3.43509403],[ 0.25985795 -0.66843202],[6.9813533  1.80345807],[-0.97898934 -0.11125007],[8.41076149 5.58816933],[ 0.47521776 -1.00983264],[5.88260387 1.24115616],[-0.50644822  0.12937362]
[6.71881499 1.62443134],[ 0.87661038 -0.33126709],[4.77997023 3.47611135],[ 0.9705432  -0.69191301],[4.30577695 3.10089474],[ 0.86248614 -0.77618299],[8.41897183 3.91985527],[0.76469748 0.38211281],[9.53042384 3.89364819],[0.19356539 0.54185797],[6.29232118 6.07583284],[-0.9216367  -0.43278265],[9.46552853 3.36651749],[ 0.20867642 -0.70306328],[6.88339629 1.79430248],[-0.97990811 -0.0720968 ],[8.45624337 5.486028  ],[ 0.43210328 -1.03469079],[5.83131114 1.25704078],[-0.51739342  0.19029394]
[6.80751434 1.59344805],[ 0.89401803 -0.29133083],[4.87780318 3.4082638 ],[ 0.98535315 -0.66556934],[4.39383344 3.02492832],[ 0.89689983 -0.7440725 ],[8.49476903 3.95790282],[0.75258055 0.3800374 ],[9.54719754 3.94892069],[0.13933754 0.56140611],[6.20153513 6.02948617],[-0.89675221 -0.49711882],[9.48379136 3.29460544],[ 0.15260732 -0.73835052],[6.78551025 1.78908992],[-0.97783562 -0.03264773],[8.49735137 5.38152117],[ 0.38982252 -1.05515444],[5.7793373  1.27942679],[-0.52148951  0.25782074]
[6.8979359  1.56657788],[ 0.91399543 -0.24590925],[4.97695729 3.34295265],[ 0.998671  -0.6395345],[4.48514902 2.95222277],[ 0.92976115 -0.70892456],[8.5692449  3.99559482],[0.7373125 0.3740251],[9.55845024 4.00617808],[0.08574199 0.5840476 ],[6.11324822 5.97658921],[-0.8682258  -0.56032522],[9.49611766 3.21909132],[ 0.0926402  -0.77235464],[6.68793388 1.78778815],[-0.96992081  0.01008845],[8.53419046 5.27507493],[ 0.34387625 -1.07634574],[5.72702885 1.30858065],[-0.52240127  0.3271199 ]
[6.9901542 1.5442179],[ 0.92836949 -0.20279228],[5.07753417 3.28040139],[ 1.0133721  -0.61080102],[4.57967284 2.88316407],[ 0.96260594 -0.66967471],[8.64213577 4.03257865],[0.7226014  0.36760308],[9.56422768 4.06567887],[0.02873316 0.60509555],[6.02785575 5.91731488],[-0.83586799 -0.62158019],[9.50248847 3.14048502],[ 0.03449262 -0.79920487],[6.59094085 1.79044228],[-0.96493049  0.04757823],[8.5661907  5.16645032],[ 0.29709055 -1.09475043],[5.67474713 1.34465488],[-0.521414    0.39553456]
[7.08354704 1.52604385],[ 0.93934842 -0.16046952],[5.17968192 3.22090378],[ 1.02627696 -0.58234082],[4.67735592 2.81810491],[ 0.98990545 -0.63211935],[8.71363478 4.0689609 ],[0.70906929 0.36158739],[9.56406015 4.1271129 ],[-0.03067494  0.62506141],[5.94598606 5.85214299],[-0.80120255 -0.6816021 ],[9.50272956 3.0591555 ],[-0.02728048 -0.8241538 ],[6.49471764 1.79700448],[-0.95913181  0.08362626],[8.59377124 5.05635919],[ 0.24967951 -1.11140466],[5.62309793 1.38790514],[-0.5148817   0.46526232]
[7.17789441 1.51208134],[ 0.9480436  -0.11790599],[5.2827844 3.1639514],[ 1.03592088 -0.55636625],[4.77771404 2.75691043],[ 1.01553755 -0.5929554 ],[8.78373863 4.10466276],[0.69352265 0.35282319],[9.55785833 4.19047449],[-0.09301566  0.64245555],[5.86787205 5.78122474],[-0.76070086 -0.73632634],[9.49688801 2.97569247],[-0.08933932 -0.84408029],[6.39919425 1.80715979],[-0.95193518  0.11844205],[8.61662329 4.94476975],[ 0.20988541 -1.11772576],[5.57203903 1.43778828],[-0.50739822  0.53016663]
[7.27320476 1.50260896],[ 0.95833764 -0.07090547],[5.38670222 3.10948863],[ 1.04054956 -0.53475447],[4.88046134 2.69960434],[ 1.03882306 -0.55325361],[8.85218847 4.13934654],[0.67666139 0.34186815],[9.54515389 4.25529312],[-0.16016648  0.65457077],[5.79434389 5.70536874],[-0.71216469 -0.78296041],[9.48508077 2.89072659],[-0.14875149 -0.85647232],[6.3043051  1.82056748],[-0.94543191  0.14961573],[8.63575238 4.83282493],[ 0.17178906 -1.12199705],[5.52208998 1.49418006],[-0.48873089  0.59918659]
[7.36935199 1.49778882],[ 0.96569015 -0.02391373],[5.49081047 3.0569078 ],[ 1.04344554 -0.51501279],[4.98530976 2.64617511],[ 1.05655769 -0.51660574],[8.91904734 4.17298962],[0.6608087  0.33113184],[9.52556359 4.32108575],[-0.23144668  0.66105703],[5.72534968 5.62455218],[-0.66814288 -0.8335575 ],[9.46702712 2.80446427],[-0.20954093 -0.86528399],[6.21029942 1.83718413],[-0.93380765  0.18323903],[8.6508791  4.72031904],[ 0.13260081 -1.12616798],[5.47418145 1.5572437 ],[-0.46689121  0.66314087]
[7.46614782 1.4977352 ],[0.96927331 0.02222133],[5.59541018 3.00652681],[ 1.04929359 -0.49180716],[5.0917289  2.59629784],[ 1.07166301 -0.48081433],[8.98435943 4.20555975],[0.64469019 0.3194118 ],[9.49868981 4.3872515 ],[-0.30581373  0.66181391],[5.66088468 5.53885804],[-0.62132498 -0.88012984],[9.44296212 2.71760762],[-0.26651092 -0.86604136],[6.11785847 1.8574751 ],[-0.915754    0.22159429],[8.6622699  4.60761596],[ 0.09578222 -1.12737137],[5.42900217 1.62679544],[-0.43440227  0.7285086 ]
[7.5629895 1.5020935],[0.96725369 0.06485906],[5.70034258 2.95823681],[ 1.05151805 -0.47187336],[5.19943895 2.54985685],[ 1.08177344 -0.44859378],[9.04824978 4.2371177 ],[0.63202389 0.31054957],[9.46437507 4.45329828],[-0.37941873  0.65929176],[5.60161941 5.44909793],[-0.56656201 -0.91731737],[9.41297635 2.63063222],[-0.33312675 -0.87271958],[6.02716165 1.88146066],[-0.89828612  0.25771739],[8.66964649 4.49451609],[ 0.05311941 -1.13300947],[5.38723803 1.70255361],[-0.40097652  0.78489643]
[7.65957637 1.51075715],[0.96238076 0.10648982],[5.80578513 2.91225821],[ 1.05602115 -0.44887018],[5.3081351  2.50665845],[ 1.09373048 -0.41346234],[9.11062672 4.26751161],[0.61706963 0.29878976],[9.42276471 4.51889006],[-0.45086496  0.65334387],[5.54745257 5.35533794],[-0.51871737 -0.95922173],[9.37694323 2.54379278],[-0.3880558  -0.86424176],[5.9384822  1.90925104],[-0.87634847  0.29680731],[8.67301199 4.38117342],[ 0.0134965 -1.13432  ],[5.34900608 1.78364847],[-0.36219089  0.83677693]
[7.7554092  1.52337934],[0.95307911 0.14491225],[5.91159534 2.86852882],[ 1.05876187 -0.42702509],[5.41795568 2.46698153],[ 1.10240997 -0.38010914],[9.17145465 4.29664722],[0.60158141 0.2859069 ],[9.37390617 4.58344697],[-0.52641334  0.63639023],[5.49815548 5.25762888],[-0.46676406 -0.99387452],[9.33536605 2.4578738 ],[-0.44346017 -0.85379429],[5.85194369 1.9408219 ],[-0.85576122  0.33292733],[8.67260009 4.26792856],[-0.02353805 -1.13235047],[5.31493725 1.86971775],[-0.3188532   0.88331337]
[7.85015812 1.53973373],[0.94243577 0.18290984],[6.017327   2.82663182],[ 1.05815021 -0.40862154],[5.52835481 2.43038665],[ 1.10675014 -0.35053151],[9.23076265 4.32449676],[0.58478221 0.27117855],[9.3179995  4.64642188],[-0.59303501  0.62032207],[5.45398017 5.15655217],[-0.41539168 -1.02567809],[9.28826913 2.37312871],[-0.49554673 -0.83796644],[5.76708011 1.97550631],[-0.83876074  0.36303322],[8.66829286 4.154747  ],[-0.05918505 -1.12794172],[5.28524785 1.9600137 ],[-0.27476526  0.92134582]
[7.94411382 1.56024145],[0.935759   0.22656657],[6.12284258 2.78641237],[ 1.05676382 -0.39115663],[5.63925008 2.39684486],[ 1.10988825 -0.32152484],[9.28859892 4.35105462],[0.57109597 0.25908754],[9.25547997 4.70739968],[-0.6603305   0.59467937],[5.41498912 5.05252808],[-0.36277265 -1.05241931],[9.23592021 2.28999861],[-0.54992258 -0.82299149],[5.68393682 2.01309534],[-0.82292334  0.38951239],[8.66051256 4.04209636],[-0.0951818  -1.12376489],[5.26005467 2.05377204],[-0.23139151  0.95033609]
[8.0370997  1.58490112],[0.92497783 0.26776061],[6.22850256 2.74825633],[ 1.05909705 -0.36932948],[5.749952   2.36567608],[ 1.10521959 -0.30097366],[9.34485793 4.37617158],[0.55557926 0.24467471],[9.18645761 4.76557033],[-0.72009246  0.56713651],[5.3812369  4.94600142],[-0.31176266 -1.07672952],[9.17842854 2.20871538],[-0.59899949 -0.80172968],[5.60315159 2.05400236],[-0.79359992  0.42756783],[8.64932848 3.93007387],[-0.12708567 -1.11536462],[5.23963326 2.15048169],[-0.18178361  0.97790319]
[8.12876458 1.61349809],[0.91006741 0.30611842],[6.33421806 2.71213258],[ 1.05659031 -0.35178618],[5.86061996 2.33697914],[ 1.1089594  -0.27199756],[9.39968388 4.39994599],[0.53986111 0.22967284],[9.11175441 4.82080703],[-0.7762915   0.53363792],[5.35272634 4.83739622],[-0.26013267 -1.09624733],[9.11620789 2.12975829],[-0.64785211 -0.77987846],[5.52515302 2.09848721],[-0.76772382  0.46042669],[8.63491471 3.81884412],[-0.16057503 -1.10859328],[5.2240498  2.24948697],[-0.12964735  1.00136959]
[8.2187627  1.64581347],[0.89204994 0.342376  ],[6.43979273 2.67787947],[ 1.05754446 -0.33050466],[5.97150629 2.31106869],[ 1.10750338 -0.24746109],[9.45269251 4.4219496 ],[0.52042951 0.21041727],[9.03150472 4.87228835],[-0.83067049  0.4924057 ],[5.32958652 4.72724973],[-0.20525144 -1.10859307],[9.04924695 2.05313762],[-0.69149791 -0.75280408],[5.45005259 2.14646799],[-0.73599837  0.49716689],[8.61710973 3.70827662],[-0.19313468 -1.10040461],[5.21353652 2.35038028],[-0.0796794   1.01664081]
[8.30713067 1.68197992],[0.87720391 0.38304265],[6.54543643 2.64577671],[ 1.05496021 -0.31199472],[6.08236553 2.28774227],[ 1.10845966 -0.22014385],[9.50358116 4.4418182 ],[0.4989878  0.18850052],[8.94601824 4.91937139],[-0.87800221  0.44878406],[5.31206497 4.61617034],[-0.14631034 -1.11353515],[8.97802049 1.97930072],[-0.73109332 -0.72218662],[5.37805095 2.19794515],[-0.70357194  0.53248647],[8.59654857 3.59899968],[-0.21685984 -1.08417204],[5.20797807 2.45250583],[-0.03221353  1.02448555]
[8.39387052 1.72214589],[0.85474614 0.41750213],[6.65060965 2.61530025],[ 1.05109738 -0.29495845],[6.19303261 2.26687724],[ 1.10639841 -0.19569288],[9.55255384 4.45969579],[0.48046005 0.16896541],[8.85599386 4.9618398 ],[-0.92055988  0.40112127],[5.29987063 4.50421075],[-0.09855218 -1.1256452 ],[8.90305592 1.90870647],[-0.76781187 -0.6895463 ],[5.30910809 2.25265437],[-0.6743272   0.56223959],[8.57354632 3.49121977],[-0.24195906 -1.07035949],[5.20759241 2.5556198 ],[0.02560584 1.03802625]
[8.47829682 1.76572308],[0.83572364 0.4561263 ],[6.7553859  2.58652536],[ 1.04318226 -0.28188689],[6.30403231 2.24905651],[ 1.10972449 -0.16429437],[9.59951021 4.47542992],[0.45898179 0.14593688],[8.7622458  4.99967296],[-0.95321354  0.35555296],[5.29251902 4.39135891],[-0.04953012 -1.13167268],[8.82467299 1.84157792],[-0.80101841 -0.65445335],[5.24345099 2.31057389],[-0.63429445  0.60025697],[8.54792348 3.38468857],[-0.27073722 -1.06052434],[5.21263288 2.65949408],[0.07766085 1.0413625 ]
[8.56081077 1.81321638],[0.81590674 0.49522316],[6.85979721 2.5594847 ],[ 1.04377971 -0.26002442],[6.41470881 2.23374741],[ 1.10319076 -0.14264708],[9.64380818 4.48831556],[0.42914026 0.11379135],[8.6654541  5.03282414],[-0.98196327  0.30705984],[5.28996414 4.27801705],[-0.00178697 -1.13447614],[8.74332412 1.77825716],[-0.83022074 -0.61650014],[5.18210616 2.37247373],[-0.59009497  0.63976529],[8.51956861 3.27930016],[-0.29674417 -1.04782424],[5.22316019 2.76378333],[0.13475147 1.04575248]
[8.64094412 1.86427083],[0.7868523  0.52598596],[6.96380484 2.53418918],[ 1.03942633 -0.24282938],[6.5247875 2.220636 ],[ 1.09685028 -0.12113903],[9.68522785 4.49805156],[0.39963343 0.08119048],[8.56584606 5.0608566 ],[-1.00824978  0.2544938 ],[5.29223495 4.16465749],[ 0.04884761 -1.13050162],[8.65885759 1.71845982],[-0.85732765 -0.57796439],[5.12516401 2.43815492],[-0.54701592  0.67504797],[8.48869072 3.17524738],[-0.32209703 -1.03464167],[5.23921152 2.86814484],[0.18698386 1.04175886]
[8.71854393 1.9188099 ],[0.76275825 0.56252246],[7.06765657 2.51093226],[ 1.03693543 -0.2228948 ],[6.6342076 2.2096362],[ 1.09160629 -0.09881696],[9.72411238 4.50490942],[0.37753848 0.05537159],[8.46379168 5.0835055 ],[-1.03020142  0.20023001],[5.30018614 4.05240291],[ 0.10733112 -1.11705412],[8.57182929 1.66259773],[-0.88548762 -0.54194076],[5.0726117  2.50727656],[-0.50489747  0.70595835],[8.45549901 3.07271922],[-0.34242498 -1.01682765],[5.26056579 2.97204403],[0.23865693 1.03454952]
[8.79337175 1.9766773 ],[0.73668689 0.59779   ],[7.17109498 2.48953544],[ 1.02983071 -0.20715396],[6.74324107 2.20103139],[ 1.08629837 -0.07603417],[9.76040211 4.50877217],[0.34696304 0.02048312],[8.35991069 5.10083947],[-1.04660539  0.14645646],[5.3130718  3.94073392],[ 0.15255826 -1.11332703],[8.48188525 1.61012974],[-0.9097633  -0.50420482],[5.02439536 2.57943791],[-0.45927635  0.73678582],[8.42003266 2.97170602],[-0.3692924  -1.00580663],[5.28689681 3.07494284],[0.28952819 1.02474362]
[8.86572796 2.03824729],[0.70873235 0.63194543],[7.27371781 2.46958691],[ 1.02508849 -0.18932497],[6.85149108 2.19444085],[ 1.07931854 -0.05518238],[9.79360902 4.50908734],[ 0.31672464 -0.01471799],[8.25463942 5.11282584],[-1.0624058   0.08885571],[5.33067393 3.82981282],[ 0.19946818 -1.10430793],[8.38977284 1.56160013],[-0.93047145 -0.46472058],[4.98116295 2.65490426],[-0.40657103  0.77059461],[8.38209956 2.8720363 ],[-0.38916945 -0.98760934],[5.31827522 3.17672141],[0.33715201 1.00989293]
[8.93505484 2.10302552],[0.67541878 0.66123789],[7.37585553 2.45143781],[ 1.01766073 -0.17367501],[6.959061   2.18995441],[ 1.07345884 -0.03306998],[9.82346544 4.50552567],[ 0.28102113 -0.05598385],[8.14802206 5.11904096],[-1.06956662  0.03523119],[5.35286498 3.71987627],[ 0.24517046 -1.09305137],[8.29582145 1.5171633 ],[-0.94846471 -0.42429349],[4.94297608 2.73331481],[-0.35459993  0.79943102],[8.34210637 2.77408824],[-0.40874102 -0.96947432],[5.35423849 3.27678958],[0.38012476 0.98949023]
[9.00120445 2.17090624],[0.64605966 0.69485114],[7.47738927 2.43500717],[ 1.01012832 -0.15776958],[7.06606701 2.18773474],[ 1.06670089 -0.01131602],[9.8495245  4.49758291],[ 0.24236389 -0.10073011],[8.04080074 5.11983202],[-1.07462949 -0.01965078],[5.37958586 3.6111859 ],[ 0.28948456 -1.07996961],[8.20013143 1.4767314 ],[-0.96292518 -0.38233876],[4.91037516 2.81476158],[-0.29650781  0.8295771 ],[8.30023472 2.67800593],[-0.42839043 -0.95188219],[5.39441939 3.3747247 ],[0.42694606 0.97254676]
[9.06394828 2.24169269],[0.61114804 0.723185  ],[7.57779058 2.41976669],[ 1.00068394 -0.14435192],[7.17246009 2.18778162],[1.05816366 0.00920995],[9.87181025 4.48524007],[ 0.20275072 -0.14675747],[7.93355188 5.1154855 ],[-1.07240117 -0.06964353],[5.41066258 3.50388667],[ 0.33067104 -1.066801  ],[8.10315062 1.44055893],[-0.97457138 -0.3392659 ],[4.88304244 2.8984487 ],[-0.25032704  0.8434331 ],[8.25641169 2.58368827],[-0.44811117 -0.93455188],[5.43963489 3.47124144],[0.4781042  0.95829296]
[9.1232577  2.31537547],[0.57133551 0.74672835],[7.67783877 2.40650093],[ 0.99809906 -0.12300354],[7.27802071 2.18990652],[1.05231605 0.03260774],[9.89000474 4.46815738],[ 0.15943129 -0.19658987],[7.826556   5.10605987],[-1.06669448 -0.11828229],[5.44545952 3.39769899],[ 0.36866879 -1.0528534 ],[8.00502335 1.40863073],[-0.98843743 -0.30023485],[4.86112213 2.98410366],[-0.19170703  0.86521773],[8.21078779 2.49126295],[-0.46488738 -0.91453724],[5.48957978 3.56588208],[0.52029404 0.93407083]
[9.17835391 2.39119445],[0.53064445 0.7696913 ],[7.77709706 2.3948685 ],[ 0.98511403 -0.11176164],[7.38275127 2.19414683],[1.04193867 0.0517983 ],[9.9034702  4.44570312],[ 0.10873654 -0.25355057],[7.72005663 5.09160214],[-1.06194083 -0.16979416],[5.48455107 3.29353139],[ 0.4114075  -1.03184812],[7.90580033 1.38078227],[-0.99648544 -0.25751255],[4.84510211 3.07172996],[-0.1276357   0.88746276],[8.16347425 2.40081423],[-0.48176512 -0.89488211],[5.54355627 3.65790839],[0.55997649 0.90726371]
[9.22945479 2.46939114],[0.49362999 0.79638567],[7.87520839 2.38448723],[ 0.97890421 -0.09402613],[7.48644755 2.20031207],[1.03099203 0.07042784],[9.91174137 4.41746072],[ 0.05576098 -0.31204812],[7.61438328 5.07225994],[-1.0503791  -0.21602431],[5.52771671 3.19139061],[ 0.44983813 -1.01253573],[7.80579221 1.35712907],[-1.00320371 -0.21543095],[4.83530132 3.16112735],[-0.06655443  0.90148154],[8.11436365 2.31221636],[-0.50123436 -0.87783587],[5.6011197 3.7468798],[0.59265161 0.87370063]
[9.27689757 2.55028012],[0.45649736 0.8225204 ],[7.97286882 2.37609798],[ 0.9739446  -0.07389331],[7.58887737 2.20815455],[1.01834025 0.08700819],[9.91459434 4.38330972],[-0.00108545 -0.37306873],[7.50978844 5.04815659],[-1.0385648  -0.26329011],[5.57451005 3.09111831],[ 0.48531081 -0.99315215],[7.70528293 1.33775879],[-1.00555167 -0.17080357],[4.83199246 3.25204359],[0.00254172 0.918102  ],[8.06344227 2.22546838],[-0.51585074 -0.85586504],[5.66209279 3.83265141],[0.62561624 0.84066057]
[9.3203108  2.63344281],[0.41329486 0.84213984],[8.06975694 2.36948338],[ 0.96522345 -0.05689802],[7.69021291 2.21781792],[1.00774799 0.1057931 ],[9.91094513 4.34234606],[-0.06887447 -0.44270603],[7.40690876 5.01982781],[-1.01653839 -0.30065242],[5.62494086 2.99301024],[ 0.52387941 -0.96803272],[7.60463634 1.32287742],[-1.00797992 -0.1277494 ],[4.83561516 3.34435075],[0.06952924 0.92682967],[8.01119134 2.14103501],[-0.53050453 -0.83422367],[5.72622644 3.91499559],[0.65452261 0.80379689]
