[0.82113415 5.0129618 ],[ 1.57009383 -0.75097662],[9.15398839 5.04200827],[0.06496552 3.62115319],[6.585984   1.60629904],[-4.66983396  2.75480697],[3.88198071 8.11174173],[3.86432015 4.12859546],[0.25259968 6.12817468],[-0.8745922  -4.58694872],[2.96238863 4.02686538],[-4.02087614 -3.88262156],[3.23784477 5.53939166],[4.43408702 1.28483348],[5.01961089 0.78891249],[ 4.00091191 -3.90400225],[8.88131088 6.63111236],[-4.44427075 -0.53974332],[9.15655087 7.57093188],[3.52616585 0.82705651]
[9.05012313 4.82340003],[-0.23356345 -0.56042504],[5.82618055 2.33943007],[ 0.99396678 -0.22807023],[7.86098122 5.15295475],[ 0.18997954 -1.07621389],[5.07370953 1.90439434],[-0.40466833 -0.37515942],[8.73463497 5.31671424],[0.56516424 0.04810915],[7.91914219 6.19341351],[0.40374801 0.42859624],[5.40357304 2.53296863],[-0.89877566  0.36473973],[4.36064009 6.62809703],[-0.51088118 -0.43269629],[6.45198629 2.53704764],[0.99611101 0.43804118],[3.60118861 3.51725062],[-0.32566225 -0.35721479]
[9.02302505 4.76503184],[-0.30959887 -0.60738104],[5.9258635  2.31861711],[ 1.0026321  -0.18490402],[7.87805231 5.04512145],[ 0.15013216 -1.0814566 ],[5.03414872 1.86895093],[-0.39063486 -0.33763669],[8.79012959 5.32008409],[0.5435771  0.01795403],[7.95901771 6.2350686 ],[0.39359569 0.40408943],[5.31481548 2.57156448],[-0.87773864  0.40532902],[4.31046866 6.58008407],[-0.48901598 -0.52504166],[6.55058278 2.58231567],[0.97573458 0.46701257],[3.5707368  3.48062113],[-0.28111016 -0.37393479]
[8.98799038 4.70188138],[-0.39091524 -0.65464935],[6.02645935 2.30228677],[ 1.01010723 -0.14053474],[7.89106089 4.9367719 ],[ 0.10985217 -1.08549749],[4.99535072 1.83667541],[-0.38388932 -0.30626531],[8.84335078 5.3202582 ],[ 0.52233402 -0.01318344],[7.997716   6.27402909],[0.37989179 0.37436612],[5.22789508 2.61379253],[-0.8609223   0.43835647],[4.26304553 6.52308678],[-0.45679265 -0.61298217],[6.64713779 2.63043134],[0.95392105 0.49367553],[3.5452231  3.44252803],[-0.23014167 -0.38979451]
[8.94471313 4.63413688],[-0.47457996 -0.69946115],[6.12757855 2.29027015],[ 1.01296054 -0.09888553],[7.90003839 4.82809574],[ 0.07243117 -1.08524532],[4.95748791 1.80786085],[-0.37020168 -0.26664343],[8.89455826 5.3173712 ],[ 0.50087838 -0.04567523],[8.03507176 6.30995404],[0.37157243 0.34817534],[5.14304653 2.65954421],[-0.83327954  0.4790081 ],[4.21896683 6.4571974 ],[-0.42081044 -0.7011765 ],[6.74152612 2.68117899],[0.93300783 0.52029344],[3.52479303 3.40254306],[-0.17650185 -0.40889267]
[8.89364863 4.56269535],[-0.54914776 -0.73127334],[6.22922141 2.28275986],[ 1.01898178 -0.05188202],[7.90527286 4.71947845],[ 0.0344843  -1.08473993],[4.92063848 1.78272708],[-0.36669204 -0.23572057],[8.94335725 5.3109091 ],[ 0.47635785 -0.08251228],[8.07152907 6.34309251],[0.35946206 0.31614188],[5.06091001 2.70917697],[-0.80966439  0.51288849],[4.17913226 6.3830238 ],[-0.37671214 -0.7830868 ],[6.83376121 2.73448104],[0.9156229 0.5495943],[3.51018057 3.36079043],[-0.11434837 -0.42574838]
[8.83532192 4.48841765],[-0.61564412 -0.75226958],[6.33131499 2.27992399],[ 1.0194633  -0.00810084],[7.90718026 4.61138346],[ 0.00136254 -1.07947186],[4.88411831 1.76073887],[-0.36140504 -0.20149302],[8.98944517 5.30043958],[ 0.44598625 -0.12650367],[8.10709656 6.37323715],[0.35007377 0.28455704],[4.98134208 2.76224634],[-0.77914475  0.55060129],[4.14401822 6.30098924],[-0.32545671 -0.85703138],[6.92444651 2.79089621],[0.89573759 0.57623023],[3.50180104 3.31704942],[-0.052415   -0.44920089]
[8.77076009 4.41253034],[-0.67630516 -0.76610878],[6.43321898 2.28129095],[1.01892708 0.03592919],[7.90553164 4.50360208],[-0.03469452 -1.07648074],[4.84850482 1.74263778],[-0.35107634 -0.16045848],[9.03256859 5.28558069],[ 0.41571825 -0.17161401],[8.14161755 6.39999073],[0.33914739 0.24889711],[4.90504404 2.81916894],[-0.74831017  0.58584379],[4.11391482 6.21160248],[-0.27449957 -0.92757624],[7.0126572 2.8494362],[0.87134765 0.5972669 ],[3.50006446 3.27110338],[ 0.02112784 -0.46721531]
[8.70057892 4.33572548],[-0.72562057 -0.76841   ],[6.53531957 2.28742394],[1.01816149 0.08206642],[7.90028111 4.39615562],[-0.07269098 -1.07461762],[4.81373958 1.72854962],[-0.34238683 -0.11916216],[9.07262992 5.26612347],[ 0.3851865  -0.21798176],[8.17484598 6.4228387 ],[0.32439721 0.20656196],[4.83171013 2.87934052],[-0.71736085  0.61806739],[4.0892967 6.1158404],[-0.21457753 -0.98327261],[7.09871209 2.91032326],[0.8507521  0.62132537],[3.50584253 3.22321998],[ 0.09696286 -0.48868189]
[8.62567649 4.25886622],[-0.77111567 -0.76771155],[6.63684361 2.29772669],[1.01225567 0.12405666],[7.89140054 4.2891192 ],[-0.10369179 -1.0649284 ],[4.7800231 1.7188734],[-0.33138682 -0.07348273],[9.10908674 5.24143822],[ 0.3455716  -0.27417632],[8.20637608 6.44107184],[0.30509646 0.15644987],[4.76155458 2.94266006],[-0.68206648  0.65150124],[4.07080221 6.01497034],[-0.15685631 -1.03407793],[7.18243384 2.97330101],[0.8250477  0.63939448],[3.51982672 3.17356698],[ 0.18395923 -0.50370693]
[8.54680231 4.18258321],[-0.80465333 -0.75657354],[6.73771714 2.31221979],[1.00612723 0.16690907],[7.87972763 4.18331328],[-0.13449112 -1.05587297],[4.74781183 1.71428215],[-0.31515643 -0.02030096],[9.14154844 5.21108189],[ 0.30516528 -0.33142241],[8.23594152 6.45408096],[0.2875079  0.10443543],[4.69505151 3.00929019],[-0.64627552  0.68229038],[4.05838212 5.90975572],[-0.09360027 -1.07077177],[7.26394347 3.0384017 ],[0.80413712 0.66144651],[3.54233564 3.12207285],[ 0.26743384 -0.52513301]
[8.46451302 4.10725574],[-0.83544123 -0.74468161],[6.83767849 2.33074559],[0.99660259 0.20716133],[7.86460891 4.07808889],[-0.16517365 -1.04591281],[4.71733114 1.71523372],[-0.29147882  0.04269243],[9.16963606 5.17468314],[ 0.25917773 -0.39380147],[8.26397622 6.46192433],[0.27179262 0.05039925],[4.63222471 3.07893475],[-0.60852456  0.71179639],[4.05163771 5.80072392],[-0.0342077  -1.10119105],[7.34300963 3.10531225],[0.77775091 0.67711976],[3.57342214 3.06862863],[ 0.3553074 -0.5424509]
[8.37977547 4.03364199],[-0.85824163 -0.72692623],[6.93675788 2.35342393],[0.98294984 0.24434088],[7.8467909  3.97420013],[-0.19023871 -1.03101143],[4.68879645 1.72218373],[-0.27809486  0.09775385],[9.193032   5.13201327],[ 0.20931837 -0.4587013 ],[8.29022178 6.46393714],[ 0.25391217 -0.01003296],[4.57318929 3.15138165],[-0.56990534  0.73887525],[4.05131486 5.68955047],[ 0.02633993 -1.12213592],[7.41967836 3.17398585],[0.75429437 0.69484206],[3.61384075 3.01410013],[ 0.45300116 -0.54738476]
[8.29268569 3.96161587],[-0.88099914 -0.71146621],[7.03415502 2.37949271],[0.96814851 0.28014529],[7.82626786 3.87157499],[-0.22275104 -1.02391829],[4.66216655 1.73531524],[-0.25271487  0.1669675 ],[9.21154209 5.08306257],[ 0.1586357  -0.52203688],[8.31477588 6.45978278],[ 0.23750156 -0.07342854],[4.5181154  3.22646952],[-0.52929686  0.76458808],[4.05693018 5.57661941],[ 0.08739379 -1.13358216],[7.49353914 3.24392418],[0.72444337 0.70525935],[3.66389827 2.95921601],[ 0.54892096 -0.54814056]
[8.20353643 3.89123283],[-0.90298538 -0.69766254],[7.13025583 2.40935501],[0.95395144 0.31719677],[7.80243516 3.76964866],[-0.25471859 -1.01536297],[4.63849584 1.75588607],[-0.22159044  0.24376618],[9.2245046  5.02747268],[ 0.09889531 -0.59068461],[8.33749173 6.44886555],[ 0.21790982 -0.14452016],[4.46743373 3.30428293],[-0.48391885  0.79149276],[4.06851625 5.46280783],[ 0.14337681 -1.14208977],[7.56446966 3.31491701],[0.69482851 0.71509139],[3.72318218 2.90433352],[ 0.63457587 -0.54978979]
[8.11247883 3.82239261],[-0.92092775 -0.68235046],[7.2246984  2.44269911],[0.93533046 0.35002991],[7.77549786 3.66869892],[-0.28249428 -1.00214046],[4.61776715 1.78402889],[-0.19089781  0.32123286],[9.23103077 4.96481664],[ 0.03107858 -0.6619372 ],[8.35781671 6.43018668],[ 0.19030091 -0.22797984],[4.42156248 3.384868  ],[-0.43230883  0.82074159],[4.08580908 5.34864897],[ 0.20124022 -1.14117016],[7.6331336  3.38754869],[0.67480633 0.73372197],[3.79082454 2.8496646 ],[ 0.71449446 -0.54510905]
[8.01981919 3.75514603],[-0.92988461 -0.66054691],[7.31758878 2.47964734],[0.92319329 0.38983378],[7.74568971 3.56898433],[-0.31204029 -0.99059789],[4.59994103 1.81976575],[-0.16114831  0.39785288],[9.23118012 4.89576141],[-0.03006943 -0.72002051],[8.37515703 6.40274469],[ 0.1561681 -0.3216639],[4.3807837  3.46810506],[-0.38132142  0.84523854],[4.10892425 5.23493296],[ 0.25915619 -1.1339538 ],[7.69890995 3.46112253],[0.64324076 0.74012993],[3.86608948 2.79577068],[ 0.78949343 -0.53164752]
[7.92634631 3.69006781],[-0.93995429 -0.64181006],[7.40900204 2.52035702],[0.90391748 0.42320709],[7.71313026 3.47062097],[-0.34095875 -0.97844332],[4.58568385 1.86370305],[-0.12332885  0.481154  ],[9.22492756 4.82096721],[-0.09587118 -0.77550417],[8.38920261 6.36591819],[ 0.12347561 -0.41633828],[4.3452229  3.55369746],[-0.33042255  0.8654583 ],[4.13750877 5.12192182],[ 0.31109194 -1.12658485],[7.76192165 3.5356972 ],[0.61622704 0.75044689],[3.94840415 2.74349229],[ 0.85469715 -0.51357084]
[7.83211068 3.62700643],[-0.94625666 -0.62124231],[7.49811731 2.56402645],[0.87952867 0.45119101],[7.67755864 3.37337679],[-0.36927375 -0.96520791],[4.57547991 1.91609689],[-0.07714038  0.5695557 ],[9.21168377 4.74061983],[-0.16626186 -0.82728824],[8.39980298 6.31940448],[ 0.08916488 -0.51313758],[4.31492881 3.64128009],[-0.27802517  0.88302567],[4.17083969 5.0095337 ],[ 0.35670645 -1.11896129],[7.82233755 3.61137684],[0.59275117 0.76364601],[4.0368521  2.69334074],[ 0.91334638 -0.48808101]
[7.73726398 3.5659281 ],[-0.94990594 -0.59984857],[7.58477572 2.61046203],[0.85269479 0.47643162],[7.63932447 3.2776266 ],[-0.39591617 -0.95035118],[4.57012723 1.97729767],[-0.03173802  0.65151472],[9.19145766 4.65556472],[-0.23920548 -0.87337295],[8.4066845  6.26300207],[ 0.04885345 -0.6138649 ],[4.28996272 3.73050496],[-0.22264654  0.8994833 ],[4.20832767 4.89782633],[ 0.39772573 -1.1095482 ],[7.8804548  3.68838545],[0.5676525  0.77443849],[4.13092631 2.64617004],[ 0.96751547 -0.45379447]
[7.64235298 3.50722226],[-0.94858621 -0.57473725],[7.66921113 2.65987695],[0.83419735 0.51007987],[7.59855569 3.18348923],[-0.41975192 -0.93282393],[4.56947739 2.04650128],[0.01796661 0.7303376 ],[9.164023   4.56640401],[-0.30809888 -0.90726785],[8.40913904 6.19637171],[ 3.02211077e-04 -7.17372134e-01],[4.27040772 3.8210462 ],[-0.16633817  0.91283689],[4.2501774  4.78756149],[ 0.43854671 -1.09573424],[7.93550923 3.76589781],[0.53451045 0.77682785],[4.2299197  2.60254096],[ 1.01323728 -0.41600667]
[7.54723815 3.45062879],[-0.9537003  -0.55745401],[7.7515198  2.71239508],[0.81182854 0.54010314],[7.55554085 3.09122013],[-0.44162309 -0.9137321 ],[4.57332552 2.1226901 ],[0.06472837 0.79762757],[9.12960539 4.47412146],[-0.37852599 -0.9356078 ],[8.4067839  6.11985119],[-0.0483494  -0.81220273],[4.256651   3.91286175],[-0.11234927  0.91944209],[4.29597943 4.67877447],[ 0.47886213 -1.07795213],[7.98732266 3.84371336],[0.50050196 0.7781851 ],[4.33277751 2.56249841],[ 1.04397839 -0.38342009]
[7.45174302 3.39580865],[-0.9559777  -0.53895079],[7.83128823 2.76761458],[0.78374642 0.56439521],[7.51016652 3.00067487],[-0.46704057 -0.89829559],[4.5822562  2.20551672],[0.11228793 0.85561403],[9.08866005 4.37981293],[-0.44062415 -0.95010532],[8.39966236 6.03448716],[-0.0952913  -0.89422813],[4.24811935 4.00500019],[-0.05882784  0.92224697],[4.34561686 4.57176176],[ 0.51502411 -1.06053965],[8.03580977 3.92173854],[0.47039514 0.78343037],[4.43863174 2.52603424],[ 1.07043997 -0.34731894]
[7.35613698 3.34289012],[-0.95716851 -0.52067166],[7.9086536  2.82566702],[0.76558077 0.59870802],[7.46267809 2.91209262],[-0.48546821 -0.87615291],[4.59646225 2.29414063],[0.16975481 0.91288755],[9.04161747 4.28437671],[-0.50176163 -0.95964788],[8.38776393 5.94145924],[-0.13950581 -0.96113241],[4.24493257 4.0972401 ],[-0.00590486  0.92104311],[4.39902463 4.46680944],[ 0.55106241 -1.04002976],[8.08152941 4.00051641],[0.44653961 0.7945369 ],[4.54672741 2.49308392],[ 1.09249327 -0.30970905]
[7.26083293 3.29217623],[-0.95164494 -0.49645632],[7.98369199 2.8866544 ],[0.73572696 0.62150247],[7.41305107 2.82542213],[-0.5059852  -0.85623017],[4.61600021 2.38754613],[0.22089673 0.95354466],[8.98910396 4.18876772],[-0.5491267  -0.95306607],[8.37183777 5.84270864],[-0.17815336 -1.01122687],[4.24742783 4.18956852],[0.05594061 0.92491381],[4.45529965 4.36336108],[ 0.57494679 -1.02775895],[8.12516953 4.08066394],[0.42440608 0.80637128],[4.65698623 2.46413393],[ 1.11263747 -0.26847666]
[7.16596672 3.24374535],[-0.95082142 -0.47750909],[8.05602245 2.95019618],[0.71019557 0.64860484],[7.36110742 2.7404822 ],[-0.5310056  -0.84069397],[4.64064704 2.48454704],[0.27098277 0.98404199],[8.93183523 4.09384392],[-0.59709599 -0.94620376],[8.35192985 5.7393551 ],[-0.22063151 -1.05468898],[4.25618407 4.28212777],[0.11788065 0.92431395],[4.51422812 4.26157778],[ 0.60373092 -1.00733513],[8.16609235 4.16145992],[0.39235967 0.80784391],[4.76892107 2.43919316],[ 1.1266253  -0.22906892]
[7.07098259 3.19694347],[-0.94978296 -0.45965368],[8.1255416  3.01619025],[0.67985905 0.67088888],[7.30728363 2.6577137 ],[-0.54652999 -0.81585083],[4.67010202 2.58400431],[0.31596586 1.00193752],[8.87008553 3.99993981],[-0.6379178  -0.93200798],[8.32790794 5.63228173],[-0.25892594 -1.08446659],[4.27101896 4.3743027 ],[0.17591833 0.91583083],[4.57609841 4.16201827],[ 0.63393585 -0.98320512],[8.20390412 4.24249478],[0.36365666 0.81258524],[4.88223693 2.4183652 ],[ 1.13881219 -0.18781586]
[6.97617488 3.15195349],[-0.94754125 -0.4415177 ],[8.19243538 3.08481884],[0.65631727 0.69991458],[7.25170889 2.57722119],[-0.56336588 -0.79248835],[4.7038219  2.68473284],[0.35883664 1.01223027],[8.80437006 3.9075461 ],[-0.6759915  -0.91566341],[8.29996452 5.52254203],[-0.29671843 -1.10604222],[4.29163513 4.46544509],[0.23520041 0.90526888],[4.64079961 4.06479187],[ 0.66144301 -0.95966607],[8.23858636 4.32374119],[0.33078184 0.81310348],[4.99646527 2.40150009],[ 1.14405814 -0.15091869]
[6.88151008 3.10864403],[-0.94564352 -0.42470449],[8.25634839 3.15571895],[0.62148774 0.71757183],[7.19433804 2.49894862],[-0.58435146 -0.77330529],[4.74164287 2.78607671],[0.39781798 1.01433324],[8.735103   3.81699096],[-0.71020671 -0.89655343],[8.26881739 5.41148705],[-0.32601381 -1.11425872],[4.31825073 4.55542989],[0.29860252 0.89532484],[4.70828215 3.97004481],[ 0.68811597 -0.93502107],[8.26987354 4.40493949],[0.29574864 0.81168988],[5.1108183  2.38797478],[ 1.14448125 -0.11807272]
[6.78729892 3.0672492 ],[-0.93721288 -0.40190044],[8.31686685 3.22847208],[0.5872984  0.73586006],[7.13513796 2.42286744],[-0.59931149 -0.74802581],[4.78345707 2.8875544 ],[0.43810767 1.01437639],[8.66255635 3.72842398],[-0.73897828 -0.87335905],[8.234683   5.29973807],[-0.35433291 -1.11799757],[4.35134178 4.64435861],[0.36458603 0.88404814],[4.77849502 3.87792033],[ 0.71699549 -0.90634472],[8.29754732 4.48590535],[0.25707771 0.8070792 ],[5.22521862 2.37778167],[ 1.14273096 -0.08659057]
[6.69341357 3.02759495],[-0.9423517  -0.39338276],[8.37371802 3.30281125],[0.55116785 0.75233629],[7.07439083 2.34926265],[-0.61598411 -0.72443662],[4.82933433 2.98891967],[0.4766269  1.00981788],[8.58728244 3.64224339],[-0.76595166 -0.85002814],[8.19793991 5.18794425],[-0.38173697 -1.11877814],[4.39105609 4.73199413],[0.42826682 0.86677455],[4.85102933 3.78818917],[ 0.73437663 -0.88722686],[8.32160317 4.56668749],[0.22492949 0.80937088],[5.3392491 2.3705451],[ 1.1349528  -0.06116536]
[6.59940496 2.98910354],[-0.93856369 -0.37734446],[8.42708234 3.37892613],[0.5147551  0.76858704],[7.01213952 2.2781863 ],[-0.63034017 -0.69841522],[4.87865375 3.08934477],[0.51091332 0.99966881],[8.50970864 3.55870706],[-0.78628661 -0.8217923 ],[8.15842142 5.07613836],[-0.41087338 -1.119323  ],[4.43658528 4.81721708],[0.48298191 0.83814338],[4.92523542 3.70040754],[ 0.75353799 -0.86435164],[8.34209353 4.64734918],[0.18133112 0.80046121],[5.4526832  2.36600592],[ 1.13316937 -0.0301002 ]
[6.50560747 2.95200077],[-0.93605802 -0.36353762],[8.47654996 3.4564234 ],[0.47446083 0.78123789],[6.94824897 2.20951719],[-0.64813671 -0.67562826],[4.93113099 3.18844308],[0.54122008 0.98485041],[8.42999531 3.47780351],[-0.80675362 -0.79537285],[8.11628739 4.96465162],[-0.43158118 -1.11019709],[4.48782123 4.89971391],[0.54231407 0.81207613],[5.00126747 3.61490375],[ 0.76666417 -0.84589305],[8.35863195 4.72756829],[0.14904492 0.80344952],[5.56609863 2.36479878],[1.13199353 0.00291581]
[6.41228721 2.91647204],[-0.92858777 -0.34533783],[8.52225343 3.53546183],[0.43878215 0.79864372],[6.8824801  2.14304123],[-0.66417743 -0.65082779],[4.98662009 3.28601896],[0.5705872  0.96874255],[8.34840275 3.39962802],[-0.82343157 -0.76677488],[8.07244267 4.85441674],[-0.44454084 -1.09402848],[4.54487494 4.97938861],[0.60020297 0.78270819],[5.0789525  3.53166358],[ 0.78607641 -0.81965318],[8.37167557 4.80781283],[0.11316469 0.80273556],[5.67884627 2.36635021],[1.122252   0.02724378]
[6.31993581 2.88299475],[-0.92035679 -0.32620689],[8.56427548 3.61612179],[0.39799554 0.81090844],[6.8154428  2.07939461],[-0.67817804 -0.62370281],[5.04477794 3.3817187 ],[0.5936593  0.94647751],[8.26511421 3.32420723],[-0.84169329 -0.74129236],[8.02728481 4.74571393],[-0.45782803 -1.07938213],[4.60766266 5.05599971],[0.65323071 0.74712348],[5.15848811 3.45102459],[ 0.80289647 -0.79465087],[8.38112882 4.88797584],[0.07601072 0.80060955],[5.79082087 2.37051495],[1.11871961 0.05761663]
[6.22829998 2.85130894],[-0.9124136  -0.30755912],[8.60197092 3.69778468],[0.35744909 0.82386212],[6.74693399 2.01840534],[-0.69326416 -0.59733957],[5.10540828 3.47537775],[0.62020691 0.92802822],[8.17993192 3.25118846],[-0.86068852 -0.71811373],[7.98077745 4.63841238],[-0.47191155 -1.06636419],[4.67579232 5.12905138],[0.70693325 0.71149613],[5.23993245 3.37318001],[ 0.82283174 -0.76518167],[8.38656889 4.96763844],[0.03863519 0.7984735 ],[5.90212089 2.37741798],[1.10820796 0.0813003 ]
[6.13696786 2.82097055],[-0.91308392 -0.2983317 ],[8.63568855 3.78081669],[0.31572638 0.83557563],[6.67681805 1.95996933],[-0.70853279 -0.57084984],[5.16848293 3.56699447],[0.64112875 0.90428749],[8.09330964 3.18087498],[-0.87324383 -0.68989912],[7.93312028 4.53262634],[-0.48245255 -1.05075048],[4.74890195 5.19813686],[0.75280618 0.66785738],[5.3231876  3.29816715],[ 0.8421067  -0.73501575],[8.3885523  5.04733366],[-3.01662050e-04  7.94092249e-01],[6.01262308 2.38694173],[1.10350812 0.11096785]
[6.0460642  2.79200931],[-0.90645684 -0.28246224],[8.66483245 3.86463634],[0.2673165  0.84103385],[6.60531195 1.90433662],[-0.72083374 -0.54101708],[5.23366444 3.65628172],[0.6633071  0.88238673],[8.00567431 3.11356558],[-0.88125025 -0.65827006],[7.88392285 4.42790103],[-0.49933811 -1.04155589],[4.82673727 5.2630084 ],[0.80414801 0.63003619],[5.40838595 3.22625825],[ 0.86310888 -0.7016756 ],[8.38634776 5.12629902],[-0.04147528  0.78750177],[6.12252501 2.39934668],[1.09620216 0.13885883]
[5.95599285 2.7647992 ],[-0.89733415 -0.26415758],[8.68950186 3.94938074],[0.22485225 0.85250716],[6.53285096 1.85199142],[-0.73275491 -0.51020381],[5.30077541 3.74311869],[0.67802421 0.8536438 ],[7.91716789 3.04929838],[-0.88894777 -0.62730398],[7.83352993 4.32457033],[-0.50811698 -1.02482346],[4.90912221 5.32355833],[0.84398004 0.58162082],[5.49554601 3.15762486],[ 0.87676075 -0.67415252],[8.38002583 5.20458912],[-0.08855238  0.77468081],[6.23165791 2.4145316 ],[1.0874166  0.16586171]
[5.8665412 2.739106 ],[-0.88992487 -0.24794207],[8.70952716 4.03486984],[0.17604698 0.85767418],[6.45927413 1.80283117],[-0.74064189 -0.47477301],[5.36986952 3.82762499],[0.70304833 0.83574757],[7.82734062 2.98751864],[-0.9045647 -0.6055675],[7.7821716  4.22278436],[-0.51976473 -1.01169732],[4.99570543 5.37954865],[0.88446021 0.53534956],[5.5839189  3.09164967],[ 0.88830441 -0.64754468],[8.36890661 5.28151922],[-0.13478114  0.7628706 ],[6.34013557 2.43268562],[1.07894427 0.19419346]
[5.77784059 2.71503763],[-0.88258192 -0.23197902],[8.7247434  4.12094935],[0.12903739 0.86456335],[6.38484007 1.75718372],[-0.7480755  -0.43809814],[5.44119908 3.9100929 ],[0.72533023 0.81553364],[7.73627056 2.92816136],[-0.91689436 -0.58184487],[7.72949105 4.12214668],[-0.53341062 -1.00062328],[5.08586807 5.4305261 ],[0.92110406 0.4869474 ],[5.67360534 3.02855777],[ 0.90153027 -0.61794939],[8.3532795  5.35736221],[-0.17640862  0.75510321],[6.44733183 2.45323391],[1.06926817 0.22108677]
[5.68958905 2.69225462],[-0.88139893 -0.2228109 ],[8.73521823 4.20765689],[0.0846308  0.87352767],[6.30941714 1.71499921],[-0.76073315 -0.40590615],[5.51487073 3.99067817],[0.74646805 0.79467568],[7.64419588 2.87134486],[-0.92444121 -0.5544818 ],[7.67560488 4.02277432],[-0.54327443 -0.98593268],[5.17958081 5.4766753 ],[0.94958352 0.43289104],[5.76420628 2.96807073],[ 0.9133794  -0.58870504],[8.33278519 5.43168818],[-0.22914804  0.73566471],[6.55407831 2.47706343],[1.06363585 0.25378072]
[5.60194326 2.67084322],[-0.87154344 -0.20540335],[8.74113503 4.29508249],[0.03118882 0.87230284],[6.23332583 1.67667508],[-0.76381846 -0.36310727],[5.5904034  4.06895786],[0.76374917 0.77064071],[7.55134565 2.81719839],[-0.93349091 -0.52956609],[7.62091081 3.92501897],[-0.5507721  -0.96945971],[5.27612466 5.51751531],[0.97844014 0.38166153],[5.85604367 2.91063416],[ 0.91993882 -0.56336166],[8.30738732 5.50439833],[-0.2791682   0.71796976],[6.6593675  2.50327942],[1.04432519 0.27255635]
[5.51550051 2.65140907],[-0.85897239 -0.18484668],[8.74205431 4.38269814],[-0.01473485  0.87771547],[6.15641687 1.64217293],[-0.77183007 -0.32430918],[5.66738395 4.14458966],[0.7781923  0.74448462],[7.45743931 2.76532837],[-0.94345166 -0.50689379],[7.56509785 3.82853476],[-0.56250171 -0.9572738 ],[5.37518271 5.55300283],[1.00181938 0.32776069],[5.94839574 2.85562237],[ 0.92966314 -0.5340809 ],[8.27682953 5.57512415],[-0.33058423  0.69764667],[6.76267715 2.53127316],[1.02117354 0.28638421]
[5.43029924 2.63404538],[-0.84948187 -0.16686989],[8.73819113 4.47058262],[-0.06367855  0.87853166],[6.07880222 1.61169674],[-0.77900582 -0.28366281],[5.7460536  4.21788754],[0.79525903 0.72170113],[7.36270899 2.7158405 ],[-0.95118141 -0.48313214],[7.50853982 3.73367775],[-0.56857068 -0.93984096],[5.47628297 5.58294858],[1.01914405 0.27067544],[6.0415579  2.80344316],[ 0.93390734 -0.50912555],[8.24140442 5.64399977],[-0.37580388  0.68156678],[6.86413597 2.56106919],[1.00844816 0.31000957]
[5.34589446 2.61831681],[-0.83913207 -0.14815924],[8.72979556 4.55880648],[-0.10576314  0.88391771],[6.00024241 1.58509728],[-0.79065683 -0.24680473],[5.82605759 4.28857153],[0.8061069  0.69342035],[7.26732341 2.66879281],[-0.95528385 -0.45673824],[7.45083726 3.6400315 ],[-0.57968662 -0.92731843],[5.57901672 5.60723181],[1.03589212 0.21598256],[6.13528389 2.75394394],[ 0.9393037  -0.48202106],[8.2014876  5.71117041],[-0.42517801  0.65874   ],[6.96408346 2.59300041],[0.99308493 0.33121655]
[5.26304322 2.60501616],[-0.81990272 -0.11966185],[8.7167602  4.64701335],[-0.15712831  0.87767289],[5.9210728  1.56277648],[-0.79217192 -0.19888864],[5.90717961 4.35649545],[0.81465552 0.66350462],[7.17193733 2.62478096],[-0.95261869 -0.42368919],[7.39232913 3.54793331],[-0.59067673 -0.91483678],[5.68315954 5.62595044],[1.05002297 0.16207612],[6.22913848 2.70677666],[ 0.93962153 -0.45944392],[8.1558962  5.77520039],[-0.48368565  0.62434868],[7.06256052 2.62714054],[0.9788295 0.3539869]
[5.18157464 2.59406183],[-0.80599257 -0.09580007],[8.69815096 4.73408539],[-0.21482658  0.86379155],[5.84145064 1.54499983],[-0.7990028  -0.15533269],[5.98906563 4.42136094],[0.82561119 0.63650024],[7.07657943 2.58383364],[-0.951332  -0.3920657],[7.33312474 3.45748429],[-0.59312854 -0.89398666],[5.78879236 5.63957523],[1.05899174 0.10752017],[6.32331077 2.66218926],[ 0.94731919 -0.42852958],[8.10481449 5.83599884],[-0.53988988  0.58907477],[7.15962674 2.66360509],[0.96211887 0.3750078 ]
[5.10163824 2.5856847 ],[-0.79587901 -0.07486438],[8.67425202 4.8201537 ],[-0.26559092  0.85465915],[5.76144212 1.53191326],[-0.80093335 -0.10605459],[6.07225284 4.48376909],[0.8402641  0.61398825],[6.98110062 2.54579422],[-0.95492964 -0.36559483],[7.27365237 3.36907159],[-0.59780464 -0.87578381],[5.89532958 5.64794869],[1.06771149 0.05685044],[6.41835914 2.62089168],[ 0.95449461 -0.39631829],[8.04814476 5.8931156 ],[-0.59203296  0.55401381],[7.2546631  2.70181621],[0.93911912 0.38963445]
[5.02239107 2.57906645],[-0.78512113 -0.05350636],[8.6450864  4.90499152],[-0.3171077   0.84221276],[5.68093552 1.52347976],[-0.80805724 -0.06158688],[6.15700394 4.54407908],[0.85165267 0.58930195],[6.88519495 2.51029891],[-0.96143979 -0.34282734],[7.21374992 3.28251031],[-0.6022394  -0.85746578],[6.00238378 5.65110876],[1.07237279 0.00619693],[6.5142122  2.58299592],[ 0.95936773 -0.36455894],[7.98603462 5.94627801],[-0.64774872  0.51082752],[7.34756796 2.74164802],[0.92222168 0.41030581]
