[1.83887882 5.722916  ],[ 4.10340358 -3.97996271],[8.71759488 8.09842243],[-4.85273135  3.64892489],[3.0184349  9.00276915],[3.48599921 3.80019337],[9.87380212 5.15045648],[ 0.53932626 -1.32529811],[6.06650021 6.38581206],[-4.32817076  1.57111044],[6.01415497 9.52122302],[-0.49137232 -0.58707584],[3.25347454 5.7000647 ],[0.93610691 0.89406406],[6.29918993 1.80230843],[1.91248925 4.75461027],[6.64294011 4.00678545],[-2.18269816 -2.69608812],[9.64270567 1.0226151 ],[-0.51304401 -0.06132824]
[6.63615325 7.59659553],[-1.08899934 -0.04304679],[6.1693609  2.85501905],[ 0.84380344 -0.05320544],[5.01359276 3.03196276],[-0.75257312 -0.27495983],[3.89622888 7.33328642],[0.15476325 0.61918273],[7.05640388 4.30954797],[0.79497842 0.48699494],[6.8936632  2.83501455],[0.52767765 0.72413663],[6.00726608 3.49380487],[-1.06169658  0.01921227],[3.49415969 5.97745608],[ 0.08321251 -1.09097818],[6.94421782 6.99244172],[ 0.81064691 -0.50569328],[3.9568443  7.76128577],[-0.27367652  0.07718745]
[6.52727333 7.58959851],[-1.08760729 -0.09608138],[6.25422744 2.85264603],[0.85161565 0.00451325],[4.93772042 3.00672082],[-0.76561663 -0.23054771],[3.91408049 7.39409188],[0.20116811 0.59508874],[7.13464646 4.35976052],[0.77099071 0.51853073],[6.94539571 2.91116259],[0.50241167 0.79399112],[5.90118516 3.49773056],[-1.05834355  0.06035418],[3.50533106 5.86882593],[ 0.14048587 -1.08091573],[7.02407776 6.93961938],[ 0.78322939 -0.55338398],[3.93037914 7.76615577],[-0.25613462  0.01855197]
[6.41813664 7.57676417],[-1.09081366 -0.15679206],[6.33976045 2.85615629],[0.85603876 0.06338802],[4.86036284 2.98577248],[-0.78258546 -0.18949697],[3.93721008 7.45286999],[0.26204093 0.58019993],[7.21044676 4.41314735],[0.74543205 0.54976855],[6.99420509 2.99382381],[0.47354163 0.85842951],[5.79556447 3.50575398],[-1.05169511  0.10207046],[3.52175543 5.76089754],[ 0.18573696 -1.07905496],[7.10108968 6.88212362],[ 0.75589069 -0.59690131],[3.90522137 7.76432816],[-0.24678777 -0.05618891]
[6.30892238 7.55794302],[-1.08909918 -0.21556361],[6.42538558 2.8654143 ],[0.85783054 0.12379352],[4.78169715 2.96933119],[-0.78985108 -0.13837389],[3.96652039 7.50995815],[0.32274056 0.55925212],[7.2834636  4.46948918],[0.71377328 0.57604724],[7.03968457 3.08233186],[0.43552389 0.91053468],[5.69048734 3.51769113],[-1.04579531  0.14016334],[3.54271517 5.65341891],[ 0.23571499 -1.06759495],[7.1751575  6.82028025],[ 0.72842564 -0.63627137],[3.88166601 7.75526211],[-0.2275538  -0.12979457]
[6.2002735  7.53353784],[-1.08058685 -0.26932014],[6.51118367 2.88094236],[0.85665846 0.18593681],[4.70244117 2.95817992],[-0.79579967 -0.08512952],[4.00201236 7.56477061],[0.38454006 0.53355902],[7.35326718 4.52846289],[0.68127397 0.60252712],[7.08136635 3.17585918],[0.39814655 0.95915403],[5.58646975 3.53378627],[-1.03216054  0.18390881],[3.56864636 5.54722756],[ 0.28117924 -1.05721922],[7.24619527 6.75443385],[ 0.69250537 -0.67977125],[3.86028303 7.73861784],[-0.20226363 -0.20675435]
[6.09233867 7.5035434 ],[-1.07368718 -0.32636549],[6.5967702  2.90281197],[0.85626631 0.25337627],[4.62264951 2.95243772],[-0.80108404 -0.03082427],[4.04356138 7.61660408],[0.44506254 0.50088316],[7.41974977 4.5900685 ],[0.65171368 0.63305091],[7.11891894 3.27361923],[0.35508111 0.99738664],[5.48366206 3.55401009],[-1.02271474  0.22134622],[3.59917113 5.44232018],[ 0.3292275 -1.0404284],[7.31330072 6.68411129],[ 0.65422694 -0.72132451],[3.84148642 7.71384778],[-0.1768316  -0.29332336]
[5.98575772 7.46847075],[-1.05863206 -0.37577965],[6.68182189 2.9311575 ],[0.84453074 0.31384065],[4.54224506 2.952035  ],[-0.80882097  0.02071298],[4.09124645 7.66497557],[0.50884069 0.46595509],[7.48330405 4.65481093],[0.62133388 0.66387246],[7.15246681 3.37522852],[0.31410277 1.03205293],[5.38204267 3.57809551],[-1.01030316  0.25927376],[3.63410216 5.33887182],[ 0.36809343 -1.02905579],[7.37709889 6.61036683],[ 0.61798961 -0.75658909],[3.82515762 7.67986762],[-0.14809663 -0.38601751]
[5.88080924 7.4285765 ],[-1.0424086  -0.42417308],[6.76555166 2.96558083],[0.83024739 0.37530262],[4.46128966 2.95695243],[-0.80832585  0.07950045],[4.14538007 7.70966686],[0.5742912  0.42765052],[7.54338204 4.72224889],[0.58156492 0.68634024],[7.18159201 3.4797121 ],[0.26810684 1.05647444],[5.2818655  3.60605933],[-0.99586819  0.29696117],[3.6726569 5.2365243],[ 0.40205051 -1.01806961],[7.43713453 6.53316968],[ 0.58195169 -0.78746796],[3.81185722 7.63634744],[-0.11742436 -0.48496504]
[5.77766267 7.38400993],[-1.01870063 -0.46508192],[6.84774043 3.00620739],[0.81557203 0.43975393],[4.38068026 2.96801937],[-0.80369978  0.14177516],[4.20598669 7.75023588],[0.63840913 0.38378546],[7.59961576 4.79211914],[0.54479484 0.71282812],[7.20593592 3.5862283 ],[0.22338177 1.0775549 ],[5.1830299  3.63755795],[-0.98007722  0.33331918],[3.71502033 5.13587633],[ 0.44309049 -0.99656802],[7.49291522 6.45244538],[ 0.53258393 -0.82734524],[3.80187237 7.58287074],[-0.07907742 -0.58196102]
[5.67688891 7.33540639],[-0.99788481 -0.50803428],[6.92810279 3.05307855],[0.79189812 0.49824393],[4.30102847 2.98576546],[-0.79030511  0.21197351],[4.27278038 7.78602596],[0.69578437 0.32997078],[7.65216024 4.86466917],[0.50637762 0.73850752],[7.22631836 3.69506184],[0.18312117 1.09687727],[5.08617933 3.67300046],[-0.96005448  0.37209167],[3.7616728  5.03768568],[ 0.48776846 -0.96904434],[7.54398866 6.36818938],[ 0.48678062 -0.8591681 ],[3.79618965 7.5200046 ],[-0.03332239 -0.67406618]
[5.5785384  7.28287394],[-0.96871301 -0.54191176],[7.0060203  3.10583997],[0.76728169 0.55810752],[4.22238735 3.01012638],[-0.78305528  0.27414395],[4.34531339 7.81631946],[0.7520303  0.27299018],[7.70055575 4.93952192],[0.46105046 0.7581524 ],[7.24256945 3.80544158],[0.14177106 1.10975237],[4.99103943 3.71190565],[-0.94132104  0.40705529],[3.81210802 4.94170623],[ 0.5242403  -0.94674963],[7.59007554 6.28057493],[ 0.43676215 -0.89058578],[3.79525968 7.44815252],[ 0.0161267  -0.76079451]
[5.48263755 7.22652767],[-0.94459046 -0.58016999],[7.08097542 3.16418213],[0.73482323 0.61187644],[4.14459192 3.0406689 ],[-0.77053376  0.33837428],[4.42338301 7.84079037],[0.8076317  0.21495349],[7.74443459 5.01640089],[0.41517783 0.77817195],[7.25466438 3.91684461],[0.09931215 1.11670836],[4.8981275  3.75455744],[-0.91560691  0.44703054],[3.86634794 4.84824537],[ 0.55967621 -0.92279906],[7.63142721 6.19029421],[ 0.38975216 -0.91488925],[3.79921366 7.367848  ],[ 0.06602347 -0.84066135]
[5.38947828 7.1667306 ],[-0.91944577 -0.61650132],[7.15288869 3.22817213],[0.70523391 0.66979823],[4.06824027 3.07764308],[-0.75520471  0.40169083],[4.50681729 7.85933098],[0.86006017 0.15541352],[7.78350732 5.09510898],[0.3657296  0.79554695],[7.26231406 4.02854782],[0.05172118 1.1149451 ],[4.80755305 3.80087389],[-0.89369699  0.48110212],[3.9241351  4.75732588],[ 0.59581154 -0.8953769 ],[7.66786189 6.09757206],[ 0.34033059 -0.93752725],[3.80826587 7.28015376],[ 0.11395878 -0.91205176]
[5.29885395 7.10334862],[-0.89274332 -0.65064269],[7.22173704 3.29788757],[0.66982857 0.72256189],[3.99367914 3.12098927],[-0.73647321  0.46390522],[4.59538949 7.87198955],[0.91029064 0.0977456 ],[7.81811769 5.17605811],[0.32242631 0.81932313],[7.26536176 4.14009152],[0.00575823 1.11189437],[4.71932024 3.85063629],[-0.87295499  0.51169311],[3.98556339 4.66930749],[ 0.6357505  -0.86161585],[7.69936819 6.00278862],[ 0.28842631 -0.95882986],[3.82178842 7.18569618],[ 0.1587133  -0.97225937]
[5.21104158 7.03673846],[-0.86600603 -0.68388013],[7.28676936 3.372607  ],[0.62998236 0.77084593],[3.92142162 3.17073135],[-0.70654891  0.53215804],[4.68836916 7.8785592 ],[0.94389925 0.02922132],[7.8483243  5.25930509],[0.27967648 0.8433728 ],[7.26403384 4.25139765],[-0.03353969  1.11236128],[4.63318438 3.9033446 ],[-0.84719608  0.54464856],[4.05065196 4.58445364],[ 0.66885935 -0.83218305],[7.72587901 5.9062616 ],[ 0.24301602 -0.9700332 ],[3.84008033 7.08626516],[ 0.2082099  -1.01272897]
[5.12594348 6.96688558],[-0.8366921  -0.71372009],[7.34757774 3.45189253],[0.58738879 0.81583003],[3.85199686 3.22685919],[-0.67983443  0.59144212],[4.78435695 7.87820807],[ 0.9740977  -0.03671444],[7.87354979 5.34423792],[0.22588031 0.85632269],[7.25844942 4.36226322],[-0.07680199  1.10583623],[4.54966907 3.95928436],[-0.82468758  0.57212513],[4.11866946 4.50229845],[ 0.69265165 -0.80925767],[7.74737304 5.80829882],[ 0.18832975 -0.98706975],[3.86274203 6.9829572 ],[ 0.24287819 -1.05270897]
[5.04400891 6.89432955],[-0.80183791 -0.73699737],[7.40406118 3.53555656],[0.54136038 0.85622642],[3.78560204 3.28895645],[-0.64711306  0.65032898],[4.88283545 7.8710933 ],[ 0.99508597 -0.10445648],[7.89351517 5.43058298],[0.17349434 0.87046902],[7.24892422 4.47270256],[-0.11633915  1.09964659],[4.46883379 4.01827884],[-0.78893305  0.61054528],[4.18926903 4.42277748],[ 0.72064824 -0.77943072],[7.76342291 5.70885309],[ 0.13275672 -1.00109767],[3.88868088 6.87626118],[ 0.27707752 -1.07765494]
[4.96541153 6.8193499 ],[-0.77139965 -0.76366664],[7.45602144 3.62326241],[0.49748982 0.89707427],[3.72259346 3.35672094],[-0.61032923  0.70651818],[4.98336896 7.85758537],[ 1.01433493 -0.16526975],[7.90824487 5.51830564],[0.1185482  0.88128253],[7.23535421 4.58229751],[-0.15280031  1.0938757 ],[4.39123194 4.08067278],[-0.76281752  0.63721324],[4.26250502 4.34620088],[ 0.74659205 -0.74917744],[7.77420611 5.60846954],[ 0.08198006 -1.00707514],[3.91837819 6.76803224],[ 0.31809296 -1.08392421]
[4.8897825  6.74167675],[-0.7419932  -0.79038078],[7.50350899 3.71484824],[0.44990163 0.93176714],[3.66371755 3.4302067 ],[-0.56514448  0.76399803],[5.08495715 7.83756726],[ 1.01496324 -0.23630349],[7.917429   5.60702198],[0.06482268 0.89242267],[7.21854167 4.69152739],[-0.18395132  1.08942809],[4.31665588 4.14602767],[-0.72925845  0.66895663],[4.33853188 4.27296702],[ 0.77476    -0.71428649],[7.78016319 5.50785558],[ 0.0344023  -1.00759678],[3.95203871 6.65951256],[ 0.35778974 -1.0824527 ]
[4.81714161 6.6614326 ],[-0.71225242 -0.81568147],[7.54600097 3.80954905],[0.40072341 0.96247229],[3.60926935 3.50898464],[-0.51997046  0.81422306],[5.18646312 7.81067154],[ 1.01463663 -0.3007436 ],[7.92115612 5.696694  ],[0.01164331 0.90249902],[7.19844436 4.79997197],[-0.21602222  1.08097042],[4.24551494 4.21451942],[-0.69536327  0.69867546],[4.41701033 4.2029771 ],[ 0.79385029 -0.68611829],[7.78127992 5.40721624],[-0.01643247 -1.00913542],[3.98919614 6.55106102],[ 0.38532116 -1.08516054]
[4.74762707 6.57886866],[-0.67685243 -0.8341967 ],[7.58359117 3.90718899],[0.3496364  0.98824856],[3.55960748 3.59269154],[-0.46773326  0.86416816],[5.28791199 7.7777294 ],[ 1.01436552 -0.35650387],[7.91955485 5.78723983],[-0.04756179  0.90421031],[7.17522923 4.90751145],[-0.24795465  1.06974947],[4.17753555 4.28563321],[-0.66331546  0.72411198],[4.49757614 4.13609388],[ 0.81802986 -0.65060538],[7.77718813 5.30644524],[-0.06778603 -1.00834313],[4.02923511 6.44284052],[ 0.41261032 -1.08101963]
[4.68178097 6.4946283 ],[-0.64067271 -0.85100543],[7.61581433 4.0070116 ],[0.29491146 1.00775006],[3.51553667 3.68137178],[-0.41215683  0.90972337],[5.38885737 7.7391626 ],[ 1.00626331 -0.41172914],[7.91173336 5.87758773],[-0.10723288  0.90398137],[7.14864789 5.01365043],[-0.28431383  1.05218504],[4.11326117 4.35966573],[-0.62428588  0.75399116],[4.58035549 4.07267359],[ 0.83744895 -0.61756821],[7.76777151 5.20570555],[-0.12005021 -1.00555585],[4.07205067 6.33537167],[ 0.44097511 -1.07032669]
[4.61974712 6.40894426],[-0.59763333 -0.86018452],[7.64305773 4.1091094 ],[0.24910378 1.03249881],[3.47698374 3.77420515],[-0.35798605  0.94670505],[5.48902437 7.6955123 ],[ 0.9969461  -0.46008328],[7.89785535 5.96771115],[-0.16904373  0.8992428 ],[7.11865166 5.11817518],[-0.3185255   1.03511975],[4.05267554 4.4363432 ],[-0.58630002  0.78026909],[4.66502794 4.01261486],[ 0.85697545 -0.58225975],[7.75343066 5.10565494],[-0.16697401 -0.99545913],[4.1171912 6.2287004],[ 0.4600389 -1.0640662]
[4.56170413 6.32205438],[-0.56402606 -0.87820151],[7.66528622 4.21304464],[0.19188641 1.04211593],[3.44416438 3.87070803],[-0.29978568  0.98087879],[5.58804617 7.64718898],[ 0.98136143 -0.50732087],[7.87789204 6.0573178 ],[-0.22691832  0.89556025],[7.08506232 5.22076318],[-0.35108339  1.01846585],[3.99597973 4.51560692],[-0.5477699   0.80442649],[4.75159196 3.956139  ],[ 0.8732598  -0.54797875],[7.7341686  5.00648234],[-0.21422852 -0.98373428],[4.16473424 6.12334212],[ 0.48718404 -1.04629456]
[4.5067443  6.23315166],[-0.53279885 -0.89721105],[7.68175425 4.31778997],[0.13779536 1.05246617],[3.41725038 3.97038491],[-0.24368797  1.00655822],[5.68540672 7.59436561],[ 0.96276863 -0.55119211],[7.85241771 6.14662847],[-0.28405743  0.88847283],[7.04866567 5.32201369],[-0.37824228  1.00470948],[3.94345491 4.59746581],[-0.50033946  0.83463249],[4.83982785 3.90323866],[ 0.89161899 -0.50947816],[7.71029377 4.90866378],[-0.26365488 -0.97277314],[4.21456406 6.01947482],[ 0.51053265 -1.02948227]
[4.45530283 6.14279867],[-0.49655041 -0.91014481],[7.69274932 4.42334495],[0.08343679 1.05942567],[3.3959837  4.07240752],[-0.1822327  1.0323396],[5.78081602 7.53735347],[ 0.94296267 -0.59057653],[7.82079319 6.23461798],[-0.34690118  0.87214245],[7.00940474 5.42163963],[-0.40664014  0.98771577],[3.89540552 4.68191879],[-0.45990252  0.85479737],[4.92996151 3.85437325],[ 0.91222388 -0.46622252],[7.68176308 4.81230874],[-0.31032183 -0.95750525],[4.26635257 5.9170425 ],[ 0.52581606 -1.01808326]
[4.40767926 6.05139206],[-0.45456135 -0.91658292],[7.69861241 4.52972082],[0.0354569  1.06884211],[3.38078794 4.17666046],[-0.12035402  1.05314097],[5.87386601 7.47627998],[ 0.91704756 -0.63113998],[7.78361306 6.32148134],[-0.39734178  0.86358583],[6.96730569 5.51947178],[-0.43551606  0.96847609],[3.85166408 4.76851299],[-0.41482104  0.87672444],[5.02184239 3.80965262],[ 0.92345888 -0.42982449],[7.6484077  4.71741058],[-0.3570958  -0.94051998],[4.31993283 5.81613647],[ 0.54593755 -0.99962337]
[4.36385634 5.95897577],[-0.41736919 -0.9269739 ],[7.69957596 4.63671323],[-0.01720723  1.069376  ],[3.37186438 4.28281379],[-0.05945771  1.06781871],[5.96437759 7.41142856],[ 0.89257485 -0.66578242],[7.74106833 6.40691518],[-0.4569361   0.84097873],[6.92238209 5.61536499],[-0.46098205  0.9510169 ],[3.81218315 4.85691432],[-0.37332496  0.89235406],[5.11467316 3.76848168],[ 0.93401493 -0.39240347],[7.61011399 4.62404119],[-0.40890331 -0.92666302],[4.37574298 5.71736064],[ 0.56887458 -0.97708724]
[4.32365506 5.86547347],[-0.38297348 -0.93902916],[7.6954035  4.74371719],[-0.0661442   1.07014833],[3.36848707 4.3897216 ],[-0.00646292  1.07159094],[6.05232707 7.34320704],[ 0.86808733 -0.69631004],[7.69246389 6.48977716],[-0.51337571  0.81720711],[6.87526148 5.70975146],[-0.48184747  0.93592602],[3.7772363  4.94711978],[-0.32711487  0.90973229],[5.20861439 3.73121324],[ 0.9443064 -0.3531312],[7.56697967 4.53248638],[-0.45448156 -0.90493538],[4.43362949 5.62068511],[ 0.58680319 -0.95821924]
[4.28709363 5.77102731],[-0.34889958 -0.95024818],[7.68639622 4.85066779],[-0.11333487  1.06871657],[3.37055922 4.49702587],[0.04843432 1.07467853],[6.13739043 7.27168372],[ 0.8320638  -0.73474459],[7.63876426 6.57055053],[-0.56166573  0.79628591],[6.82560188 5.80209392],[-0.51050506  0.91156126],[3.74707743 5.03907217],[-0.27764218  0.92720416],[5.30361762 3.69801775],[ 0.95451107 -0.31167722],[7.51873758 4.44264216],[-0.50824016 -0.88959003],[4.49303956 5.52571389],[ 0.60175085 -0.94060735]
[4.25392019 5.67551938],[-0.31317707 -0.95820728],[7.67285816 4.9574485 ],[-0.15985856  1.0637519 ],[3.3781792  4.60456945],[0.1045668  1.07640212],[6.21912301 7.19675063],[ 0.80289531 -0.76307178],[7.57998814 6.64872076],[-0.61383621  0.76628108],[6.77328506 5.89214588],[-0.5344772   0.89059142],[3.72209427 5.13282118],[-0.22439062  0.94486537],[5.39949953 3.66893425],[ 0.96143634 -0.27127267],[7.46602713 4.3552988 ],[-0.54483416 -0.8561515 ],[4.55436395 5.43298238],[ 0.62331214 -0.91530898]
[4.22438604 5.57934411],[-0.27723814 -0.96469042],[7.65486878 5.06374956],[-0.19643312  1.06479834],[3.39135574 4.71210414],[0.15968015 1.07472915],[6.29767566 7.11887997],[ 0.77028027 -0.79172274],[7.51599855 6.7236399 ],[-0.66392203  0.73324343],[6.71867341 5.98012367],[-0.5576814   0.86879447],[3.70221352 5.22795042],[-0.17239614  0.95798191],[5.49608312 3.64401124],[ 0.96966218 -0.22737177],[7.40946267 4.27112107],[-0.58561046 -0.82652732],[4.61759315 5.34258095],[ 0.64286537 -0.89096572]
[4.19846982 5.48261493],[-0.24043909 -0.96898186],[7.63270575 5.16941699],[-0.24337064  1.05154864],[3.41017084 4.81948402],[0.21596446 1.07187378],[6.37318226 7.03850538],[ 0.73897063 -0.81619609],[7.44738078 6.79537185],[-0.70684454  0.7020994 ],[6.66201967 6.0661197 ],[-0.57628332  0.84993873],[3.68735044 5.32405262],[-0.12488685  0.96366436],[5.59326831 3.62337532],[ 0.97334031 -0.18570906],[7.34868145 4.18979995],[-0.62825379 -0.7981038 ],[4.68254987 5.25444269],[ 0.65855544 -0.86933756]
[4.17664062 5.38589858],[-0.20067858 -0.96972546],[7.60632636 5.274077  ],[-0.28125484  1.04391893],[3.43433809 4.92621559],[0.26710335 1.06234339],[6.44538436 6.95564477],[ 0.70418627 -0.84147541],[7.37459494 6.86385382],[-0.74949964  0.6660552 ],[6.60354323 6.15018505],[-0.59260416  0.83172816],[3.67755107 5.42089614],[-0.07186587  0.97194271],[5.69076022 3.60694703],[ 0.97586072 -0.14311937],[7.28400569 4.11171218],[-0.6674811  -0.76586522],[4.74894021 5.16839261],[ 0.67144107 -0.8492699 ]
[4.15853678 5.28891937],[-0.16323078 -0.97146006],[7.57599211 5.37762524],[-0.32455972  1.02741734],[3.46363204 5.03195714],[0.31914465 1.05269082],[6.51393515 6.87021438],[ 0.66635304 -0.86717652],[7.2978275  6.92876439],[-0.78838147  0.62880426],[6.54345711 6.23236949],[-0.61385239  0.80701012],[3.67293943 5.51830177],[-0.02111349  0.97498819],[5.78846933 3.59485366],[ 0.979411   -0.09726555],[7.21507248 4.03653323],[-0.71070267 -0.73726945],[4.81656398 5.08435514],[ 0.68128779 -0.83102893]
[4.14414924 5.19181006],[-0.12477079 -0.970814  ],[7.54119539 5.47927843],[-0.36631924  1.01023811],[3.49756002 5.13614721],[0.36385764 1.03560359],[6.57893174 6.78256654],[ 0.63140776 -0.88757599],[7.21745564 6.98999323],[-0.82214341  0.59193432],[6.48095128 6.31173479],[-0.63366516  0.78268142],[3.67315611 5.61564792],[0.02718177 0.97340715],[5.88634258 3.58728248],[ 0.97900587 -0.05290134],[7.14225836 3.96465905],[-0.74187941 -0.69660193],[4.88547269 5.00249833],[ 0.69787766 -0.80497312]
[4.13367792 5.09488904],[-0.08577148 -0.96856278],[7.50242892 5.57927076],[-0.4080338   0.99014395],[3.53634762 5.23898742],[0.4105438  1.01983139],[6.64035807 6.69291861],[ 0.59672523 -0.90543587],[7.13357527 7.04716934],[-0.85432891  0.55199776],[6.41671224 6.38884611],[-0.64892883  0.76149889],[3.67818108 5.71270882],[0.07427961 0.96851853],[5.984476   3.58458841],[ 0.98101591 -0.00312344],[7.06629096 3.89681034],[-0.77776553 -0.66078534],[4.9556418  4.92289768],[ 0.70471737 -0.7876492 ]
[4.12694033 4.9981003 ],[-0.04497843 -0.96305427],[7.45990194 5.67752161],[-0.44077329  0.97603438],[3.57975292 5.34018341],[0.45808874 1.00468616],[6.69825754 6.60153098],[ 0.56005735 -0.92318612],[7.04663087 7.10028948],[-0.88450215  0.50976642],[6.35070184 6.46352672],[-0.66659027  0.7365841 ],[3.6879993  5.80926742],[0.12364225 0.96383876],[6.08242082 3.58661257],[0.9786258  0.04474957],[6.98708562 3.83287831],[-0.80279866 -0.61439988],[5.02683677 4.84542408],[ 0.71649053 -0.76436394]
[4.1244898  4.90209043],[-0.00654754 -0.95934894],[7.4142599  5.77434118],[-0.47559134  0.95636459],[3.62758396 5.43953796],[0.49924039 0.98318088],[6.7524841 6.508469 ],[ 0.5239539  -0.93828055],[6.9567825  7.14909079],[-0.9141643  0.4638387],[6.28344659 6.53616718],[-0.6802272   0.71430762],[3.70279624 5.90527808],[0.17090056 0.95473831],[6.17995968 3.59338045],[0.9725811  0.09141049],[6.90509337 3.77329046],[-0.83557787 -0.57606531],[5.09885812 4.76997759],[ 0.72525137 -0.74310294]
[4.12571321 4.80637144],[ 0.03027107 -0.95547911],[7.36506767 5.86900384],[-0.50796646  0.93669671],[3.67974675 5.53696665],[0.54475397 0.9661808 ],[6.80293794 6.41383985],[ 0.48723241 -0.9519102 ],[6.86391169 7.19302079],[-0.94543531  0.41180369],[6.21471283 6.60640136],[-0.69074119  0.69387867],[3.72206717 6.00005621],[0.21822188 0.9442884 ],[6.27681971 3.60486033],[0.96248756 0.13631244],[6.82010227 3.71777947],[-0.86051625 -0.53057789],[5.17214018 4.69708891],[ 0.74207277 -0.71284043]
[4.13065286 4.71115795],[ 0.06794226 -0.94905845],[7.31248711 5.96142109],[-0.54219905  0.91272604],[3.73598465 5.63223166],[0.57914126 0.93851201],[6.84951581 6.31774516],[ 0.44659723 -0.96735331],[6.76818262 7.23178392],[-0.96951366  0.3624396 ],[6.14535289 6.67495523],[-0.7001419   0.67332906],[3.7462483  6.09385432],[0.26487043 0.93100969],[6.37259586 3.62084406],[0.95619811 0.18691115],[6.732667   3.66684187],[-0.88596195 -0.4861648 ],[5.2472402  4.62741379],[ 0.75757876 -0.68284197]
[4.13966726 4.61695335],[ 0.11028514 -0.9368493 ],[7.25663352 6.0514736 ],[-0.57265468  0.89013433],[3.79559313 5.72472102],[0.61245143 0.91091354],[6.89245609 6.22061921],[ 0.41137117 -0.97575685],[6.67048102 7.26586133],[-0.98364154  0.31959296],[6.07464088 6.7409825 ],[-0.71527264  0.64584712],[3.7753845  6.18651547],[0.31657962 0.92066268],[6.46751741 3.64180037],[0.94367386 0.2339219 ],[6.64272707 3.62034367],[-0.91309269 -0.44442704],[5.3232682  4.56016703],[ 0.76358312 -0.66134315]
[4.15272358 4.52384265],[ 0.15138189 -0.92457181],[7.19783057 6.13923724],[-0.60233789  0.86581842],[3.858455   5.81442054],[0.64184591 0.88044454],[6.93190711 6.12275899],[ 0.37839395 -0.98054744],[6.57128651 7.29543136],[-0.99865619  0.27295475],[6.00260842 6.80439301],[-0.72597916  0.62157456],[3.81000324 6.27832094],[0.37331327 0.91261521],[6.5611891 3.6675791],[0.92674485 0.27880056],[6.5502712  3.57813704],[-0.93433246 -0.39829389],[5.4000836  4.49530635],[ 0.77168929 -0.63675675]
[4.16976432 4.43191036],[ 0.19118321 -0.91206648],[7.13609406 6.22448878],[-0.63041783  0.84080612],[3.92404734 5.90093105],[0.67009309 0.85009124],[6.96801159 6.02442383],[ 0.34274711 -0.98685381],[6.47096136 7.32058209],[-1.00877035  0.22870463],[5.92925571 6.86506491],[-0.74143087  0.59127846],[3.84999815 6.3689097 ],[0.42837239 0.90062416],[6.65308166 3.69783779],[0.9108135  0.32638032],[6.45571238 3.54049329],[-0.95515402 -0.35324224],[5.47753721 4.43278019],[ 0.7768132  -0.61420878]
[4.19105326 4.34155953],[ 0.23266304 -0.89663642],[7.07144067 6.30702034],[-0.65910749  0.81299726],[3.99272258 5.98471114],[0.70353223 0.82582605],[7.00084552 5.92581456],[ 0.31407311 -0.98519067],[6.36950913 7.3410502 ],[-1.02096739  0.17958201],[5.85448729 6.92276687],[-0.75307856  0.56341501],[3.89512199 6.45782336],[0.47302075 0.8765233 ],[6.74346643 3.73305897],[0.89499082 0.37643925],[6.35938988 3.50759632],[-0.97027953 -0.30402222],[5.55534763 4.37239541],[ 0.7799266  -0.59282711]
[4.21639656 4.25274009],[ 0.27426514 -0.87936955],[7.00425197 6.38699296],[-0.68364362  0.78708723],[4.06495515 6.06631636],[0.73813171 0.80349952],[7.03061009 5.82720074],[ 0.28379788 -0.98436543],[6.26652203 7.35610324],[-1.0343883  0.1252891],[5.77882746 6.97789547],[-0.76425274  0.53481101],[3.94446748 6.54405435],[0.51506133 0.84924428],[6.83193806 3.7730565 ],[0.87314193 0.42246001],[6.2616391  3.47963525],[-0.98313575 -0.25405493],[5.63382935 4.31455742],[ 0.78989612 -0.56355623]
[4.24580469 4.16564018],[ 0.31298586 -0.86316877],[6.93450003 6.46415601],[-0.71286179  0.75436804],[4.14020897 6.14530206],[0.76535139 0.77487725],[7.05723353 5.72859532],[ 0.24828495 -0.98783023],[6.16287174 7.36627154],[-1.03693916  0.079372  ],[5.70170485 7.02973713],[-0.77408281  0.50593925],[3.99832848 6.62782883],[0.56216198 0.82617371],[6.91814798 3.81766717],[0.84831961 0.46721572],[6.16293944 3.45693711],[-0.99018396 -0.19949022],[5.71303203 4.25942897],[ 0.79402151 -0.53902798]
[4.27936152 4.08053211],[ 0.35693303 -0.83989989],[6.86192264 6.53804063],[-0.73830992  0.72335288],[4.21792195 6.2212231 ],[0.78879521 0.74368705],[7.08036118 5.62977784],[ 0.21224374 -0.99028585],[6.05927622 7.37207845],[-1.03421271  0.03740442],[5.62377828 7.07880891],[-0.78596279  0.47371297],[4.05681825 6.7091738 ],[0.60772491 0.80078075],[7.00196434 3.86692196],[0.82679422 0.5169178 ],[6.06331193 3.43939732],[-1.0016114  -0.15104892],[5.7927364  4.20689254],[ 0.80114579 -0.51045902]
[4.31705872 3.99759117],[ 0.39484957 -0.82063856],[6.78702178 6.60893959],[-0.76020152  0.69378771],[4.29763745 6.2937415 ],[0.8074728  0.70886994],[7.09936293 5.53031015],[ 0.16884993 -0.99752898],[5.95594459 7.3736285 ],[-1.0348409  -0.00915448],[5.54463948 7.1245465 ],[-0.79648341  0.44113996],[4.11973687 6.78782522],[0.64802874 0.76969004],[7.08317862 3.92077839],[0.79613486 0.55897922],[5.96263286 3.42665881],[-1.01054692 -0.10275867],[5.87283118 4.15694384],[ 0.80290678 -0.48622516]
