[8.09254258 2.83287916],[-3.86635024 -2.0191921 ],[5.35474431 9.47966055],[ 2.02950415 -0.55316385],[1.14552749 4.8050083 ],[-2.31146671  4.13753581],[0.63818114 0.22698582],[-4.7003927  -2.89525533],[8.60803947 4.5470967 ],[ 0.28973642 -4.88298035],[2.33881304 1.4264564 ],[-1.15674624  1.42959409],[2.70068618 4.831035  ],[-0.50944821  2.19093024],[7.66075488 5.03130229],[ 1.26774422 -2.19237638],[1.70636042 3.99340408],[-0.36445132  2.0348917 ],[7.32466492 8.15636102],[4.86092292 4.42087372]
[4.83434154 7.58311625],[ 0.97633226 -0.16245312],[2.10579649 4.1976438 ],[-0.29010108  0.81579756],[6.18648062 3.14780265],[-0.26141681 -0.70042587],[5.88679926 6.18028335],[0.75087588 0.41563403],[3.58998933 7.33698241],[0.65620817 0.58209776],[7.2784041  5.39429262],[ 0.14621951 -0.87538495],[5.29185982 3.14130557],[-0.81444963 -0.46345121],[3.48763708 7.10311796],[0.60248651 0.64392234],[5.97809593 3.18387349],[-0.78651205 -0.55583036],[2.54796546 3.86636741],[-0.5915545  -0.15735212]
[4.93185624 7.56377347],[ 0.96916288 -0.2284486 ],[2.08000149 4.28156543],[-0.22581731  0.86127323],[6.157944  3.0787551],[-0.31143625 -0.68208642],[5.96129327 6.22092922],[0.73639009 0.39452436],[3.65779979 7.39307182],[0.69802423 0.53749513],[7.28999214 5.30557971],[ 0.08338221 -0.90008891],[5.20932828 3.09727315],[-0.83760288 -0.41874222],[3.54996694 7.16557351],[0.64473747 0.6055631 ],[5.89745935 3.13036521],[-0.82415563 -0.51247231],[2.48968942 3.85171834],[-0.57702407 -0.13869083]
[5.02847273 7.53785432],[ 0.96345721 -0.28875346],[2.06078434 4.36977322],[-0.16059307  0.89950162],[6.12451094 3.01184131],[-0.35934474 -0.65776865],[6.03457978 6.25966626],[0.72838163 0.37920037],[3.72972396 7.44454853],[0.73988886 0.4913356 ],[7.295177   5.21457906],[ 0.02056135 -0.91878897],[5.12467262 3.05788819],[-0.85402512 -0.3675639 ],[3.61649859 7.22407449],[0.68449314 0.5628452 ],[5.81355139 3.0816514 ],[-0.85213744 -0.46008955],[2.43302062 3.83908829],[-0.55768374 -0.11520695]
[5.12417772 7.50582286],[ 0.95035812 -0.35124013],[2.04767914 4.46103005],[-0.09934258  0.92669713],[6.0862109  2.94747441],[-0.407643   -0.63000196],[6.1069854  6.29676808],[0.71898486 0.36202737],[3.80576864 7.49128629],[0.77812382 0.44045485],[7.29399764 5.12190159],[-0.04664489 -0.93635882],[5.03828443 3.02352487],[-0.87446567 -0.32057974],[3.68687404 7.27808715],[0.72167169 0.51589083],[5.72700768 3.03831747],[-0.88069089 -0.40880691],[2.37819898 3.82872747],[-0.53866107 -0.09192576]
[5.21879905 7.46803947],[ 0.94496664 -0.40031156],[2.04112416 4.55506973],[-0.03214082  0.95262169],[6.04285   2.8858459],[-0.45989095 -0.60229703],[6.17856026 6.33223995],[0.71035842 0.34518422],[3.88522415 7.53246923],[0.81380899 0.38600714],[7.28621217 5.02786507],[-0.10987726 -0.94450015],[4.94976001 2.99371664],[-0.89528091 -0.27513466],[3.76095535 7.32731879],[0.76194837 0.47065199],[5.63769089 3.00013531],[-0.90677542 -0.35628621],[2.32552366 3.82094689],[-0.51325993 -0.06204481]
[5.31244368 7.42524527],[ 0.92593654 -0.4566938 ],[2.04109366 4.65117044],[0.03015949 0.96713785],[5.99427348 2.82719142],[-0.51080366 -0.5694355 ],[6.24909005 6.36581489],[0.70237597 0.32835721],[3.96815164 7.56809325],[0.84718387 0.32897209],[7.2726747  4.93377689],[-0.16521366 -0.94116781],[4.85959189 2.96883612],[-0.90817009 -0.22283398],[3.83883286 7.37174973],[0.79977448 0.42212364],[5.54575487 2.96710938],[-0.93216467 -0.30484316],[2.27543761 3.8162243 ],[-0.49121644 -0.03513266]
[5.40402095 7.37690623],[ 0.90295602 -0.5118468 ],[2.04769925 4.74883348],[0.10331332 0.9864312 ],[5.94054711 2.77194409],[-0.56297533 -0.53427973],[6.3190058  6.39787252],[0.69564141 0.31246222],[4.05421846 7.59782401],[0.8750687 0.2666962],[7.25266112 4.8392846 ],[-0.2354648  -0.94824539],[4.76820868 2.94920853],[-0.91980393 -0.17028339],[3.92045985 7.41128276],[0.83281282 0.36865027],[5.45143692 2.93927458],[-0.9521492  -0.25026355],[2.2272508  3.81388708],[-0.46975081 -0.00883736]
[5.49301337 7.32301732],[ 0.87514941 -0.56682306],[2.06136587 4.84785364],[0.17219437 0.99532071],[5.88174499 2.72051848],[-0.61164912 -0.49239374],[6.38800825 6.42807647],[0.6842264  0.29133153],[4.1432917  7.62159221],[0.90419667 0.20682774],[7.22587094 4.74457403],[-0.29772701 -0.94286608],[4.67587512 2.93498718],[-0.92586972 -0.11336067],[4.00500197 7.44506816],[0.85996881 0.30904595],[5.35517718 2.91684115],[-0.97402545 -0.20000996],[2.18151811 3.81449381],[-0.4451999   0.02066836]
[5.57908841 7.26374457],[ 0.84752919 -0.61656258],[2.08197713 4.94755182],[0.23814014 0.99608385],[5.81809584 2.67344745],[-0.6613465  -0.44871043],[6.45551597 6.45576543],[0.66945476 0.26581037],[4.23524357 7.63944653],[0.93061105 0.14652619],[7.19305318 4.65075138],[-0.356525   -0.93120468],[4.58276465 2.92622391],[-0.9365514  -0.06263748],[4.09244307 7.47309412],[0.88885547 0.25174398],[5.2571693  2.89971758],[-0.98665146 -0.14350606],[2.13842342 3.81823693],[-0.41677247  0.05412765]
[5.66231861 7.19968062],[ 0.81531159 -0.66562586],[2.10896516 5.04692069],[0.30171636 0.9909298 ],[5.7495261 2.6309101],[-0.71068082 -0.4024922 ],[6.52164795 6.480956  ],[0.65344372 0.2380649 ],[4.32922498 7.65077451],[0.94640161 0.07788001],[7.15429761 4.5581543 ],[-0.41706856 -0.91889286],[4.48857784 2.92238249],[-0.94479864 -0.0123488 ],[4.18298935 7.49569099],[0.92021248 0.19888807],[5.1581396  2.88835964],[-0.99551233 -0.08577892],[2.0985109  3.82567051],[-0.38262188  0.0934209 ]
[5.74239972 7.13103585],[ 0.78584566 -0.70687573],[2.14224889 5.14555916],[0.36407545 0.9815604 ],[5.67591597 2.59295278],[-0.75965008 -0.35473347],[6.58663804 6.50378255],[0.64610746 0.21814368],[4.42450509 7.65506317],[0.962973   0.01239449],[7.10949214 4.46690598],[-0.47734768 -0.90409685],[4.39393298 2.92380991],[-0.95066534  0.03775031],[4.27646918 7.5129529 ],[0.94416394 0.14168366],[5.05832786 2.88273626],[-1.00263891 -0.02926679],[2.06220742 3.83722931],[-0.34269001  0.1385068 ]
[5.8194474  7.05842892],[ 0.75140299 -0.74817716],[2.18179907 5.24315729],[0.42719234 0.97039644],[5.59774038 2.56012781],[-0.80282676 -0.30080434],[6.65053508 6.52421852],[0.63508874 0.19370839],[4.52180646 7.65341388],[ 0.98112115 -0.04632001],[7.05909159 4.37764872],[-0.52902344 -0.87935934],[4.29880989 2.93018378],[-0.9491918   0.09181146],[4.37172868 7.52399516],[0.96205665 0.08084536],[4.95773674 2.88250839],[-1.01065397  0.02251922],[2.02960504 3.85299603],[-0.30839629  0.17770791]
[5.89254234 6.98141659],[ 0.70926394 -0.79252401],[2.22774928 5.33961154],[0.49215597 0.95876213],[5.51485218 2.53225991],[-0.85054788 -0.2526485 ],[6.71328727 6.54212516],[0.62080768 0.16511995],[4.62032867 7.64556645],[ 0.98733004 -0.11178052],[7.00361083 4.29098506],[-0.5786589  -0.85199058],[4.20381303 2.94179455],[-0.94800278  0.14255502],[4.46886004 7.52922699],[0.97662749 0.02056132],[4.8564694  2.88735834],[-1.01325563  0.07522292],[2.00109276 3.87331791],[-0.26097519  0.22948504]
[5.96179421 6.90056743],[ 0.67321418 -0.82630621],[2.2795645  5.43419972],[0.54467624 0.9335354 ],[5.42789536 2.50980583],[-0.88616714 -0.19447926],[6.77480986 6.55732261],[0.60843577 0.13746941],[4.71906943 7.63100119],[ 0.98560627 -0.18052924],[6.94348748 4.20738972],[-0.62284266 -0.81904094],[4.1096563  2.95906753],[-0.93643654  0.20115902],[4.56701499 7.52817809],[ 0.98373735 -0.04360251],[4.75512404 2.89746371],[-1.0137545   0.12597134],[1.97694461 3.89839638],[-0.22072613  0.27314481]
[6.02705837 6.81617244],[ 0.63132613 -0.86161254],[2.33639694 5.5260264 ],[0.59048742 0.90165666],[5.33789359 2.49357347],[-0.9118716  -0.12865511],[6.83500657 6.56961467],[0.59448219 0.10718762],[4.81748372 7.60964764],[ 0.98261999 -0.24562853],[6.87865021 4.1267938 ],[-0.67162957 -0.79066279],[4.01634702 2.98173769],[-0.92913578  0.25225286],[4.66571798 7.5207389 ],[ 0.98726212 -0.1074414 ],[4.65400846 2.91271689],[-1.01190015  0.17493716],[1.95728578 3.92823741],[-0.17245357  0.32337974]
[6.08841084 6.72872748],[ 0.5965087  -0.88594094],[2.39802552 5.61489578],[0.6381426 0.8719319],[5.24560837 2.48408941],[-0.93534436 -0.06320993],[6.89395531 6.57897501],[0.58305486 0.07843439],[4.91526673 7.58172575],[ 0.97688265 -0.30793025],[6.80898386 4.04907989],[-0.71903896 -0.76110708],[3.92414292 3.00972214],[-0.91642282  0.30524819],[4.76448363 7.50682904],[ 0.98855479 -0.16932849],[4.55340973 2.93298081],[-1.00193956  0.22782804],[1.94323607 3.96378173],[-0.11126303  0.38433835]
[6.14574828 6.63849775],[ 0.54997333 -0.91827877],[2.46452017 5.70091238],[0.68852444 0.84532178],[5.15105616 2.48103012],[-0.95859101 -0.00175166],[6.95140064 6.58504561],[0.56495732 0.04186108],[5.01261028 7.54804667],[ 0.9682807  -0.36629118],[6.7346877  3.97440294],[-0.76422081 -0.72999778],[3.83309499 3.04268555],[-0.9021023   0.35582719],[4.86356143 7.48719486],[ 0.98874182 -0.22655476],[4.45354854 2.95806273],[-0.99326482  0.27515791],[1.93517745 4.00514861],[-0.04955645  0.44277089]
[6.19835675 6.54516398],[ 0.50362713 -0.94635669],[2.53543418 5.78368599],[0.73088635 0.81152268],[5.05451542 2.484182  ],[-0.97256875  0.06356088],[7.00704616 6.58740161],[0.54746333 0.0045786 ],[5.10858537 7.50832647],[ 0.94814929 -0.4302227 ],[6.65632523 3.90323679],[-0.80194216 -0.69251389],[3.74348807 3.08051969],[-0.88753306  0.40256189],[4.96191242 7.461341  ],[ 0.97926324 -0.28865625],[4.35486341 2.9879868 ],[-0.97872699  0.32444117],[1.93374035 4.05261546],[0.02313797 0.50809053]
[6.24669904 6.44955889],[ 0.46349559 -0.96500404],[2.61068791 5.86323575],[0.77313738 0.77870809],[4.95689117 2.49391479],[-0.97827969  0.13181167],[7.06107329 6.58610064],[ 0.53330608 -0.03050354],[5.20242704 7.46236278],[ 0.92806586 -0.48860914],[6.57437907 3.83594361],[-0.83869778 -0.65537578],[3.65592534 3.12341603],[-0.86166811  0.45682544],[5.05961446 7.42985871],[ 0.97233652 -0.34243195],[4.25757049 3.02259214],[-0.96590883  0.36807839],[1.9392945  4.10608564],[0.09282017 0.56530928]
[6.29075846 6.35196544],[ 0.41805353 -0.9859652 ],[2.68984308 5.93924849],[0.8103719  0.74227773],[4.85886387 2.51036735],[-0.97815805  0.20039453],[7.11331473 6.58086881],[ 0.51126653 -0.07458979],[5.29410857 7.41071056],[ 0.90512935 -0.5438448 ],[6.4889199  3.77244677],[-0.86989018 -0.61432131],[3.57086758 3.17147767],[-0.8399807   0.50318256],[5.15602888 7.39268059],[ 0.954203  -0.4020731],[4.16187544 3.06167265],[-0.9457781   0.41513277],[1.95255213 4.1657119 ],[0.17264388 0.62641411]
[6.33063367 6.25277189],[ 0.37623381 -1.00075324],[2.77258969 6.01156655],[0.84225527 0.7021218 ],[4.76112802 2.533689  ],[-0.9767067   0.26475902],[7.16338631 6.57120197],[ 0.48950279 -0.11957392],[5.3831547  7.35348325],[ 0.87778956 -0.59770345],[6.4005825  3.71321742],[-0.8986685  -0.57244432],[3.48806854 3.22404859],[-0.81493007  0.54857123],[5.25051622 7.34966707],[ 0.93684747 -0.45597929],[4.0685066  3.10561126],[-0.92197352  0.46271359],[1.97381986 4.23112914],[0.25047065 0.67852512]
[6.36631392 6.15220826],[ 0.33374879 -1.01382198],[2.85840682 6.07983563],[0.87122023 0.66071857],[4.66353035 2.56309346],[-0.97257263  0.32485725],[7.21125619 6.55696174],[ 0.46495596 -0.1682936 ],[5.46964396 7.29134444],[ 0.85315763 -0.64291257],[6.309369   3.65808305],[-0.92797462 -0.53306663],[3.40816949 3.28134793],[-0.78408845  0.59568758],[5.34292549 7.30118073],[ 0.9145989  -0.50951781],[3.9775429  3.15416138],[-0.89478422  0.51024606],[2.00279407 4.30133692],[0.3318789  0.72728615]
[6.39759319 6.0503065 ],[ 0.28980579 -1.02577647],[2.94701713 6.14394469],[0.90042493 0.62128276],[4.56674028 2.59857788],[-0.96758055  0.37917237],[7.25628548 6.5374182 ],[ 0.43310728 -0.22518168],[5.55321549 7.22451534],[ 0.8179212  -0.69315906],[6.21525167 3.6067902 ],[-0.95420463 -0.49313205],[3.33148701 3.34328402],[-0.74741587  0.64448569],[5.43352029 7.24803987],[ 0.89462534 -0.55501003],[3.88950237 3.20751267],[-0.8681001  0.5540684],[2.03991178 4.37606206],[0.40836209 0.76406852]
[6.42437583 5.94723962],[ 0.24605721 -1.03505456],[3.03837808 6.20403588],[0.92778023 0.58195512],[4.47082314 2.63950018],[-0.95214091  0.43683539],[7.29793744 6.51196479],[ 0.3985782  -0.28525596],[5.63330446 7.15296145],[ 0.7814901  -0.73943528],[6.11892708 3.5597879 ],[-0.97066333 -0.44558605],[3.25867331 3.41009365],[-0.70948911  0.69034298],[5.52140879 7.18989372],[ 0.86440067 -0.60585815],[3.80446501 3.26540162],[-0.83406047  0.60174244],[2.08429893 4.45379156],[0.4827034  0.79297243]
[6.44653629 5.84311944],[ 0.19755102 -1.04652615],[3.13230047 6.26012669],[0.95160153 0.54121734],[4.37649718 2.68591762],[-0.93365088  0.49118565],[7.33606923 6.48043791],[ 0.36304138 -0.34617894],[5.70986037 7.07714093],[ 0.74806655 -0.77771754],[6.02089098 3.51738695],[-0.9895562 -0.4023551],[3.18953049 3.48114635],[-0.67286862  0.73046346],[5.60658862 7.12722318],[ 0.83616844 -0.64975783],[3.722586   3.32763395],[-0.80134438  0.64446054],[2.1361318 4.5341605],[0.5513964  0.81120724]
[6.46410137 5.73822492],[ 0.15208695 -1.05267324],[3.22843676 6.31208603],[0.96906268 0.49620985],[4.28421618 2.73766623],[-0.91369967  0.54099148],[7.37046364 6.44267717],[ 0.32535061 -0.40826677],[5.78280461 6.99746157],[ 0.7126626  -0.81327053],[5.92130925 3.47954907],[-1.00352907 -0.35622034],[3.12406219 3.55600192],[-0.63706475  0.76535523],[5.68843358 7.05988293],[ 0.80026255 -0.69676414],[3.64399782 3.39397271],[-0.76983711  0.68225312],[2.19475335 4.61608946],[0.61987454 0.82573819]
[6.47700405 5.63271343],[ 0.10567968 -1.05749632],[3.32643856 6.35975751],[0.98926337 0.45593031],[4.19438279 2.79455391],[-0.88296129  0.59589456],[7.40071944 6.39842885],[ 0.27881973 -0.47718365],[5.85212092 6.9143589 ],[ 0.67332692 -0.84841578],[5.82031744 3.44620203],[-1.0158974  -0.31071507],[3.06250781 3.63446251],[-0.59363337  0.80351555],[5.76654704 6.98792452],[ 0.76443599 -0.73921697],[3.56859491 3.46393572],[-0.73816982  0.71643496],[2.25954534 4.69867474],[0.67402247 0.82387874]
[6.48562053 5.52715378],[ 0.06510826 -1.05513794],[3.42601265 6.40304946],[1.00561907 0.41368819],[4.10748018 2.85652402],[-0.85399451  0.64370196],[7.42625654 6.34737743],[ 0.23178487 -0.54332756],[5.91728782 6.82773854],[ 0.63099522 -0.88234237],[5.71821415 3.41742385],[-1.02681089 -0.26591047],[3.00532791 3.71654659],[-0.55216856  0.8352772 ],[5.8412275  6.91209485],[ 0.72770847 -0.77811314],[3.496626   3.53739989],[-0.70006158  0.75339027],[2.32962152 4.78090147],[0.7239908  0.81716978]
[6.49018774 5.42188622],[ 0.02410241 -1.05228419],[3.52745174 6.44248522],[1.01928854 0.37153124],[4.02346136 2.9229953 ],[-0.82570421  0.68551268],[7.4468729  6.28971161],[ 0.18245041 -0.60720047],[5.97837907 6.73807976],[ 0.5909993  -0.91010101],[5.61497644 3.392955  ],[-1.03902921 -0.22510292],[2.9522867  3.80159353],[-0.51018032  0.86347922],[5.91202236 6.83237803],[ 0.68859782 -0.81511989],[3.42831008 3.61422173],[-0.66668488  0.78204724],[2.40408666 4.86185937],[0.76488354 0.80173174]
[6.49054345 5.31685735],[-0.01631918 -1.04747789],[3.63000887 6.47754811],[1.03057834 0.32888658],[3.94252839 2.9936504 ],[-0.79273955  0.72699239],[7.46217663 6.22556176],[ 0.12229783 -0.67596871],[6.03536583 6.64571645],[ 0.54802102 -0.93730239],[5.51097079 3.3728962 ],[-1.04488986 -0.1803942 ],[2.90355358 3.88937261],[-0.46230463  0.89359519],[5.97879724 6.74905887],[ 0.64726673 -0.85020898],[3.36349993 3.69390715],[-0.62596635  0.81463911],[2.48258636 4.94126261],[0.80344285 0.78492383]
[6.486721   5.21223599],[-0.05935977 -1.04399044],[3.7336966  6.50846534],[1.04278537 0.28945203],[3.86495984 3.0682851 ],[-0.7582554   0.76532278],[7.47109934 6.15454765],[ 0.056378   -0.74269257],[6.08822894 6.55097073],[ 0.50916132 -0.95717821],[5.40625613 3.35704725],[-1.05034638 -0.13810167],[2.859968 3.980295],[-0.40950277  0.92400787],[6.0418569  6.66284109],[ 0.61466906 -0.87291183],[3.30294111 3.7768514 ],[-0.58440556  0.8444824 ],[2.56437135 5.01848142],[0.83009345 0.75758243]
[6.47867682 5.10811633],[-0.10049762 -1.03720898],[3.83831674 6.53526547],[1.05179178 0.249134  ],[3.79073139 3.14642421],[-0.72579042  0.79728762],[7.47337521 6.07724592],[-0.01130277 -0.80228227],[6.13710035 6.45427263],[ 0.46791318 -0.97670438],[5.30144956 3.34576051],[-1.04406124 -0.0860279 ],[2.82136027 4.07374131],[-0.36409758  0.94290864],[6.10118005 6.5740403 ],[ 0.57080266 -0.90347749],[3.24658749 3.862657  ],[-0.54192238  0.87177926],[2.64883869 5.09305882],[0.8584247  0.73347468]
[6.4665404 5.0047553],[-0.14251614 -1.03018198],[3.94377402 6.55809973],[1.05565754 0.20621452],[3.72001098 3.22781731],[-0.68886807  0.82968797],[7.46875158 5.99432931],[-0.07950628 -0.85283721],[6.1820741  6.35597775],[ 0.43262635 -0.9879387 ],[5.19708294 3.33944984],[-1.04466697 -0.04207653],[2.78742475 4.16904008],[-0.31307975  0.96398513],[6.15621431 6.48246476],[ 0.53140305 -0.92606168],[3.19391873 3.95047645],[-0.50956105  0.88616932],[2.73614445 5.16532001],[0.88720508 0.71164926]
[6.450194   4.90215445],[-0.18478504 -1.02201021],[4.04951866 6.57663088],[1.05888492 0.16441921],[3.65298287 3.3122606 ],[-0.65311763  0.85717591],[7.45719182 5.90671752],[-0.14862992 -0.89484742],[6.22329629 6.25642627],[ 0.39150184 -1.00301833],[5.09270653 3.33744768],[-1.04267353  0.00181842],[2.75868893 4.26635165],[-0.25848591  0.98464282],[6.20706434 6.38854051],[ 0.48412742 -0.95332848],[3.14535146 4.04045731],[-0.4629596  0.9117263],[2.82592216 5.23509137],[0.90768552 0.68343855]
[6.42962995 4.8004575 ],[-0.22298098 -1.00840127],[4.15544481 6.59093924],[1.05755679 0.11996838],[3.58973573 3.39948334],[-0.61270097  0.88585858],[7.43869792 5.81533454],[-0.21625748 -0.92646635],[6.26038725 6.15546969],[ 0.35151768 -1.0145783 ],[4.98881873 3.34002177],[-1.03628752  0.04809142],[2.73528043 4.36539054],[-0.21012534  0.99523394],[6.25336866 6.29224107],[ 0.44165726 -0.97244863],[3.1011485  4.13253776],[-0.42074004  0.92979166],[2.91820421 5.30260255],[0.93597178 0.66527174]
[6.40549953 4.7003813 ],[-0.26063756 -0.99404882],[4.26118386 6.60081897],[1.05632164 0.07706689],[3.53044643 3.48932433],[-0.57283277  0.91069383],[7.41377269 5.72148955],[-0.28373759 -0.95067096],[6.29335589 6.05333841],[ 0.30657143 -1.02891156],[4.8852197 3.3467361],[-1.0332732   0.08812685],[2.71716585 4.46578024],[-0.15270688  1.01133345],[6.29531254 6.19406022],[ 0.39843667 -0.98948973],[3.0613979  4.22650779],[-0.37155025  0.95176799],[3.01268928 5.36778834],[0.95564481 0.64076834]
[6.37726186 4.601461  ],[-0.30217632 -0.98225056],[4.36661776 6.60629895],[1.055178   0.03582831],[3.47516114 3.58151101],[-0.5337943   0.93164276],[7.38206436 5.62554504],[-0.35358472 -0.97036981],[6.32148457 5.94958779],[ 0.25681527 -1.04478723],[4.78201007 3.35739344],[-1.02798865  0.12740974],[2.70430505 4.56711919],[-0.10351217  1.01607026],[6.33312595 6.0944845 ],[ 0.35769515 -1.00178591],[3.02682831 4.32274942],[-0.31822508  0.97398879],[3.10867874 5.43016086],[0.96556222 0.60833381]
[6.34482903 4.50374832],[-0.34481187 -0.97013079],[4.47244342 6.60832475],[1.06013059 0.00418708],[3.42384814 3.67572303],[-0.49158683  0.95299178],[7.34367429 5.52824007],[-0.41152918 -0.97250117],[6.34513961 5.84487903],[ 0.21599354 -1.04951238],[4.67975141 3.37228409],[-1.01894144  0.16825965],[2.69661733 4.66904272],[-0.05309356  1.01922051],[6.36664533 5.99357707],[ 0.31291603 -1.01572306],[2.99741332 4.42084486],[-0.27062652  0.98695108],[3.20591641 5.48962804],[0.97559974 0.57770426]
[6.30827816 4.40746195],[-0.38320208 -0.95255433],[4.57821053 6.60679871],[ 1.05282697 -0.03686812],[3.37657125 3.77175031],[-0.45318499  0.96794985],[7.29986669 5.43125052],[-0.4655091  -0.96783069],[6.36448725 5.739554  ],[ 0.17320337 -1.05436597],[4.578536   3.39128306],[-1.00628876  0.21034986],[2.6942917  4.77146674],[0.00708719 1.0290939 ],[6.39560143 5.8913236 ],[ 0.26615607 -1.0289605 ],[2.97273795 4.52008116],[-0.22323949  0.99705475],[3.30368993 5.54561189],[0.98263771 0.54495892]
[6.26834596 4.31340221],[-0.4152906  -0.92854398],[4.68327456 6.60127108],[ 1.0465807  -0.07513883],[3.33345331 3.86946409],[-0.41255599  0.98257394],[7.2505509  5.33474187],[-0.51942321 -0.96071421],[6.37972372 5.63399001],[ 0.13330394 -1.05500112],[4.47866394 3.41446346],[-0.98910061  0.25485445],[2.69782202 4.87452073],[0.06412846 1.03211582],[6.41988672 5.78788454],[ 0.21696011 -1.04197008],[2.95282464 4.62022383],[-0.17662057  1.00383533],[3.40250017 5.59872601],[0.99482511 0.51895516]
[6.22516867 4.22171325],[-0.44880456 -0.90580747],[4.78766468 6.59197531],[ 1.03846279 -0.11316831],[3.2944361  3.96856437],[-0.3698838   0.99696642],[7.19595223 5.23913819],[-0.56883769 -0.94758676],[6.39092102 5.52837288],[ 0.09174879 -1.05603992],[4.38027213 3.44174702],[-0.97564944  0.29341312],[2.707058   4.97772091],[0.11925221 1.03013319],[6.43945826 5.68348476],[ 0.17409137 -1.04613204],[2.93763017 4.7209879 ],[-0.12757622  1.01068525],[3.50229856 5.64909892],[1.00140511 0.48900891]
[6.17861273 4.13229257],[-0.48252275 -0.88279633],[4.89092808 6.57863402],[ 1.02690831 -0.15317334],[3.25983113 4.06912217],[-0.32570167  1.01025719],[7.13643023 5.14489746],[-0.62104782 -0.93664164],[6.39769346 5.42247827],[ 0.04544829 -1.05976693],[4.28341469 3.47295104],[-0.96069111  0.33105749],[2.7215576  5.08036852],[0.17102779 1.0228097 ],[6.45468999 5.57870069],[ 0.13091069 -1.04895791],[2.92732062 4.82228687],[-0.07795904  1.01557046],[3.60302267 5.6968262 ],[1.01343285 0.46624801]
[6.12870841 4.04522364],[-0.51632232 -0.85934007],[4.99268813 6.56100348],[ 1.01318927 -0.19428663],[3.22934254 4.17060727],[-0.28351147  1.01966312],[7.072467   5.05252972],[-0.66093471 -0.91357939],[6.40026055 5.31671628],[ 0.0032746  -1.05791945],[4.18833776 3.5080888 ],[-0.94102181  0.37111876],[2.74116551 5.18212151],[0.21987462 1.01090644],[6.46545341 5.47357505],[ 0.08373249 -1.05388704],[2.92165989 4.92365422],[-0.03658897  1.01025114],[3.70463815 5.74206191],[1.01902523 0.43891081]
[6.07536462 3.96047139],[-0.54763945 -0.83275624],[5.09304807 6.53932217],[ 0.99386591 -0.23934679],[3.20321643 4.27306412],[-0.2387191   1.02942618],[7.0047129  4.96262656],[-0.69587416 -0.88648906],[6.3984836  5.21110195],[-0.03717594 -1.05262362],[4.0950308  3.54690619],[-0.92324407  0.40673266],[2.76599214 5.28293388],[0.27264804 1.00106795],[6.47186374 5.36840504],[ 0.04243979 -1.05135228],[2.92024402 5.02453535],[0.00518091 1.00414225],[3.80708151 5.78492757],[1.02667525 0.41557041]
[6.01897346 3.8784808 ],[-0.5796155  -0.80648245],[5.19190884 6.51364026],[ 0.98269861 -0.2744288 ],[3.18177557 4.37656915],[-0.19284705  1.03758922],[6.93332391 4.87523463],[-0.73210241 -0.86179342],[6.39292041 5.10630382],[-0.07454807 -1.04369869],[4.00339887 3.58904322],[-0.9064203   0.43856004],[2.79593034 5.38251706],[0.32524218 0.98946676],[6.47402579 5.26343635],[-0.00158163 -1.05017324],[2.92295335 5.12470306],[0.04795717 0.99795109],[3.91011591 5.8253737 ],[1.03057481 0.39018106]
[5.95944013 3.79919355],[-0.6114781  -0.77964158],[5.28973901 6.48468615],[ 0.97017888 -0.30794702],[3.16437534 4.48026998],[-0.15526618  1.03622727],[6.85827196 4.7902136 ],[-0.76704693 -0.83703104],[6.38353479 5.00234761],[-0.11390515 -1.03595358],[3.91377884 3.63456806],[-0.88627555  0.47121722],[2.831038   5.48076266],[0.37321511 0.9716378 ],[6.47178052 5.15867306],[-0.04175271 -1.04345216],[2.92978773 5.22403273],[0.0873437  0.98717633],[4.01315639 5.8629461 ],[1.02946614 0.36055125]
[5.8967442 3.7226393],[-0.63961307 -0.74861786],[5.38581361 6.45197791],[ 0.95040694 -0.34685185],[3.15083465 4.58388583],[-0.11639021  1.0351897 ],[6.78007625 4.7079452 ],[-0.79664089 -0.80843379],[6.37046041 4.89944799],[-0.15262263 -1.02692321],[3.8263153  3.68337554],[-0.86071901  0.5068457 ],[2.87052593 5.57679173],[0.4214381  0.95372183],[6.46543787 5.05454852],[-0.08316114 -1.03690708],[2.94109945 5.32274272],[0.1360831  0.98381421],[4.11571258 5.89717912],[1.02406187 0.32654471]
[5.83099711 3.64896742],[-0.66940999 -0.71890673],[5.47976861 6.41531422],[ 0.93044205 -0.38434053],[3.1408694  4.68706099],[-0.07948179  1.03164677],[6.6991866  4.62872119],[-0.82194487 -0.7771687 ],[6.35341304 4.79742285],[-0.18946395 -1.01471431],[3.74129018 3.73551519],[-0.8347833   0.54057594],[2.9147782  5.67091553],[0.4654344  0.93057265],[6.45488228 4.95107663],[-0.12595695 -1.03040372],[2.9574233  5.42112022],[0.18838117 0.98121652],[4.21840098 5.92873254],[1.02631467 0.30134233]
[5.76272059 3.57872926],[-0.69443111 -0.68418248],[5.57179436 6.37507596],[ 0.91195671 -0.41815445],[3.13497501 4.79018451],[-0.03827729  1.03074302],[6.61587172 4.55264698],[-0.84438351 -0.74466056],[6.33230343 4.69629478],[-0.2333928  -1.00811162],[3.65919586 3.79126287],[-0.80519338  0.57590297],[2.96353097 5.76279514],[0.5089481  0.90632155],[6.44039007 4.84864391],[-0.16475524 -1.01906998],[2.97856382 5.5187003 ],[0.23252139 0.96825166],[4.32115272 5.95765643],[1.0311868  0.27990125]
