[2.66310151 6.2687702 ],[ 0.95820972 -1.95182424],[3.64149584 7.95218371],[-2.5267865  -1.09509599],[3.06765359 8.63733628],[3.95452837 2.84772856],[4.91875271 2.79933979],[-0.22407195 -3.15831855],[4.16828142 1.90028418],[4.61404275 4.07445986],[8.2501269 8.672318 ],[ 4.90119499 -4.2504091 ],[0.27258746 9.85072984],[2.10532227 1.58450069],[5.43730583 4.26616345],[-2.06835852 -1.21081728],[2.30250421 9.64058639],[-1.24602281 -2.72822467],[5.74091938 5.00397637],[4.32271038 2.25075505]
[5.28527906 7.89557912],[-1.00751306  0.17231714],[6.79376564 6.26018341],[0.1207503 0.95709  ],[3.39572103 4.03694058],[-0.79732967  0.39302615],[5.64568829 8.06769418],[0.71609748 0.32991907],[2.72921438 7.5458135 ],[-0.26147562 -0.97601233],[2.32104985 6.59303385],[-0.0062393  0.8405619],[5.70561517 3.46317648],[-0.06942273 -0.51174993],[6.30860332 7.11943972],[ 0.72713334 -0.62711074],[7.41418053 5.89999186],[0.03324848 0.96061762],[3.20277082 4.87087506],[ 0.36982145 -0.85810825]
[5.18441013 7.91075419],[-1.00958681  0.13129442],[6.80361968 6.35621484],[0.0727867  0.95973573],[3.31694677 4.07920118],[-0.77702963  0.45254505],[5.71760743 8.09883707],[0.72104757 0.2915749 ],[2.70613195 7.4470006 ],[-0.20261188 -1.00186112],[2.32370853 6.67780181],[0.06090259 0.85538609],[5.69718699 3.41339206],[-0.10217104 -0.48622548],[6.37976926 7.05530075],[ 0.69668385 -0.65475201],[7.41431135 5.99666018],[-0.03171184  0.97108578],[3.24202757 4.78613836],[ 0.4147894  -0.83664369]
[5.08349579 7.92192248],[-1.01097762  0.08955361],[6.80870887 6.45247507],[0.0280511  0.96418899],[3.2402926  4.12727907],[-0.75438791  0.50983963],[5.79030254 8.12638138],[0.73090495 0.25728962],[2.68868503 7.34558708],[-0.14746695 -1.0265209 ],[2.33342084 6.76409669],[0.13240926 0.86858371],[5.68539416 3.36631872],[-0.13373528 -0.4545051 ],[6.44776469 6.98839955],[ 0.66316143 -0.68291255],[7.40789706 6.09414368],[-0.09558751  0.97875041],[3.28571727 4.70363313],[ 0.45930104 -0.81264674]
[4.98244167 7.92882121],[-1.01006978  0.04822099],[6.8091914  6.54895603],[-0.01661089  0.96675959],[3.16616445 4.18110176],[-0.72800357  0.5658872 ],[5.86392463 8.15041198],[0.73478731 0.21643479],[2.67681327 7.24204385],[-0.08757242 -1.04108006],[2.34980807 6.85096357],[0.19386134 0.86666698],[5.67052558 3.32276249],[-0.16411794 -0.41623544],[6.51238202 6.91878564],[ 0.63035778 -0.70776926],[7.39538427 6.19243378],[-0.15428691  0.98639946],[3.3340219  4.62383575],[ 0.50480577 -0.78471016]
[4.88144649 7.93146971],[-1.00831619  0.00594448],[6.80513828 6.64550219],[-0.06552851  0.96284196],[3.09487161 4.24045851],[-0.69560975  0.6225455 ],[5.93724634 8.16958407],[0.7357192  0.17092731],[2.67122324 7.13754419],[-0.02484532 -1.0487178 ],[2.37285251 6.93792736],[0.26559631 0.87034219],[5.65247882 3.28318817],[-0.19554943 -0.37302832],[6.57384995 6.84694479],[ 0.59899142 -0.7286519 ],[7.37693899 6.29113906],[-0.21389687  0.98749356],[3.38660629 4.54672829],[ 0.54787056 -0.75586959]
[4.7804189 7.9295719],[-1.0091914  -0.04123985],[6.79612522 6.74151532],[-0.1141831   0.95749961],[3.0269683  4.30535059],[-0.66525935  0.67149874],[6.0112562  8.18476826],[0.74026187 0.1284373 ],[2.67122821 7.03186752],[ 0.02422382 -1.06433497],[2.40282355 7.02476815],[0.3329981  0.86505481],[5.63086736 3.24784013],[-0.23731156 -0.33345534],[6.63179374 6.77275651],[ 0.5608594  -0.75368614],[7.35244627 6.38959595],[-0.27427251  0.98237382],[3.44368423 4.47285976],[ 0.59604806 -0.71856762]
[4.67976444 7.92331811],[-1.0023961  -0.08251492],[6.7820927  6.83674464],[-0.16316067  0.95000784],[2.96235023 4.37509363],[-0.62584307  0.72361199],[6.08558642 8.19552786],[0.74665391 0.08704985],[2.67646708 6.92527636],[ 0.07955735 -1.06759084],[2.43948411 7.11083445],[0.39987474 0.85539838],[5.60469621 3.21643346],[-0.28178918 -0.28916189],[6.68554168 6.69582897],[ 0.51937696 -0.77915312],[7.32229261 6.48762386],[-0.32973602  0.97617804],[3.50566265 4.40297574],[ 0.64240945 -0.67958665]
[4.57988681 7.91297209],[-0.99560643 -0.1250467 ],[6.76347741 6.93141058],[-0.20739102  0.94447385],[2.90219149 4.4502581 ],[-0.57799733  0.77794299],[6.16025301 8.2018275 ],[0.74699247 0.0391689 ],[2.68707394 6.81846415],[ 0.13489621 -1.06546947],[2.48268231 7.19561698],[0.46315571 0.83894928],[5.57446034 3.19023238],[-0.32476968 -0.23543231],[6.73557354 6.61691898],[ 0.48035341 -0.79952171],[7.28654478 6.5846938 ],[-0.38608664  0.96335412],[3.57196429 4.33687166],[ 0.68048587 -0.64495291]
[4.48079403 7.89840306],[-0.98684537 -0.16714025],[6.74031083 7.02524677],[-0.2561146   0.93159639],[2.84655814 4.5302795 ],[-0.53388143  0.82224815],[6.23475496 8.20310887],[ 0.74352462 -0.01316194],[2.70300061 6.71189004],[ 0.18291812 -1.0656202 ],[2.53198914 7.27841438],[0.52260465 0.81635752],[5.53948151 3.16937389],[-0.37453637 -0.1801735 ],[6.78173964 6.5361439 ],[ 0.44270734 -0.81583119],[7.24512818 6.68017868],[-0.44230243  0.94536361],[3.64190952 4.27427002],[ 0.72025992 -0.60454558]
[4.3829166  7.87990736],[-0.97179548 -0.20394766],[6.71228453 7.11768763],[-0.3026065   0.91850636],[2.79572116 4.61479945],[-0.48564662  0.86431964],[6.30921654 8.19944894],[ 0.7441071  -0.06152105],[2.72365468 6.60551466],[ 0.228986  -1.0620557],[2.58753254 7.35914501],[0.58657345 0.79634012],[5.49952539 3.15445973],[-0.42250664 -0.11474739],[6.8236678 6.453407 ],[ 0.39695776 -0.83727706],[7.19829103 6.77380094],[-0.49334919  0.92717586],[3.71585068 4.21594094],[ 0.75713914 -0.56275803]
[4.28624382 7.85737895],[-0.96193821 -0.24723259],[6.67985767 7.20890639],[-0.34730904  0.9040068 ],[2.74952303 4.70304668],[-0.43603923  0.90192284],[6.38357514 8.19080972],[ 0.74230473 -0.11187664],[2.7490899  6.49992593],[ 0.27849124 -1.05026708],[2.64885387 7.4371892 ],[0.64144933 0.76609956],[5.45473441 3.14646049],[-0.47397327 -0.04477463],[6.86136665 6.36901776],[ 0.35504411 -0.85203102],[7.14616468 6.86515734],[-0.54452719  0.90367464],[3.79331181 4.16183698],[ 0.79235619 -0.51833488]
[4.19076023 7.83063664],[-0.94608074 -0.28609249],[6.64258233 7.29816709],[-0.39566088  0.88325514],[2.70866386 4.79512555],[-0.38033357  0.93940597],[6.45731718 8.17672277],[ 0.7339587  -0.16832154],[2.7795476  6.39577206],[ 0.32668492 -1.03594959],[2.71586972 7.512385  ],[0.6971574  0.73616745],[5.40459109 3.14560439],[-0.52912977  0.02827286],[6.89439442 6.28283117],[ 0.30447918 -0.87212613],[7.08897909 6.95396109],[-0.59735178  0.87342318],[3.87433208 4.11243882],[ 0.82730835 -0.46961989]
[4.09695983 7.80005363],[-0.92852263 -0.32422637],[6.60084213 7.38556906],[-0.44056874  0.86275516],[2.67353282 4.8907914 ],[-0.32233384  0.97295872],[6.53040711 8.15722215],[ 0.72879463 -0.22046214],[2.81433932 6.29279607],[ 0.36890807 -1.02295956],[2.78795246 7.5840877 ],[0.74669601 0.70024829],[5.34918907 3.15256761],[-0.58040588  0.1099523 ],[6.92263154 6.19507022],[ 0.2580532  -0.88474898],[7.02681828 7.03980258],[-0.6454222  0.8430351],[3.95857714 4.06786963],[ 0.8588689  -0.41972883]
[4.00507856 7.7657831 ],[-0.91049999 -0.3627325 ],[6.55439604 7.47055525],[-0.48608525  0.83868683],[2.64414754 4.98946883],[-0.26671683  0.99839355],[6.60282164 8.13243935],[ 0.71744856 -0.27691616],[2.85366232 6.19162941],[ 0.4175166 -0.9999248],[2.86472789 7.65196811],[0.79078119 0.65956202],[5.28862503 3.16777962],[-0.62938235  0.19562345],[6.94587102 6.10586884],[ 0.20937312 -0.89612113],[6.96007968 7.12259184],[-0.68660352  0.81465691],[4.04571451 4.02825425],[ 0.88498589 -0.37076103]
[3.91506015 7.72766252],[-0.8895125  -0.39941163],[6.5035711 7.5531423],[-0.53107235  0.81178413],[2.62043422 5.09054557],[-0.20825865  1.02162341],[6.67356674 8.10156493],[ 0.69854563 -0.33910751],[2.89767442 6.09274376],[ 0.46080506 -0.97904436],[2.94619309 7.71612151],[0.83733792 0.6226845 ],[5.22331826 3.19164339],[-0.67604136  0.2815019 ],[6.96439634 6.01583277],[ 0.16016633 -0.9050482 ],[6.8893163  7.20239343],[-0.72899174  0.78029513],[4.13547597 3.99377535],[ 0.9091725  -0.31919724]
[3.82723701 7.68592582],[-0.86713852 -0.43558266],[6.44815753 7.63278346],[-0.577688    0.77999008],[2.60226808 5.19342047],[-0.15565211  1.03473522],[6.74261813 8.06479419],[ 0.68150634 -0.39669517],[2.94553927 5.99567496],[ 0.49845121 -0.95975329],[3.03208282 7.77644917],[0.8801255  0.58400787],[5.15351932 3.22397349],[-0.71722681  0.36622819],[6.9778039  5.92487482],[ 0.10668364 -0.91476519],[6.81453636 7.27875802],[-0.7684222   0.74445369],[4.22759952 3.96461902],[ 0.93280821 -0.26364894]
[3.74173083 7.64061159],[-0.84588733 -0.47377468],[6.38821568 7.70920744],[-0.62212446  0.74691316],[2.58959998 5.29766605],[-0.0951142  1.0519705],[6.80949758 8.02196382],[ 0.65524976 -0.46011613],[2.99743484 5.90096843],[ 0.53727001 -0.93597416],[3.12194124 7.83271903],[0.91488853 0.53974158],[5.08018493 3.26486114],[-0.74829927  0.45050254],[6.98560239 5.83288958],[ 0.05075507 -0.9228484 ],[6.73574768 7.3512575 ],[-0.80599904  0.70618887],[4.32187693 3.94104262],[ 0.95043887 -0.20949693]
[3.65839509 7.59146393],[-0.82212208 -0.51062269],[6.32421252 7.78252227],[-0.65629664  0.72035641],[2.58317193 5.40357583],[-0.03276369  1.06615909],[6.87371046 7.97294633],[ 0.62961838 -0.51882804],[3.05312609 5.80872317],[ 0.57831429 -0.9066981 ],[3.21510179 7.88451339],[0.94488154 0.49322978],[5.00419656 3.31395991],[-0.7701342   0.53017624],[6.98791888 5.74039309],[-0.00367376 -0.92577205],[6.65369428 7.42022127],[-0.83652221  0.67099404],[4.41798095 3.92316608],[ 0.97072999 -0.14817315]
[3.57758125 7.53872684],[-0.7939264  -0.54396222],[6.25636933 7.85256576],[-0.6971764   0.68326824],[2.58307636 5.51076713],[0.02787036 1.07415366],[6.93529365 7.91823317],[ 0.59943097 -0.57714987],[3.11282894 5.71945087],[ 0.61230561 -0.88163009],[3.31105594 7.93157623],[0.97505376 0.44946489],[4.9269217  3.37114838],[-0.7756025  0.6105943],[6.9852541  5.64821084],[-0.05159008 -0.91950334],[6.56837475 7.48525718],[-0.86828679  0.6306986 ],[4.51567034 3.91120911],[ 0.98420294 -0.08913215]
[3.49958163 7.48261247],[-0.76685264 -0.5791914 ],[6.18482608 7.91909723],[-0.7346047   0.64580335],[2.58869806 5.6182625 ],[0.08331748 1.07427324],[6.9936077  7.85770909],[ 0.56919376 -0.62999774],[3.17559356 5.63251846],[ 0.64282292 -0.85664813],[3.4099025 7.9743103],[0.99876819 0.40266507],[4.8494154  3.43587913],[-0.77357259  0.68218703],[6.97769821 5.55667572],[-0.10262957 -0.91383596],[6.48017955 7.54638243],[-0.89266884  0.5942215 ],[4.61443361 3.90509442],[ 0.99101428 -0.03271277]
[3.42438605 7.42302987],[-0.73608813 -0.61154376],[6.10964525 7.98179233],[-0.76853232  0.60795392],[2.60023486 5.72600422],[0.14380032 1.07646181],[7.04837645 7.79167873],[ 0.52718183 -0.68851763],[3.2415763  5.54840042],[ 0.67681714 -0.82528483],[3.51077231 8.01215219],[1.01777805 0.35391113],[4.77234852 3.50720021],[-0.76499739  0.74439081],[6.96450301 5.46535111],[-0.15834008 -0.90919374],[6.38954656 7.60370102],[-0.91884846  0.55274733],[4.71395398 3.90488708],[0.99927671 0.02903963]
[3.35247327 7.36038573],[-0.70348465 -0.64269625],[6.03144715 8.04088981],[-0.79462084  0.57422248],[2.61738373 5.83340778],[0.19752326 1.06987409],[7.09876741 7.7199523 ],[ 0.48217616 -0.7433081 ],[3.31058608 5.46718452],[ 0.70780442 -0.79415387],[3.61336985 8.04508247],[1.03573157 0.30693501],[4.69653062 3.58439079],[-0.74992652  0.79853374],[6.94595343 5.3748634 ],[-0.21316789 -0.90066656],[6.29634129 7.65675274],[-0.94543954  0.50747825],[4.81397999 3.91072385],[1.00319445 0.09027201]
[3.28363933 7.29441201],[-0.67355302 -0.67717675],[5.95013013 8.09591577],[-0.82784117  0.52949768],[2.63954181 5.93975084],[0.24838008 1.05966438],[7.14472405 7.64315834],[ 0.43406202 -0.79423426],[3.38279533 5.38931331],[ 0.73783243 -0.76138666],[3.71738259 8.0730949 ],[1.04283872 0.25195167],[4.62277834 3.66689805],[-0.72726164  0.84747643],[6.92160645 5.28508351],[-0.2719809  -0.89260449],[6.20063368 7.70525659],[-0.96765881  0.46317123],[4.91424225 3.92272131],[1.00253668 0.15063424]
[3.21790599 7.22506998],[-0.64022742 -0.70878633],[5.86573942 8.14651656],[-0.85611345  0.48576792],[2.66695671 6.04517256],[0.29860216 1.04743915],[7.18562418 7.56139848],[ 0.38592357 -0.83779297],[3.45826979 5.31511159],[ 0.77190357 -0.72196289],[3.82231254 8.09592267],[1.05407851 0.20351635],[4.55139524 3.75384569],[-0.69893208  0.89126551],[6.89146467 5.19636374],[-0.33062781 -0.88111755],[6.10281952 7.74929209],[-0.98689434  0.41875367],[5.01410442 3.9405746 ],[0.99371743 0.20566516]
[3.15594126 7.1529796 ],[-0.60185733 -0.7358166 ],[5.77870784 8.1927438 ],[-0.88395132  0.43869913],[2.69919747 6.149149  ],[0.34562942 1.03145384],[7.22176858 7.47568114],[ 0.33449795 -0.87780926],[3.53671898 5.24455253],[ 0.7978146  -0.68806393],[3.9280574  8.11373977],[1.06062015 0.15314723],[4.48319707 3.8450503 ],[-0.66566668  0.93075289],[6.85592917 5.10939734],[-0.38109738 -0.85893548],[6.00323791 7.78889701],[-1.00262788  0.37506043],[5.11323055 3.96419564],[0.9848746  0.26317461]
[3.09767456 7.07802961],[-0.56435904 -0.76404014],[5.68905341 8.23422544],[-0.90962156  0.3898247 ],[2.73624076 6.25159459],[0.39411657 1.01629057],[7.25216999 7.38573713],[ 0.27228476 -0.92102936],[3.6174556  5.17720448],[ 0.8186919  -0.65674815],[4.03449039 8.1267021 ],[1.06790407 0.10659966],[4.41816664 3.93965719],[-0.6344972   0.96075976],[6.81513735 5.02455872],[-0.43076367 -0.83371451],[5.90263682 7.82458929],[-1.01043429  0.33753013],[5.21124547 3.99345116],[0.97378459 0.32053397]
[3.0433422  7.00043057],[-0.51960594 -0.78525971],[5.59722583 8.27102871],[-0.92864766  0.34391926],[2.77802737 6.35238684],[0.44064176 0.9985768 ],[7.27671638 7.29221009],[ 0.21783031 -0.94934402],[3.70031056 5.11313419],[ 0.83954672 -0.62312484],[4.1410221 8.1345152],[1.06600662 0.05320591],[4.35619138 4.03690659],[-0.6007952   0.98754138],[6.76922347 4.94217595],[-0.48879463 -0.81489363],[5.80069134 7.85584512],[-1.02560796  0.2900129 ],[5.30771832 4.02809612],[0.95627784 0.37306103]
[2.99345454 6.92065833],[-0.47659532 -0.80861623],[5.50319837 8.30274556],[-0.94918081  0.29248293],[2.82419389 6.45113295],[0.48312897 0.9767587 ],[7.29542097 7.19577902],[ 0.15787238 -0.97663014],[3.78543467 5.05273161],[ 0.86102908 -0.58647347],[4.24775802 8.13752547],[1.06783857 0.00667001],[4.2977717  4.13676036],[-0.56476468  1.01162462],[6.71726643 4.86156506],[-0.54503117 -0.79175802],[5.69765911 7.88265194],[-1.03345524  0.24743874],[5.40242827 4.06804299],[0.93925112 0.42745442]
[2.94793874 6.83861426],[-0.43144564 -0.82998191],[5.40742363 8.32944187],[-0.96819153  0.23891178],[2.87478976 6.54786189],[0.52682938 0.9559376 ],[7.30843247 7.09721384],[ 0.10341744 -0.99286769],[3.87227532 4.99566654],[ 0.87950014 -0.55079184],[4.35448667 8.13583843],[ 1.07112364 -0.03522283],[4.24320347 4.2390444 ],[-0.5280954   1.03197333],[6.66028555 4.78394366],[-0.59295386 -0.75892232],[5.59383129 7.90508757],[-1.04201322  0.20203342],[5.49510353 4.11316518],[0.9130271  0.47377684]
[2.9071532  6.75463732],[-0.38260714 -0.8478839 ],[5.30983803 8.35065952],[-0.98135039  0.18704565],[2.92970604 6.64245397],[0.56816021 0.93267686],[7.31599932 6.9972514 ],[ 0.0452675  -1.00828526],[3.96086397 4.94218066],[ 0.89085767 -0.52011246],[4.46131595 8.12994683],[ 1.06328523 -0.08432026],[4.19228296 4.34317253],[-0.49185034  1.04863652],[6.59878569 4.70992954],[-0.63894429 -0.72320819],[5.48958681 7.92332951],[-1.04294581  0.1626089 ],[5.58542423 4.16321844],[0.89384887 0.52787851]
[2.87115069 6.66876467],[-0.33708693 -0.86907913],[5.21109113 8.36667699],[-0.99271721  0.1335843 ],[2.98842999 6.73441693],[0.6040781  0.90448492],[7.31751104 6.89576519],[-0.01527459 -1.02095228],[4.05075378 4.89201143],[ 0.90702639 -0.482857  ],[4.56742847 8.11933672],[ 1.05610287 -0.13024879],[4.14511256 4.44895   ],[-0.45297525  1.06506684],[6.53271916 4.63955955],[-0.68456284 -0.68634947],[5.38527966 7.93759663],[-1.04033083  0.125503  ],[5.6731652  4.21805504],[0.86394847 0.57177328]
[2.83980108 6.58089642],[-0.29223374 -0.89037663],[5.1113666  8.37733424],[-1.00303419  0.07772496],[3.0508522 6.8236937],[0.64406992 0.88086926],[7.31284055 6.79312709],[-0.07865582 -1.03167857],[4.14196114 4.84536587],[ 0.91797294 -0.44897273],[4.67279437 8.10424399],[ 1.05079638 -0.17141385],[4.10135647 4.55579323],[-0.42250425  1.07129446],[6.46205559 4.57286527],[-0.72792166 -0.64678881],[5.28123575 7.94812423],[-1.04349017  0.08175996],[5.7579797  4.27735211],[0.83349321 0.6152537 ]
[2.81292961 6.49095292],[-0.24390189 -0.90695204],[5.01097911 8.3826053 ],[-1.00446986  0.0274944 ],[3.11658761 6.90995223],[0.67149104 0.84538837],[7.30178472 6.68960222],[-0.14201083 -1.03777109],[4.2345131  4.80245211],[ 0.93297749 -0.40898964],[4.77724143 8.08480476],[ 1.03586686 -0.21929898],[4.06056546 4.66313294],[-0.39332035  1.0753763 ],[6.38750774 4.51058927],[-0.7631724  -0.59893355],[5.17698483 7.95426695],[-1.04014235  0.04234781],[5.8401516  4.34140963],[0.80710175 0.66298614]
[2.79111087 6.39961828],[-0.19147654 -0.91859564],[4.91056365 8.38284384],[-1.00354256 -0.02277018],[3.1856878  6.99332231],[0.7099608  0.82160074],[7.28430687 6.58559285],[-0.20502974 -1.03942833],[4.32846951 4.76356021],[ 0.94361934 -0.3711117 ],[4.88011474 8.06058675],[ 1.02153793 -0.26462536],[4.02285687 4.77099496],[-0.36062675  1.08190277],[6.30939231 4.45305845],[-0.79808705 -0.5507327 ],[5.07309062 7.95643763],[-1.0404321  -0.00197043],[5.91915229 4.40969767],[0.77507826 0.70478086]
[2.7743168  6.30695648],[-0.14274796 -0.93258487],[4.81020077 8.37788287],[-1.00215898 -0.07522133],[3.25824984 7.07395781],[0.74150897 0.79153737],[7.26086608 6.48190358],[-0.26391991 -1.03425464],[4.42361905 4.72868198],[ 0.95775917 -0.32755616],[4.98166295 8.03208561],[ 1.00723723 -0.30705322],[3.9883193 4.8793527],[-0.32955495  1.08565803],[6.22762253 4.40016897],[-0.83638875 -0.50637471],[4.96934882 7.95425109],[-1.03643794 -0.04402273],[5.9950501  4.48223879],[0.74227084 0.74523498]
[2.76256063 6.21314736],[-0.09268278 -0.94349811],[4.7101006  8.36767544],[-1.00000554 -0.1295156 ],[3.33367249 7.15133496],[0.76387103 0.75314266],[7.23178763 6.37908246],[-0.31530012 -1.01973894],[4.51977964 4.69787077],[ 0.96554003 -0.28828332],[5.08174433 7.9994506 ],[ 0.99336798 -0.34614667],[3.95689776 4.98804362],[-0.2987658   1.08816596],[6.14187416 4.35150325],[-0.8743013  -0.46302542],[4.86571351 7.94744811],[-1.03363796 -0.08968476],[6.06717317 4.55829035],[0.70272247 0.77810343]
[2.75575796 6.11830608],[-0.04241051 -0.95192539],[4.61043327 8.35211546],[-0.99382827 -0.18244111],[3.41094863 7.22453063],[0.784544   0.71384015],[7.19799056 6.27814112],[-0.36499985 -1.0034163 ],[4.61646501 4.67081526],[ 0.97098593 -0.24983213],[5.1801651  7.96277645],[ 0.97502592 -0.38689425],[3.92817515 5.09659714],[-0.27072617  1.08777211],[6.05301932 4.3077896 ],[-0.90243763 -0.41119508],[4.76253185 7.93615314],[-1.02796786 -0.13444933],[6.13528611 4.63752617],[0.65939083 0.80625415]
[2.75442151 6.02315527],[ 0.0168141  -0.94966875],[4.51133643 8.33108527],[-0.98709674 -0.23753163],[3.49064007 7.29418025],[0.80833014 0.67837237],[7.15910334 6.17875522],[-0.41503541 -0.98649664],[4.71386161 4.64787289],[ 0.97695093 -0.20877545],[5.27701088 7.92243599],[ 0.96027614 -0.42090794],[3.90248386 5.20528813],[-0.24413981  1.08497457],[5.96122423 4.26905275],[-0.93480093 -0.3654464 ],[4.66038774 7.92079181],[-1.01432574 -0.17229955],[6.19948723 4.71994634],[0.62617638 0.84336154]
[2.75879134 5.92808627],[ 0.06864467 -0.95303458],[4.4134028 8.3049324],[-0.97333163 -0.28752054],[3.57279205 7.36040276],[0.83402061 0.6456106 ],[7.11513441 6.0810342 ],[-0.4600989  -0.96374225],[4.81174335 4.62902323],[ 0.97991467 -0.16878353],[5.37176123 7.87821091],[ 0.93732842 -0.46062084],[3.87967662 5.31390252],[-0.21163364  1.0874317 ],[5.8662907  4.23483871],[-0.96158662 -0.31717159],[4.55968005 7.90168678],[-1.00127846 -0.21130954],[6.26015086 4.80578034],[0.58849217 0.87435914]
[2.76852256 5.83300757],[ 0.12759108 -0.9465605 ],[4.31675116 8.27359275],[-0.9608991  -0.34082807],[3.65720427 7.42308313],[0.85437762 0.60832432],[7.06658826 5.98551474],[-0.51123096 -0.94696452],[4.90974427 4.61407577],[ 0.98082178 -0.1293182 ],[5.46459936 7.83053161],[ 0.92243062 -0.48937814],[3.85982171 5.42241436],[-0.18518732  1.08305308],[5.76889587 4.205525  ],[-0.98662362 -0.2701363 ],[4.46032454 7.87868144],[-0.98693052 -0.25005153],[6.31689856 4.89448059],[0.54513404 0.8979954 ]
[2.78393178 5.73847057],[ 0.17795942 -0.94613248],[4.22142827 8.23689705],[-0.94654927 -0.39433788],[3.74352244 7.48194376],[0.86959602 0.56658496],[7.01304886 5.89182865],[-0.5591214  -0.92635651],[5.00762747 4.60292972],[ 0.98240832 -0.08780973],[5.55569393 7.77988946],[ 0.89781322 -0.52476702],[3.84215159 5.53005927],[-0.16353675  1.07459999],[5.6692455  4.18098119],[-1.00672561 -0.22174829],[4.36230257 7.85163707],[-0.97513006 -0.29267653],[6.3691737 4.9853374],[0.50014092 0.91863809]
[2.80444048 5.64423099],[ 0.23173945 -0.93857181],[4.12751243 8.19471453],[-0.92977954 -0.44752173],[3.83168384 7.53697969],[0.8931728  0.53396793],[6.95481672 5.80030624],[-0.60438206 -0.90306769],[5.10590116 4.59629515],[ 0.98357349 -0.04411718],[5.64429074 7.72578052],[ 0.87405301 -0.55704155],[3.82710198 5.63730065],[-0.13458743  1.07288326],[5.56803515 4.16155518],[-1.0176891  -0.16740883],[4.26540206 7.82017737],[-0.96351996 -0.33741898],[6.41688108 5.07812139],[0.45230062 0.93505427]
[2.83026909 5.55085743],[ 0.2850983  -0.92797691],[4.0356167  8.14748898],[-0.90803028 -0.49700487],[3.92178708 7.58839394],[0.91079168 0.49641804],[6.89229357 5.71132796],[-0.64519664 -0.87579592],[5.20420219 4.59405197],[ 0.98001107 -0.00295054],[5.73031913 7.66836922],[ 0.84861509 -0.58866809],[3.81485082 5.74421672],[-0.10914593  1.06675972],[5.46593281 4.14763493],[-1.02419154 -0.11127242],[4.17013708 7.78464605],[-0.94473046 -0.37624735],[6.45970027 5.17239002],[0.40560263 0.95152764]
[2.86121402 5.45851473],[ 0.33710821 -0.91489492],[3.9461253  8.09549745],[-0.88141223 -0.54246889],[4.01356352 7.6360163 ],[0.92573534 0.45716204],[6.82569438 5.62504948],[-0.68380062 -0.84703217],[5.30213129 4.5959924 ],[0.97749247 0.04098802],[5.81359394 7.60770376],[ 0.81759196 -0.62358814],[3.80518705 5.85054606],[-0.08392547  1.05992115],[5.3631088  4.13911696],[-1.03324889 -0.06077227],[4.07691803 7.74535168],[-0.91928086 -0.40925037],[6.49855909 5.2688987 ],[0.36761946 0.97413035]
[2.89769077 5.36798016],[ 0.3912315  -0.89639039],[3.85961461 8.03925961],[-0.85012755 -0.58357784],[4.10702536 7.67995895],[0.94353584 0.42201725],[6.75540379 5.54176457],[-0.72014741 -0.81704226],[5.39900602 4.60157675],[0.96452137 0.07521277],[5.89393917 7.54383166],[ 0.78693645 -0.65585101],[3.79818725 5.95629775],[-0.05693859  1.05415295],[5.25975861 4.13585225],[-1.03518575 -0.00659381],[3.98646524 7.70297491],[-0.8913462  -0.43984629],[6.53305303 5.36699245],[0.32453086 0.98952674]
[2.93946676 5.27936739],[ 0.44458556 -0.87486108],[3.77607354 7.97873508],[-0.82086959 -0.62707137],[4.20164588 7.71981659],[0.95214712 0.37846917],[6.68157722 5.46152106],[-0.75497111 -0.7866902 ],[5.49506392 4.61112735],[0.95495282 0.11431518],[5.97139575 7.47702743],[ 0.75909469 -0.68292585],[3.79383169 6.06137528],[-0.03407836  1.04359234],[5.1556814  4.13725314],[-1.04501434  0.03507422],[3.89846095 7.65715945],[-0.86737662 -0.47515879],[6.56317518 5.46644475],[0.27783097 0.99910739]
[2.98622209 5.19275883],[ 0.49020814 -0.85687777],[3.69532642 7.91370955],[-0.792601   -0.67191778],[4.29769197 7.75593989],[0.96807305 0.34370293],[6.60457946 5.38455886],[-0.78312594 -0.75098701],[5.58968152 4.62414479],[0.94029738 0.14898084],[6.04562457 7.40718969],[ 0.72575442 -0.713165  ],[3.79180916 6.16544324],[-0.00938879  1.03473535],[5.05118473 4.14314254],[-1.04123863  0.08572485],[3.81311741 7.60804144],[-0.84059737 -0.50838356],[6.58896838 5.56708139],[0.23387362 1.00903777]
[3.03734946 5.10798585],[ 0.53188501 -0.8382139 ],[3.61782363 7.84461482],[-0.75639639 -0.70880922],[4.39490668 7.78824307],[0.97521751 0.30155169],[6.52473333 5.31106436],[-0.8127424  -0.71814824],[5.68296886 4.64081501],[0.92669034 0.18583028],[6.11660996 7.33453755],[ 0.69247113 -0.74096414],[3.79225885 6.26860637],[0.01725456 1.02727879],[4.94707331 4.15394388],[-1.04307427  0.12730724],[3.73062866 7.55574085],[-0.81149199 -0.54001649],[6.60979927 5.66807857],[0.18729776 1.01506818]
