[2.94002331 7.6923319 ],[4.93192677 3.27044229],[1.16798274 3.97133211],[-0.86544444  4.28211677],[3.47985806 1.26343896],[-2.23698602 -2.15863909],[3.49028887 2.96199059],[-4.39798163 -0.83091064],[0.01189448 7.16107208],[0.65735955 1.22630616],[5.34910659 3.37197869],[-4.87762258  2.3312928 ],[5.69945591 2.38497037],[ 3.86993927 -1.12976732],[5.90603858 0.3144061 ],[-2.49188809  2.89878513],[7.24285143 0.6068491 ],[-4.76242198 -0.80532393],[8.25603349 4.63850754],[-1.17442787  4.05624246]
[1.41802293 3.99794263],[-0.63613801  0.79517207],[3.84251804 2.87355376],[-1.0822125   0.07845606],[4.36314751 7.01156498],[0.44966205 0.54136314],[5.15515523 6.17096351],[ 0.67850461 -0.29986452],[3.05781819 2.43003796],[-1.00053554  0.33090908],[3.30600439 6.92424008],[ 0.99133919 -0.27606097],[1.4582526  5.69598046],[-0.8527117   0.11005104],[2.17473517 8.01790064],[-0.09838039  0.1784811 ],[2.80503053 7.73125107],[0.21960003 0.62013554],[0.54223574 3.61674323],[-0.38432502  0.14409313]
[1.35614053 4.07894162],[-0.60084444  0.82494308],[3.734195   2.88469454],[-1.08591019  0.14162187],[4.40760207 7.06542335],[0.44089283 0.53744701],[5.22146649 6.13928614],[ 0.64441057 -0.33681229],[2.95827911 2.4668639 ],[-0.99104733  0.40345039],[3.40419997 6.89487265],[ 0.97424686 -0.30920225],[1.37350131 5.70675098],[-0.83950094  0.10828063],[2.16497917 8.03306983],[-0.09368639  0.12724113],[2.82764378 7.79216692],[0.23130116 0.59668023],[0.50511286 3.63415244],[-0.35971371  0.20287193]
[1.29778813 4.16276022],[-0.56570858  0.85144504],[3.62558069 2.90192117],[-1.08732065  0.20085237],[4.45053127 7.11830275],[0.42015305 0.52282942],[5.28471535 6.10433166],[ 0.61790643 -0.36458674],[2.85976166 2.51060709],[-0.9777296   0.47154458],[3.50078789 6.86242885],[ 0.95542437 -0.34138422],[1.2900675  5.71736065],[-0.82713349  0.10600907],[2.15575918 8.04294006],[-0.09034567  0.06972144],[2.8516263  7.85087579],[0.24960006 0.5785357 ],[0.4706775  3.65777688],[-0.32705094  0.2718482 ]
[1.24325286 4.24937675],[-0.52287056  0.88249619],[3.51673356 2.92463239],[-1.08617027  0.2556851 ],[4.49163854 7.17004191],[0.39859705 0.50879314],[5.34462678 6.06600677],[ 0.58197006 -0.39995386],[2.76291236 2.56109381],[-0.95860271  0.53744681],[3.59522796 6.82660761],[ 0.9308046  -0.37740755],[1.20798036 5.72786943],[-0.81485335  0.1039769 ],[2.1471034  8.04701707],[-0.08372711  0.00995872],[2.87739693 7.90764843],[0.26679205 0.55765342],[0.43950883 3.68838412],[-0.29381153  0.34295278]
[1.19331126 4.33922853],[-0.47488976  0.9149581 ],[3.40881752 2.953372  ],[-1.07207197  0.31841829],[4.5306351  7.22049843],[0.3799028  0.49915384],[5.40136898 6.02467799],[ 0.55107482 -0.42802865],[2.66799258 2.6177841 ],[-0.93690525  0.59789421],[3.68734621 6.78740904],[ 0.90971723 -0.40797794],[1.12698325 5.73803397],[-0.8023375   0.10211738],[2.13875903 8.04446697],[-0.08172101 -0.0605075 ],[2.90454813 7.96191485],[0.27681365 0.52805023],[0.41196502 3.72643891],[-0.25768534  0.41747538]
[1.14783349 4.431817  ],[-0.43098646  0.93996133],[3.30210518 2.98793692],[-1.06328373  0.37067362],[4.56740508 7.26971405],[0.35269561 0.48264938],[5.45466512 5.98030866],[ 0.51362629 -0.46015903],[2.57537056 2.68026409],[-0.91501244  0.65091566],[3.7770011  6.74490317],[ 0.88408306 -0.4411408 ],[1.04731327 5.74810004],[-0.79136915  0.09890287],[2.13083013 8.03476059],[-0.07580659 -0.13360828],[2.93314256 8.01357844],[0.29202554 0.50190401],[0.38848828 3.77237059],[-0.21184957  0.50081284]
[1.10677348 4.52676696],[-0.39204772  0.95687926],[3.19687067 3.02805072],[-1.0415582   0.43073588],[4.60140178 7.31731975],[0.32892947 0.47145278],[5.50438974 5.93303559],[ 0.47634151 -0.48934707],[2.48500897 2.74774605],[-0.89193262  0.69779715],[3.86396298 6.69904624],[ 0.85576817 -0.47507616],[0.96886767 5.75797267],[-0.77867694  0.09741554],[2.1235725  8.01748576],[-0.07169845 -0.21528201],[2.96299151 8.06226956],[0.30817174 0.47482867],[0.36953291 3.82645436],[-0.16605033  0.5814326 ]
[1.07012669 4.62378988],[-0.34303561  0.98089444],[3.09351807 3.07364895],[-1.02306548  0.48275149],[4.63318287 7.36405876],[0.30510836 0.46204727],[5.54978322 5.88239352],[ 0.42998877 -0.52448814],[2.39771192 2.82034571],[-0.85678536  0.7504134 ],[3.94844088 6.65025189],[ 0.83380116 -0.50035714],[0.89168126 5.76768285],[-0.76605984  0.09583496],[2.11718431 7.99216771],[-0.05898633 -0.29497237],[2.99454277 8.10823191],[0.32256342 0.44379348],[0.35542141 3.88864653],[-0.11803707  0.65959321]
[1.03793208 4.72261803],[-0.30121316  0.99495767],[2.99255893 3.12477239],[-1.00010829  0.53486798],[4.66202142 7.40939996],[0.27201927 0.44549664],[5.59018401 5.82805776],[ 0.37810479 -0.56149572],[2.3135814  2.89756221],[-0.82305032  0.79574816],[4.0305516  6.59888524],[ 0.80467006 -0.53034013],[0.81557432 5.77704317],[-0.75421913  0.09318905],[2.11186981 7.95837802],[-0.04599252 -0.38031711],[3.0277067  8.15114644],[0.33927963 0.41268858],[0.34620882 3.95844631],[-0.06589135  0.73548145]
[1.01023664 4.82303904],[-0.25470161  1.0110218 ],[2.89368374 3.1806383 ],[-0.97715294  0.58192626],[4.68752891 7.45318032],[0.24097095 0.43332999],[5.62516785 5.7700021 ],[ 0.32054778 -0.59988557],[2.23303794 2.97925484],[-0.79054728  0.83451846],[4.10958928 6.54446085],[ 0.77506093 -0.55881788],[0.74092672 5.78641786],[-0.74054135  0.09244613],[2.10790602 7.91586105],[-0.03300793 -0.47025571],[3.06239309 8.19067196],[0.3575108  0.38046998],[0.34249276 4.03571474],[-0.00584767  0.81087359]
[0.98719649 4.92493039],[-0.2074681   1.02505683],[2.79705885 3.24092679],[-0.95183992  0.62657132],[4.70990957 7.49584178],[0.2077346  0.42139109],[5.65461007 5.70855981],[ 0.2655788  -0.63089285],[2.15591985 3.06475309],[-0.75233943  0.8741484 ],[4.1854944  6.48712304],[ 0.74348689 -0.58713138],[0.6674493  5.79550072],[-0.72799752  0.09023228],[2.10531079 7.86428109],[-0.01699531 -0.55954416],[3.0990967 8.2270261],[0.37596724 0.3455689 ],[0.34486487 4.12011086],[0.05633333 0.87831517]
[0.96923675 5.02843261],[-0.15115597  1.04478125],[2.70299745 3.30549391],[-0.92759492  0.66584723],[4.72899366 7.53746451],[0.17322143 0.41075161],[5.67838156 5.64410108],[ 0.20926357 -0.65802503],[2.08244204 3.15381138],[-0.71927077  0.90429052],[4.2581707  6.42699355],[ 0.71025031 -0.61488156],[0.59540936 5.80453763],[-0.71074364  0.09258684],[2.10440461 7.80385276],[-2.11828430e-04 -6.47678225e-01],[3.13726056 8.25934839],[0.38855112 0.30161811],[0.35340644 4.21067109],[0.11525672 0.931942  ]
[0.95658886 5.13339793],[-0.10161564  1.05431214],[2.61164328 3.37406793],[-0.90050152  0.70393268],[4.74439721 7.57793087],[0.13319454 0.39739004],[5.69579678 5.57649616],[ 0.1414263 -0.690669 ],[2.01220062 3.24562941],[-0.68181647  0.93520266],[4.3274421  6.36412124],[ 0.67848158 -0.63887434],[0.52513206 5.81385272],[-0.69460603  0.09390712],[2.10526391 7.73485052],[ 0.01576823 -0.73296185],[3.17701004 8.28743139],[0.40727833 0.26034751],[0.36745116 4.30573527],[0.16716555 0.96941518]
[0.94879662 5.23909816],[-0.0565068  1.0571752],[2.52299826 3.44625485],[-0.87228448  0.73931424],[4.75574257 7.61715577],[0.09303379 0.38689589],[5.70644896 5.5059711 ],[ 0.07144099 -0.7188841 ],[1.94622317 3.34086208],[-0.64010582  0.96647233],[4.39358994 6.29902251],[ 0.64567427 -0.66151683],[0.45665722 5.8234872 ],[-0.67867012  0.09501879],[2.10745414 7.65739576],[ 0.02767097 -0.81489359],[3.21872229 8.31129574],[0.42773476 0.21715237],[0.38723826 4.40465572],[0.22774165 1.0067552 ]
[0.94507396 5.34460429],[-0.01706007  1.05383576],[2.43717689 3.521804  ],[-0.84297612  0.77228443],[4.76238438 7.65480321],[0.04062821 0.36741888],[5.70994545 5.4328177 ],[-0.00177092 -0.74325645],[1.8844659  3.43909622],[-0.59358321  0.99904218],[4.45641873 6.23174014],[ 0.61450383 -0.68015238],[0.38976693 5.8332082 ],[-0.65639134  0.10214442],[2.1109139  7.57232022],[ 0.03883718 -0.88723979],[3.26263271 8.33080625],[0.45055297 0.17256638],[0.41268778 4.50651658],[0.28075905 1.02893529]
[0.94574495 5.45016345],[0.02512097 1.05179359],[2.35424221 3.60044391],[-0.81340884  0.80230856],[4.76405122 7.6909379 ],[-0.00962095  0.35347982],[5.70580414 5.35728216],[-0.08270609 -0.76778575],[1.8271577 3.5402052],[-0.55382402  1.02145672],[4.5162202  6.16279904],[ 0.58164043 -0.69818745],[0.32521348 5.84375806],[-0.63437506  0.10918936],[2.11542871 7.48055911],[ 0.0506975  -0.94656127],[3.30846487 8.34530368],[0.46676575 0.117465  ],[0.44329107 4.61015761],[0.33068808 1.04244171]
[0.95035137 5.55520614],[0.06411311 1.04607111],[2.27449817 3.68217085],[-0.77776724  0.83545616],[4.76013249 7.72529289],[-0.06791209  0.33500665],[5.69338415 5.27951564],[-0.16687084 -0.78744501],[1.77398456 3.64357745],[-0.51282052  1.04242357],[4.57274125 6.09217415],[ 0.54586629 -0.71684733],[0.26281424 5.85496093],[-0.61126641  0.11719963],[2.1211147  7.38348225],[ 0.06106354 -0.9948091 ],[3.35566765 8.35383544],[0.47817783 0.05344496],[0.47863659 4.71468555],[0.37543066 1.0468692 ]
[0.95898597 5.65977236],[0.10892996 1.04529159],[2.19811536 3.76686902],[-0.74976573  0.85819788],[4.75037563 7.75796469],[-0.12877421  0.31739553],[5.6725717  5.20020362],[-0.25069192 -0.79892059],[1.72463636 3.7486691 ],[-0.47498742  1.05824324],[4.62524329 6.01936806],[ 0.50289848 -0.74012841],[0.2028912  5.86712899],[-0.58844656  0.12486554],[2.12768918 7.28206256],[ 0.07200797 -1.03007471],[3.40464226 8.35640211],[ 0.4993627  -0.00455346],[0.51816716 4.81923985],[0.41424326 1.04316224]
[0.97182797 5.76391117],[0.14908166 1.038579  ],[2.12526867 3.8544426 ],[-0.71235171  0.88766136],[4.73427877 7.788786  ],[-0.19452698  0.29813597],[5.64347292 5.1202075 ],[-0.3295922  -0.79834284],[1.67871481 3.8549199 ],[-0.44047318  1.06956325],[4.67356629 5.9444877 ],[ 0.46364064 -0.75698576],[0.14524773 5.88004299],[-0.56336496  0.1344253 ],[2.13545827 7.17775236],[ 0.08547007 -1.05247802],[3.45538054 8.35264675],[ 0.51523885 -0.07111461],[0.56179298 4.92356493],[0.45896817 1.04372261]
[0.98877137 5.86740973],[0.18981731 1.03138994],[2.05580769 3.94448396],[-0.67487495  0.91474621],[4.71121288 7.81743361],[-0.26824257  0.27373322],[5.60602201 5.0401306 ],[-0.41477216 -0.79759763],[1.63656848 3.96253905],[-0.40263729  1.08243449],[4.71798711 5.86807338],[ 0.4248527  -0.77081388],[0.0900608  5.89384198],[-0.54001993  0.14182145],[2.14421324 7.07129736],[ 0.08999319 -1.07470223],[3.5075769  8.34197006],[ 0.5294652  -0.14189588],[0.60948312 5.02746413],[0.49592392 1.0353007 ]
[1.00972648 5.97008399],[0.22978625 1.02252796],[1.990007   4.03702163],[-0.63904681  0.93774386],[4.68081196 7.84378821],[-0.34554155  0.24779696],[5.56042534 4.9607788 ],[-0.49783178 -0.78938474],[1.59791402 4.07109178],[-0.36931654  1.08968889],[4.75815891 5.79004228],[ 0.37662883 -0.79123766],[0.03726046 5.90840045],[-0.5151035   0.15014025],[2.15367107 6.96328344],[ 0.09814364 -1.08543232],[3.56120147 8.32414186],[ 0.54349813 -0.21422119],[0.66068608 5.13032182],[0.52457748 1.0185017 ]
[1.03473107 6.07187541],[0.27049861 1.01341555],[1.92787919 4.13183124],[-0.60417526  0.95749083],[4.64226886 7.86719087],[-0.42938069  0.21614798],[5.50691105 4.88286056],[-0.57048471 -0.76659776],[1.56257693 4.18031859],[-0.33607973  1.09604925],[4.79385443 5.71047082],[ 0.33435178 -0.80269865],[-0.01298944  5.92381422],[-0.49104367  0.15685655],[2.16387156 6.85444466],[ 0.10755059 -1.08882652],[3.61599723 8.29884399],[ 0.54984564 -0.29406394],[0.71500504 5.23178344],[0.55890676 1.00793479]
[1.06351736 6.17243765],[0.30795429 1.00053489],[1.8694127  4.22868484],[-0.56607307  0.97832101],[4.59490314 7.88695681],[-0.51803447  0.17868012],[5.44604866 4.80728077],[-0.64627033 -0.74421101],[1.53040367 4.28998576],[-0.30872307  1.0960062 ],[4.82497588 5.62955917],[ 0.28561801 -0.81748529],[-0.06063817  5.9400485 ],[-0.46082734  0.16880631],[2.17462148 6.74512936],[ 0.10936031 -1.09471642],[3.67138328 8.26559566],[ 0.5572262  -0.37095708],[0.77229733 5.33176098],[0.58770246 0.99254214]
[1.09605019 6.27168078],[0.34104659 0.98276904],[1.8144487  4.32722089],[-0.53258283  0.99275377],[4.53858944 7.90275111],[-0.60578252  0.13887073],[5.37791717 4.73434073],[-0.71608579 -0.71426067],[1.50106848 4.39975807],[-0.27675557  1.10051641],[4.85084322 5.54698153],[ 0.23660966 -0.82868164],[-0.10501328  5.95768588],[-0.42548494  0.18499282],[2.18616583 6.6360288 ],[ 0.12001415 -1.0884715 ],[3.72718005 8.22451959],[ 0.55727536 -0.45106538],[0.83231606 5.43009278],[0.61537459 0.97698188]
[1.13166593 6.36894871],[0.37465205 0.96596855],[1.76305266 4.42733004],[-0.49874082  1.00578056],[4.4735916  7.91439582],[-0.69341821  0.09358973],[5.30300683 4.66462259],[-0.78147045 -0.67961277],[1.47522614 4.51021297],[-0.23838721  1.10987267],[4.87200557 5.46363578],[ 0.18569318 -0.83861979],[-0.14607768  5.97666474],[-0.39504395  0.19513433],[2.19872581 6.5276081 ],[ 0.12909394 -1.08170908],[3.78285151 8.1755964 ],[ 0.55451349 -0.52774701],[0.89509982 5.52690418],[0.63853127 0.95774912]
[1.1707991  6.46467108],[0.40746221 0.94794573],[1.71483936 4.52847946],[-0.46769412  1.01491565],[4.39970981 7.92099361],[-0.78413976  0.03669967],[5.22178754 4.5985595 ],[-0.84183809 -0.64093352],[1.45310922 4.62139185],[-0.20487592  1.11258818],[4.88795861 5.37936465],[ 0.13199107 -0.84756921],[-0.18411479  5.99656776],[-0.36325216  0.20513779],[2.21203444 6.41981163],[ 0.13511271 -1.07587633],[3.83765321 8.1188084 ],[ 0.53994446 -0.60799425],[0.95996743 5.62163071],[0.65700315 0.93529013]
[1.21282252 6.55821254],[0.43318536 0.9232161 ],[1.66971074 4.63048105],[-0.43128851  1.02842736],[4.31767794 7.92229976],[-0.85527838 -0.01110242],[5.1349293  4.53666894],[-0.89583509 -0.59788751],[1.43423008 4.73269953],[-0.17004736  1.11603733],[4.89820966 5.29408387],[ 0.07458367 -0.8558604 ],[-0.21793578  6.0184311 ],[-0.31594602  0.22908832],[2.22622141 6.31295855],[ 0.14834163 -1.06150317],[3.89091114 8.0543946 ],[ 0.52321285 -0.6804664 ],[1.02661668 5.71412614],[0.67547805 0.91436174]
[1.2578928 6.6497658],[0.46683564 0.90639245],[1.62846289 4.73395953],[-0.39786525  1.03681033],[4.22902808 7.91878956],[-0.91784946 -0.06109414],[5.04292674 4.47919751],[-0.94345337 -0.55142375],[1.41865453 4.84411914],[-0.14215229  1.11179724],[4.90272821 5.20819355],[ 0.0165239  -0.86050372],[-0.24749948  6.04212258],[-0.27414542  0.2455887 ],[2.24148322 6.20732064],[ 0.1578325  -1.05015466],[3.94227118 7.98305428],[ 0.50389673 -0.7444845 ],[1.09492877 5.80441406],[0.69145135 0.89234104]
[1.30585914 6.73916406],[0.49579563 0.88492337],[1.59047855 4.83814973],[-0.3645242   1.04415616],[4.1342932  7.90987227],[-0.97344302 -0.11580431],[4.94639324 4.42642942],[-0.98718299 -0.50471545],[1.40591403 4.95517191],[-0.11326693  1.10871038],[4.90118921 5.12181538],[-0.04616842 -0.86513972],[-0.27249439  6.06773874],[-0.2260551   0.26603437],[2.25756994 6.10273367],[ 0.15963573 -1.0454217 ],[3.99112502 7.90531257],[ 0.47260933 -0.80890159],[1.16505562 5.89277609],[0.71025421 0.87431311]
[1.35674684 6.82643637],[0.5225923  0.86120967],[1.55580313 4.94300048],[-0.32917307  1.05245406],[4.03500788 7.89596213],[-1.01379426 -0.16551579],[4.84609938 4.37874223],[-1.0191925  -0.45010741],[1.39620076 5.06603948],[-0.08011316  1.1093829 ],[4.89349086 5.03531754],[-0.10808486 -0.86438485],[-0.2925204   6.09542384],[-0.17146957  0.29018681],[2.27398514 5.99887264],[ 0.16847373 -1.03194808],[4.03669502 7.8215636 ],[ 0.43781624 -0.86510215],[1.23681083 5.97914301],[0.72615018 0.85455603]
[1.41007107 6.91110493],[0.54476795 0.83314908],[1.52473051 5.04867126],[-0.29253353  1.06049069],[3.93232092 7.87725574],[-1.03816016 -0.20801197],[4.74258557 4.33630403],[-1.04872005 -0.39713362],[1.38970364 5.17681734],[-0.05279383  1.10329351],[4.87988174 4.9493867 ],[-0.16726776 -0.85679628],[-0.30685216  6.12559716],[-0.11595794  0.31192643],[2.29109233 5.89619569],[ 0.17307924 -1.0219978 ],[4.07861313 7.73258476],[ 0.39824079 -0.91492393],[1.31026306 6.06369703],[0.74240281 0.83623818]
[1.46586112 6.99322452],[0.57237534 0.81062402],[1.49689498 5.15466939],[-0.26558488  1.05810132],[3.8271269  7.85386007],[-1.06132839 -0.25666368],[4.63627292 4.29910065],[-1.07479029 -0.34513002],[1.38564829 5.28673689],[-0.02627577  1.09713111],[4.86001477 4.86409237],[-0.23131081 -0.84961714],[-0.31492858  6.15845671],[-0.04764542  0.34250715],[2.30867996 5.79458057],[ 0.1778148  -1.01096465],[4.11602645 7.63863086],[ 0.35407585 -0.95841552],[1.38462612 6.14576506],[0.74676979 0.8072712 ]
[1.52450653 7.073178  ],[0.60242427 0.79032044],[1.47167212 5.26036986],[-0.23605574  1.05859681],[3.72027525 7.82595086],[-1.07362696 -0.30020831],[4.52754717 4.26705121],[-1.09831925 -0.29528792],[1.38432604 5.39611064],[-9.92240074e-04  1.08948950e+00],[4.83387274 4.77986495],[-0.29129629 -0.83411009],[-0.31595478  6.19436539],[0.02516368 0.37292217],[2.32685357 5.69421662],[ 0.1854499  -0.99645937],[4.14922958 7.54099528],[ 0.30779245 -0.99504079],[1.45990131 6.22546833],[0.75762777 0.78588776]
[1.5859601  7.15089313],[0.6274411  0.76482426],[1.44975776 5.36641446],[-0.20275341  1.06160312],[3.61292029 7.79422229],[-1.07337452 -0.33457381],[4.41695553 4.2402388 ],[-1.11203903 -0.24013288],[1.38576048 5.50492942],[0.02757282 1.08472664],[4.80176206 4.6974015 ],[-0.3542695  -0.81787959],[-0.30935421  6.23340185],[0.10763633 0.40769661],[2.34539219 5.59494496],[ 0.18752026 -0.98663208],[4.17764404 7.4399719 ],[ 0.26214395 -1.02260377],[1.53619591 6.30301608],[0.7670016  0.76399006]
[1.65000024 7.22614173],[0.65039841 0.7372504 ],[1.43087507 5.47242159],[-0.17409274  1.05934224],[3.50560729 7.75896605],[-1.07320598 -0.37124093],[4.3050879  4.21885359],[-1.12648501 -0.1897073 ],[1.38984223 5.61305084],[0.05428415 1.07786686],[4.76333989 4.61674997],[-0.41352979 -0.7940204 ],[-0.29456415  6.27556919],[0.1900959  0.43663981],[2.36469606 5.49722517],[ 0.19568992 -0.97065939],[4.2014588  7.33650238],[ 0.21421238 -1.0457911 ],[1.61337689 6.37836841],[0.77614427 0.74275867]
[1.71607489 7.29837767],[0.67143953 0.70787985],[1.41481048 5.5781341 ],[-0.14797693  1.05425496],[3.39838062 7.7199975 ],[-1.06966546 -0.40665184],[4.19197808 4.20246429],[-1.13325861 -0.13632958],[1.39627712 5.72017255],[0.07671431 1.06700187],[4.71895337 4.53861181],[-0.47570464 -0.76975634],[-0.27123059  6.32062608],[0.27298799 0.45997961],[2.38465836 5.40095099],[ 0.20118934 -0.95705034],[4.22037508 7.23091091],[ 0.16523606 -1.06395839],[1.69176205 6.45193131],[0.79028089 0.72740727]
[1.7841881  7.36761404],[0.69100006 0.67707887],[1.40151212 5.68348525],[-0.11734436  1.05333074],[3.29199281 7.67793382],[-1.05886764 -0.43540807],[4.07821068 4.19124062],[-1.14102019 -0.08794991],[1.40503947 5.8262991 ],[0.09867446 1.0557507 ],[4.66811911 4.46284316],[-0.53790592 -0.74213752],[-0.23946056  6.36787139],[0.36040597 0.48205341],[2.4048474  5.30576811],[ 0.20449762 -0.94467922],[4.23433972 7.12371718],[ 0.11795207 -1.07537925],[1.771438   6.52388279],[0.80001031 0.70856213]
[1.85440768 7.43392233],[0.7090519  0.64479678],[1.39106899 5.78849634],[-0.09150875  1.04701627],[3.18677264 7.63308263],[-1.04576867 -0.46185282],[3.96411974 4.18510224],[-1.13878018 -0.03338457],[1.41612268 5.93142676],[0.12328054 1.04706956],[4.61121489 4.3901232 ],[-0.60147583 -0.71322587],[-0.19894942  6.41705419],[0.45191192 0.50294426],[2.4254741  5.21195555],[ 0.20956874 -0.93006241],[4.2436834  7.01567084],[ 0.06999922 -1.08391323],[1.85172662 6.59362767],[0.80679174 0.6875194 ]
[1.926444   7.49701267],[0.73015124 0.6155542 ],[1.38334758 5.89300944],[-0.06062166  1.04530444],[3.08286442 7.58558787],[-1.0293929  -0.48479463],[3.85037674 4.184414  ],[-1.1393134   0.01570606],[1.42975741 6.03575016],[0.14950389 1.03935136],[4.54811975 4.32057482],[-0.66235103 -0.67947052],[-0.1489275  6.4684601],[0.54710788 0.52324133],[2.44705741 5.12004133],[ 0.21961984 -0.91078124],[4.24824571 6.90695267],[ 0.0196671  -1.09146634],[1.93306821 6.66168592],[0.81661038 0.67039487]
[2.0006769  7.55727087],[0.75201521 0.58719314],[1.37857267 5.99714935],[-0.03555243  1.0368713 ],[2.98069867 7.53595819],[-1.01619596 -0.51000148],[3.73611298 4.18790758],[-1.14455351  0.05457774],[1.4462693 6.1394926],[0.17723457 1.03187143],[4.47910353 4.25464329],[-0.71788035 -0.63899719],[-0.0901624   6.52097024],[0.63122472 0.52976331],[2.46894766 5.02938182],[ 0.21881477 -0.90157454],[4.24797979 6.79784422],[-0.02529744 -1.09070376],[2.01478502 6.72745725],[0.81880918 0.64624247]
[2.07673479 7.6143365 ],[0.76794138 0.55295108],[1.37617717 6.10032629],[-0.01246942  1.02662072],[2.87990373 7.48386873],[-1.00193066 -0.53388768],[3.62189836 4.19561793],[-1.14175158  0.09704746],[1.46506626 6.24198309],[0.1963886  1.01579577],[4.40457824 4.19283847],[-0.76961735 -0.59414219],[-0.0231403   6.57391701],[0.7109757  0.53101413],[2.4910303 4.9399595],[ 0.22056126 -0.88899649],[4.24323275 6.68892361],[-0.07037028 -1.08819731],[2.09684284 6.79095944],[0.82467672 0.62628579]
[2.15468802 7.66828595],[0.78958005 0.52461309],[1.37603872 6.20244478],[0.0139825  1.01989534],[2.78071569 7.42959735],[-0.9835734  -0.55310954],[3.50827683 4.20770919],[-1.12759132  0.14746251],[1.48602991 6.34313366],[0.22298741 1.00717663],[4.32501274 4.13565627],[-0.82199562 -0.55002823],[0.05158682 6.62675076],[0.78394955 0.52644413],[2.5136003  4.85212809],[ 0.22670776 -0.87169296],[4.23420853 6.58055468],[-0.11186098 -1.08082526],[2.17962243 6.85263822],[0.83086085 0.60735941]
[2.23462559 7.71924173],[0.80700167 0.49245161],[1.37882523 6.30410459],[0.04216716 1.01361927],[2.68344674 7.37353313],[-0.96264541 -0.56882766],[3.3960599  4.22474976],[-1.11754996  0.19196558],[1.50967465 6.44339342],[0.24908888 0.99703673],[4.24052469 4.08315422],[-0.86743908 -0.49996831],[0.1331421  6.67877502],[0.84565036 0.51312566],[2.53628006 4.76556102],[ 0.22780807 -0.85860264],[4.22119898 6.47312586],[-0.15015174 -1.06957697],[2.26286311 6.91229701],[0.83263168 0.58458155]
[2.31602549 7.76671362],[0.81967564 0.45568071],[1.38420148 6.40487292],[0.06509337 1.00151531],[2.58830563 7.31598699],[-0.944792   -0.58653574],[3.28474953 4.24597678],[-1.11054051  0.23000651],[1.53556051 6.54225018],[0.26874619 0.98025171],[4.15181825 4.03591511],[-0.90733171 -0.44580502],[0.2204138  6.72918168],[0.89986489 0.49583942],[2.55913875 4.68040571],[ 0.22843823 -0.84532879],[4.20433139 6.36681901],[-0.18664193 -1.05597421],[2.3461778  6.96958898],[0.83479441 0.5624694 ]
[2.39871693 7.81053475],[0.83292393 0.41957876],[1.39224441 6.50477584],[0.0939924  0.99458442],[2.49483577 7.25658555],[-0.92931607 -0.6061369 ],[3.1742845  4.27095777],[-1.09798742  0.26980939],[1.56384631 6.63984471],[0.29562304 0.97009965],[4.05905726 3.99391907],[-0.94602696 -0.39285993],[0.3130788  6.77806654],[0.95104291 0.48042461],[2.58213702 4.59668713],[ 0.23140977 -0.82905473],[4.18360874 6.26169598],[-0.22601922 -1.04457114],[2.42952545 7.02449636],[0.83472157 0.53831821]
[2.48251109 7.85052626],[0.84222724 0.37954018],[1.40320238 6.60394802],[0.12422719 0.98773921],[2.40296863 7.19529356],[-0.90877944 -0.62029857],[3.06504885 4.29973534],[-1.08603046  0.30597151],[1.59450855 6.73607401],[0.31814546 0.9550297 ],[3.96299433 3.95765134],[-0.97478988 -0.3325423 ],[0.41002237 6.82482352],[0.98924499 0.45705871],[2.60532681 4.51451828],[ 0.23184529 -0.81475687],[4.15888116 6.15770036],[-0.26506596 -1.03178744],[2.51305463 7.07719361],[0.83435079 0.51415022]
[2.56740324 7.88667952],[0.85679161 0.34489831],[1.41706159 6.70225274],[0.15320568 0.97847381],[2.31325731 7.13272737],[-0.88694729 -0.63232823],[2.95726745 4.33225026],[-1.07069662  0.34278794],[1.62747631 6.83083032],[0.34181298 0.94059745],[3.86421812 3.92744709],[-1.00189582 -0.27334357],[0.5105526  6.86927634],[1.01880087 0.43026295],[2.62867163 4.43392226],[ 0.23518607 -0.79696372],[4.13041279 6.05517859],[-0.30321035 -1.01753479],[2.59664646 7.12757988],[0.83660053 0.49276371]
[2.65335141 7.91899299],[0.86055341 0.2997145 ],[1.43370616 6.79946977],[0.17985373 0.96594456],[2.2257157 7.0689842],[-0.86624464 -0.64474566],[2.85087933 4.36815639],[-1.05361927  0.37838241],[1.66269664 6.92400022],[0.36364171 0.92384662],[3.76260958 3.90283334],[-1.02571125 -0.21509172],[0.61372903 6.91097271],[1.04304183 0.40275314],[2.65246308 4.35523385],[ 0.23984312 -0.77758101],[4.09826456 5.95424449],[-0.33819936 -0.99956788],[2.68033189 7.17570507],[0.83871389 0.47141004]
[2.74022229 7.94734244],[0.87308135 0.26360343],[1.45310342 6.89548077],[0.20944053 0.95544972],[2.14012264 7.00390231],[-0.84277186 -0.65390085],[2.74656632 4.40789468],[-1.03364908  0.41508969],[1.70010086 7.01547452],[0.38464083 0.9058118 ],[3.65913147 3.8843832 ],[-1.04602718 -0.15697989],[0.71925278 6.95008045],[1.06328132 0.37602076],[2.6764049  4.27819625],[ 0.24051092 -0.7615428 ],[4.0625795  5.85508464],[-0.37586313 -0.98386594],[2.76433112 7.22181463],[0.84111653 0.45072689]
