[3.39945982 5.75791451],[ 1.75929741 -1.81881378],[2.03401961 9.36761326],[-4.20370207 -1.32508916],[5.68410959 8.38437546],[0.287792   3.20295573],[3.71415051 1.53732316],[ 4.44517719 -4.13746874],[8.81244741 1.31546694],[-0.87014225  2.12466536],[6.89411021 0.9327837 ],[-4.78205545 -1.45328611],[6.50365807 6.0555157 ],[-4.92898872 -0.88595268],[0.2294136  3.94543029],[-1.2847349   4.65114232],[1.70173344 9.24576984],[2.15991744 2.45026056],[8.17852331 0.26041723],[-1.50962571  3.74240539]
[4.79908185 6.32487788],[-1.00140371  0.29764475],[6.88084378 4.40144011],[0.5243704  0.41789654],[4.39876389 2.75468686],[ 0.32932834 -0.61217678],[2.8868275  6.91726801],[-0.78876489 -0.04480498],[1.64248567 6.24683227],[-0.27384401 -0.39173012],[5.18766138 7.69202408],[0.74188808 0.0142582 ],[4.70148161 3.56255955],[0.88787318 0.63317415],[6.44457167 3.50472343],[-0.3575968  -0.73914608],[3.96606683 2.62338777],[-0.66812805 -0.32811237],[2.06535548 7.02849908],[-0.30123258 -0.09401187]
[4.69889349 6.35308313],[-1.00268877  0.26610408],[6.93148382 4.44532771],[0.48769485 0.45979532],[4.43254332 2.69496064],[ 0.34470626 -0.58378101],[2.808363  6.9105183],[-0.78264086 -0.09291309],[1.61727817 6.20450989],[-0.22804965 -0.45356092],[5.26250227 7.69034224],[ 0.75621467 -0.04646951],[4.78869356 3.62696146],[0.85683657 0.65513405],[6.40555145 3.43168719],[-0.42437454 -0.72247516],[3.89827121 2.59308487],[-0.68929341 -0.27914522],[2.03676927 7.01623323],[-0.26946162 -0.15158791]
[4.59874898 6.37826744],[-1.00054369  0.23720863],[6.97840165 4.49357662],[0.44983339 0.50501973],[4.46789776 2.6381561 ],[ 0.36546092 -0.54910559],[2.73047593 6.89872126],[-0.7703672  -0.13875566],[1.5970101 6.1560132],[-0.17773012 -0.517748  ],[5.33821662 7.68204914],[ 0.76050302 -0.1168529 ],[4.87296271 3.6936789 ],[0.8300181  0.68053542],[6.35986361 3.36054368],[-0.48784011 -0.69831369],[3.82864208 2.56808155],[-0.71009565 -0.22746277],[2.0112547  6.99767124],[-0.23834168 -0.21857598]
[4.49891423 6.40063612],[-0.998708    0.20749385],[7.02112192 4.54616   ],[0.40246801 0.54519195],[4.50512243 2.58465994],[ 0.37865519 -0.5210092 ],[2.65411527 6.88248614],[-0.75866876 -0.18835909],[1.5821464  6.10117034],[-0.11746506 -0.57777825],[5.41461141 7.66702913],[ 0.76422567 -0.18634985],[4.95455411 3.76291234],[0.80299311 0.70515584],[6.30798065 3.29214345],[-0.5484773  -0.66790506],[3.756983   2.54838779],[-0.72426217 -0.16730439],[1.9889224  6.97202072],[-0.20801674 -0.29559528]
[4.39896618 6.41966361],[-0.99995771  0.17317099],[7.05862594 4.6025052 ],[0.3486697  0.58340912],[4.54405336 2.53442209],[ 0.39759293 -0.48591463],[2.57883527 6.86100141],[-0.75047852 -0.24558042],[1.5735481  6.04032915],[-0.05578608 -0.6406956 ],[5.49131463 7.64511119],[ 0.76673923 -0.25456909],[5.03340861 3.83454287],[0.77311649 0.72631526],[6.2499993  3.22689846],[-0.60983831 -0.63534868],[3.68383122 2.53473216],[-0.739116   -0.10598607],[1.96999834 6.93857964],[-0.16951977 -0.37367475]
[4.29895215 6.43524496],[-1.00012583  0.13828562],[7.09065222 4.66278759],[0.28963206 0.62061716],[4.58487967 2.48776575],[ 0.41732495 -0.44857871],[2.50435665 6.83353792],[-0.73687411 -0.30213844],[1.57078087 5.97277208],[ 0.00446362 -0.70626275],[5.5676484  7.61591219],[ 0.75702008 -0.33169455],[5.10932113 3.90830227],[0.74517075 0.74875069],[6.18580174 3.16494506],[-0.67330662 -0.60271687],[3.60909819 2.52716799],[-0.7520646  -0.04168465],[1.95503695 6.89700594],[-0.12765581 -0.4569401 ]
[4.19903839 6.44737303],[-0.99935965  0.10279725],[7.11654142 4.72675935],[0.22772929 0.65889797],[4.62743348 2.44468061],[ 0.43548623 -0.41110241],[2.43160175 6.800572  ],[-0.71742891 -0.35700342],[1.57451843 5.8991912 ],[ 0.07226423 -0.76274962],[5.64257075 7.5787501 ],[ 0.74108305 -0.41103223],[5.18238013 3.98421337],[0.71415294 0.76745652],[6.11564389 3.10671346],[-0.7278445  -0.55984541],[3.53315045 2.52615811],[-0.76782717  0.02037458],[1.94463508 6.84710996],[-0.07866134 -0.54011246]
[4.09944641 6.45612651],[-0.99418527  0.07037069],[7.1364847 4.7949569],[0.16990681 0.70400233],[4.67200264 2.40563938],[ 0.45726006 -0.36801602],[2.36078959 6.76190968],[-0.6977297 -0.4157856],[1.58554708 5.82065567],[ 0.14409075 -0.81110387],[5.71567864 7.53369439],[ 0.7223893 -0.4876756],[5.25209137 4.06171851],[0.68023279 0.78267008],[6.0400066  3.05277528],[-0.78421148 -0.51838411],[3.45585719 2.53155273],[-0.77738716  0.08790496],[1.9394276  6.78893726],[-0.02828934 -0.626481  ]
[4.00076046 6.46199241],[-0.98098594  0.04550513],[7.14998102 4.86708879],[0.10089869 0.73963537],[4.71881437 2.37108814],[ 0.47753082 -0.32405403],[2.29219118 6.71740618],[-0.67159277 -0.47219123],[1.60382687 5.73769679],[ 0.21863787 -0.84942217],[5.78670535 7.48109619],[ 0.70009787 -0.5610492 ],[5.31873303 4.14103695],[0.65142919 0.80236558],[5.95897025 3.00319105],[-0.83461377 -0.47163363],[3.37764927 2.54367387],[-0.78735268  0.15344809],[1.93947617 6.72227628],[ 0.0297354  -0.70596557]
[3.90263655 6.4645598 ],[-0.97827506  0.00875903],[7.15667009 4.94290727],[0.03360656 0.77725815],[4.76764706 2.34106105],[ 0.49570206 -0.27944825],[2.22650713 6.66737828],[-0.63942585 -0.5262    ],[1.62927322 5.65108866],[ 0.28588514 -0.88508426],[5.85552894 7.42157838],[ 0.67399621 -0.63025752],[5.38217255 4.22197309],[0.62041733 0.81926228],[5.87331238 2.95864445],[-0.87972043 -0.42091831],[3.29835378 2.56210352],[-0.7949464   0.21807927],[1.94554328 6.64799741],[ 0.08699279 -0.78315175]
[3.80510127 6.46369239],[-0.97546136 -0.0294791 ],[7.15613685 5.02193916],[-0.04607149  0.80126531],[4.81855609 2.31590864],[ 0.52004411 -0.22547457],[2.16371167 6.61144944],[-0.61242737 -0.5887641 ],[1.66105889 5.56114707],[ 0.34712163 -0.91421786],[5.92109239 7.35491396],[ 0.63638224 -0.70240095],[5.44243956 4.30449618],[0.58491212 0.83103883],[5.78315856 2.91906307],[-0.92251406 -0.3704285 ],[3.21906856 2.58759092],[-0.79117734  0.29052916],[1.95731355 6.56634191],[ 0.1479505  -0.84874597]
[3.7080495 6.4590899],[-0.96492916 -0.06205134],[7.14754109 5.1031835 ],[-0.12453982  0.82420077],[4.87108845 2.29551543],[ 0.53287128 -0.17955091],[2.10426732 6.54976802],[-0.57576447 -0.6444941 ],[1.69904899 5.46902791],[ 0.4120301  -0.92667347],[5.98274607 7.2813422 ],[ 0.59621722 -0.76791932],[5.49909025 4.38811191],[0.54632028 0.83939734],[5.68887926 2.88451545],[-0.96187181 -0.32008291],[3.13986408 2.6197939 ],[-0.79153971  0.35384976],[1.97501871 6.47850596],[ 0.20764637 -0.9042607 ]
[3.61145334 6.45053277],[-0.96322025 -0.10579243],[7.1313075  5.18670708],[-0.19913052  0.84613328],[4.92541238 2.28041839],[ 0.55348434 -0.12180789],[2.04878954 6.4826987 ],[-0.53306724 -0.69639708],[1.74350037 5.37624346],[ 0.47492545 -0.92903114],[6.04006781 7.20137653],[ 0.55175621 -0.82825762],[5.5518173  4.47249542],[0.50830514 0.84828997],[5.59084706 2.85496571],[-0.99688203 -0.26998166],[3.06128617 2.65870004],[-0.78184039  0.42139341],[1.99877653 6.38586166],[ 0.26709213 -0.94656343]
[3.51549361 6.43794617],[-0.95530609 -0.14560498],[7.10743134 5.27191543],[-0.27782947  0.85731061],[4.98173749 2.27126886],[ 0.56750721 -0.0659392 ],[1.99745566 6.41023449],[-0.49187395 -0.75119967],[1.79349802 5.2830871 ],[ 0.52366235 -0.93339407],[6.09281906 7.11572041],[ 0.50358333 -0.88298431],[5.60063188 4.55765714],[0.46965154 0.8565373 ],[5.48978463 2.83065038],[-1.02411552 -0.21694009],[2.98375373 2.70411194],[-0.76826378  0.48617346],[2.02813649 6.28938329],[ 0.31834798 -0.98215784]
[3.42033698 6.4212775 ],[-0.94491857 -0.18517059],[7.07534634 5.35753997],[-0.36224562  0.85539757],[5.03936443 2.26784482],[ 5.86507634e-01 -2.23888726e-04],[1.95039454 6.33241633],[-0.44866587 -0.80434642],[1.84857713 5.19027147],[ 0.57627631 -0.92288384],[6.14081411 7.02509589],[ 0.45163378 -0.93268738],[5.6455013  4.64356122],[0.42700624 0.86083345],[5.3864586  2.81186987],[-1.04461976 -0.16187035],[2.90782107 2.75588729],[-0.74689974  0.55159494],[2.06227725 6.18977826],[ 0.36596419 -1.00594065]
[3.32641812 6.40076795],[-0.93491528 -0.22683725],[7.03527505 5.44300237],[-0.43920408  0.85215458],[5.09848376 2.27086025],[0.60024754 0.06580286],[1.90806981 6.24972051],[-0.39566677 -0.84718086],[1.90849692 5.0985682 ],[ 0.62108999 -0.91065113],[6.18323842 6.92957725],[ 0.39743621 -0.97575719],[5.68629225 4.73009451],[0.39094647 0.87186103],[5.28127882 2.79853798],[-1.06154006 -0.1082629 ],[2.83424015 2.81405561],[-0.72613031  0.60903808],[2.10147099 6.08876429],[ 0.41479822 -1.01538745]
[3.23335672 6.37582072],[-0.92364088 -0.26982204],[6.98786367 5.52800132],[-0.50825305  0.84676491],[5.15897608 2.28077732],[0.61119664 0.13510388],[1.87092026 6.1626711 ],[-0.34454942 -0.89056588],[1.97273956 5.00836158],[ 0.66434468 -0.8916348 ],[6.22003214 6.82994101],[ 0.33620431 -1.01782378],[5.72388976 4.81809888],[0.3589672  0.88598903],[5.17437644 2.79024255],[-1.07503443 -0.05711291],[2.7629391  2.87778215],[-0.69756477  0.66651113],[2.14483232 5.98671497],[ 0.45390856 -1.02217692]
[3.1415675  6.34660663],[-0.90942117 -0.31199246],[6.93341492 5.61180793],[-0.58014711  0.82820089],[5.22073635 2.29811717],[0.62597551 0.21472161],[1.83940079 6.07189575],[-0.28668584 -0.92531041],[2.04075272 4.91986636],[ 0.69236398 -0.88062324],[6.25080163 6.72659379],[ 0.2791153  -1.04815469],[5.75788716 4.90708402],[0.32304673 0.89558367],[5.06642385 2.78708851],[-1.08077472 -0.00354703],[2.69463987 2.94701873],[-0.66812213  0.71723445],[2.19233982 5.88473395],[ 0.49285891 -1.01920913]
[3.05144976 6.31333606],[-0.89049308 -0.35117959],[6.87211341 5.69358534],[-0.64487859  0.8066452 ],[5.2836071  2.32339145],[0.63003413 0.29034108],[1.81363483 5.97774254],[-0.23175675 -0.96017414],[2.11173157 4.83296481],[ 0.72802159 -0.85570389],[6.27588488 6.62053939],[ 0.22088148 -1.07363486],[5.78846278 4.99715002],[0.28754955 0.90464575],[4.95849255 2.78968814],[-1.07700075  0.05586543],[2.62942374 3.02109371],[-0.63609852  0.76315038],[2.24309687 5.78286885],[ 0.52510337 -1.01393592]
[2.9634729  6.27633254],[-0.87183177 -0.39191157],[6.80456171 5.7729292 ],[-0.70726201  0.77749129],[5.3467895  2.35644707],[0.63321013 0.37135032],[1.79350875 5.88044517],[-0.17423096 -0.98847659],[2.18598938 4.7485215 ],[ 0.75501569 -0.8344968 ],[6.29495205 6.51204495],[ 0.16288412 -1.09311666],[5.81537745 5.08797175],[0.24961474 0.910534  ],[4.85040918 2.79749182],[-1.08516901  0.09852864],[2.56768859 3.09968445],[-0.59942582  0.80668431],[2.29697755 5.68179247],[ 0.552916   -1.00606484]
[2.8775915  6.23540338],[-0.84704646 -0.42806334],[6.73098477 5.84909842],[-0.76416225  0.7444692 ],[5.40988917 2.3975039 ],[0.62801744 0.44983054],[1.77930183 5.78069378],[-0.11227033 -1.00808579],[2.26277147 4.66624623],[ 0.77952444 -0.81145964],[6.3081785  6.40179318],[ 0.10337702 -1.10948975],[5.83835269 5.17921148],[0.20990549 0.91419856],[4.74179831 2.80952188],[-1.0846378   0.14365076],[2.50958298 3.18226092],[-0.56009282  0.84638865],[2.35370791 5.58186788],[ 0.57983374 -0.99341706]
[2.79399873 6.19060055],[-0.82437081 -0.46777849],[6.65176207 5.92156465],[-0.81747745  0.70624081],[5.47197649 2.44616954],[0.60944476 0.51981415],[1.7709162  5.67884567],[-0.05754508 -1.02989451],[2.34202915 4.58648421],[ 0.80645672 -0.78240515],[6.31537559 6.29004692],[ 0.04384706 -1.12147625],[5.85709887 5.27055086],[0.16725315 0.91475695],[4.63345529 2.82603621],[-1.07863394  0.18943983],[2.45561574 3.26869827],[-0.5195439   0.88110483],[2.413277   5.48358306],[ 0.60829887 -0.97486733]
[2.71283807 6.14191738],[-0.80043026 -0.50765679],[6.56761212 5.99020368],[-0.86617036  0.66459219],[5.53244112 2.50226772],[0.59558707 0.59835758],[1.76781877 5.57495287],[-5.38084272e-04 -1.04307047e+00],[2.42392395 4.50973083],[ 0.82928285 -0.75434245],[6.31711377 6.17773943],[-0.01014066 -1.12540336],[5.87210154 5.36242183],[0.13152594 0.92112526],[4.52598186 2.84720496],[-1.07086997  0.23319094],[2.40574448 3.35836755],[-0.47800128  0.91131835],[2.47519578 5.3868563 ],[ 0.63393596 -0.95525335]
[2.63405827 6.08915662],[-0.77300298 -0.54554379],[6.47880995 6.05451738],[-0.90837059  0.62204021],[5.59103217 2.56587674],[0.5726906  0.67051126],[1.77026877 5.46987151],[ 0.04965212 -1.05729349],[2.50784181 4.43566148],[ 0.85005541 -0.72564723],[6.31328854 6.0650072 ],[-0.06376246 -1.12636044],[5.88276109 5.45412846],[0.08202977 0.91344874],[4.41943814 2.87269587],[-1.05816965  0.277898  ],[2.36038942 3.4511531 ],[-0.43155436  0.94111458],[2.53932153 5.29189273],[ 0.65191815 -0.94014223]
[2.55785832 6.03237886],[-0.74839187 -0.58754072],[6.38611653 6.11457299],[-0.94521794  0.57841741],[5.64674612 2.63619184],[0.54060134 0.73482926],[1.77806621 5.36400199],[ 0.10452618 -1.06089921],[2.59327431 4.3640149 ],[ 0.85956147 -0.70602013],[6.30424117 5.95239653],[-0.11874124 -1.12704943],[5.88859243 5.54520973],[0.03558252 0.90902928],[4.31410656 2.90242757],[-1.04728157  0.31717379],[2.3193012  3.54631215],[-0.39141796  0.96026742],[2.60567252 5.19900022],[ 0.6749665  -0.91748604]
[2.48462321 5.97185221],[-0.71838934 -0.62516149],[6.28974502 6.16997276],[-0.98022668  0.53067193],[5.6989441  2.71265179],[0.50621117 0.79700298],[1.79137033 5.25805288],[ 0.15831593 -1.06034871],[2.6801167  4.29488688],[ 0.8758749  -0.67764236],[6.29005236 5.84016104],[-0.16630911 -1.11895043],[5.89002567 5.63605763],[-0.00984279  0.90484177],[4.21019251 2.93623189],[-1.02904861  0.36040638],[2.2828626  3.64381222],[-0.33980747  0.98649767],[2.67406895 5.10822317],[ 0.69259654 -0.89805733]
[2.4143349  5.90746432],[-0.6854605  -0.66073287],[6.19026953 6.22073857],[-1.01312802  0.47992399],[5.74745065 2.79502162],[0.46225731 0.84840732],[1.80951956 5.15192758],[ 0.205952   -1.05979719],[2.76856007 4.22866123],[ 0.89230901 -0.64724219],[6.27086865 5.72854745],[-0.21594769 -1.11181005],[5.88659778 5.72615236],[-0.05636133  0.8992252 ],[4.10833914 2.97447897],[-1.01264389  0.39938526],[2.25129308 3.74342744],[-0.29160485  1.00516721],[2.74406162 5.0193276 ],[ 0.70605683 -0.88071711]
[2.34745677 5.83960378],[-0.65050394 -0.69489989],[6.08757229 6.26622697],[-1.03902533  0.43090647],[5.79174948 2.88262122],[0.42171135 0.90096841],[1.83229985 5.04602638],[ 0.25155763 -1.05551357],[2.85821936 4.16513004],[ 0.90169566 -0.62234108],[6.24690824 5.61787381],[-0.26198963 -1.10040348],[5.87855277 5.81566515],[-0.10577289  0.88965161],[4.00802636 3.0163516 ],[-0.996241    0.43482446],[2.22401483 3.84423134],[-0.25198017  1.01256208],[2.81511724 4.93198242],[ 0.7151654  -0.86578335]
[2.28418068 5.76840932],[-0.61494971 -0.72891416],[5.98278522 6.30713089],[-1.05720079  0.38613491],[5.8319487  2.97525719],[0.3809862  0.94962701],[1.85989768 4.94104217],[ 0.29640998 -1.04730271],[2.94878139 4.10411979],[ 0.90944759 -0.59780928],[6.21807837 5.50811729],[-0.31142457 -1.09140315],[5.8656587  5.90426648],[-0.15278541  0.88144864],[3.90930864 3.06154661],[-0.97761262  0.4690884 ],[2.20095189 3.94591382],[-0.20808491  1.02188219],[2.88728371 4.84641102],[ 0.7277846  -0.84580341]
[2.22462794 5.69396708],[-0.57789795 -0.76166074],[5.87593183 6.34313305],[-1.07892836  0.33418983],[5.86766853 3.07213308],[0.32980578 0.9835218 ],[1.89226628 4.83738973],[ 0.34738297 -1.0287772 ],[3.0404424  4.04595295],[ 0.92226109 -0.56675159],[6.18460844 5.39958944],[-0.36056274 -1.08159075],[5.84779589 5.99171901],[-0.20567471  0.86615829],[3.81264481 3.11022026],[-0.95458812  0.50506129],[2.18229728 4.04842175],[-0.16495781  1.02795912],[2.96045419 4.76264574],[ 0.73363103 -0.83127772]
[2.16853747 5.61601498],[-0.54350931 -0.7968331 ],[5.76694695 6.37377987],[-1.09818108  0.28073756],[5.89824543 3.17217899],[0.28190007 1.01665392],[1.92916275 4.73521866],[ 0.39017011 -1.01422867],[3.13313004 3.99071098],[ 0.93224392 -0.53713886],[6.14641116 5.29227849],[-0.40193463 -1.06328593],[5.82485197 6.07778484],[-0.25188166  0.85610035],[3.71785794 3.16192501],[-0.93801242  0.53166903],[2.16836596 4.15181206],[-0.11554987  1.03745066],[3.03423563 4.68042274],[ 0.74118072 -0.81383417]
[2.11625264 5.53493489],[-0.50130948 -0.82373377],[5.65670383 6.39960734],[-1.1054664   0.23689378],[5.92382811 3.27508942],[0.22884273 1.03986491],[1.97023485 4.63462   ],[ 0.43377101 -0.99466091],[3.22706605 3.93876086],[ 0.94506653 -0.50296691],[6.10416087 5.18685493],[-0.44378494 -1.04592998],[5.79724572 6.16268955],[-0.29794689  0.84384484],[3.62534497 3.21678473],[-0.91620941  0.56112851],[2.15909253 4.25573496],[-0.07098414  1.03968336],[3.10875579 4.59997936],[ 0.75103705 -0.79308594]
[2.06817672 5.4511802 ],[-0.45900126 -0.84999919],[5.54565774 6.42090881],[-1.11738602  0.18671211],[5.94424394 3.38023143],[0.1808488  1.06340456],[2.0154781  4.53596497],[ 0.46989647 -0.97886479],[3.32187872 3.88989474],[ 0.95098874 -0.47437191],[6.05772105 5.08316519],[-0.48454456 -1.02750837],[5.76479649 6.24601088],[-0.35085007  0.82240152],[3.53497786 3.27442572],[-0.89140372  0.59110308],[2.15408961 4.35961543],[-0.02894626  1.03788891],[3.18440672 4.52179847],[ 0.75883811 -0.77353904]
[2.0244933 5.3649907],[-0.41750891 -0.87636836],[5.43385847 6.43751755],[-1.11868571  0.1452634 ],[5.95941097 3.48703643],[0.12601463 1.07551112],[2.06424794 4.43901806],[ 0.50749467 -0.95753862],[3.41724612 3.84390275],[ 0.95649983 -0.44516558],[6.00711801 4.98122567],[-0.52660288 -1.01038686],[5.72699645 6.32702198],[-0.40481944  0.79774995],[3.44678003 3.33463916],[-0.87236166  0.61295048],[2.15327348 4.46323317],[0.01398916 1.03565535],[3.26052475 4.44530261],[ 0.76269259 -0.75708615]
[1.98488245 5.27615815],[-0.37329805 -0.89856108],[5.32179014 6.4497868 ],[-1.12093833  0.10179069],[5.96945592 3.59517376],[0.07309773 1.0847122 ],[2.11685502 4.34443734],[ 0.54455256 -0.93362742],[3.51321039 3.80093573],[ 0.96250884 -0.41425419],[5.95281116 4.88147963],[-0.5599974  -0.98521921],[5.68384443 6.40548712],[-0.45979145  0.76947061],[3.36093724 3.39738036],[-0.84891628  0.63708331],[2.15680915 4.56660642],[0.05781446 1.03263337],[3.33699658 4.37045931],[ 0.76899934 -0.73741031]
[1.94955613 5.18504663],[-0.32918441 -0.9192406 ],[5.2096067  6.45777107],[-1.12222583  0.05824363],[5.97413249 3.70395697],[0.02078693 1.09042815],[2.17303918 4.25227423],[ 0.57940262 -0.90880548],[3.60929213 3.76061722],[ 0.95878116 -0.39245532],[5.89496805 4.78401765],[-0.59419681 -0.96154418],[5.63551658 6.48129226],[-0.50945571  0.74330074],[3.27713846 3.4621228 ],[-0.82636572  0.65812704],[2.16456441 4.66943655],[0.09779569 1.02442646],[3.41414072 4.29766269],[ 0.77321732 -0.71909   ]
[1.9191974  5.09247958],[-0.27696115 -0.93084102],[5.09695156 6.46096054],[-1.12898578  0.00696714],[5.97390673 3.81339956],[-0.02457572  1.09820707],[2.2324569  4.16249875],[ 0.60956359 -0.88556291],[3.70521512 3.72270248],[ 0.96185746 -0.36346179],[5.83371958 4.68890198],[-0.628613 -0.938806],[5.58174147 6.55382488],[-0.56379095  0.70898895],[3.19602176 3.52930715],[-0.79741711  0.6838203 ],[2.17658225 4.7716479 ],[0.14410842 1.02108928],[3.4917823  4.22680922],[ 0.77678865 -0.70071076]
[1.89388667 4.99863036],[-0.22789655 -0.94441424],[4.98409491 6.45938369],[-1.12741535 -0.03784848],[5.96875448 3.92299943],[-0.07651991  1.09504987],[2.29495795 4.07526257],[ 0.64140054 -0.85776161],[3.80134475 3.68764747],[ 0.95842955 -0.33988992],[5.76951601 4.59649748],[-0.6553272  -0.90940267],[5.52262867 6.62282711],[-0.61723997  0.67155827],[3.1177137  3.59888818],[-0.76878229  0.7074734 ],[2.19306978 4.87327082],[0.18765034 1.01318131],[3.56955894 4.15760186],[ 0.78081231 -0.68126646]
[1.87355782 4.90358207],[-0.17738651 -0.9549441 ],[4.87141773 6.45328553],[-1.12477472 -0.08281225],[5.95846547 4.03216852],[-0.12451526  1.09228811],[2.36082135 3.99111096],[ 0.67598464 -0.82472121],[3.89724602 3.65508241],[ 0.96138003 -0.30939209],[5.70237855 4.50672263],[-0.68503738 -0.88390425],[5.45811042 6.68780475],[-0.67142865  0.62888586],[3.04270205 3.67118199],[-0.73555476  0.73401037],[2.21380078 4.97392034],[0.22773475 1.00052889],[3.64768248 4.09031741],[ 0.78096394 -0.6650487 ]
[1.85840251 4.80767935],[-0.12659189 -0.96358924],[4.75968139 6.44337347],[-1.11441875 -0.11968869],[5.94376985 4.1412165 ],[-0.16949577  1.08775242],[2.42976857 3.91001694],[ 0.70460345 -0.79508478],[3.99333286 3.62553398],[ 0.95878519 -0.28309143],[5.63245151 4.41963391],[-0.71501455 -0.85958858],[5.38867958 6.74877699],[-0.71820573  0.58868166],[2.97025374 3.74528072],[-0.71480244  0.7462948 ],[2.23846063 5.0731938 ],[0.26597804 0.98527846],[3.72617841 4.02504324],[ 0.78851233 -0.64075897]
[1.84821481 4.71091155],[-0.07647898 -0.97065763],[4.64856846 6.42933144],[-1.10553583 -0.15875883],[5.92458813 4.24961956],[-0.21459717  1.07914065],[2.50163869 3.83207527],[ 0.73437091 -0.76177295],[4.08947159 3.59898025],[ 0.96353481 -0.24816456],[5.5597607  4.33516529],[-0.74319932 -0.83437532],[5.31460735 6.805505  ],[-0.7641554   0.54406493],[2.89996009 3.82060469],[-0.69076672  0.76023749],[2.26667118 5.17065189],[0.30132785 0.96690298],[3.80513732 3.96194199],[ 0.79387741 -0.61793235]
[1.84276469 4.613296  ],[-0.03306776 -0.98151238],[4.53853637 6.41158622],[-1.09603511 -0.19709866],[5.90082979 4.35692353],[-0.26039206  1.0665341 ],[2.57642681 3.75752947],[ 0.75876597 -0.73136323],[4.18545027 3.57534567],[ 0.95928388 -0.22117361],[5.48408375 4.25300758],[-0.76989188 -0.80854684],[5.23613949 6.8576995 ],[-0.80588911  0.49820751],[2.83219648 3.89737152],[-0.66381082  0.77555488],[2.29835015 5.26618444],[0.33372066 0.94524848],[3.88437674 3.90090248],[ 0.79520745 -0.5984804 ]
[1.84228535 4.51536619],[ 0.01964493 -0.98048417],[4.42938897 6.38991022],[-1.08665887 -0.23616989],[5.87269326 4.46300481],[-0.30376826  1.05296171],[2.65342046 3.68591199],[ 0.77573355 -0.70600213],[4.28110303 3.55455758],[ 0.95372622 -0.194533  ],[5.40598194 4.17362498],[-0.79256614 -0.77976209],[5.15354705 6.90507657],[-0.84508238  0.44929107],[2.76710678 3.97557372],[-0.63582502  0.7903957 ],[2.33342147 5.35968691],[0.3693004  0.92637722],[3.9639382  3.84203237],[ 0.79705559 -0.57778709]
[1.84699685 4.41757994],[ 0.07492173 -0.97453608],[4.32133648 6.36446204],[-1.07447559 -0.27278255],[5.84027408 4.5676154 ],[-0.34562548  1.03775248],[2.73210425 3.61693119],[ 0.79845386 -0.672739  ],[4.37619151 3.53645666],[ 0.9495069  -0.16582593],[5.32563841 4.09709146],[-0.812618   -0.74945201],[5.06716074 6.94740561],[-0.88303996  0.39595802],[2.70480379 4.05517264],[-0.60831134  0.80328445],[2.37240085 5.45159666],[0.4082402  0.90962028],[4.04377175 3.78535494],[ 0.79901375 -0.55625032]
[1.85724509 4.32049114],[ 0.12868382 -0.96813693],[4.21473697 6.33559257],[-1.05697075 -0.30385661],[5.80373179 4.67061447],[-0.38521031  1.02167339],[2.81304805 3.55137705],[ 0.81912087 -0.63932406],[4.47071914 3.52114244],[ 0.94080593 -0.14067947],[5.24337457 4.02362016],[-0.8318648  -0.71940729],[4.97692207 6.98404186],[-0.91934219  0.33812227],[2.6454985  4.13623117],[-0.57647202  0.81893553],[2.41516444 5.54166679],[0.44505923 0.88970263],[4.12367032 3.73073307],[ 0.79857765 -0.53646378]
[1.87263539 4.22394683],[ 0.1783335  -0.96293056],[4.11003147 6.30379686],[-1.03626783 -0.3308378 ],[5.76324574 4.77186187],[-0.42618765  1.00112069],[2.89590821 3.48911859],[ 0.8352261  -0.60840044],[4.56446052 3.50845455],[ 0.9346545  -0.11225651],[5.15981729 3.95373974],[-0.84022806 -0.67929801],[4.8833329  7.01487126],[-0.94860549  0.28137559],[2.58957574 4.21896604],[-0.54326962  0.83417043],[2.46174189 5.62982557],[0.48442578 0.87128974],[4.20343031 3.67802469],[ 0.79712493 -0.51714212]
[1.89283003 4.12793562],[ 0.22619021 -0.95597589],[4.00692578 6.26885965],[-1.02580652 -0.3679499 ],[5.71867799 4.87094449],[-0.46322859  0.98190652],[2.98024305 3.42990594],[ 0.85335879 -0.57364054],[4.6575167  3.49859455],[ 0.92861139 -0.08262716],[5.07486737 3.88727828],[-0.85939613 -0.65079511],[4.78692082 7.03985284],[-0.97848044  0.21838862],[2.5369224  4.30308606],[-0.51292286  0.84488672],[2.51212498 5.71596324],[0.52138204 0.8494933 ],[4.28298396 3.6272158 ],[ 0.79456238 -0.49837013]
[1.91813767 4.03310434],[ 0.27845179 -0.94164263],[3.9052069  6.23051894],[-1.008814   -0.39900441],[5.67062636 4.9681608 ],[-0.50039624  0.95936321],[3.06634799 3.37422924],[ 0.86758609 -0.54074069],[4.74992607 3.49172407],[ 0.91898206 -0.0552209 ],[4.98806683 3.82367895],[-0.8773532  -0.62217594],[4.68768483 7.05838889],[-1.00406609  0.15354154],[2.487302   4.38820781],[-0.47899389  0.85772041],[2.56618383 5.79985975],[0.55812103 0.82669575],[4.36230818 3.5783405 ],[ 0.7921184  -0.47887982]
